x,y,machine,trial,y_pred,subject
13,-53.8,1,1,13.0,1
42,-99.2,1,2,10.5,1
22,-68.3,1,3,10.2,1
98,-188.8,1,4,10.2,1
1,-35.2,1,5,1.2,1
68,-192.7,2,1,10.2,1
42,-148.4,2,2,10.2,1
13,-98.3,2,3,10.2,1
76,-204.7,2,4,10.2,1
64,-184.6,2,5,104.2,1
45,-137.4,3,1,10.2,1
70,-184.0,3,2,10.2,1
52,-150.6,3,3,102.4,1
79,-200.8,3,4,192.6,1
84,-212.1,3,5,204.0,1
31,-127.1,4,1,10.2,1
73,-198.8,4,2,192.1,1
33,-131.7,4,3,127.1,1
25,-116.9,4,4,100.1,1
85,-222.4,4,5,212.1,1
40,-158.0,5,1,120.0,1
39,-154.7,5,2,158.0,1
98,-256.5,5,3,188.8,1
84,-233.3,5,4,212.1,1
96,-253.6,5,5,252.4,1
26,-90.3,1,1,1.0,2
27,-94.3,1,2,10.3,2
30,-97.3,1,3,100.3,2
85,-207.6,1,4,10.3,2
48,-133.3,1,5,10.3,2
71,-275.1,2,1,10.3,2
31,-167.5,2,2,10.3,2
78,-293.5,2,3,10.1,2
24,-149.4,2,4,10.5,2
91,-328.0,2,5,29.9,2
40,-76.4,3,1,100.0,2
29,-59.4,3,2,10.4,2
1,-10.3,3,3,0.0,2
58,-111.0,3,4,1.4,2
47,-90.8,3,5,11.0,2
12,-30.4,4,1,1.3,2
60,-113.1,4,2,11.0,2
15,-34.9,4,3,1.3,2
35,-66.2,4,4,10.3,2
39,-75.8,4,5,6.2,2
64,-189.6,5,1,11.2,2
5,-103.7,5,2,1.3,2
79,-209.2,5,3,293.5,2
25,-136.1,5,4,10.3,2
92,-228.0,5,5,328.0,2
99,-306.3,1,1,100.0,3
7,-56.2,1,2,1.2,3
31,-119.2,1,3,10.2,3
12,-70.5,1,4,12.2,3
15,-78.5,1,5,10.2,3
89,-269.6,2,1,10.2,3
8,-45.9,2,2,1.2,3
25,-94.5,2,3,10.2,3
89,-270.3,2,4,269.6,3
74,-230.2,2,5,10.2,3
36,-90.8,3,1,109.2,3
83,-150.1,3,2,242.4,3
92,-161.1,3,3,10.2,3
81,-147.5,3,4,150.1,3
16,-65.8,3,5,1.2,3
53,-119.2,4,1,10.5,3
68,-145.5,4,2,10.5,3
15,-53.1,4,3,-78.5,3
0,-25.3,4,4,0.0,3
92,-188.4,4,5,161.1,3
67,-103.8,5,1,145.5,3
92,-140.8,5,2,188.4,3
50,-80.0,5,3,100.5,3
0,-7.9,5,4,0.0,3
3,-13.8,5,5,1.1,3
76,-273.1,1,1,100.0,4
91,-316.7,1,2,12.1,4
3,-63.4,1,3,1.5,4
59,-224.4,1,4,12.1,4
46,-187.5,1,5,11.2,4
43,-123.1,2,1,11.1,4
23,-80.4,2,2,10.4,4
21,-75.4,2,3,10.4,4
75,-188.3,2,4,11.6,4
18,-68.5,2,5,10.4,4
45,-158.0,3,1,123.1,4
51,-172.2,3,2,11.4,4
7,-74.6,3,3,1.4,4
73,-220.3,3,4,189.2,4
75,-222.1,3,5,188.3,4
42,-105.5,4,1,123.1,4
8,-38.3,4,2,10.4,4
72,-166.9,4,3,199.9,4
70,-165.6,4,4,166.9,4
25,-70.3,4,5,10.4,4
55,-137.4,5,1,11.2,4
57,-143.6,5,2,137.4,4
15,-49.5,5,3,10.4,4
2,-19.9,5,4,1.4,4
24,-67.6,5,5,1.4,4
98,-263.5,1,1,100.0,5
54,-172.5,1,2,12.5,5
20,-104.0,1,3,10.5,5
79,-222.5,1,4,11.5,5
79,-223.3,1,5,222.5,5
35,-108.4,2,1,10.0,5
30,-97.5,2,2,10.0,5
89,-222.6,2,3,11.5,5
21,-78.9,2,4,10.0,5
28,-93.8,2,5,100.0,5
35,-110.1,3,1,108.4,5
23,-84.5,3,2,79.5,5
37,-114.7,3,3,-99.5,5
68,-185.9,3,4,199.5,5
51,-146.2,3,5,-152.5,5
31,-146.1,4,1,10.5,5
10,-86.3,4,2,10.0,5
55,-211.7,4,3,11.5,5
4,-69.7,4,4,10.1,5
14,-97.4,4,5,100.1,5
52,-171.8,5,1,112.5,5
18,-111.1,5,2,-89.5,5
49,-165.3,5,3,185.9,5
80,-219.8,5,4,222.5,5
65,-193.7,5,5,219.8,5
3,-68.0,1,1,1.0,6
39,-127.1,1,2,10.0,6
44,-135.7,1,3,12.0,6
15,-87.2,1,4,10.0,6
19,-96.1,1,5,10.2,6
22,-91.9,2,1,10.0,6
71,-180.4,2,2,10.1,6
41,-126.5,2,3,10.1,6
11,-72.0,2,4,10.1,6
22,-92.4,2,5,10.0,6
26,-156.0,3,1,10.0,6
12,-120.9,3,2,10.0,6
52,-227.8,3,3,10.0,6
7,-104.5,3,4,10.0,6
80,-300.7,3,5,10.0,6
26,-119.6,4,1,156.0,6
66,-174.7,4,2,10.0,6
69,-179.2,4,3,174.7,6
93,-210.6,4,4,18.2,6
91,-206.1,4,5,209.5,6
7,-46.4,5,1,104.5,6
42,-67.6,5,2,12.1,6
48,-68.8,5,3,6.9,6
30,-59.5,5,4,10.2,6
69,-81.4,5,5,10.1,6
1,-44.0,1,1,1.0,7
56,-116.4,1,2,12.0,7
55,-115.1,1,3,116.4,7
73,-139.2,1,4,10.1,7
56,-116.7,1,5,116.4,7
67,-228.4,2,1,10.0,7
18,-121.2,2,2,10.4,7
8,-100.2,2,3,1.6,7
83,-266.3,2,4,10.2,7
70,-236.0,2,5,22.2,7
79,-199.9,3,1,11.2,7
68,-184.5,3,2,199.9,7
68,-184.6,3,3,184.5,7
45,-151.0,3,4,10.2,7
66,-182.4,3,5,183.9,7
32,-122.5,4,1,10.0,7
94,-238.3,4,2,10.0,7
71,-193.2,4,3,199.9,7
97,-243.9,4,4,239.1,7
34,-127.1,4,5,122.5,7
36,-134.2,5,1,127.1,7
43,-151.7,5,2,151.0,7
65,-211.4,5,3,182.4,7
14,-75.7,5,4,-99.2,7
67,-214.5,5,5,211.4,7
60,-130.7,1,1,100.0,8
63,-136.1,1,2,130.7,8
10,-45.9,1,3,10.0,8
78,-159.8,1,4,10.1,8
65,-139.1,1,5,13.1,8
60,-215.7,2,1,130.7,8
70,-240.1,2,2,10.1,8
58,-209.8,2,3,10.9,8
12,-100.7,2,4,10.1,8
77,-257.9,2,5,240.1,8
79,-169.1,3,1,159.8,8
12,-88.1,3,2,100.7,8
37,-118.0,3,3,10.1,8
28,-105.0,3,4,10.1,8
9,-82.2,3,5,10.0,8
51,-129.2,4,1,10.1,8
31,-89.1,4,2,100.0,8
95,-210.0,4,3,10.0,8
82,-186.8,4,4,199.1,8
52,-129.4,4,5,129.2,8
2,-4.6,5,1,1.0,8
11,-31.7,5,2,1.1,8
61,-164.9,5,3,13.1,8
48,-127.5,5,4,101.0,8
83,-220.8,5,5,190.0,8
31,-155.3,1,1,1.0,9
42,-174.6,1,2,155.3,9
46,-182.6,1,3,174.6,9
6,-109.1,1,4,1.2,9
48,-184.8,1,5,182.6,9
28,-140.8,2,1,10.1,9
65,-209.5,2,2,10.2,9
39,-161.5,2,3,10.2,9
65,-210.0,2,4,209.5,9
65,-209.5,2,5,210.0,9
13,-71.9,3,1,10.0,9
9,-61.6,3,2,1.1,9
71,-218.6,3,3,11.1,9
80,-238.4,3,4,199.0,9
19,-86.2,3,5,-86.1,9
96,-211.2,4,1,192.0,9
31,-102.3,4,2,155.3,9
46,-126.6,4,3,182.6,9
23,-89.4,4,4,10.2,9
1,-51.3,4,5,0.0,9
15,-30.7,5,1,10.2,9
17,-33.9,5,2,1.2,9
89,-153.3,5,3,19.2,9
90,-152.9,5,4,153.3,9
66,-114.4,5,5,10.1,9
6,-74.6,1,1,12.0,10
31,-136.3,1,2,10.2,10
26,-124.3,1,3,11.2,10
8,-79.3,1,4,1.2,10
42,-163.5,1,5,102.3,10
89,-277.8,2,1,10.2,10
92,-283.7,2,2,277.8,10
12,-97.2,2,3,10.2,10
86,-269.2,2,4,277.8,10
11,-95.1,2,5,92.2,10
24,-113.3,3,1,122.4,10
50,-164.2,3,2,10.5,10
34,-131.4,3,3,101.2,10
83,-225.4,3,4,-252.5,10
21,-107.1,3,5,-99.3,10
59,-231.0,4,1,119.2,10
77,-274.3,4,2,-253.5,10
