,task,item,choice,gt,num_previous_points
0,data/test/high_school_biology_test.csv,0,D,A,6
1,data/test/high_school_biology_test.csv,0,A,A,7
2,data/test/high_school_biology_test.csv,0,D,A,8
3,data/test/high_school_biology_test.csv,1,B,A,6
4,data/test/high_school_biology_test.csv,1,B,A,7
5,data/test/high_school_biology_test.csv,1,B,A,8
6,data/test/high_school_biology_test.csv,2,D,C,6
7,data/test/high_school_biology_test.csv,2,A,C,7
8,data/test/high_school_biology_test.csv,2,B,C,8
9,data/test/high_school_biology_test.csv,3,A,A,6
10,data/test/high_school_biology_test.csv,3,B,A,7
11,data/test/high_school_biology_test.csv,3,B,A,8
12,data/test/high_school_biology_test.csv,4,C,C,6
13,data/test/high_school_biology_test.csv,4,C,C,7
14,data/test/high_school_biology_test.csv,4,D,C,8
15,data/test/high_school_biology_test.csv,5,C,C,6
16,data/test/high_school_biology_test.csv,5,C,C,7
17,data/test/high_school_biology_test.csv,5,C,C,8
18,data/test/high_school_biology_test.csv,6,C,B,6
19,data/test/high_school_biology_test.csv,6,B,B,7
20,data/test/high_school_biology_test.csv,6,D,B,8
21,data/test/high_school_biology_test.csv,7,D,B,6
22,data/test/high_school_biology_test.csv,7,B,B,7
23,data/test/high_school_biology_test.csv,7,A,B,8
24,data/test/high_school_biology_test.csv,8,B,A,6
25,data/test/high_school_biology_test.csv,8,B,A,7
26,data/test/high_school_biology_test.csv,8,B,A,8
27,data/test/high_school_biology_test.csv,9,D,C,6
28,data/test/high_school_biology_test.csv,9,C,C,7
29,data/test/high_school_biology_test.csv,9,B,C,8
30,data/test/high_school_biology_test.csv,10,D,C,6
31,data/test/high_school_biology_test.csv,10,B,C,7
32,data/test/high_school_biology_test.csv,10,D,C,8
33,data/test/high_school_biology_test.csv,11,A,B,6
34,data/test/high_school_biology_test.csv,11,A,B,7
35,data/test/high_school_biology_test.csv,11,A,B,8
36,data/test/high_school_biology_test.csv,12,C,D,6
37,data/test/high_school_biology_test.csv,12,D,D,7
38,data/test/high_school_biology_test.csv,12,C,D,8
39,data/test/high_school_biology_test.csv,13,D,D,6
40,data/test/high_school_biology_test.csv,13,A,D,7
41,data/test/high_school_biology_test.csv,13,B,D,8
42,data/test/high_school_biology_test.csv,14,D,D,6
43,data/test/high_school_biology_test.csv,14,D,D,7
44,data/test/high_school_biology_test.csv,14,A,D,8
45,data/test/high_school_biology_test.csv,15,C,B,6
46,data/test/high_school_biology_test.csv,15,C,B,7
47,data/test/high_school_biology_test.csv,15,D,B,8
48,data/test/high_school_biology_test.csv,16,A,C,6
49,data/test/high_school_biology_test.csv,16,C,C,7
50,data/test/high_school_biology_test.csv,16,B,C,8
51,data/test/high_school_biology_test.csv,17,C,B,6
52,data/test/high_school_biology_test.csv,17,D,B,7
53,data/test/high_school_biology_test.csv,17,C,B,8
54,data/test/high_school_biology_test.csv,18,C,B,6
55,data/test/high_school_biology_test.csv,18,B,B,7
56,data/test/high_school_biology_test.csv,18,A,B,8
57,data/test/high_school_biology_test.csv,19,C,C,6
58,data/test/high_school_biology_test.csv,19,D,C,7
59,data/test/high_school_biology_test.csv,19,B,C,8
60,data/test/high_school_biology_test.csv,20,D,D,6
61,data/test/high_school_biology_test.csv,20,C,D,7
62,data/test/high_school_biology_test.csv,20,D,D,8
63,data/test/high_school_biology_test.csv,21,D,C,6
64,data/test/high_school_biology_test.csv,21,B,C,7
65,data/test/high_school_biology_test.csv,21,B,C,8
66,data/test/high_school_biology_test.csv,22,B,A,6
67,data/test/high_school_biology_test.csv,22,D,A,7
68,data/test/high_school_biology_test.csv,22,D,A,8
69,data/test/high_school_biology_test.csv,23,B,B,6
70,data/test/high_school_biology_test.csv,23,D,B,7
71,data/test/high_school_biology_test.csv,23,C,B,8
72,data/test/high_school_biology_test.csv,24,A,B,6
73,data/test/high_school_biology_test.csv,24,C,B,7
74,data/test/high_school_biology_test.csv,24,C,B,8
75,data/test/high_school_biology_test.csv,25,D,C,6
76,data/test/high_school_biology_test.csv,25,D,C,7
77,data/test/high_school_biology_test.csv,25,D,C,8
78,data/test/high_school_biology_test.csv,26,D,B,6
79,data/test/high_school_biology_test.csv,26,A,B,7
80,data/test/high_school_biology_test.csv,26,D,B,8
81,data/test/high_school_biology_test.csv,27,D,C,6
82,data/test/high_school_biology_test.csv,27,A,C,7
83,data/test/high_school_biology_test.csv,27,B,C,8
84,data/test/high_school_biology_test.csv,28,D,C,6
85,data/test/high_school_biology_test.csv,28,C,C,7
86,data/test/high_school_biology_test.csv,28,D,C,8
87,data/test/high_school_biology_test.csv,29,B,C,6
88,data/test/high_school_biology_test.csv,29,B,C,7
89,data/test/high_school_biology_test.csv,29,B,C,8
90,data/test/high_school_biology_test.csv,30,D,D,6
91,data/test/high_school_biology_test.csv,30,A,D,7
92,data/test/high_school_biology_test.csv,30,C,D,8
93,data/test/high_school_biology_test.csv,31,D,B,6
94,data/test/high_school_biology_test.csv,31,C,B,7
95,data/test/high_school_biology_test.csv,31,C,B,8
96,data/test/high_school_biology_test.csv,32,D,C,6
97,data/test/high_school_biology_test.csv,32,A,C,7
98,data/test/high_school_biology_test.csv,32,A,C,8
99,data/test/high_school_biology_test.csv,33,B,C,6
100,data/test/high_school_biology_test.csv,33,B,C,7
101,data/test/high_school_biology_test.csv,33,B,C,8
102,data/test/high_school_biology_test.csv,34,C,D,6
103,data/test/high_school_biology_test.csv,34,D,D,7
104,data/test/high_school_biology_test.csv,34,A,D,8
