,task,item,choice,gt,num_previous_points
0,data/test/high_school_computer_science_test.csv,0,A,C,6
1,data/test/high_school_computer_science_test.csv,0,D,C,7
2,data/test/high_school_computer_science_test.csv,0,D,C,8
3,data/test/high_school_computer_science_test.csv,1,A,A,6
4,data/test/high_school_computer_science_test.csv,1,B,A,7
5,data/test/high_school_computer_science_test.csv,1,B,A,8
6,data/test/high_school_computer_science_test.csv,2,C,A,6
7,data/test/high_school_computer_science_test.csv,2,A,A,7
8,data/test/high_school_computer_science_test.csv,2,B,A,8
9,data/test/high_school_computer_science_test.csv,3,D,C,6
10,data/test/high_school_computer_science_test.csv,3,C,C,7
11,data/test/high_school_computer_science_test.csv,3,A,C,8
12,data/test/high_school_computer_science_test.csv,4,C,B,6
13,data/test/high_school_computer_science_test.csv,4,A,B,7
14,data/test/high_school_computer_science_test.csv,4,B,B,8
15,data/test/high_school_computer_science_test.csv,5,A,C,6
16,data/test/high_school_computer_science_test.csv,5,C,C,7
17,data/test/high_school_computer_science_test.csv,5,A,C,8
18,data/test/high_school_computer_science_test.csv,6,A,B,6
19,data/test/high_school_computer_science_test.csv,6,D,B,7
20,data/test/high_school_computer_science_test.csv,6,D,B,8
21,data/test/high_school_computer_science_test.csv,7,C,B,6
22,data/test/high_school_computer_science_test.csv,7,B,B,7
23,data/test/high_school_computer_science_test.csv,7,B,B,8
24,data/test/high_school_computer_science_test.csv,8,D,A,6
25,data/test/high_school_computer_science_test.csv,8,B,A,7
26,data/test/high_school_computer_science_test.csv,8,A,A,8
27,data/test/high_school_computer_science_test.csv,9,B,B,6
28,data/test/high_school_computer_science_test.csv,9,D,B,7
29,data/test/high_school_computer_science_test.csv,9,A,B,8
30,data/test/high_school_computer_science_test.csv,10,C,B,6
31,data/test/high_school_computer_science_test.csv,10,D,B,7
32,data/test/high_school_computer_science_test.csv,10,B,B,8
33,data/test/high_school_computer_science_test.csv,11,B,C,6
34,data/test/high_school_computer_science_test.csv,11,A,C,7
35,data/test/high_school_computer_science_test.csv,11,A,C,8
36,data/test/high_school_computer_science_test.csv,12,D,C,6
37,data/test/high_school_computer_science_test.csv,12,A,C,7
38,data/test/high_school_computer_science_test.csv,12,A,C,8
39,data/test/high_school_computer_science_test.csv,13,B,B,6
40,data/test/high_school_computer_science_test.csv,13,B,B,7
41,data/test/high_school_computer_science_test.csv,13,C,B,8
42,data/test/high_school_computer_science_test.csv,14,C,C,6
43,data/test/high_school_computer_science_test.csv,14,C,C,7
44,data/test/high_school_computer_science_test.csv,14,B,C,8
45,data/test/high_school_computer_science_test.csv,15,A,A,6
46,data/test/high_school_computer_science_test.csv,15,B,A,7
47,data/test/high_school_computer_science_test.csv,15,C,A,8
48,data/test/high_school_computer_science_test.csv,16,B,D,6
49,data/test/high_school_computer_science_test.csv,16,A,D,7
50,data/test/high_school_computer_science_test.csv,16,B,D,8
51,data/test/high_school_computer_science_test.csv,17,C,D,6
52,data/test/high_school_computer_science_test.csv,17,C,D,7
53,data/test/high_school_computer_science_test.csv,17,C,D,8
54,data/test/high_school_computer_science_test.csv,18,D,D,6
55,data/test/high_school_computer_science_test.csv,18,D,D,7
56,data/test/high_school_computer_science_test.csv,18,B,D,8
57,data/test/high_school_computer_science_test.csv,19,A,A,6
58,data/test/high_school_computer_science_test.csv,19,D,A,7
59,data/test/high_school_computer_science_test.csv,19,B,A,8
60,data/test/high_school_computer_science_test.csv,20,A,C,6
61,data/test/high_school_computer_science_test.csv,20,A,C,7
62,data/test/high_school_computer_science_test.csv,20,D,C,8
63,data/test/high_school_computer_science_test.csv,21,C,B,6
64,data/test/high_school_computer_science_test.csv,21,D,B,7
65,data/test/high_school_computer_science_test.csv,21,C,B,8
66,data/test/high_school_computer_science_test.csv,22,B,B,6
67,data/test/high_school_computer_science_test.csv,22,D,B,7
68,data/test/high_school_computer_science_test.csv,22,C,B,8
69,data/test/high_school_computer_science_test.csv,23,A,C,6
70,data/test/high_school_computer_science_test.csv,23,C,C,7
71,data/test/high_school_computer_science_test.csv,23,A,C,8
72,data/test/high_school_computer_science_test.csv,24,D,D,6
