,task,item,choice,gt,num_previous_points
0,data/test/computer_security_test.csv,0,C,C,6
1,data/test/computer_security_test.csv,0,B,C,7
2,data/test/computer_security_test.csv,0,A,C,8
3,data/test/computer_security_test.csv,1,A,A,6
4,data/test/computer_security_test.csv,1,A,A,7
5,data/test/computer_security_test.csv,1,D,A,8
6,data/test/computer_security_test.csv,2,D,C,6
7,data/test/computer_security_test.csv,2,C,C,7
8,data/test/computer_security_test.csv,2,C,C,8
9,data/test/computer_security_test.csv,3,B,A,6
10,data/test/computer_security_test.csv,3,C,A,7
11,data/test/computer_security_test.csv,3,C,A,8
12,data/test/computer_security_test.csv,4,A,A,6
13,data/test/computer_security_test.csv,4,B,A,7
14,data/test/computer_security_test.csv,4,B,A,8
15,data/test/computer_security_test.csv,5,C,B,6
16,data/test/computer_security_test.csv,5,C,B,7
17,data/test/computer_security_test.csv,5,D,B,8
18,data/test/computer_security_test.csv,6,D,A,6
19,data/test/computer_security_test.csv,6,C,A,7
20,data/test/computer_security_test.csv,6,A,A,8
21,data/test/computer_security_test.csv,7,D,A,6
22,data/test/computer_security_test.csv,7,B,A,7
23,data/test/computer_security_test.csv,7,D,A,8
24,data/test/computer_security_test.csv,8,C,A,6
25,data/test/computer_security_test.csv,8,A,A,7
26,data/test/computer_security_test.csv,8,C,A,8
27,data/test/computer_security_test.csv,9,A,B,6
28,data/test/computer_security_test.csv,9,C,B,7
29,data/test/computer_security_test.csv,9,A,B,8
30,data/test/computer_security_test.csv,10,D,D,6
31,data/test/computer_security_test.csv,10,C,D,7
32,data/test/computer_security_test.csv,10,D,D,8
33,data/test/computer_security_test.csv,11,B,C,6
34,data/test/computer_security_test.csv,11,A,C,7
35,data/test/computer_security_test.csv,11,C,C,8
36,data/test/computer_security_test.csv,12,C,C,6
37,data/test/computer_security_test.csv,12,A,C,7
38,data/test/computer_security_test.csv,12,A,C,8
39,data/test/computer_security_test.csv,13,A,B,6
40,data/test/computer_security_test.csv,13,D,B,7
41,data/test/computer_security_test.csv,13,D,B,8
42,data/test/computer_security_test.csv,14,A,C,6
43,data/test/computer_security_test.csv,14,B,C,7
44,data/test/computer_security_test.csv,14,D,C,8
45,data/test/computer_security_test.csv,15,B,B,6
46,data/test/computer_security_test.csv,15,D,B,7
47,data/test/computer_security_test.csv,15,B,B,8
48,data/test/computer_security_test.csv,16,A,B,6
49,data/test/computer_security_test.csv,16,B,B,7
50,data/test/computer_security_test.csv,16,C,B,8
51,data/test/computer_security_test.csv,17,D,A,6
52,data/test/computer_security_test.csv,17,D,A,7
53,data/test/computer_security_test.csv,17,B,A,8
54,data/test/computer_security_test.csv,18,D,A,6
55,data/test/computer_security_test.csv,18,B,A,7
56,data/test/computer_security_test.csv,18,D,A,8
57,data/test/computer_security_test.csv,19,D,D,6
58,data/test/computer_security_test.csv,19,D,D,7
59,data/test/computer_security_test.csv,19,D,D,8
60,data/test/computer_security_test.csv,20,D,D,6
61,data/test/computer_security_test.csv,20,B,D,7
62,data/test/computer_security_test.csv,20,A,D,8
63,data/test/computer_security_test.csv,21,A,C,6
64,data/test/computer_security_test.csv,21,C,C,7
65,data/test/computer_security_test.csv,21,D,C,8
66,data/test/computer_security_test.csv,22,B,D,6
67,data/test/computer_security_test.csv,22,C,D,7
68,data/test/computer_security_test.csv,22,D,D,8
69,data/test/computer_security_test.csv,23,C,C,6
70,data/test/computer_security_test.csv,23,A,C,7
71,data/test/computer_security_test.csv,23,A,C,8
72,data/test/computer_security_test.csv,24,C,A,6
73,data/test/computer_security_test.csv,24,B,A,7
74,data/test/computer_security_test.csv,24,A,A,8
75,data/test/computer_security_test.csv,25,D,C,6
76,data/test/computer_security_test.csv,25,B,C,7
77,data/test/computer_security_test.csv,25,B,C,8
78,data/test/computer_security_test.csv,26,D,B,6
79,data/test/computer_security_test.csv,26,C,B,7
80,data/test/computer_security_test.csv,26,B,B,8
81,data/test/computer_security_test.csv,27,D,B,6
82,data/test/computer_security_test.csv,27,D,B,7
83,data/test/computer_security_test.csv,27,D,B,8
84,data/test/computer_security_test.csv,28,D,C,6
85,data/test/computer_security_test.csv,28,C,C,7
86,data/test/computer_security_test.csv,28,D,C,8
87,data/test/computer_security_test.csv,29,C,A,6
88,data/test/computer_security_test.csv,29,A,A,7
89,data/test/computer_security_test.csv,29,A,A,8
90,data/test/computer_security_test.csv,30,A,D,6
91,data/test/computer_security_test.csv,30,C,D,7
92,data/test/computer_security_test.csv,30,D,D,8
93,data/test/computer_security_test.csv,31,D,D,6
94,data/test/computer_security_test.csv,31,C,D,7
95,data/test/computer_security_test.csv,31,D,D,8
96,data/test/computer_security_test.csv,32,C,C,6
97,data/test/computer_security_test.csv,32,B,C,7
98,data/test/computer_security_test.csv,32,A,C,8
99,data/test/computer_security_test.csv,33,B,C,6
100,data/test/computer_security_test.csv,33,A,C,7
101,data/test/computer_security_test.csv,33,D,C,8
102,data/test/computer_security_test.csv,34,A,D,6
103,data/test/computer_security_test.csv,34,C,D,7
104,data/test/computer_security_test.csv,34,D,D,8
105,data/test/computer_security_test.csv,35,D,C,6
106,data/test/computer_security_test.csv,35,A,C,7
107,data/test/computer_security_test.csv,35,A,C,8
108,data/test/computer_security_test.csv,36,A,C,6
109,data/test/computer_security_test.csv,36,A,C,7
110,data/test/computer_security_test.csv,36,D,C,8
111,data/test/computer_security_test.csv,37,D,D,6
112,data/test/computer_security_test.csv,37,D,D,7
