,task,item,choice,gt,num_previous_points
0,data/test/college_computer_science_test.csv,0,A,A,6
1,data/test/college_computer_science_test.csv,0,B,A,7
2,data/test/college_computer_science_test.csv,0,B,A,8
3,data/test/college_computer_science_test.csv,1,A,C,6
4,data/test/college_computer_science_test.csv,1,A,C,7
5,data/test/college_computer_science_test.csv,1,A,C,8
6,data/test/college_computer_science_test.csv,2,B,B,6
7,data/test/college_computer_science_test.csv,2,B,B,7
8,data/test/college_computer_science_test.csv,2,B,B,8
9,data/test/college_computer_science_test.csv,3,A,A,6
10,data/test/college_computer_science_test.csv,3,D,A,7
11,data/test/college_computer_science_test.csv,3,B,A,8
12,data/test/college_computer_science_test.csv,4,A,C,6
13,data/test/college_computer_science_test.csv,4,A,C,7
14,data/test/college_computer_science_test.csv,4,D,C,8
15,data/test/college_computer_science_test.csv,5,B,C,6
16,data/test/college_computer_science_test.csv,5,C,C,7
17,data/test/college_computer_science_test.csv,5,A,C,8
18,data/test/college_computer_science_test.csv,6,D,C,6
19,data/test/college_computer_science_test.csv,6,D,C,7
20,data/test/college_computer_science_test.csv,6,B,C,8
21,data/test/college_computer_science_test.csv,7,C,B,6
22,data/test/college_computer_science_test.csv,7,D,B,7
23,data/test/college_computer_science_test.csv,7,C,B,8
24,data/test/college_computer_science_test.csv,8,A,C,6
25,data/test/college_computer_science_test.csv,8,A,C,7
26,data/test/college_computer_science_test.csv,8,C,C,8
27,data/test/college_computer_science_test.csv,9,B,C,6
28,data/test/college_computer_science_test.csv,9,C,C,7
29,data/test/college_computer_science_test.csv,9,D,C,8
30,data/test/college_computer_science_test.csv,10,A,D,6
31,data/test/college_computer_science_test.csv,10,D,D,7
32,data/test/college_computer_science_test.csv,10,A,D,8
33,data/test/college_computer_science_test.csv,11,D,A,6
34,data/test/college_computer_science_test.csv,11,B,A,7
35,data/test/college_computer_science_test.csv,11,D,A,8
36,data/test/college_computer_science_test.csv,12,A,A,6
37,data/test/college_computer_science_test.csv,12,B,A,7
38,data/test/college_computer_science_test.csv,12,D,A,8
39,data/test/college_computer_science_test.csv,13,D,C,6
40,data/test/college_computer_science_test.csv,13,A,C,7
41,data/test/college_computer_science_test.csv,13,A,C,8
42,data/test/college_computer_science_test.csv,14,B,A,6
43,data/test/college_computer_science_test.csv,14,C,A,7
44,data/test/college_computer_science_test.csv,14,D,A,8
45,data/test/college_computer_science_test.csv,15,C,D,6
46,data/test/college_computer_science_test.csv,15,C,D,7
47,data/test/college_computer_science_test.csv,15,A,D,8
48,data/test/college_computer_science_test.csv,16,D,D,6
49,data/test/college_computer_science_test.csv,16,D,D,7
50,data/test/college_computer_science_test.csv,16,A,D,8
51,data/test/college_computer_science_test.csv,17,A,B,6
52,data/test/college_computer_science_test.csv,17,A,B,7
53,data/test/college_computer_science_test.csv,17,A,B,8
54,data/test/college_computer_science_test.csv,18,D,A,6
55,data/test/college_computer_science_test.csv,18,A,A,7
56,data/test/college_computer_science_test.csv,18,A,A,8
57,data/test/college_computer_science_test.csv,19,A,D,6
58,data/test/college_computer_science_test.csv,19,D,D,7
59,data/test/college_computer_science_test.csv,19,C,D,8
60,data/test/college_computer_science_test.csv,20,D,D,6
61,data/test/college_computer_science_test.csv,20,A,D,7
62,data/test/college_computer_science_test.csv,20,C,D,8
63,data/test/college_computer_science_test.csv,21,D,B,6
64,data/test/college_computer_science_test.csv,21,A,B,7
65,data/test/college_computer_science_test.csv,21,D,B,8
66,data/test/college_computer_science_test.csv,22,A,A,6
67,data/test/college_computer_science_test.csv,22,B,A,7
68,data/test/college_computer_science_test.csv,22,A,A,8
69,data/test/college_computer_science_test.csv,23,D,A,6
70,data/test/college_computer_science_test.csv,23,C,A,7
71,data/test/college_computer_science_test.csv,23,D,A,8
72,data/test/college_computer_science_test.csv,24,B,A,6
73,data/test/college_computer_science_test.csv,24,D,A,7
74,data/test/college_computer_science_test.csv,24,A,A,8
75,data/test/college_computer_science_test.csv,25,B,D,6
76,data/test/college_computer_science_test.csv,25,B,D,7
77,data/test/college_computer_science_test.csv,25,C,D,8
78,data/test/college_computer_science_test.csv,26,B,C,6
79,data/test/college_computer_science_test.csv,26,B,C,7
80,data/test/college_computer_science_test.csv,26,C,C,8
81,data/test/college_computer_science_test.csv,27,C,D,6
82,data/test/college_computer_science_test.csv,27,D,D,7
83,data/test/college_computer_science_test.csv,27,A,D,8
84,data/test/college_computer_science_test.csv,28,B,D,6
85,data/test/college_computer_science_test.csv,28,A,D,7
86,data/test/college_computer_science_test.csv,28,A,D,8
87,data/test/college_computer_science_test.csv,29,C,C,6
88,data/test/college_computer_science_test.csv,29,D,C,7
89,data/test/college_computer_science_test.csv,29,A,C,8
90,data/test/college_computer_science_test.csv,30,B,C,6
91,data/test/college_computer_science_test.csv,30,A,C,7
92,data/test/college_computer_science_test.csv,30,C,C,8
93,data/test/college_computer_science_test.csv,31,C,D,6
94,data/test/college_computer_science_test.csv,31,C,D,7
95,data/test/college_computer_science_test.csv,31,A,D,8
96,data/test/college_computer_science_test.csv,32,C,D,6
97,data/test/college_computer_science_test.csv,32,C,D,7
98,data/test/college_computer_science_test.csv,32,A,D,8
99,data/test/college_computer_science_test.csv,33,B,A,6
100,data/test/college_computer_science_test.csv,33,B,A,7
101,data/test/college_computer_science_test.csv,33,B,A,8
102,data/test/college_computer_science_test.csv,34,A,B,6
103,data/test/college_computer_science_test.csv,34,D,B,7
104,data/test/college_computer_science_test.csv,34,C,B,8
105,data/test/college_computer_science_test.csv,35,C,C,6
106,data/test/college_computer_science_test.csv,35,A,C,7
107,data/test/college_computer_science_test.csv,35,B,C,8
108,data/test/college_computer_science_test.csv,36,A,C,6
109,data/test/college_computer_science_test.csv,36,C,C,7
110,data/test/college_computer_science_test.csv,36,C,C,8
111,data/test/college_computer_science_test.csv,37,D,D,6
112,data/test/college_computer_science_test.csv,37,A,D,7
113,data/test/college_computer_science_test.csv,37,A,D,8
114,data/test/college_computer_science_test.csv,38,A,D,6
115,data/test/college_computer_science_test.csv,38,B,D,7
116,data/test/college_computer_science_test.csv,38,C,D,8
117,data/test/college_computer_science_test.csv,39,A,B,6
118,data/test/college_computer_science_test.csv,39,B,B,7
119,data/test/college_computer_science_test.csv,39,A,B,8
120,data/test/college_computer_science_test.csv,40,A,A,6
121,data/test/college_computer_science_test.csv,40,B,A,7
122,data/test/college_computer_science_test.csv,40,B,A,8
123,data/test/college_computer_science_test.csv,41,A,D,6
124,data/test/college_computer_science_test.csv,41,A,D,7
125,data/test/college_computer_science_test.csv,41,B,D,8
126,data/test/college_computer_science_test.csv,42,B,A,6
127,data/test/college_computer_science_test.csv,42,D,A,7
128,data/test/college_computer_science_test.csv,42,B,A,8
129,data/test/college_computer_science_test.csv,43,C,D,6
130,data/test/college_computer_science_test.csv,43,A,D,7
131,data/test/college_computer_science_test.csv,43,C,D,8
132,data/test/college_computer_science_test.csv,44,D,D,6
133,data/test/college_computer_science_test.csv,44,B,D,7
134,data/test/college_computer_science_test.csv,44,D,D,8
135,data/test/college_computer_science_test.csv,45,A,C,6
136,data/test/college_computer_science_test.csv,45,A,C,7
137,data/test/college_computer_science_test.csv,45,D,C,8
138,data/test/college_computer_science_test.csv,46,C,D,6
139,data/test/college_computer_science_test.csv,46,A,D,7
140,data/test/college_computer_science_test.csv,46,D,D,8
141,data/test/college_computer_science_test.csv,47,A,A,6
142,data/test/college_computer_science_test.csv,47,A,A,7
143,data/test/college_computer_science_test.csv,47,D,A,8
144,data/test/college_computer_science_test.csv,48,A,A,6
145,data/test/college_computer_science_test.csv,48,C,A,7
146,data/test/college_computer_science_test.csv,48,D,A,8
147,data/test/college_computer_science_test.csv,49,A,D,6
148,data/test/college_computer_science_test.csv,49,A,D,7
149,data/test/college_computer_science_test.csv,49,D,D,8
150,data/test/college_computer_science_test.csv,50,D,D,6
151,data/test/college_computer_science_test.csv,50,C,D,7
152,data/test/college_computer_science_test.csv,50,C,D,8
153,data/test/college_computer_science_test.csv,51,C,B,6
154,data/test/college_computer_science_test.csv,51,A,B,7
155,data/test/college_computer_science_test.csv,51,C,B,8
156,data/test/college_computer_science_test.csv,52,A,C,6
157,data/test/college_computer_science_test.csv,52,C,C,7
158,data/test/college_computer_science_test.csv,52,A,C,8
159,data/test/college_computer_science_test.csv,53,B,C,6
160,data/test/college_computer_science_test.csv,53,A,C,7
161,data/test/college_computer_science_test.csv,53,D,C,8
