,task,item,choice,gt,num_previous_points
0,data/test/high_school_statistics_test.csv,0,B,B,6
1,data/test/high_school_statistics_test.csv,0,A,B,7
2,data/test/high_school_statistics_test.csv,0,D,B,8
3,data/test/high_school_statistics_test.csv,1,D,C,6
4,data/test/high_school_statistics_test.csv,1,B,C,7
5,data/test/high_school_statistics_test.csv,1,B,C,8
6,data/test/high_school_statistics_test.csv,2,C,D,6
7,data/test/high_school_statistics_test.csv,2,D,D,7
8,data/test/high_school_statistics_test.csv,2,B,D,8
9,data/test/high_school_statistics_test.csv,3,C,D,6
10,data/test/high_school_statistics_test.csv,3,B,D,7
11,data/test/high_school_statistics_test.csv,3,D,D,8
12,data/test/high_school_statistics_test.csv,4,A,D,6
13,data/test/high_school_statistics_test.csv,4,A,D,7
14,data/test/high_school_statistics_test.csv,4,A,D,8
15,data/test/high_school_statistics_test.csv,5,C,D,6
16,data/test/high_school_statistics_test.csv,5,D,D,7
17,data/test/high_school_statistics_test.csv,5,B,D,8
18,data/test/high_school_statistics_test.csv,6,A,D,6
19,data/test/high_school_statistics_test.csv,6,A,D,7
20,data/test/high_school_statistics_test.csv,6,D,D,8
21,data/test/high_school_statistics_test.csv,7,D,D,6
22,data/test/high_school_statistics_test.csv,7,D,D,7
23,data/test/high_school_statistics_test.csv,7,B,D,8
24,data/test/high_school_statistics_test.csv,8,A,C,6
25,data/test/high_school_statistics_test.csv,8,B,C,7
26,data/test/high_school_statistics_test.csv,8,A,C,8
27,data/test/high_school_statistics_test.csv,9,C,D,6
28,data/test/high_school_statistics_test.csv,9,B,D,7
29,data/test/high_school_statistics_test.csv,9,A,D,8
30,data/test/high_school_statistics_test.csv,10,A,A,6
31,data/test/high_school_statistics_test.csv,10,D,A,7
32,data/test/high_school_statistics_test.csv,10,C,A,8
33,data/test/high_school_statistics_test.csv,11,C,C,6
34,data/test/high_school_statistics_test.csv,11,C,C,7
35,data/test/high_school_statistics_test.csv,11,A,C,8
36,data/test/high_school_statistics_test.csv,12,B,D,6
37,data/test/high_school_statistics_test.csv,12,C,D,7
38,data/test/high_school_statistics_test.csv,12,A,D,8
39,data/test/high_school_statistics_test.csv,13,D,C,6
40,data/test/high_school_statistics_test.csv,13,B,C,7
41,data/test/high_school_statistics_test.csv,13,A,C,8
42,data/test/high_school_statistics_test.csv,14,A,D,6
43,data/test/high_school_statistics_test.csv,14,D,D,7
44,data/test/high_school_statistics_test.csv,14,D,D,8
45,data/test/high_school_statistics_test.csv,15,A,D,6
46,data/test/high_school_statistics_test.csv,15,C,D,7
47,data/test/high_school_statistics_test.csv,15,B,D,8
48,data/test/high_school_statistics_test.csv,16,B,B,6
49,data/test/high_school_statistics_test.csv,16,D,B,7
50,data/test/high_school_statistics_test.csv,16,D,B,8
51,data/test/high_school_statistics_test.csv,17,B,D,6
52,data/test/high_school_statistics_test.csv,17,A,D,7
53,data/test/high_school_statistics_test.csv,17,A,D,8
54,data/test/high_school_statistics_test.csv,18,A,D,6
55,data/test/high_school_statistics_test.csv,18,B,D,7
56,data/test/high_school_statistics_test.csv,18,B,D,8
57,data/test/high_school_statistics_test.csv,19,B,D,6
58,data/test/high_school_statistics_test.csv,19,C,D,7
59,data/test/high_school_statistics_test.csv,19,A,D,8
60,data/test/high_school_statistics_test.csv,20,B,D,6
61,data/test/high_school_statistics_test.csv,20,B,D,7
62,data/test/high_school_statistics_test.csv,20,A,D,8
63,data/test/high_school_statistics_test.csv,21,A,D,6
64,data/test/high_school_statistics_test.csv,21,C,D,7
65,data/test/high_school_statistics_test.csv,21,D,D,8
66,data/test/high_school_statistics_test.csv,22,D,C,6
67,data/test/high_school_statistics_test.csv,22,B,C,7
68,data/test/high_school_statistics_test.csv,22,B,C,8
69,data/test/high_school_statistics_test.csv,23,B,B,6
70,data/test/high_school_statistics_test.csv,23,A,B,7
71,data/test/high_school_statistics_test.csv,23,B,B,8
72,data/test/high_school_statistics_test.csv,24,D,A,6
73,data/test/high_school_statistics_test.csv,24,D,A,7
74,data/test/high_school_statistics_test.csv,24,B,A,8
75,data/test/high_school_statistics_test.csv,25,B,D,6
76,data/test/high_school_statistics_test.csv,25,B,D,7
77,data/test/high_school_statistics_test.csv,25,D,D,8
78,data/test/high_school_statistics_test.csv,26,B,A,6
79,data/test/high_school_statistics_test.csv,26,C,A,7
80,data/test/high_school_statistics_test.csv,26,B,A,8
81,data/test/high_school_statistics_test.csv,27,A,A,6
82,data/test/high_school_statistics_test.csv,27,A,A,7
83,data/test/high_school_statistics_test.csv,27,A,A,8
84,data/test/high_school_statistics_test.csv,28,C,D,6
85,data/test/high_school_statistics_test.csv,28,C,D,7
86,data/test/high_school_statistics_test.csv,28,B,D,8
87,data/test/high_school_statistics_test.csv,29,C,D,6
