,task,item,choice,gt,num_previous_points
0,data/test/abstract_algebra_test.csv,0,C,B,6
1,data/test/abstract_algebra_test.csv,0,D,B,7
2,data/test/abstract_algebra_test.csv,0,B,B,8
3,data/test/abstract_algebra_test.csv,1,A,C,6
4,data/test/abstract_algebra_test.csv,1,C,C,7
5,data/test/abstract_algebra_test.csv,1,C,C,8
6,data/test/abstract_algebra_test.csv,2,C,D,6
7,data/test/abstract_algebra_test.csv,2,D,D,7
8,data/test/abstract_algebra_test.csv,2,D,D,8
9,data/test/abstract_algebra_test.csv,3,C,B,6
10,data/test/abstract_algebra_test.csv,3,D,B,7
11,data/test/abstract_algebra_test.csv,3,A,B,8
12,data/test/abstract_algebra_test.csv,4,C,B,6
13,data/test/abstract_algebra_test.csv,4,C,B,7
14,data/test/abstract_algebra_test.csv,4,C,B,8
15,data/test/abstract_algebra_test.csv,5,D,A,6
16,data/test/abstract_algebra_test.csv,5,C,A,7
17,data/test/abstract_algebra_test.csv,5,C,A,8
18,data/test/abstract_algebra_test.csv,6,B,A,6
19,data/test/abstract_algebra_test.csv,6,A,A,7
20,data/test/abstract_algebra_test.csv,6,A,A,8
21,data/test/abstract_algebra_test.csv,7,D,D,6
22,data/test/abstract_algebra_test.csv,7,B,D,7
23,data/test/abstract_algebra_test.csv,7,D,D,8
24,data/test/abstract_algebra_test.csv,8,D,B,6
25,data/test/abstract_algebra_test.csv,8,B,B,7
26,data/test/abstract_algebra_test.csv,8,A,B,8
27,data/test/abstract_algebra_test.csv,9,B,C,6
28,data/test/abstract_algebra_test.csv,9,D,C,7
29,data/test/abstract_algebra_test.csv,9,B,C,8
30,data/test/abstract_algebra_test.csv,10,B,C,6
31,data/test/abstract_algebra_test.csv,10,B,C,7
32,data/test/abstract_algebra_test.csv,10,D,C,8
33,data/test/abstract_algebra_test.csv,11,D,C,6
34,data/test/abstract_algebra_test.csv,11,D,C,7
35,data/test/abstract_algebra_test.csv,11,C,C,8
36,data/test/abstract_algebra_test.csv,12,C,A,6
37,data/test/abstract_algebra_test.csv,12,A,A,7
38,data/test/abstract_algebra_test.csv,12,C,A,8
39,data/test/abstract_algebra_test.csv,13,A,C,6
40,data/test/abstract_algebra_test.csv,13,C,C,7
41,data/test/abstract_algebra_test.csv,13,C,C,8
42,data/test/abstract_algebra_test.csv,14,C,C,6
43,data/test/abstract_algebra_test.csv,14,B,C,7
44,data/test/abstract_algebra_test.csv,14,B,C,8
45,data/test/abstract_algebra_test.csv,15,B,B,6
46,data/test/abstract_algebra_test.csv,15,D,B,7
47,data/test/abstract_algebra_test.csv,15,B,B,8
48,data/test/abstract_algebra_test.csv,16,A,C,6
49,data/test/abstract_algebra_test.csv,16,C,C,7
50,data/test/abstract_algebra_test.csv,16,C,C,8
51,data/test/abstract_algebra_test.csv,17,B,C,6
52,data/test/abstract_algebra_test.csv,17,D,C,7
53,data/test/abstract_algebra_test.csv,17,C,C,8
54,data/test/abstract_algebra_test.csv,18,D,D,6
55,data/test/abstract_algebra_test.csv,18,D,D,7
56,data/test/abstract_algebra_test.csv,18,B,D,8
57,data/test/abstract_algebra_test.csv,19,A,A,6
58,data/test/abstract_algebra_test.csv,19,B,A,7
59,data/test/abstract_algebra_test.csv,19,A,A,8
60,data/test/abstract_algebra_test.csv,20,D,A,6
61,data/test/abstract_algebra_test.csv,20,D,A,7
62,data/test/abstract_algebra_test.csv,20,D,A,8
63,data/test/abstract_algebra_test.csv,21,D,A,6
64,data/test/abstract_algebra_test.csv,21,A,A,7
65,data/test/abstract_algebra_test.csv,21,A,A,8
66,data/test/abstract_algebra_test.csv,22,A,D,6
67,data/test/abstract_algebra_test.csv,22,B,D,7
68,data/test/abstract_algebra_test.csv,22,C,D,8
69,data/test/abstract_algebra_test.csv,23,B,D,6
70,data/test/abstract_algebra_test.csv,23,D,D,7
71,data/test/abstract_algebra_test.csv,23,C,D,8
72,data/test/abstract_algebra_test.csv,24,C,B,6
73,data/test/abstract_algebra_test.csv,24,C,B,7
74,data/test/abstract_algebra_test.csv,24,D,B,8
75,data/test/abstract_algebra_test.csv,25,C,C,6
76,data/test/abstract_algebra_test.csv,25,A,C,7
77,data/test/abstract_algebra_test.csv,25,A,C,8
78,data/test/abstract_algebra_test.csv,26,C,C,6
79,data/test/abstract_algebra_test.csv,26,D,C,7
80,data/test/abstract_algebra_test.csv,26,C,C,8
81,data/test/abstract_algebra_test.csv,27,D,B,6
82,data/test/abstract_algebra_test.csv,27,C,B,7
83,data/test/abstract_algebra_test.csv,27,D,B,8
84,data/test/abstract_algebra_test.csv,28,A,D,6
85,data/test/abstract_algebra_test.csv,28,C,D,7
86,data/test/abstract_algebra_test.csv,28,D,D,8
87,data/test/abstract_algebra_test.csv,29,C,A,6
88,data/test/abstract_algebra_test.csv,29,D,A,7
89,data/test/abstract_algebra_test.csv,29,C,A,8
90,data/test/abstract_algebra_test.csv,30,A,B,6
91,data/test/abstract_algebra_test.csv,30,C,B,7
92,data/test/abstract_algebra_test.csv,30,D,B,8
93,data/test/abstract_algebra_test.csv,31,A,B,6
94,data/test/abstract_algebra_test.csv,31,A,B,7
95,data/test/abstract_algebra_test.csv,31,C,B,8
96,data/test/abstract_algebra_test.csv,32,D,A,6
97,data/test/abstract_algebra_test.csv,32,A,A,7
98,data/test/abstract_algebra_test.csv,32,B,A,8
99,data/test/abstract_algebra_test.csv,33,D,C,6
100,data/test/abstract_algebra_test.csv,33,C,C,7
101,data/test/abstract_algebra_test.csv,33,D,C,8
102,data/test/abstract_algebra_test.csv,34,A,A,6
103,data/test/abstract_algebra_test.csv,34,C,A,7
104,data/test/abstract_algebra_test.csv,34,B,A,8
105,data/test/abstract_algebra_test.csv,35,A,B,6
106,data/test/abstract_algebra_test.csv,35,D,B,7
107,data/test/abstract_algebra_test.csv,35,C,B,8
108,data/test/abstract_algebra_test.csv,36,C,D,6
109,data/test/abstract_algebra_test.csv,36,D,D,7
110,data/test/abstract_algebra_test.csv,36,B,D,8
111,data/test/abstract_algebra_test.csv,37,B,B,6
112,data/test/abstract_algebra_test.csv,37,D,B,7
113,data/test/abstract_algebra_test.csv,37,C,B,8
114,data/test/abstract_algebra_test.csv,38,D,C,6
115,data/test/abstract_algebra_test.csv,38,C,C,7
116,data/test/abstract_algebra_test.csv,38,D,C,8
117,data/test/abstract_algebra_test.csv,39,B,D,6
118,data/test/abstract_algebra_test.csv,39,C,D,7
119,data/test/abstract_algebra_test.csv,39,C,D,8
120,data/test/abstract_algebra_test.csv,40,A,C,6
121,data/test/abstract_algebra_test.csv,40,B,C,7
122,data/test/abstract_algebra_test.csv,40,A,C,8
123,data/test/abstract_algebra_test.csv,41,A,A,6
