x,y,machine,trial,y_pred,subject
4,-101.5,1,1,2.0,1
91,-99.7,1,2,0.5,1
45,-99.1,1,3,0.0,1
25,-99.9,1,4,0.0,1
1,-100.8,1,5,0.0,1
17,-158.7,2,1,0.0,1
52,-287.7,2,2,0.0,1
20,-170.4,2,3,0.0,1
8,-128.0,2,4,0.0,1
95,-440.5,2,5,0.0,1
62,-382.1,3,1,0.0,1
89,-505.0,3,2,0.0,1
80,-463.4,3,3,0.0,1
37,-268.2,3,4,0.0,1
76,-447.5,3,5,0.0,1
33,-116.3,4,1,0.0,1
99,-147.7,4,2,0.0,1
19,-109.5,4,3,0.0,1
15,-107.5,4,4,0.0,1
95,-148.1,4,5,0.0,1
22,-113.4,5,1,0.0,1
63,-131.7,5,2,0.0,1
27,-116.0,5,3,0.0,1
85,-144.9,5,4,0.0,1
60,-129.3,5,5,0.0,1
36,-159.9,1,1,1.0,2
52,-188.0,1,2,0.0,2
54,-190.7,1,3,0.0,2
11,-118.0,1,4,0.0,2
88,-250.0,1,5,0.0,2
29,-171.5,2,1,0.0,2
26,-164.1,2,2,0.0,2
54,-233.0,2,3,0.0,2
48,-219.8,2,4,0.0,2
62,-253.7,2,5,0.0,2
38,-175.5,3,1,0.0,2
97,-290.9,3,2,0.0,2
73,-243.3,3,3,0.0,2
63,-224.2,3,4,0.0,2
36,-172.7,3,5,0.0,2
24,-159.6,4,1,0.0,2
32,-181.9,4,2,0.0,2
94,-337.5,4,3,0.0,2
76,-290.7,4,4,-269.0,2
93,-334.7,4,5,0.0,2
26,-109.9,5,1,0.0,2
50,-115.7,5,2,0.0,2
86,-129.5,5,3,0.0,2
72,-122.6,5,4,0.0,2
83,-126.2,5,5,0.0,2
20,-110.6,1,1,10.0,3
10,-106.6,1,2,0.0,3
19,-111.3,1,3,0.0,3
62,-130.8,1,4,0.0,3
63,-133.1,1,5,0.0,3
89,-387.6,2,1,0.0,3
6,-118.1,2,2,0.0,3
50,-261.4,2,3,0.0,3
81,-360.1,2,4,0.0,3
81,-361.5,2,5,0.0,3
91,-211.1,3,1,0.0,3
1,-101.5,3,2,0.0,3
55,-168.6,3,3,0.0,3
98,-220.9,3,4,0.0,3
26,-133.0,3,5,0.0,3
22,-128.5,4,1,0.0,3
23,-129.4,4,2,0.0,3
42,-155.5,4,3,0.0,3
1,-102.4,4,4,0.0,3
57,-173.1,4,5,0.0,3
55,-239.1,5,1,0.0,3
92,-335.1,5,2,0.0,3
21,-156.0,5,3,0.0,3
90,-329.8,5,4,335.1,3
13,-132.3,5,5,-101.0,3
28,-147.8,1,1,1.0,4
53,-191.5,1,2,0.0,4
85,-245.3,1,3,0.0,4
5,-108.7,1,4,0.0,4
95,-261.2,1,5,0.0,4
12,-154.7,2,1,0.0,4
26,-222.5,2,2,0.0,4
20,-195.4,2,3,0.0,4
67,-418.3,2,4,0.0,4
98,-562.5,2,5,0.0,4
7,-118.6,3,1,0.0,4
67,-295.2,3,2,0.0,4
24,-169.3,3,3,0.0,4
16,-146.2,3,4,0.0,4
96,-379.3,3,5,0.0,4
10,-115.5,4,1,0.0,4
52,-184.8,4,2,0.0,4
46,-174.0,4,3,0.0,4
6,-112.3,4,4,0.0,4
25,-141.3,4,5,0.0,4
44,-119.8,5,1,0.0,4
35,-114.9,5,2,0.0,4
70,-132.6,5,3,0.0,4
98,-144.9,5,4,0.0,4
53,-123.6,5,5,0.0,4
78,-211.2,1,1,0.5,5
52,-175.6,1,2,0.0,5
16,-126.0,1,3,0.0,5
77,-208.2,1,4,0.0,5
24,-136.3,1,5,0.0,5
59,-207.7,2,1,0.0,5
