x,y,machine,trial,y_pred,subject
53,427.8,1,1,53.0,1
59,507.0,1,2,491.4,1
82,896.1,1,3,812.4,1
77,799.6,1,4,811.2,1
58,492.4,1,5,493.7,1
3,103.0,2,1,8.1,1
48,402.6,2,2,2184.8,1
85,978.6,2,3,917.5,1
87,1018.6,2,4,1021.4,1
73,759.0,2,5,749.8,1
1,98.3,3,1,1.0,1
90,804.2,3,2,1053.7,1
15,103.8,3,3,112.2,1
61,399.5,3,4,515.4,1
28,142.5,3,5,151.7,1
51,361.8,4,1,412.1,1
63,484.9,4,2,415.7,1
89,832.1,4,3,854.4,1
95,927.6,4,4,942.4,1
29,198.9,4,5,133.7,1
86,1143.0,5,1,813.7,1
7,116.8,5,2,121.7,1
28,235.7,5,3,206.4,1
11,130.5,5,4,160.4,1
5,110.9,5,5,99.2,1
69,650.6,1,1,420.0,2
48,351.3,1,2,405.2,2
20,132.4,1,3,120.2,2
78,813.0,1,4,813.8,2
23,147.3,1,5,159.8,2
79,925.6,2,1,4.8,2
7,110.4,2,2,49.0,2
56,521.7,2,3,637.8,2
24,183.0,2,4,215.8,2
90,1166.6,2,5,1075.5,2
16,126.0,3,1,121.6,2
91,810.9,3,2,837.4,2
29,177.3,3,3,244.8,2
69,513.2,3,4,547.8,2
14,117.6,3,5,112.0,2
43,291.5,4,1,289.2,2
21,136.8,4,2,142.4,2
83,864.2,4,3,721.4,2
45,310.0,4,4,305.0,2
5,96.8,4,5,93.0,2
66,463.0,5,1,588.4,2
48,292.5,5,2,316.8,2
90,774.3,5,3,560.0,2
94,838.0,5,4,849.4,2
35,200.8,5,5,234.0,2
75,620.0,1,1,56.0,3
53,342.3,1,2,543.0,3
87,816.0,1,3,724.1,3
35,194.4,1,4,210.5,3
41,236.8,1,5,234.5,3
57,547.7,2,1,4.0,3
91,1167.0,2,2,918.1,3
65,670.9,2,3,812.5,3
50,452.8,2,4,484.0,3
42,357.9,2,5,377.2,3
63,512.0,3,1,12.0,3
12,123.8,3,2,48.0,3
1,99.4,3,3,10.2,3
65,537.8,3,4,521.0,3
8,112.7,3,5,88.8,3
46,177.9,4,1,415.8,3
97,603.2,4,2,780.0,3
96,592.6,4,3,593.8,3
93,556.4,4,4,566.8,3
67,309.7,4,5,241.8,3
