run,trial,ytrue,ypred,x,name,task1x,task2x,task3x,task4x,task1y,task2y,task3y,task4y,task1name,task2name,task3name,task4name
0,0,-0.46,-0.64,"[0.38, -0.47, -0.64, -0.74, -0.79]",crime,"[[-0.35, -0.12, -0.35, -0.55, 1.0], [0.42, 0.27, 0.25, 0.05, 1.0], [-0.23, 0.02, 0.05, -0.41, 1.0], [-0.55, -0.32, 0.4, -1.0, -1.0], [-0.23, 0.27, 0.45, -0.23, 1.0]]","[[-1.0, -1.0, -0.37, 0.0, 0.01], [-0.11, -1.0, 0.58, -1.0, -0.05], [-0.11, -1.0, 0.53, -0.67, 0.19], [-0.56, -1.0, -0.42, -0.67, 0.31], [-0.78, -1.0, 0.16, -0.33, 0.2]]","[[-1.0, -1.0, -1.0, -0.8, -0.89], [0.82, -0.99, -0.99, -0.87, -0.95], [-0.39, -1.0, -0.97, -0.8, -0.95], [-0.98, -0.98, -0.99, -0.9, -0.98], [-1.0, -1.0, -0.97, -0.83, -0.96]]","[[-0.7, -1.0, -0.43, 0.83, 1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.83, 1.0, 0.52, -0.11, -1.0], [-0.3, -1.0, -0.43, 0.14, 1.0], [-0.35, 1.0, -0.05, -0.43, -1.0]]","[0.46, 0.32, 0.2, 0.07, 0.44]","[0.72, 0.68, 0.69, 0.78, 0.8]","[-1.0, -0.97, -0.98, -1.0, -0.99]","[-0.59, 0.67, 0.39, 0.62, 0.22]",pinot,laborsupply,news,bone
0,1,0.97,0.88,"[-0.84, 0.92, 0.87, 0.72, 0.72]",crime,"[[-0.35, -0.12, -0.35, -0.55, 1.0], [0.42, 0.27, 0.25, 0.05, 1.0], [-0.23, 0.02, 0.05, -0.41, 1.0], [-0.55, -0.32, 0.4, -1.0, -1.0], [-0.23, 0.27, 0.45, -0.23, 1.0]]","[[-1.0, -1.0, -0.37, 0.0, 0.01], [-0.11, -1.0, 0.58, -1.0, -0.05], [-0.11, -1.0, 0.53, -0.67, 0.19], [-0.56, -1.0, -0.42, -0.67, 0.31], [-0.78, -1.0, 0.16, -0.33, 0.2]]","[[-1.0, -1.0, -1.0, -0.8, -0.89], [0.82, -0.99, -0.99, -0.87, -0.95], [-0.39, -1.0, -0.97, -0.8, -0.95], [-0.98, -0.98, -0.99, -0.9, -0.98], [-1.0, -1.0, -0.97, -0.83, -0.96]]","[[-0.7, -1.0, -0.43, 0.83, 1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.83, 1.0, 0.52, -0.11, -1.0], [-0.3, -1.0, -0.43, 0.14, 1.0], [-0.35, 1.0, -0.05, -0.43, -1.0]]","[0.46, 0.32, 0.2, 0.07, 0.44]","[0.72, 0.68, 0.69, 0.78, 0.8]","[-1.0, -0.97, -0.98, -1.0, -0.99]","[-0.59, 0.67, 0.39, 0.62, 0.22]",pinot,laborsupply,news,bone
0,2,-0.39,0.21,"[-0.19, 0.5, -1.0, -0.14, -0.26]",crime,"[[-0.35, -0.12, -0.35, -0.55, 1.0], [0.42, 0.27, 0.25, 0.05, 1.0], [-0.23, 0.02, 0.05, -0.41, 1.0], [-0.55, -0.32, 0.4, -1.0, -1.0], [-0.23, 0.27, 0.45, -0.23, 1.0]]","[[-1.0, -1.0, -0.37, 0.0, 0.01], [-0.11, -1.0, 0.58, -1.0, -0.05], [-0.11, -1.0, 0.53, -0.67, 0.19], [-0.56, -1.0, -0.42, -0.67, 0.31], [-0.78, -1.0, 0.16, -0.33, 0.2]]","[[-1.0, -1.0, -1.0, -0.8, -0.89], [0.82, -0.99, -0.99, -0.87, -0.95], [-0.39, -1.0, -0.97, -0.8, -0.95], [-0.98, -0.98, -0.99, -0.9, -0.98], [-1.0, -1.0, -0.97, -0.83, -0.96]]","[[-0.7, -1.0, -0.43, 0.83, 1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.83, 1.0, 0.52, -0.11, -1.0], [-0.3, -1.0, -0.43, 0.14, 1.0], [-0.35, 1.0, -0.05, -0.43, -1.0]]","[0.46, 0.32, 0.2, 0.07, 0.44]","[0.72, 0.68, 0.69, 0.78, 0.8]","[-1.0, -0.97, -0.98, -1.0, -0.99]","[-0.59, 0.67, 0.39, 0.62, 0.22]",pinot,laborsupply,news,bone
0,3,-0.57,-0.45,"[0.21, -0.46, -0.48, -0.78, -0.79]",crime,"[[-0.35, -0.12, -0.35, -0.55, 1.0], [0.42, 0.27, 0.25, 0.05, 1.0], [-0.23, 0.02, 0.05, -0.41, 1.0], [-0.55, -0.32, 0.4, -1.0, -1.0], [-0.23, 0.27, 0.45, -0.23, 1.0]]","[[-1.0, -1.0, -0.37, 0.0, 0.01], [-0.11, -1.0, 0.58, -1.0, -0.05], [-0.11, -1.0, 0.53, -0.67, 0.19], [-0.56, -1.0, -0.42, -0.67, 0.31], [-0.78, -1.0, 0.16, -0.33, 0.2]]","[[-1.0, -1.0, -1.0, -0.8, -0.89], [0.82, -0.99, -0.99, -0.87, -0.95], [-0.39, -1.0, -0.97, -0.8, -0.95], [-0.98, -0.98, -0.99, -0.9, -0.98], [-1.0, -1.0, -0.97, -0.83, -0.96]]","[[-0.7, -1.0, -0.43, 0.83, 1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.83, 1.0, 0.52, -0.11, -1.0], [-0.3, -1.0, -0.43, 0.14, 1.0], [-0.35, 1.0, -0.05, -0.43, -1.0]]","[0.46, 0.32, 0.2, 0.07, 0.44]","[0.72, 0.68, 0.69, 0.78, 0.8]","[-1.0, -0.97, -0.98, -1.0, -0.99]","[-0.59, 0.67, 0.39, 0.62, 0.22]",pinot,laborsupply,news,bone
0,4,-0.42,-0.31,"[-0.15, 0.04, -0.55, -0.5, -0.5]",crime,"[[-0.35, -0.12, -0.35, -0.55, 1.0], [0.42, 0.27, 0.25, 0.05, 1.0], [-0.23, 0.02, 0.05, -0.41, 1.0], [-0.55, -0.32, 0.4, -1.0, -1.0], [-0.23, 0.27, 0.45, -0.23, 1.0]]","[[-1.0, -1.0, -0.37, 0.0, 0.01], [-0.11, -1.0, 0.58, -1.0, -0.05], [-0.11, -1.0, 0.53, -0.67, 0.19], [-0.56, -1.0, -0.42, -0.67, 0.31], [-0.78, -1.0, 0.16, -0.33, 0.2]]","[[-1.0, -1.0, -1.0, -0.8, -0.89], [0.82, -0.99, -0.99, -0.87, -0.95], [-0.39, -1.0, -0.97, -0.8, -0.95], [-0.98, -0.98, -0.99, -0.9, -0.98], [-1.0, -1.0, -0.97, -0.83, -0.96]]","[[-0.7, -1.0, -0.43, 0.83, 1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.83, 1.0, 0.52, -0.11, -1.0], [-0.3, -1.0, -0.43, 0.14, 1.0], [-0.35, 1.0, -0.05, -0.43, -1.0]]","[0.46, 0.32, 0.2, 0.07, 0.44]","[0.72, 0.68, 0.69, 0.78, 0.8]","[-1.0, -0.97, -0.98, -1.0, -0.99]","[-0.59, 0.67, 0.39, 0.62, 0.22]",pinot,laborsupply,news,bone
1,0,-0.42,-0.42,"[-0.15, 0.04, -0.55, -0.5, -0.5]",crime,"[[1.0, 1.0, 0.16, 0.33, -0.18], [1.0, 1.0, 0.81, -0.33, -0.62], [1.0, 1.0, -0.06, 0.33, -0.63], [1.0, 1.0, 0.16, 0.33, -0.08], [1.0, 1.0, -1.0, 0.0, -0.35]]","[[-0.48, 0.38, -0.96, -0.48, -0.6], [-0.78, 0.69, -0.42, 0.5, 0.37], [-0.43, -0.0, 0.13, -0.43, -0.39], [-0.38, 0.66, -0.99, -0.34, -0.39], [-0.84, 0.84, 0.19, 0.29, 0.26]]","[[-0.97, -0.96, -1.0, -0.88, -0.99], [-0.73, -0.96, -0.95, -0.63, -0.98], [-0.93, -0.88, -0.98, -0.88, -0.94], [-0.73, -0.54, -0.77, -0.35, -0.68], [-0.99, -0.96, -1.0, -0.94, -0.96]]","[[-0.99, 0.2, -0.82, -1.0, -0.38], [-0.97, 1.0, -0.45, -1.0, -0.01], [-0.91, -0.6, -0.09, -0.76, -0.89], [-0.35, 1.0, -0.09, -0.11, -0.89], [-0.83, -1.0, 1.0, -0.73, -0.7]]","[-0.53, -0.31, -0.67, -0.31, 0.11]","[-1.0, -0.51, -0.02, -0.25, 0.61]","[-0.99, -0.92, -0.97, -0.65, -0.98]","[0.56, 0.06, 0.46, 0.03, -0.22]",rent,crime,cpu,airfoil
1,1,-0.17,-0.16,"[-0.62, 0.67, -0.68, -0.05, -0.17]",crime,"[[1.0, 1.0, 0.16, 0.33, -0.18], [1.0, 1.0, 0.81, -0.33, -0.62], [1.0, 1.0, -0.06, 0.33, -0.63], [1.0, 1.0, 0.16, 0.33, -0.08], [1.0, 1.0, -1.0, 0.0, -0.35]]","[[-0.48, 0.38, -0.96, -0.48, -0.6], [-0.78, 0.69, -0.42, 0.5, 0.37], [-0.43, -0.0, 0.13, -0.43, -0.39], [-0.38, 0.66, -0.99, -0.34, -0.39], [-0.84, 0.84, 0.19, 0.29, 0.26]]","[[-0.97, -0.96, -1.0, -0.88, -0.99], [-0.73, -0.96, -0.95, -0.63, -0.98], [-0.93, -0.88, -0.98, -0.88, -0.94], [-0.73, -0.54, -0.77, -0.35, -0.68], [-0.99, -0.96, -1.0, -0.94, -0.96]]","[[-0.99, 0.2, -0.82, -1.0, -0.38], [-0.97, 1.0, -0.45, -1.0, -0.01], [-0.91, -0.6, -0.09, -0.76, -0.89], [-0.35, 1.0, -0.09, -0.11, -0.89], [-0.83, -1.0, 1.0, -0.73, -0.7]]","[-0.53, -0.31, -0.67, -0.31, 0.11]","[-1.0, -0.51, -0.02, -0.25, 0.61]","[-0.99, -0.92, -0.97, -0.65, -0.98]","[0.56, 0.06, 0.46, 0.03, -0.22]",rent,crime,cpu,airfoil
1,2,-0.73,-0.66,"[-0.17, -0.32, -0.95, -0.9, -0.9]",crime,"[[1.0, 1.0, 0.16, 0.33, -0.18], [1.0, 1.0, 0.81, -0.33, -0.62], [1.0, 1.0, -0.06, 0.33, -0.63], [1.0, 1.0, 0.16, 0.33, -0.08], [1.0, 1.0, -1.0, 0.0, -0.35]]","[[-0.48, 0.38, -0.96, -0.48, -0.6], [-0.78, 0.69, -0.42, 0.5, 0.37], [-0.43, -0.0, 0.13, -0.43, -0.39], [-0.38, 0.66, -0.99, -0.34, -0.39], [-0.84, 0.84, 0.19, 0.29, 0.26]]","[[-0.97, -0.96, -1.0, -0.88, -0.99], [-0.73, -0.96, -0.95, -0.63, -0.98], [-0.93, -0.88, -0.98, -0.88, -0.94], [-0.73, -0.54, -0.77, -0.35, -0.68], [-0.99, -0.96, -1.0, -0.94, -0.96]]","[[-0.99, 0.2, -0.82, -1.0, -0.38], [-0.97, 1.0, -0.45, -1.0, -0.01], [-0.91, -0.6, -0.09, -0.76, -0.89], [-0.35, 1.0, -0.09, -0.11, -0.89], [-0.83, -1.0, 1.0, -0.73, -0.7]]","[-0.53, -0.31, -0.67, -0.31, 0.11]","[-1.0, -0.51, -0.02, -0.25, 0.61]","[-0.99, -0.92, -0.97, -0.65, -0.98]","[0.56, 0.06, 0.46, 0.03, -0.22]",rent,crime,cpu,airfoil
1,3,-0.27,-0.39,"[-0.2, -0.31, -0.64, -0.38, -0.4]",crime,"[[1.0, 1.0, 0.16, 0.33, -0.18], [1.0, 1.0, 0.81, -0.33, -0.62], [1.0, 1.0, -0.06, 0.33, -0.63], [1.0, 1.0, 0.16, 0.33, -0.08], [1.0, 1.0, -1.0, 0.0, -0.35]]","[[-0.48, 0.38, -0.96, -0.48, -0.6], [-0.78, 0.69, -0.42, 0.5, 0.37], [-0.43, -0.0, 0.13, -0.43, -0.39], [-0.38, 0.66, -0.99, -0.34, -0.39], [-0.84, 0.84, 0.19, 0.29, 0.26]]","[[-0.97, -0.96, -1.0, -0.88, -0.99], [-0.73, -0.96, -0.95, -0.63, -0.98], [-0.93, -0.88, -0.98, -0.88, -0.94], [-0.73, -0.54, -0.77, -0.35, -0.68], [-0.99, -0.96, -1.0, -0.94, -0.96]]","[[-0.99, 0.2, -0.82, -1.0, -0.38], [-0.97, 1.0, -0.45, -1.0, -0.01], [-0.91, -0.6, -0.09, -0.76, -0.89], [-0.35, 1.0, -0.09, -0.11, -0.89], [-0.83, -1.0, 1.0, -0.73, -0.7]]","[-0.53, -0.31, -0.67, -0.31, 0.11]","[-1.0, -0.51, -0.02, -0.25, 0.61]","[-0.99, -0.92, -0.97, -0.65, -0.98]","[0.56, 0.06, 0.46, 0.03, -0.22]",rent,crime,cpu,airfoil
1,4,-0.71,-0.69,"[0.36, -0.85, -0.82, -0.95, -1.0]",crime,"[[1.0, 1.0, 0.16, 0.33, -0.18], [1.0, 1.0, 0.81, -0.33, -0.62], [1.0, 1.0, -0.06, 0.33, -0.63], [1.0, 1.0, 0.16, 0.33, -0.08], [1.0, 1.0, -1.0, 0.0, -0.35]]","[[-0.48, 0.38, -0.96, -0.48, -0.6], [-0.78, 0.69, -0.42, 0.5, 0.37], [-0.43, -0.0, 0.13, -0.43, -0.39], [-0.38, 0.66, -0.99, -0.34, -0.39], [-0.84, 0.84, 0.19, 0.29, 0.26]]","[[-0.97, -0.96, -1.0, -0.88, -0.99], [-0.73, -0.96, -0.95, -0.63, -0.98], [-0.93, -0.88, -0.98, -0.88, -0.94], [-0.73, -0.54, -0.77, -0.35, -0.68], [-0.99, -0.96, -1.0, -0.94, -0.96]]","[[-0.99, 0.2, -0.82, -1.0, -0.38], [-0.97, 1.0, -0.45, -1.0, -0.01], [-0.91, -0.6, -0.09, -0.76, -0.89], [-0.35, 1.0, -0.09, -0.11, -0.89], [-0.83, -1.0, 1.0, -0.73, -0.7]]","[-0.53, -0.31, -0.67, -0.31, 0.11]","[-1.0, -0.51, -0.02, -0.25, 0.61]","[-0.99, -0.92, -0.97, -0.65, -0.98]","[0.56, 0.06, 0.46, 0.03, -0.22]",rent,crime,cpu,airfoil
