run,trial,ytrue,ypred,x,name,task1x,task2x,task3x,task4x,task1y,task2y,task3y,task4y,task1name,task2name,task3name,task4name
0,0,0.45,-0.03,"[0.3, 0.35, -0.98, -0.45, -0.48]",fuel,"[[-1.0, -0.71, 0.34, -0.69, 1.0], [1.0, -0.24, -0.02, -1.0, 1.0], [1.0, -0.33, -0.02, -0.8, 1.0], [-1.0, -0.96, -0.26, -0.67, 1.0], [1.0, 0.97, -1.0, -0.2, -1.0]]","[[0.2, -1.0, -1.0, -1.0, 0.35], [1.0, 1.0, -1.0, 1.0, 0.31], [-0.6, -1.0, 1.0, -1.0, -0.0], [-0.6, -1.0, 1.0, 1.0, -0.47], [-0.2, -1.0, -1.0, -1.0, -0.42]]","[[-0.49, -0.45, -0.51, 0.08, -0.38], [-0.44, -0.57, -0.49, -0.13, -0.54], [-0.74, -0.85, -0.64, -0.65, -0.82], [-0.48, -0.64, -0.58, -0.35, -0.69], [0.04, -0.21, -0.11, 0.03, -0.18]]","[[-0.17, 1.0, -0.05, -0.51, -1.0], [-0.3, 1.0, 0.52, -0.11, -1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.65, -1.0, -0.62, 0.14, 1.0], [-0.91, 1.0, 0.14, -0.65, 1.0]]","[-1.0, -1.0, -0.99, -1.0, -0.99]","[-0.69, -0.53, -0.76, -0.82, -0.57]","[-0.27, -0.37, -0.36, -0.07, 0.12]","[0.22, 0.09, 0.67, 0.59, 0.16]",medexp,tip,bodyfat,bone
0,1,0.17,0.39,"[0.2, 0.44, -0.98, -0.97, 0.04]",fuel,"[[-1.0, -0.71, 0.34, -0.69, 1.0], [1.0, -0.24, -0.02, -1.0, 1.0], [1.0, -0.33, -0.02, -0.8, 1.0], [-1.0, -0.96, -0.26, -0.67, 1.0], [1.0, 0.97, -1.0, -0.2, -1.0]]","[[0.2, -1.0, -1.0, -1.0, 0.35], [1.0, 1.0, -1.0, 1.0, 0.31], [-0.6, -1.0, 1.0, -1.0, -0.0], [-0.6, -1.0, 1.0, 1.0, -0.47], [-0.2, -1.0, -1.0, -1.0, -0.42]]","[[-0.49, -0.45, -0.51, 0.08, -0.38], [-0.44, -0.57, -0.49, -0.13, -0.54], [-0.74, -0.85, -0.64, -0.65, -0.82], [-0.48, -0.64, -0.58, -0.35, -0.69], [0.04, -0.21, -0.11, 0.03, -0.18]]","[[-0.17, 1.0, -0.05, -0.51, -1.0], [-0.3, 1.0, 0.52, -0.11, -1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.65, -1.0, -0.62, 0.14, 1.0], [-0.91, 1.0, 0.14, -0.65, 1.0]]","[-1.0, -1.0, -0.99, -1.0, -0.99]","[-0.69, -0.53, -0.76, -0.82, -0.57]","[-0.27, -0.37, -0.36, -0.07, 0.12]","[0.22, 0.09, 0.67, 0.59, 0.16]",medexp,tip,bodyfat,bone
0,2,0.29,-0.14,"[-0.39, -0.12, -0.82, -0.26, -0.74]",fuel,"[[-1.0, -0.71, 0.34, -0.69, 1.0], [1.0, -0.24, -0.02, -1.0, 1.0], [1.0, -0.33, -0.02, -0.8, 1.0], [-1.0, -0.96, -0.26, -0.67, 1.0], [1.0, 0.97, -1.0, -0.2, -1.0]]","[[0.2, -1.0, -1.0, -1.0, 0.35], [1.0, 1.0, -1.0, 1.0, 0.31], [-0.6, -1.0, 1.0, -1.0, -0.0], [-0.6, -1.0, 1.0, 1.0, -0.47], [-0.2, -1.0, -1.0, -1.0, -0.42]]","[[-0.49, -0.45, -0.51, 0.08, -0.38], [-0.44, -0.57, -0.49, -0.13, -0.54], [-0.74, -0.85, -0.64, -0.65, -0.82], [-0.48, -0.64, -0.58, -0.35, -0.69], [0.04, -0.21, -0.11, 0.03, -0.18]]","[[-0.17, 1.0, -0.05, -0.51, -1.0], [-0.3, 1.0, 0.52, -0.11, -1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.65, -1.0, -0.62, 0.14, 1.0], [-0.91, 1.0, 0.14, -0.65, 1.0]]","[-1.0, -1.0, -0.99, -1.0, -0.99]","[-0.69, -0.53, -0.76, -0.82, -0.57]","[-0.27, -0.37, -0.36, -0.07, 0.12]","[0.22, 0.09, 0.67, 0.59, 0.16]",medexp,tip,bodyfat,bone
0,3,0.02,0.47,"[0.6, -0.43, -0.02, -0.23, -0.27]",fuel,"[[-1.0, -0.71, 0.34, -0.69, 1.0], [1.0, -0.24, -0.02, -1.0, 1.0], [1.0, -0.33, -0.02, -0.8, 1.0], [-1.0, -0.96, -0.26, -0.67, 1.0], [1.0, 0.97, -1.0, -0.2, -1.0]]","[[0.2, -1.0, -1.0, -1.0, 0.35], [1.0, 1.0, -1.0, 1.0, 0.31], [-0.6, -1.0, 1.0, -1.0, -0.0], [-0.6, -1.0, 1.0, 1.0, -0.47], [-0.2, -1.0, -1.0, -1.0, -0.42]]","[[-0.49, -0.45, -0.51, 0.08, -0.38], [-0.44, -0.57, -0.49, -0.13, -0.54], [-0.74, -0.85, -0.64, -0.65, -0.82], [-0.48, -0.64, -0.58, -0.35, -0.69], [0.04, -0.21, -0.11, 0.03, -0.18]]","[[-0.17, 1.0, -0.05, -0.51, -1.0], [-0.3, 1.0, 0.52, -0.11, -1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.65, -1.0, -0.62, 0.14, 1.0], [-0.91, 1.0, 0.14, -0.65, 1.0]]","[-1.0, -1.0, -0.99, -1.0, -0.99]","[-0.69, -0.53, -0.76, -0.82, -0.57]","[-0.27, -0.37, -0.36, -0.07, 0.12]","[0.22, 0.09, 0.67, 0.59, 0.16]",medexp,tip,bodyfat,bone
0,4,0.02,0.21,"[0.24, 0.35, -0.95, -0.86, -0.53]",fuel,"[[-1.0, -0.71, 0.34, -0.69, 1.0], [1.0, -0.24, -0.02, -1.0, 1.0], [1.0, -0.33, -0.02, -0.8, 1.0], [-1.0, -0.96, -0.26, -0.67, 1.0], [1.0, 0.97, -1.0, -0.2, -1.0]]","[[0.2, -1.0, -1.0, -1.0, 0.35], [1.0, 1.0, -1.0, 1.0, 0.31], [-0.6, -1.0, 1.0, -1.0, -0.0], [-0.6, -1.0, 1.0, 1.0, -0.47], [-0.2, -1.0, -1.0, -1.0, -0.42]]","[[-0.49, -0.45, -0.51, 0.08, -0.38], [-0.44, -0.57, -0.49, -0.13, -0.54], [-0.74, -0.85, -0.64, -0.65, -0.82], [-0.48, -0.64, -0.58, -0.35, -0.69], [0.04, -0.21, -0.11, 0.03, -0.18]]","[[-0.17, 1.0, -0.05, -0.51, -1.0], [-0.3, 1.0, 0.52, -0.11, -1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.65, -1.0, -0.62, 0.14, 1.0], [-0.91, 1.0, 0.14, -0.65, 1.0]]","[-1.0, -1.0, -0.99, -1.0, -0.99]","[-0.69, -0.53, -0.76, -0.82, -0.57]","[-0.27, -0.37, -0.36, -0.07, 0.12]","[0.22, 0.09, 0.67, 0.59, 0.16]",medexp,tip,bodyfat,bone
1,0,0.14,-0.14,"[0.41, 0.58, -0.93, -0.39, -0.3]",fuel,"[[-0.77, -0.64, -0.76, -1.0, -0.31], [-0.31, -0.2, -0.48, -1.0, -0.31], [-0.64, -0.63, -0.7, -1.0, -0.41], [-0.69, -0.62, -0.73, -1.0, 0.41], [-0.09, -0.0, -0.14, -1.0, -0.53]]","[[-0.33, 0.19, -0.95, -0.53, -0.57], [-0.4, 0.5, -0.82, -0.03, -0.14], [-0.71, 0.74, 1.0, 1.0, 1.0], [0.36, -0.85, -0.82, -0.95, -1.0], [-0.3, 0.52, -0.55, -0.03, 0.01]]","[[-0.93, -0.17, -0.71, 0.18, -0.42], [-0.97, -0.27, -1.0, 0.03, 0.28], [-0.93, 0.32, -0.75, -0.44, -0.68], [-0.85, 0.46, -1.0, 0.15, -0.39], [-0.7, -0.19, -0.41, -0.15, 0.08]]","[[-1.0, -0.99, -0.62, -1.0, -1.0], [-1.0, -0.99, -0.77, -1.0, -0.79], [-1.0, -0.99, -0.98, -0.88, -0.62], [-1.0, -0.95, -0.98, -0.71, -0.97], [1.0, -0.5, -1.0, -0.89, 0.32]]","[-0.37, -0.28, -0.87, -0.05, -0.2]","[-0.56, -0.3, -0.15, -0.71, -0.8]","[-0.56, -0.46, -0.32, -0.6, 0.43]","[-0.31, -0.03, -0.17, -0.1, 0.86]",plasma,crime,concrete,lake
1,1,0.08,0.14,"[0.11, 0.26, -0.87, -0.11, -0.31]",fuel,"[[-0.77, -0.64, -0.76, -1.0, -0.31], [-0.31, -0.2, -0.48, -1.0, -0.31], [-0.64, -0.63, -0.7, -1.0, -0.41], [-0.69, -0.62, -0.73, -1.0, 0.41], [-0.09, -0.0, -0.14, -1.0, -0.53]]","[[-0.33, 0.19, -0.95, -0.53, -0.57], [-0.4, 0.5, -0.82, -0.03, -0.14], [-0.71, 0.74, 1.0, 1.0, 1.0], [0.36, -0.85, -0.82, -0.95, -1.0], [-0.3, 0.52, -0.55, -0.03, 0.01]]","[[-0.93, -0.17, -0.71, 0.18, -0.42], [-0.97, -0.27, -1.0, 0.03, 0.28], [-0.93, 0.32, -0.75, -0.44, -0.68], [-0.85, 0.46, -1.0, 0.15, -0.39], [-0.7, -0.19, -0.41, -0.15, 0.08]]","[[-1.0, -0.99, -0.62, -1.0, -1.0], [-1.0, -0.99, -0.77, -1.0, -0.79], [-1.0, -0.99, -0.98, -0.88, -0.62], [-1.0, -0.95, -0.98, -0.71, -0.97], [1.0, -0.5, -1.0, -0.89, 0.32]]","[-0.37, -0.28, -0.87, -0.05, -0.2]","[-0.56, -0.3, -0.15, -0.71, -0.8]","[-0.56, -0.46, -0.32, -0.6, 0.43]","[-0.31, -0.03, -0.17, -0.1, 0.86]",plasma,crime,concrete,lake
1,2,0.35,0.14,"[-0.56, 0.16, -0.73, -0.13, 0.13]",fuel,"[[-0.77, -0.64, -0.76, -1.0, -0.31], [-0.31, -0.2, -0.48, -1.0, -0.31], [-0.64, -0.63, -0.7, -1.0, -0.41], [-0.69, -0.62, -0.73, -1.0, 0.41], [-0.09, -0.0, -0.14, -1.0, -0.53]]","[[-0.33, 0.19, -0.95, -0.53, -0.57], [-0.4, 0.5, -0.82, -0.03, -0.14], [-0.71, 0.74, 1.0, 1.0, 1.0], [0.36, -0.85, -0.82, -0.95, -1.0], [-0.3, 0.52, -0.55, -0.03, 0.01]]","[[-0.93, -0.17, -0.71, 0.18, -0.42], [-0.97, -0.27, -1.0, 0.03, 0.28], [-0.93, 0.32, -0.75, -0.44, -0.68], [-0.85, 0.46, -1.0, 0.15, -0.39], [-0.7, -0.19, -0.41, -0.15, 0.08]]","[[-1.0, -0.99, -0.62, -1.0, -1.0], [-1.0, -0.99, -0.77, -1.0, -0.79], [-1.0, -0.99, -0.98, -0.88, -0.62], [-1.0, -0.95, -0.98, -0.71, -0.97], [1.0, -0.5, -1.0, -0.89, 0.32]]","[-0.37, -0.28, -0.87, -0.05, -0.2]","[-0.56, -0.3, -0.15, -0.71, -0.8]","[-0.56, -0.46, -0.32, -0.6, 0.43]","[-0.31, -0.03, -0.17, -0.1, 0.86]",plasma,crime,concrete,lake
1,3,-1.0,0.14,"[-1.0, 0.16, -0.99, -1.0, 0.67]",fuel,"[[-0.77, -0.64, -0.76, -1.0, -0.31], [-0.31, -0.2, -0.48, -1.0, -0.31], [-0.64, -0.63, -0.7, -1.0, -0.41], [-0.69, -0.62, -0.73, -1.0, 0.41], [-0.09, -0.0, -0.14, -1.0, -0.53]]","[[-0.33, 0.19, -0.95, -0.53, -0.57], [-0.4, 0.5, -0.82, -0.03, -0.14], [-0.71, 0.74, 1.0, 1.0, 1.0], [0.36, -0.85, -0.82, -0.95, -1.0], [-0.3, 0.52, -0.55, -0.03, 0.01]]","[[-0.93, -0.17, -0.71, 0.18, -0.42], [-0.97, -0.27, -1.0, 0.03, 0.28], [-0.93, 0.32, -0.75, -0.44, -0.68], [-0.85, 0.46, -1.0, 0.15, -0.39], [-0.7, -0.19, -0.41, -0.15, 0.08]]","[[-1.0, -0.99, -0.62, -1.0, -1.0], [-1.0, -0.99, -0.77, -1.0, -0.79], [-1.0, -0.99, -0.98, -0.88, -0.62], [-1.0, -0.95, -0.98, -0.71, -0.97], [1.0, -0.5, -1.0, -0.89, 0.32]]","[-0.37, -0.28, -0.87, -0.05, -0.2]","[-0.56, -0.3, -0.15, -0.71, -0.8]","[-0.56, -0.46, -0.32, -0.6, 0.43]","[-0.31, -0.03, -0.17, -0.1, 0.86]",plasma,crime,concrete,lake
1,4,0.42,0.0,"[0.77, -0.02, -0.76, -0.38, -0.75]",fuel,"[[-0.77, -0.64, -0.76, -1.0, -0.31], [-0.31, -0.2, -0.48, -1.0, -0.31], [-0.64, -0.63, -0.7, -1.0, -0.41], [-0.69, -0.62, -0.73, -1.0, 0.41], [-0.09, -0.0, -0.14, -1.0, -0.53]]","[[-0.33, 0.19, -0.95, -0.53, -0.57], [-0.4, 0.5, -0.82, -0.03, -0.14], [-0.71, 0.74, 1.0, 1.0, 1.0], [0.36, -0.85, -0.82, -0.95, -1.0], [-0.3, 0.52, -0.55, -0.03, 0.01]]","[[-0.93, -0.17, -0.71, 0.18, -0.42], [-0.97, -0.27, -1.0, 0.03, 0.28], [-0.93, 0.32, -0.75, -0.44, -0.68], [-0.85, 0.46, -1.0, 0.15, -0.39], [-0.7, -0.19, -0.41, -0.15, 0.08]]","[[-1.0, -0.99, -0.62, -1.0, -1.0], [-1.0, -0.99, -0.77, -1.0, -0.79], [-1.0, -0.99, -0.98, -0.88, -0.62], [-1.0, -0.95, -0.98, -0.71, -0.97], [1.0, -0.5, -1.0, -0.89, 0.32]]","[-0.37, -0.28, -0.87, -0.05, -0.2]","[-0.56, -0.3, -0.15, -0.71, -0.8]","[-0.56, -0.46, -0.32, -0.6, 0.43]","[-0.31, -0.03, -0.17, -0.1, 0.86]",plasma,crime,concrete,lake
