run,trial,ytrue,ypred,x,name,task1x,task2x,task3x,task4x,task1y,task2y,task3y,task4y,task1name,task2name,task3name,task4name
0,0,0.67,0.12,"[-0.33, -1.0, -0.21, -0.33, 0.22]",laborsupply,"[[0.1, -0.44, -0.32, 0.72, 0.07], [0.25, -0.44, -0.77, 0.61, 0.64], [-0.12, -0.43, -0.38, -0.22, -0.42], [0.3, -0.72, 0.4, 0.01, -0.36], [0.19, -0.44, -0.09, 0.8, -0.33]]","[[-0.53, 0.0, -0.52, -0.78, -0.78], [0.03, 0.33, -1.0, -0.82, 1.0], [-0.29, 0.33, -1.0, -0.91, -0.56], [-0.87, -0.33, -0.55, -0.49, 0.78], [-0.69, 0.0, -1.0, -0.6, -0.56]]","[[-0.17, -0.65, -0.73, -0.89, -0.6], [0.67, -0.87, -0.77, -0.88, -0.6], [0.33, 0.0, -0.36, -0.16, 0.2], [0.83, -0.5, -0.59, -0.65, -0.6], [0.5, -0.79, -0.79, -0.91, -0.6]]","[[1.0, 0.05, -1.0, -0.44, 1.0], [-1.0, -0.92, -0.57, -0.69, 1.0], [1.0, 0.19, -0.26, -0.68, 1.0], [1.0, 0.67, -0.26, 0.17, 1.0], [-1.0, -0.49, -0.57, -0.58, -1.0]]","[0.59, 0.6, -0.55, -0.32, 0.2]","[-0.72, -0.95, -0.67, -0.16, -0.7]","[-0.15, 0.89, -0.38, -0.03, 0.34]","[-1.0, -1.0, -1.0, -1.0, -1.0]",diabetes,highway,mileage,medexp
0,1,0.66,0.45,"[0.11, -1.0, -0.11, -0.33, 0.22]",laborsupply,"[[0.1, -0.44, -0.32, 0.72, 0.07], [0.25, -0.44, -0.77, 0.61, 0.64], [-0.12, -0.43, -0.38, -0.22, -0.42], [0.3, -0.72, 0.4, 0.01, -0.36], [0.19, -0.44, -0.09, 0.8, -0.33]]","[[-0.53, 0.0, -0.52, -0.78, -0.78], [0.03, 0.33, -1.0, -0.82, 1.0], [-0.29, 0.33, -1.0, -0.91, -0.56], [-0.87, -0.33, -0.55, -0.49, 0.78], [-0.69, 0.0, -1.0, -0.6, -0.56]]","[[-0.17, -0.65, -0.73, -0.89, -0.6], [0.67, -0.87, -0.77, -0.88, -0.6], [0.33, 0.0, -0.36, -0.16, 0.2], [0.83, -0.5, -0.59, -0.65, -0.6], [0.5, -0.79, -0.79, -0.91, -0.6]]","[[1.0, 0.05, -1.0, -0.44, 1.0], [-1.0, -0.92, -0.57, -0.69, 1.0], [1.0, 0.19, -0.26, -0.68, 1.0], [1.0, 0.67, -0.26, 0.17, 1.0], [-1.0, -0.49, -0.57, -0.58, -1.0]]","[0.59, 0.6, -0.55, -0.32, 0.2]","[-0.72, -0.95, -0.67, -0.16, -0.7]","[-0.15, 0.89, -0.38, -0.03, 0.34]","[-1.0, -1.0, -1.0, -1.0, -1.0]",diabetes,highway,mileage,medexp
0,2,0.74,0.63,"[-1.0, -1.0, -0.37, -0.33, 0.18]",laborsupply,"[[0.1, -0.44, -0.32, 0.72, 0.07], [0.25, -0.44, -0.77, 0.61, 0.64], [-0.12, -0.43, -0.38, -0.22, -0.42], [0.3, -0.72, 0.4, 0.01, -0.36], [0.19, -0.44, -0.09, 0.8, -0.33]]","[[-0.53, 0.0, -0.52, -0.78, -0.78], [0.03, 0.33, -1.0, -0.82, 1.0], [-0.29, 0.33, -1.0, -0.91, -0.56], [-0.87, -0.33, -0.55, -0.49, 0.78], [-0.69, 0.0, -1.0, -0.6, -0.56]]","[[-0.17, -0.65, -0.73, -0.89, -0.6], [0.67, -0.87, -0.77, -0.88, -0.6], [0.33, 0.0, -0.36, -0.16, 0.2], [0.83, -0.5, -0.59, -0.65, -0.6], [0.5, -0.79, -0.79, -0.91, -0.6]]","[[1.0, 0.05, -1.0, -0.44, 1.0], [-1.0, -0.92, -0.57, -0.69, 1.0], [1.0, 0.19, -0.26, -0.68, 1.0], [1.0, 0.67, -0.26, 0.17, 1.0], [-1.0, -0.49, -0.57, -0.58, -1.0]]","[0.59, 0.6, -0.55, -0.32, 0.2]","[-0.72, -0.95, -0.67, -0.16, -0.7]","[-0.15, 0.89, -0.38, -0.03, 0.34]","[-1.0, -1.0, -1.0, -1.0, -1.0]",diabetes,highway,mileage,medexp
0,3,0.74,0.71,"[0.33, -1.0, 0.58, -0.67, 0.45]",laborsupply,"[[0.1, -0.44, -0.32, 0.72, 0.07], [0.25, -0.44, -0.77, 0.61, 0.64], [-0.12, -0.43, -0.38, -0.22, -0.42], [0.3, -0.72, 0.4, 0.01, -0.36], [0.19, -0.44, -0.09, 0.8, -0.33]]","[[-0.53, 0.0, -0.52, -0.78, -0.78], [0.03, 0.33, -1.0, -0.82, 1.0], [-0.29, 0.33, -1.0, -0.91, -0.56], [-0.87, -0.33, -0.55, -0.49, 0.78], [-0.69, 0.0, -1.0, -0.6, -0.56]]","[[-0.17, -0.65, -0.73, -0.89, -0.6], [0.67, -0.87, -0.77, -0.88, -0.6], [0.33, 0.0, -0.36, -0.16, 0.2], [0.83, -0.5, -0.59, -0.65, -0.6], [0.5, -0.79, -0.79, -0.91, -0.6]]","[[1.0, 0.05, -1.0, -0.44, 1.0], [-1.0, -0.92, -0.57, -0.69, 1.0], [1.0, 0.19, -0.26, -0.68, 1.0], [1.0, 0.67, -0.26, 0.17, 1.0], [-1.0, -0.49, -0.57, -0.58, -1.0]]","[0.59, 0.6, -0.55, -0.32, 0.2]","[-0.72, -0.95, -0.67, -0.16, -0.7]","[-0.15, 0.89, -0.38, -0.03, 0.34]","[-1.0, -1.0, -1.0, -1.0, -1.0]",diabetes,highway,mileage,medexp
0,4,0.81,0.75,"[1.0, -1.0, 0.37, -1.0, 0.2]",laborsupply,"[[0.1, -0.44, -0.32, 0.72, 0.07], [0.25, -0.44, -0.77, 0.61, 0.64], [-0.12, -0.43, -0.38, -0.22, -0.42], [0.3, -0.72, 0.4, 0.01, -0.36], [0.19, -0.44, -0.09, 0.8, -0.33]]","[[-0.53, 0.0, -0.52, -0.78, -0.78], [0.03, 0.33, -1.0, -0.82, 1.0], [-0.29, 0.33, -1.0, -0.91, -0.56], [-0.87, -0.33, -0.55, -0.49, 0.78], [-0.69, 0.0, -1.0, -0.6, -0.56]]","[[-0.17, -0.65, -0.73, -0.89, -0.6], [0.67, -0.87, -0.77, -0.88, -0.6], [0.33, 0.0, -0.36, -0.16, 0.2], [0.83, -0.5, -0.59, -0.65, -0.6], [0.5, -0.79, -0.79, -0.91, -0.6]]","[[1.0, 0.05, -1.0, -0.44, 1.0], [-1.0, -0.92, -0.57, -0.69, 1.0], [1.0, 0.19, -0.26, -0.68, 1.0], [1.0, 0.67, -0.26, 0.17, 1.0], [-1.0, -0.49, -0.57, -0.58, -1.0]]","[0.59, 0.6, -0.55, -0.32, 0.2]","[-0.72, -0.95, -0.67, -0.16, -0.7]","[-0.15, 0.89, -0.38, -0.03, 0.34]","[-1.0, -1.0, -1.0, -1.0, -1.0]",diabetes,highway,mileage,medexp
1,0,0.68,0.45,"[0.33, -1.0, -0.11, -0.33, 0.18]",laborsupply,"[[-0.98, -0.99, -0.98, -0.99, -1.0], [-0.76, -0.81, -0.84, -0.81, -0.79], [-0.68, -0.74, -0.84, -0.73, -0.7], [-0.54, -0.39, -0.71, -0.45, -0.43], [-0.89, -0.94, -0.92, -0.94, -0.94]]","[[-0.67, 1.0, -0.33, -0.88, -0.74], [1.0, -1.0, -0.33, 1.0, -0.1], [-0.67, -1.0, -0.33, 0.06, 0.16], [-1.0, -1.0, -0.33, -0.08, -0.61], [-0.67, 1.0, -0.33, -0.53, -0.61]]","[[-1.0, -0.5, -1.0, -0.84, -0.47], [-1.0, -1.0, -1.0, -0.87, -0.84], [0.5, -0.5, 1.0, -0.97, -0.99], [-0.5, -0.5, -0.5, -0.95, -0.02], [0.0, -1.0, 0.0, -0.97, -0.94]]","[[0.26, -0.86, -0.49, -0.79, -0.67], [0.0, -0.77, -0.46, -0.89, -0.65], [0.0, -0.84, -0.55, -0.88, -0.67], [-0.42, -0.66, -0.23, -0.76, -0.8], [-0.55, -0.64, -0.29, -0.05, -0.39]]","[-0.98, -0.54, -0.68, -0.0, -0.92]","[0.1, 0.21, 0.29, 0.54, -0.02]","[0.38, -0.17, -0.25, -0.31, 0.23]","[0.33, 0.67, 0.33, 0.0, -0.33]",hitter,birthweight,mammal,whitewine
1,1,0.73,0.34,"[-0.33, -1.0, -0.37, -0.33, 0.21]",laborsupply,"[[-0.98, -0.99, -0.98, -0.99, -1.0], [-0.76, -0.81, -0.84, -0.81, -0.79], [-0.68, -0.74, -0.84, -0.73, -0.7], [-0.54, -0.39, -0.71, -0.45, -0.43], [-0.89, -0.94, -0.92, -0.94, -0.94]]","[[-0.67, 1.0, -0.33, -0.88, -0.74], [1.0, -1.0, -0.33, 1.0, -0.1], [-0.67, -1.0, -0.33, 0.06, 0.16], [-1.0, -1.0, -0.33, -0.08, -0.61], [-0.67, 1.0, -0.33, -0.53, -0.61]]","[[-1.0, -0.5, -1.0, -0.84, -0.47], [-1.0, -1.0, -1.0, -0.87, -0.84], [0.5, -0.5, 1.0, -0.97, -0.99], [-0.5, -0.5, -0.5, -0.95, -0.02], [0.0, -1.0, 0.0, -0.97, -0.94]]","[[0.26, -0.86, -0.49, -0.79, -0.67], [0.0, -0.77, -0.46, -0.89, -0.65], [0.0, -0.84, -0.55, -0.88, -0.67], [-0.42, -0.66, -0.23, -0.76, -0.8], [-0.55, -0.64, -0.29, -0.05, -0.39]]","[-0.98, -0.54, -0.68, -0.0, -0.92]","[0.1, 0.21, 0.29, 0.54, -0.02]","[0.38, -0.17, -0.25, -0.31, 0.23]","[0.33, 0.67, 0.33, 0.0, -0.33]",hitter,birthweight,mammal,whitewine
1,2,0.73,0.78,"[0.33, -1.0, -0.21, 0.0, 0.42]",laborsupply,"[[-0.98, -0.99, -0.98, -0.99, -1.0], [-0.76, -0.81, -0.84, -0.81, -0.79], [-0.68, -0.74, -0.84, -0.73, -0.7], [-0.54, -0.39, -0.71, -0.45, -0.43], [-0.89, -0.94, -0.92, -0.94, -0.94]]","[[-0.67, 1.0, -0.33, -0.88, -0.74], [1.0, -1.0, -0.33, 1.0, -0.1], [-0.67, -1.0, -0.33, 0.06, 0.16], [-1.0, -1.0, -0.33, -0.08, -0.61], [-0.67, 1.0, -0.33, -0.53, -0.61]]","[[-1.0, -0.5, -1.0, -0.84, -0.47], [-1.0, -1.0, -1.0, -0.87, -0.84], [0.5, -0.5, 1.0, -0.97, -0.99], [-0.5, -0.5, -0.5, -0.95, -0.02], [0.0, -1.0, 0.0, -0.97, -0.94]]","[[0.26, -0.86, -0.49, -0.79, -0.67], [0.0, -0.77, -0.46, -0.89, -0.65], [0.0, -0.84, -0.55, -0.88, -0.67], [-0.42, -0.66, -0.23, -0.76, -0.8], [-0.55, -0.64, -0.29, -0.05, -0.39]]","[-0.98, -0.54, -0.68, -0.0, -0.92]","[0.1, 0.21, 0.29, 0.54, -0.02]","[0.38, -0.17, -0.25, -0.31, 0.23]","[0.33, 0.67, 0.33, 0.0, -0.33]",hitter,birthweight,mammal,whitewine
1,3,0.68,0.89,"[-0.78, -1.0, 0.47, -1.0, -0.07]",laborsupply,"[[-0.98, -0.99, -0.98, -0.99, -1.0], [-0.76, -0.81, -0.84, -0.81, -0.79], [-0.68, -0.74, -0.84, -0.73, -0.7], [-0.54, -0.39, -0.71, -0.45, -0.43], [-0.89, -0.94, -0.92, -0.94, -0.94]]","[[-0.67, 1.0, -0.33, -0.88, -0.74], [1.0, -1.0, -0.33, 1.0, -0.1], [-0.67, -1.0, -0.33, 0.06, 0.16], [-1.0, -1.0, -0.33, -0.08, -0.61], [-0.67, 1.0, -0.33, -0.53, -0.61]]","[[-1.0, -0.5, -1.0, -0.84, -0.47], [-1.0, -1.0, -1.0, -0.87, -0.84], [0.5, -0.5, 1.0, -0.97, -0.99], [-0.5, -0.5, -0.5, -0.95, -0.02], [0.0, -1.0, 0.0, -0.97, -0.94]]","[[0.26, -0.86, -0.49, -0.79, -0.67], [0.0, -0.77, -0.46, -0.89, -0.65], [0.0, -0.84, -0.55, -0.88, -0.67], [-0.42, -0.66, -0.23, -0.76, -0.8], [-0.55, -0.64, -0.29, -0.05, -0.39]]","[-0.98, -0.54, -0.68, -0.0, -0.92]","[0.1, 0.21, 0.29, 0.54, -0.02]","[0.38, -0.17, -0.25, -0.31, 0.23]","[0.33, 0.67, 0.33, 0.0, -0.33]",hitter,birthweight,mammal,whitewine
1,4,0.55,0.78,"[-0.33, -1.0, -0.53, -0.67, 0.3]",laborsupply,"[[-0.98, -0.99, -0.98, -0.99, -1.0], [-0.76, -0.81, -0.84, -0.81, -0.79], [-0.68, -0.74, -0.84, -0.73, -0.7], [-0.54, -0.39, -0.71, -0.45, -0.43], [-0.89, -0.94, -0.92, -0.94, -0.94]]","[[-0.67, 1.0, -0.33, -0.88, -0.74], [1.0, -1.0, -0.33, 1.0, -0.1], [-0.67, -1.0, -0.33, 0.06, 0.16], [-1.0, -1.0, -0.33, -0.08, -0.61], [-0.67, 1.0, -0.33, -0.53, -0.61]]","[[-1.0, -0.5, -1.0, -0.84, -0.47], [-1.0, -1.0, -1.0, -0.87, -0.84], [0.5, -0.5, 1.0, -0.97, -0.99], [-0.5, -0.5, -0.5, -0.95, -0.02], [0.0, -1.0, 0.0, -0.97, -0.94]]","[[0.26, -0.86, -0.49, -0.79, -0.67], [0.0, -0.77, -0.46, -0.89, -0.65], [0.0, -0.84, -0.55, -0.88, -0.67], [-0.42, -0.66, -0.23, -0.76, -0.8], [-0.55, -0.64, -0.29, -0.05, -0.39]]","[-0.98, -0.54, -0.68, -0.0, -0.92]","[0.1, 0.21, 0.29, 0.54, -0.02]","[0.38, -0.17, -0.25, -0.31, 0.23]","[0.33, 0.67, 0.33, 0.0, -0.33]",hitter,birthweight,mammal,whitewine
