run,trial,ytrue,ypred,x,name,task1x,task2x,task3x,task4x,task1y,task2y,task3y,task4y,task1name,task2name,task3name,task4name
0,0,0.0,0.33,"[0.41, -0.09, -0.08, -0.49, -1.0]",obesity,"[[-0.85, -0.5, -1.0, 0.31, -0.32], [-0.99, -0.9, -1.0, 0.07, 0.93], [-0.85, -0.25, -1.0, 0.02, -0.46], [-0.99, -0.19, -0.28, -0.31, 0.19], [-0.85, -0.14, -0.35, -0.36, -0.21]]","[[-1.0, 0.0, -1.0, -0.06, -0.2], [1.0, 1.0, 1.0, -0.56, -0.69], [-0.5, -0.5, -0.5, -0.84, -0.76], [0.5, 0.5, 1.0, -0.68, -0.9], [-1.0, -1.0, -1.0, -0.31, -0.02]]","[[-0.64, -0.76, -0.96, -0.71, -0.75], [-0.65, -0.61, -0.71, -0.66, -0.75], [-0.71, -0.77, -0.94, -0.83, -0.82], [0.26, 0.29, 0.02, 0.18, 0.35], [-0.74, -0.76, -0.94, -0.9, -0.8]]","[[-0.25, -0.66, -0.95, -0.67, 1.0], [0.43, -0.06, 0.52, -0.41, -1.0], [-0.49, -0.36, -0.22, -0.38, 1.0], [0.22, -0.23, 0.21, -0.23, -1.0], [-0.7, -0.42, -0.3, -0.49, 1.0]]","[-0.14, -0.22, -0.42, -0.18, 0.84]","[-0.58, -1.0, 0.14, 0.14, -0.18]","[-0.97, -0.44, -0.04, -0.35, -0.59]","[-0.17, 0.0, 0.5, -0.33, 0.17]",concrete,mammal,dropout,obesity
0,1,0.17,0.5,"[-0.18, -0.11, -0.17, -0.37, 1.0]",obesity,"[[-0.85, -0.5, -1.0, 0.31, -0.32], [-0.99, -0.9, -1.0, 0.07, 0.93], [-0.85, -0.25, -1.0, 0.02, -0.46], [-0.99, -0.19, -0.28, -0.31, 0.19], [-0.85, -0.14, -0.35, -0.36, -0.21]]","[[-1.0, 0.0, -1.0, -0.06, -0.2], [1.0, 1.0, 1.0, -0.56, -0.69], [-0.5, -0.5, -0.5, -0.84, -0.76], [0.5, 0.5, 1.0, -0.68, -0.9], [-1.0, -1.0, -1.0, -0.31, -0.02]]","[[-0.64, -0.76, -0.96, -0.71, -0.75], [-0.65, -0.61, -0.71, -0.66, -0.75], [-0.71, -0.77, -0.94, -0.83, -0.82], [0.26, 0.29, 0.02, 0.18, 0.35], [-0.74, -0.76, -0.94, -0.9, -0.8]]","[[-0.25, -0.66, -0.95, -0.67, 1.0], [0.43, -0.06, 0.52, -0.41, -1.0], [-0.49, -0.36, -0.22, -0.38, 1.0], [0.22, -0.23, 0.21, -0.23, -1.0], [-0.7, -0.42, -0.3, -0.49, 1.0]]","[-0.14, -0.22, -0.42, -0.18, 0.84]","[-0.58, -1.0, 0.14, 0.14, -0.18]","[-0.97, -0.44, -0.04, -0.35, -0.59]","[-0.17, 0.0, 0.5, -0.33, 0.17]",concrete,mammal,dropout,obesity
0,2,-0.33,-0.33,"[0.27, -0.53, -0.03, -0.55, -1.0]",obesity,"[[-0.85, -0.5, -1.0, 0.31, -0.32], [-0.99, -0.9, -1.0, 0.07, 0.93], [-0.85, -0.25, -1.0, 0.02, -0.46], [-0.99, -0.19, -0.28, -0.31, 0.19], [-0.85, -0.14, -0.35, -0.36, -0.21]]","[[-1.0, 0.0, -1.0, -0.06, -0.2], [1.0, 1.0, 1.0, -0.56, -0.69], [-0.5, -0.5, -0.5, -0.84, -0.76], [0.5, 0.5, 1.0, -0.68, -0.9], [-1.0, -1.0, -1.0, -0.31, -0.02]]","[[-0.64, -0.76, -0.96, -0.71, -0.75], [-0.65, -0.61, -0.71, -0.66, -0.75], [-0.71, -0.77, -0.94, -0.83, -0.82], [0.26, 0.29, 0.02, 0.18, 0.35], [-0.74, -0.76, -0.94, -0.9, -0.8]]","[[-0.25, -0.66, -0.95, -0.67, 1.0], [0.43, -0.06, 0.52, -0.41, -1.0], [-0.49, -0.36, -0.22, -0.38, 1.0], [0.22, -0.23, 0.21, -0.23, -1.0], [-0.7, -0.42, -0.3, -0.49, 1.0]]","[-0.14, -0.22, -0.42, -0.18, 0.84]","[-0.58, -1.0, 0.14, 0.14, -0.18]","[-0.97, -0.44, -0.04, -0.35, -0.59]","[-0.17, 0.0, 0.5, -0.33, 0.17]",concrete,mammal,dropout,obesity
0,3,0.0,-0.97,"[-0.64, -0.5, -0.86, -0.72, 1.0]",obesity,"[[-0.85, -0.5, -1.0, 0.31, -0.32], [-0.99, -0.9, -1.0, 0.07, 0.93], [-0.85, -0.25, -1.0, 0.02, -0.46], [-0.99, -0.19, -0.28, -0.31, 0.19], [-0.85, -0.14, -0.35, -0.36, -0.21]]","[[-1.0, 0.0, -1.0, -0.06, -0.2], [1.0, 1.0, 1.0, -0.56, -0.69], [-0.5, -0.5, -0.5, -0.84, -0.76], [0.5, 0.5, 1.0, -0.68, -0.9], [-1.0, -1.0, -1.0, -0.31, -0.02]]","[[-0.64, -0.76, -0.96, -0.71, -0.75], [-0.65, -0.61, -0.71, -0.66, -0.75], [-0.71, -0.77, -0.94, -0.83, -0.82], [0.26, 0.29, 0.02, 0.18, 0.35], [-0.74, -0.76, -0.94, -0.9, -0.8]]","[[-0.25, -0.66, -0.95, -0.67, 1.0], [0.43, -0.06, 0.52, -0.41, -1.0], [-0.49, -0.36, -0.22, -0.38, 1.0], [0.22, -0.23, 0.21, -0.23, -1.0], [-0.7, -0.42, -0.3, -0.49, 1.0]]","[-0.14, -0.22, -0.42, -0.18, 0.84]","[-0.58, -1.0, 0.14, 0.14, -0.18]","[-0.97, -0.44, -0.04, -0.35, -0.59]","[-0.17, 0.0, 0.5, -0.33, 0.17]",concrete,mammal,dropout,obesity
0,4,0.83,0.5,"[-0.69, 0.02, -0.3, -0.29, 1.0]",obesity,"[[-0.85, -0.5, -1.0, 0.31, -0.32], [-0.99, -0.9, -1.0, 0.07, 0.93], [-0.85, -0.25, -1.0, 0.02, -0.46], [-0.99, -0.19, -0.28, -0.31, 0.19], [-0.85, -0.14, -0.35, -0.36, -0.21]]","[[-1.0, 0.0, -1.0, -0.06, -0.2], [1.0, 1.0, 1.0, -0.56, -0.69], [-0.5, -0.5, -0.5, -0.84, -0.76], [0.5, 0.5, 1.0, -0.68, -0.9], [-1.0, -1.0, -1.0, -0.31, -0.02]]","[[-0.64, -0.76, -0.96, -0.71, -0.75], [-0.65, -0.61, -0.71, -0.66, -0.75], [-0.71, -0.77, -0.94, -0.83, -0.82], [0.26, 0.29, 0.02, 0.18, 0.35], [-0.74, -0.76, -0.94, -0.9, -0.8]]","[[-0.25, -0.66, -0.95, -0.67, 1.0], [0.43, -0.06, 0.52, -0.41, -1.0], [-0.49, -0.36, -0.22, -0.38, 1.0], [0.22, -0.23, 0.21, -0.23, -1.0], [-0.7, -0.42, -0.3, -0.49, 1.0]]","[-0.14, -0.22, -0.42, -0.18, 0.84]","[-0.58, -1.0, 0.14, 0.14, -0.18]","[-0.97, -0.44, -0.04, -0.35, -0.59]","[-0.17, 0.0, 0.5, -0.33, 0.17]",concrete,mammal,dropout,obesity
1,0,0.0,0.0,"[-0.34, -0.19, -0.09, -0.22, 1.0]",obesity,"[[-0.62, -0.69, -0.96, -0.42, 1.0], [-0.42, -0.39, -0.36, -0.41, 1.0], [0.22, -0.23, 0.21, -0.23, -1.0], [-0.45, -0.11, -0.67, -0.3, 1.0], [-0.57, -0.57, -0.15, -0.55, 1.0]]","[[1.0, 0.15, 0.25, -0.74, -0.75], [1.0, -0.31, -0.23, -0.91, -0.89], [1.0, -0.31, -0.23, -0.88, -0.81], [1.0, 0.13, 0.02, -0.22, -0.16], [1.0, 0.11, 0.22, -0.77, -0.79]]","[[-0.99, -0.99, -0.69, -0.93, -0.95], [-1.0, -0.99, -0.91, 1.0, -0.99], [-1.0, -0.99, -0.91, 1.0, -0.99], [-1.0, -1.0, -0.98, -0.76, -0.98], [-1.0, -1.0, -0.59, -0.87, -0.97]]","[[-0.39, 0.45, -0.82, 0.03, 0.06], [-0.3, 0.52, -0.55, -0.03, 0.01], [-0.15, 0.04, -0.55, -0.5, -0.5], [-0.25, -0.13, -0.76, -0.6, -0.7], [-0.58, 0.12, -0.52, -0.28, -0.31]]","[0.0, 0.33, -0.33, 0.33, 0.17]","[0.08, -0.16, 0.21, 0.21, -0.24]","[-0.03, -0.72, -0.72, -0.38, -0.52]","[0.08, -0.8, -0.42, -0.12, 0.06]",obesity,athlete,lake,crime
1,1,0.83,0.0,"[-0.69, 0.02, -0.3, -0.29, 1.0]",obesity,"[[-0.62, -0.69, -0.96, -0.42, 1.0], [-0.42, -0.39, -0.36, -0.41, 1.0], [0.22, -0.23, 0.21, -0.23, -1.0], [-0.45, -0.11, -0.67, -0.3, 1.0], [-0.57, -0.57, -0.15, -0.55, 1.0]]","[[1.0, 0.15, 0.25, -0.74, -0.75], [1.0, -0.31, -0.23, -0.91, -0.89], [1.0, -0.31, -0.23, -0.88, -0.81], [1.0, 0.13, 0.02, -0.22, -0.16], [1.0, 0.11, 0.22, -0.77, -0.79]]","[[-0.99, -0.99, -0.69, -0.93, -0.95], [-1.0, -0.99, -0.91, 1.0, -0.99], [-1.0, -0.99, -0.91, 1.0, -0.99], [-1.0, -1.0, -0.98, -0.76, -0.98], [-1.0, -1.0, -0.59, -0.87, -0.97]]","[[-0.39, 0.45, -0.82, 0.03, 0.06], [-0.3, 0.52, -0.55, -0.03, 0.01], [-0.15, 0.04, -0.55, -0.5, -0.5], [-0.25, -0.13, -0.76, -0.6, -0.7], [-0.58, 0.12, -0.52, -0.28, -0.31]]","[0.0, 0.33, -0.33, 0.33, 0.17]","[0.08, -0.16, 0.21, 0.21, -0.24]","[-0.03, -0.72, -0.72, -0.38, -0.52]","[0.08, -0.8, -0.42, -0.12, 0.06]",obesity,athlete,lake,crime
1,2,-0.67,-0.83,"[0.72, -0.08, 0.33, -0.38, -1.0]",obesity,"[[-0.62, -0.69, -0.96, -0.42, 1.0], [-0.42, -0.39, -0.36, -0.41, 1.0], [0.22, -0.23, 0.21, -0.23, -1.0], [-0.45, -0.11, -0.67, -0.3, 1.0], [-0.57, -0.57, -0.15, -0.55, 1.0]]","[[1.0, 0.15, 0.25, -0.74, -0.75], [1.0, -0.31, -0.23, -0.91, -0.89], [1.0, -0.31, -0.23, -0.88, -0.81], [1.0, 0.13, 0.02, -0.22, -0.16], [1.0, 0.11, 0.22, -0.77, -0.79]]","[[-0.99, -0.99, -0.69, -0.93, -0.95], [-1.0, -0.99, -0.91, 1.0, -0.99], [-1.0, -0.99, -0.91, 1.0, -0.99], [-1.0, -1.0, -0.98, -0.76, -0.98], [-1.0, -1.0, -0.59, -0.87, -0.97]]","[[-0.39, 0.45, -0.82, 0.03, 0.06], [-0.3, 0.52, -0.55, -0.03, 0.01], [-0.15, 0.04, -0.55, -0.5, -0.5], [-0.25, -0.13, -0.76, -0.6, -0.7], [-0.58, 0.12, -0.52, -0.28, -0.31]]","[0.0, 0.33, -0.33, 0.33, 0.17]","[0.08, -0.16, 0.21, 0.21, -0.24]","[-0.03, -0.72, -0.72, -0.38, -0.52]","[0.08, -0.8, -0.42, -0.12, 0.06]",obesity,athlete,lake,crime
1,3,-1.0,-0.67,"[0.64, -0.4, 0.55, -0.34, -1.0]",obesity,"[[-0.62, -0.69, -0.96, -0.42, 1.0], [-0.42, -0.39, -0.36, -0.41, 1.0], [0.22, -0.23, 0.21, -0.23, -1.0], [-0.45, -0.11, -0.67, -0.3, 1.0], [-0.57, -0.57, -0.15, -0.55, 1.0]]","[[1.0, 0.15, 0.25, -0.74, -0.75], [1.0, -0.31, -0.23, -0.91, -0.89], [1.0, -0.31, -0.23, -0.88, -0.81], [1.0, 0.13, 0.02, -0.22, -0.16], [1.0, 0.11, 0.22, -0.77, -0.79]]","[[-0.99, -0.99, -0.69, -0.93, -0.95], [-1.0, -0.99, -0.91, 1.0, -0.99], [-1.0, -0.99, -0.91, 1.0, -0.99], [-1.0, -1.0, -0.98, -0.76, -0.98], [-1.0, -1.0, -0.59, -0.87, -0.97]]","[[-0.39, 0.45, -0.82, 0.03, 0.06], [-0.3, 0.52, -0.55, -0.03, 0.01], [-0.15, 0.04, -0.55, -0.5, -0.5], [-0.25, -0.13, -0.76, -0.6, -0.7], [-0.58, 0.12, -0.52, -0.28, -0.31]]","[0.0, 0.33, -0.33, 0.33, 0.17]","[0.08, -0.16, 0.21, 0.21, -0.24]","[-0.03, -0.72, -0.72, -0.38, -0.52]","[0.08, -0.8, -0.42, -0.12, 0.06]",obesity,athlete,lake,crime
1,4,0.0,0.0,"[-0.21, -0.4, 0.33, -0.58, 1.0]",obesity,"[[-0.62, -0.69, -0.96, -0.42, 1.0], [-0.42, -0.39, -0.36, -0.41, 1.0], [0.22, -0.23, 0.21, -0.23, -1.0], [-0.45, -0.11, -0.67, -0.3, 1.0], [-0.57, -0.57, -0.15, -0.55, 1.0]]","[[1.0, 0.15, 0.25, -0.74, -0.75], [1.0, -0.31, -0.23, -0.91, -0.89], [1.0, -0.31, -0.23, -0.88, -0.81], [1.0, 0.13, 0.02, -0.22, -0.16], [1.0, 0.11, 0.22, -0.77, -0.79]]","[[-0.99, -0.99, -0.69, -0.93, -0.95], [-1.0, -0.99, -0.91, 1.0, -0.99], [-1.0, -0.99, -0.91, 1.0, -0.99], [-1.0, -1.0, -0.98, -0.76, -0.98], [-1.0, -1.0, -0.59, -0.87, -0.97]]","[[-0.39, 0.45, -0.82, 0.03, 0.06], [-0.3, 0.52, -0.55, -0.03, 0.01], [-0.15, 0.04, -0.55, -0.5, -0.5], [-0.25, -0.13, -0.76, -0.6, -0.7], [-0.58, 0.12, -0.52, -0.28, -0.31]]","[0.0, 0.33, -0.33, 0.33, 0.17]","[0.08, -0.16, 0.21, 0.21, -0.24]","[-0.03, -0.72, -0.72, -0.38, -0.52]","[0.08, -0.8, -0.42, -0.12, 0.06]",obesity,athlete,lake,crime
