run,trial,ytrue,ypred,x,name,task1x,task2x,task3x,task4x,task1y,task2y,task3y,task4y,task1name,task2name,task3name,task4name
0,0,0.23,-0.5,"[-1.0, 0.0, 0.5, -0.6, 0.45]",recycle,"[[-1.0, -0.57, -0.26, -0.69, 1.0], [-1.0, -0.67, 0.48, -0.67, 1.0], [1.0, 0.22, -0.02, -1.0, 1.0], [-1.0, -0.8, -0.02, -0.56, 1.0], [1.0, 0.62, -0.57, -0.2, 1.0]]","[[1.0, -1.0, 0.56, -0.23, 1.0], [1.0, 1.0, -0.22, 0.23, 0.71], [-1.0, -1.0, -0.78, 0.08, -1.0], [1.0, -1.0, -0.11, 0.38, 0.71], [-1.0, -1.0, -0.22, 0.38, 0.43]]","[[0.19, -0.77, -0.59, -0.89, -0.57], [-0.42, -0.61, -0.19, -0.7, -0.45], [0.39, -0.82, -0.57, -0.88, -0.37], [-0.68, -0.51, -0.42, -0.73, -0.57], [-0.03, -0.65, -0.34, -0.7, -0.49]]","[[1.0, 0.87, -0.29, 0.13, 0.07], [-1.0, -1.0, 0.51, -0.42, -0.72], [-1.0, -0.61, -0.25, -0.2, 0.21], [1.0, -0.24, 0.04, -0.86, -0.35], [-1.0, -1.0, -0.65, -0.32, -0.26]]","[-1.0, -1.0, -1.0, -0.99, -0.99]","[0.44, 0.46, 0.25, 0.53, 0.23]","[0.0, 0.0, 0.33, 0.0, 0.33]","[0.49, -0.9, -0.47, 0.3, -0.7]",medexp,wage,whitewine,prefecture
0,1,0.88,0.76,"[-1.0, 0.5, 1.0, -0.6, 0.67]",recycle,"[[-1.0, -0.57, -0.26, -0.69, 1.0], [-1.0, -0.67, 0.48, -0.67, 1.0], [1.0, 0.22, -0.02, -1.0, 1.0], [-1.0, -0.8, -0.02, -0.56, 1.0], [1.0, 0.62, -0.57, -0.2, 1.0]]","[[1.0, -1.0, 0.56, -0.23, 1.0], [1.0, 1.0, -0.22, 0.23, 0.71], [-1.0, -1.0, -0.78, 0.08, -1.0], [1.0, -1.0, -0.11, 0.38, 0.71], [-1.0, -1.0, -0.22, 0.38, 0.43]]","[[0.19, -0.77, -0.59, -0.89, -0.57], [-0.42, -0.61, -0.19, -0.7, -0.45], [0.39, -0.82, -0.57, -0.88, -0.37], [-0.68, -0.51, -0.42, -0.73, -0.57], [-0.03, -0.65, -0.34, -0.7, -0.49]]","[[1.0, 0.87, -0.29, 0.13, 0.07], [-1.0, -1.0, 0.51, -0.42, -0.72], [-1.0, -0.61, -0.25, -0.2, 0.21], [1.0, -0.24, 0.04, -0.86, -0.35], [-1.0, -1.0, -0.65, -0.32, -0.26]]","[-1.0, -1.0, -1.0, -0.99, -0.99]","[0.44, 0.46, 0.25, 0.53, 0.23]","[0.0, 0.0, 0.33, 0.0, 0.33]","[0.49, -0.9, -0.47, 0.3, -0.7]",medexp,wage,whitewine,prefecture
0,2,0.15,0.58,"[1.0, 0.5, 0.5, 0.2, -0.33]",recycle,"[[-1.0, -0.57, -0.26, -0.69, 1.0], [-1.0, -0.67, 0.48, -0.67, 1.0], [1.0, 0.22, -0.02, -1.0, 1.0], [-1.0, -0.8, -0.02, -0.56, 1.0], [1.0, 0.62, -0.57, -0.2, 1.0]]","[[1.0, -1.0, 0.56, -0.23, 1.0], [1.0, 1.0, -0.22, 0.23, 0.71], [-1.0, -1.0, -0.78, 0.08, -1.0], [1.0, -1.0, -0.11, 0.38, 0.71], [-1.0, -1.0, -0.22, 0.38, 0.43]]","[[0.19, -0.77, -0.59, -0.89, -0.57], [-0.42, -0.61, -0.19, -0.7, -0.45], [0.39, -0.82, -0.57, -0.88, -0.37], [-0.68, -0.51, -0.42, -0.73, -0.57], [-0.03, -0.65, -0.34, -0.7, -0.49]]","[[1.0, 0.87, -0.29, 0.13, 0.07], [-1.0, -1.0, 0.51, -0.42, -0.72], [-1.0, -0.61, -0.25, -0.2, 0.21], [1.0, -0.24, 0.04, -0.86, -0.35], [-1.0, -1.0, -0.65, -0.32, -0.26]]","[-1.0, -1.0, -1.0, -0.99, -0.99]","[0.44, 0.46, 0.25, 0.53, 0.23]","[0.0, 0.0, 0.33, 0.0, 0.33]","[0.49, -0.9, -0.47, 0.3, -0.7]",medexp,wage,whitewine,prefecture
0,3,-1.0,-0.6,"[1.0, -1.0, -1.0, 1.0, -0.8]",recycle,"[[-1.0, -0.57, -0.26, -0.69, 1.0], [-1.0, -0.67, 0.48, -0.67, 1.0], [1.0, 0.22, -0.02, -1.0, 1.0], [-1.0, -0.8, -0.02, -0.56, 1.0], [1.0, 0.62, -0.57, -0.2, 1.0]]","[[1.0, -1.0, 0.56, -0.23, 1.0], [1.0, 1.0, -0.22, 0.23, 0.71], [-1.0, -1.0, -0.78, 0.08, -1.0], [1.0, -1.0, -0.11, 0.38, 0.71], [-1.0, -1.0, -0.22, 0.38, 0.43]]","[[0.19, -0.77, -0.59, -0.89, -0.57], [-0.42, -0.61, -0.19, -0.7, -0.45], [0.39, -0.82, -0.57, -0.88, -0.37], [-0.68, -0.51, -0.42, -0.73, -0.57], [-0.03, -0.65, -0.34, -0.7, -0.49]]","[[1.0, 0.87, -0.29, 0.13, 0.07], [-1.0, -1.0, 0.51, -0.42, -0.72], [-1.0, -0.61, -0.25, -0.2, 0.21], [1.0, -0.24, 0.04, -0.86, -0.35], [-1.0, -1.0, -0.65, -0.32, -0.26]]","[-1.0, -1.0, -1.0, -0.99, -0.99]","[0.44, 0.46, 0.25, 0.53, 0.23]","[0.0, 0.0, 0.33, 0.0, 0.33]","[0.49, -0.9, -0.47, 0.3, -0.7]",medexp,wage,whitewine,prefecture
0,4,0.11,0.35,"[1.0, 0.0, 0.5, 1.0, -0.65]",recycle,"[[-1.0, -0.57, -0.26, -0.69, 1.0], [-1.0, -0.67, 0.48, -0.67, 1.0], [1.0, 0.22, -0.02, -1.0, 1.0], [-1.0, -0.8, -0.02, -0.56, 1.0], [1.0, 0.62, -0.57, -0.2, 1.0]]","[[1.0, -1.0, 0.56, -0.23, 1.0], [1.0, 1.0, -0.22, 0.23, 0.71], [-1.0, -1.0, -0.78, 0.08, -1.0], [1.0, -1.0, -0.11, 0.38, 0.71], [-1.0, -1.0, -0.22, 0.38, 0.43]]","[[0.19, -0.77, -0.59, -0.89, -0.57], [-0.42, -0.61, -0.19, -0.7, -0.45], [0.39, -0.82, -0.57, -0.88, -0.37], [-0.68, -0.51, -0.42, -0.73, -0.57], [-0.03, -0.65, -0.34, -0.7, -0.49]]","[[1.0, 0.87, -0.29, 0.13, 0.07], [-1.0, -1.0, 0.51, -0.42, -0.72], [-1.0, -0.61, -0.25, -0.2, 0.21], [1.0, -0.24, 0.04, -0.86, -0.35], [-1.0, -1.0, -0.65, -0.32, -0.26]]","[-1.0, -1.0, -1.0, -0.99, -0.99]","[0.44, 0.46, 0.25, 0.53, 0.23]","[0.0, 0.0, 0.33, 0.0, 0.33]","[0.49, -0.9, -0.47, 0.3, -0.7]",medexp,wage,whitewine,prefecture
1,0,0.88,0.74,"[-1.0, 0.5, 1.0, -0.6, 0.67]",recycle,"[[-0.35, -0.78, -0.5, -0.78, -0.61], [0.16, -0.84, -0.14, -0.82, -0.61], [0.45, -0.84, -0.46, -0.89, -0.49], [-0.61, -0.66, -0.08, -0.77, -0.67], [0.55, -0.89, -0.55, -0.77, -0.69]]","[[-0.99, 0.0, -0.6, -0.31, -0.67], [-0.99, 0.07, -1.0, 0.12, -0.83], [-0.93, 0.27, -0.57, 0.04, -0.38], [-0.99, 0.16, -1.0, 0.12, 0.05], [-0.85, -0.19, 0.37, -0.62, 0.31]]","[[0.97, 0.01, -0.72, -0.79, -0.52], [0.34, 0.73, -0.61, -0.68, -0.86], [0.22, -0.52, -0.86, -0.9, -0.11], [-0.02, -0.34, -0.96, -0.97, 0.09], [-0.18, -0.19, -0.94, -0.94, -0.53]]","[[-0.57, -0.48, -0.79, -0.47, -0.44], [-0.93, -0.96, -0.91, -0.97, -0.96], [-0.04, -0.32, -0.34, -0.38, -0.25], [-0.04, -0.22, -0.47, -0.12, -0.13], [-0.59, -0.62, -0.94, -0.61, -0.57]]","[-0.33, 0.0, 0.0, -0.33, 0.67]","[-0.48, -0.86, -0.42, -0.72, 0.8]","[-0.59, -0.84, -0.65, -0.9, -0.61]","[-0.3, -0.96, -0.84, -0.35, -0.28]",whitewine,concrete,air,hitter
1,1,-0.73,0.0,"[1.0, -0.5, 0.0, 1.0, -1.0]",recycle,"[[-0.35, -0.78, -0.5, -0.78, -0.61], [0.16, -0.84, -0.14, -0.82, -0.61], [0.45, -0.84, -0.46, -0.89, -0.49], [-0.61, -0.66, -0.08, -0.77, -0.67], [0.55, -0.89, -0.55, -0.77, -0.69]]","[[-0.99, 0.0, -0.6, -0.31, -0.67], [-0.99, 0.07, -1.0, 0.12, -0.83], [-0.93, 0.27, -0.57, 0.04, -0.38], [-0.99, 0.16, -1.0, 0.12, 0.05], [-0.85, -0.19, 0.37, -0.62, 0.31]]","[[0.97, 0.01, -0.72, -0.79, -0.52], [0.34, 0.73, -0.61, -0.68, -0.86], [0.22, -0.52, -0.86, -0.9, -0.11], [-0.02, -0.34, -0.96, -0.97, 0.09], [-0.18, -0.19, -0.94, -0.94, -0.53]]","[[-0.57, -0.48, -0.79, -0.47, -0.44], [-0.93, -0.96, -0.91, -0.97, -0.96], [-0.04, -0.32, -0.34, -0.38, -0.25], [-0.04, -0.22, -0.47, -0.12, -0.13], [-0.59, -0.62, -0.94, -0.61, -0.57]]","[-0.33, 0.0, 0.0, -0.33, 0.67]","[-0.48, -0.86, -0.42, -0.72, 0.8]","[-0.59, -0.84, -0.65, -0.9, -0.61]","[-0.3, -0.96, -0.84, -0.35, -0.28]",whitewine,concrete,air,hitter
1,2,-0.16,0.82,"[1.0, 0.25, 1.0, 1.0, -0.06]",recycle,"[[-0.35, -0.78, -0.5, -0.78, -0.61], [0.16, -0.84, -0.14, -0.82, -0.61], [0.45, -0.84, -0.46, -0.89, -0.49], [-0.61, -0.66, -0.08, -0.77, -0.67], [0.55, -0.89, -0.55, -0.77, -0.69]]","[[-0.99, 0.0, -0.6, -0.31, -0.67], [-0.99, 0.07, -1.0, 0.12, -0.83], [-0.93, 0.27, -0.57, 0.04, -0.38], [-0.99, 0.16, -1.0, 0.12, 0.05], [-0.85, -0.19, 0.37, -0.62, 0.31]]","[[0.97, 0.01, -0.72, -0.79, -0.52], [0.34, 0.73, -0.61, -0.68, -0.86], [0.22, -0.52, -0.86, -0.9, -0.11], [-0.02, -0.34, -0.96, -0.97, 0.09], [-0.18, -0.19, -0.94, -0.94, -0.53]]","[[-0.57, -0.48, -0.79, -0.47, -0.44], [-0.93, -0.96, -0.91, -0.97, -0.96], [-0.04, -0.32, -0.34, -0.38, -0.25], [-0.04, -0.22, -0.47, -0.12, -0.13], [-0.59, -0.62, -0.94, -0.61, -0.57]]","[-0.33, 0.0, 0.0, -0.33, 0.67]","[-0.48, -0.86, -0.42, -0.72, 0.8]","[-0.59, -0.84, -0.65, -0.9, -0.61]","[-0.3, -0.96, -0.84, -0.35, -0.28]",whitewine,concrete,air,hitter
1,3,0.02,0.42,"[-1.0, 0.25, 0.5, -0.6, -0.18]",recycle,"[[-0.35, -0.78, -0.5, -0.78, -0.61], [0.16, -0.84, -0.14, -0.82, -0.61], [0.45, -0.84, -0.46, -0.89, -0.49], [-0.61, -0.66, -0.08, -0.77, -0.67], [0.55, -0.89, -0.55, -0.77, -0.69]]","[[-0.99, 0.0, -0.6, -0.31, -0.67], [-0.99, 0.07, -1.0, 0.12, -0.83], [-0.93, 0.27, -0.57, 0.04, -0.38], [-0.99, 0.16, -1.0, 0.12, 0.05], [-0.85, -0.19, 0.37, -0.62, 0.31]]","[[0.97, 0.01, -0.72, -0.79, -0.52], [0.34, 0.73, -0.61, -0.68, -0.86], [0.22, -0.52, -0.86, -0.9, -0.11], [-0.02, -0.34, -0.96, -0.97, 0.09], [-0.18, -0.19, -0.94, -0.94, -0.53]]","[[-0.57, -0.48, -0.79, -0.47, -0.44], [-0.93, -0.96, -0.91, -0.97, -0.96], [-0.04, -0.32, -0.34, -0.38, -0.25], [-0.04, -0.22, -0.47, -0.12, -0.13], [-0.59, -0.62, -0.94, -0.61, -0.57]]","[-0.33, 0.0, 0.0, -0.33, 0.67]","[-0.48, -0.86, -0.42, -0.72, 0.8]","[-0.59, -0.84, -0.65, -0.9, -0.61]","[-0.3, -0.96, -0.84, -0.35, -0.28]",whitewine,concrete,air,hitter
1,4,-0.57,-0.98,"[1.0, -0.75, -0.5, 1.0, -1.0]",recycle,"[[-0.35, -0.78, -0.5, -0.78, -0.61], [0.16, -0.84, -0.14, -0.82, -0.61], [0.45, -0.84, -0.46, -0.89, -0.49], [-0.61, -0.66, -0.08, -0.77, -0.67], [0.55, -0.89, -0.55, -0.77, -0.69]]","[[-0.99, 0.0, -0.6, -0.31, -0.67], [-0.99, 0.07, -1.0, 0.12, -0.83], [-0.93, 0.27, -0.57, 0.04, -0.38], [-0.99, 0.16, -1.0, 0.12, 0.05], [-0.85, -0.19, 0.37, -0.62, 0.31]]","[[0.97, 0.01, -0.72, -0.79, -0.52], [0.34, 0.73, -0.61, -0.68, -0.86], [0.22, -0.52, -0.86, -0.9, -0.11], [-0.02, -0.34, -0.96, -0.97, 0.09], [-0.18, -0.19, -0.94, -0.94, -0.53]]","[[-0.57, -0.48, -0.79, -0.47, -0.44], [-0.93, -0.96, -0.91, -0.97, -0.96], [-0.04, -0.32, -0.34, -0.38, -0.25], [-0.04, -0.22, -0.47, -0.12, -0.13], [-0.59, -0.62, -0.94, -0.61, -0.57]]","[-0.33, 0.0, 0.0, -0.33, 0.67]","[-0.48, -0.86, -0.42, -0.72, 0.8]","[-0.59, -0.84, -0.65, -0.9, -0.61]","[-0.3, -0.96, -0.84, -0.35, -0.28]",whitewine,concrete,air,hitter
