run,trial,ytrue,ypred,x,name,task1x,task2x,task3x,task4x,task1y,task2y,task3y,task4y,task1name,task2name,task3name,task4name
0,0,-0.43,0.5,"[-0.2, -1.0, -1.0, 1.0, -0.45]",tip,"[[-1.0, -1.0, 0.96, 0.41, 0.07], [-1.0, -1.0, -0.26, -0.63, -0.12], [-1.0, -1.0, -0.53, 0.2, -0.16], [1.0, -0.24, 0.04, -0.86, -0.35], [1.0, -1.0, -0.57, 0.09, 0.02]]","[[-0.23, -0.7, -0.44, -0.78, -0.86], [0.06, -0.68, -0.31, -0.86, -0.31], [-0.29, -0.78, -0.5, -0.8, -0.73], [0.65, -0.83, -0.04, -0.87, -0.61], [0.55, -0.88, -0.59, -0.88, -0.67]]","[[-0.61, -0.65, -0.74, -1.0, 0.72], [-0.38, -0.24, -0.42, -1.0, -0.16], [-0.75, -0.78, -0.88, -1.0, -0.34], [-0.78, -0.68, -0.62, -1.0, -0.34], [-0.32, -0.24, -0.59, 1.0, 0.56]]","[[-0.83, -1.0, 1.0, -0.73, -0.98], [1.0, -0.6, -0.09, 0.14, -1.0], [-0.93, -0.6, -0.45, -0.7, -0.62], [-0.91, -0.6, -0.09, -0.76, -0.62], [-0.65, 1.0, 0.45, -0.34, -0.62]]","[-1.0, -0.98, -0.86, 0.3, -0.68]","[0.0, 0.0, 0.0, 0.0, 0.33]","[-0.43, -0.95, -0.51, -0.27, -0.56]","[0.17, -0.4, 0.14, -0.02, -0.16]",prefecture,whitewine,plasma,airfoil
0,1,-0.88,0.43,"[0.2, -1.0, 1.0, 1.0, 0.49]",tip,"[[-1.0, -1.0, 0.96, 0.41, 0.07], [-1.0, -1.0, -0.26, -0.63, -0.12], [-1.0, -1.0, -0.53, 0.2, -0.16], [1.0, -0.24, 0.04, -0.86, -0.35], [1.0, -1.0, -0.57, 0.09, 0.02]]","[[-0.23, -0.7, -0.44, -0.78, -0.86], [0.06, -0.68, -0.31, -0.86, -0.31], [-0.29, -0.78, -0.5, -0.8, -0.73], [0.65, -0.83, -0.04, -0.87, -0.61], [0.55, -0.88, -0.59, -0.88, -0.67]]","[[-0.61, -0.65, -0.74, -1.0, 0.72], [-0.38, -0.24, -0.42, -1.0, -0.16], [-0.75, -0.78, -0.88, -1.0, -0.34], [-0.78, -0.68, -0.62, -1.0, -0.34], [-0.32, -0.24, -0.59, 1.0, 0.56]]","[[-0.83, -1.0, 1.0, -0.73, -0.98], [1.0, -0.6, -0.09, 0.14, -1.0], [-0.93, -0.6, -0.45, -0.7, -0.62], [-0.91, -0.6, -0.09, -0.76, -0.62], [-0.65, 1.0, 0.45, -0.34, -0.62]]","[-1.0, -0.98, -0.86, 0.3, -0.68]","[0.0, 0.0, 0.0, 0.0, 0.33]","[-0.43, -0.95, -0.51, -0.27, -0.56]","[0.17, -0.4, 0.14, -0.02, -0.16]",prefecture,whitewine,plasma,airfoil
0,2,-0.52,0.43,"[-0.2, 1.0, 1.0, -1.0, -0.44]",tip,"[[-1.0, -1.0, 0.96, 0.41, 0.07], [-1.0, -1.0, -0.26, -0.63, -0.12], [-1.0, -1.0, -0.53, 0.2, -0.16], [1.0, -0.24, 0.04, -0.86, -0.35], [1.0, -1.0, -0.57, 0.09, 0.02]]","[[-0.23, -0.7, -0.44, -0.78, -0.86], [0.06, -0.68, -0.31, -0.86, -0.31], [-0.29, -0.78, -0.5, -0.8, -0.73], [0.65, -0.83, -0.04, -0.87, -0.61], [0.55, -0.88, -0.59, -0.88, -0.67]]","[[-0.61, -0.65, -0.74, -1.0, 0.72], [-0.38, -0.24, -0.42, -1.0, -0.16], [-0.75, -0.78, -0.88, -1.0, -0.34], [-0.78, -0.68, -0.62, -1.0, -0.34], [-0.32, -0.24, -0.59, 1.0, 0.56]]","[[-0.83, -1.0, 1.0, -0.73, -0.98], [1.0, -0.6, -0.09, 0.14, -1.0], [-0.93, -0.6, -0.45, -0.7, -0.62], [-0.91, -0.6, -0.09, -0.76, -0.62], [-0.65, 1.0, 0.45, -0.34, -0.62]]","[-1.0, -0.98, -0.86, 0.3, -0.68]","[0.0, 0.0, 0.0, 0.0, 0.33]","[-0.43, -0.95, -0.51, -0.27, -0.56]","[0.17, -0.4, 0.14, -0.02, -0.16]",prefecture,whitewine,plasma,airfoil
0,3,-0.8,-0.15,"[-0.6, -1.0, 1.0, 1.0, 0.32]",tip,"[[-1.0, -1.0, 0.96, 0.41, 0.07], [-1.0, -1.0, -0.26, -0.63, -0.12], [-1.0, -1.0, -0.53, 0.2, -0.16], [1.0, -0.24, 0.04, -0.86, -0.35], [1.0, -1.0, -0.57, 0.09, 0.02]]","[[-0.23, -0.7, -0.44, -0.78, -0.86], [0.06, -0.68, -0.31, -0.86, -0.31], [-0.29, -0.78, -0.5, -0.8, -0.73], [0.65, -0.83, -0.04, -0.87, -0.61], [0.55, -0.88, -0.59, -0.88, -0.67]]","[[-0.61, -0.65, -0.74, -1.0, 0.72], [-0.38, -0.24, -0.42, -1.0, -0.16], [-0.75, -0.78, -0.88, -1.0, -0.34], [-0.78, -0.68, -0.62, -1.0, -0.34], [-0.32, -0.24, -0.59, 1.0, 0.56]]","[[-0.83, -1.0, 1.0, -0.73, -0.98], [1.0, -0.6, -0.09, 0.14, -1.0], [-0.93, -0.6, -0.45, -0.7, -0.62], [-0.91, -0.6, -0.09, -0.76, -0.62], [-0.65, 1.0, 0.45, -0.34, -0.62]]","[-1.0, -0.98, -0.86, 0.3, -0.68]","[0.0, 0.0, 0.0, 0.0, 0.33]","[-0.43, -0.95, -0.51, -0.27, -0.56]","[0.17, -0.4, 0.14, -0.02, -0.16]",prefecture,whitewine,plasma,airfoil
0,4,-0.53,-0.15,"[-0.6, -1.0, -1.0, -1.0, -0.57]",tip,"[[-1.0, -1.0, 0.96, 0.41, 0.07], [-1.0, -1.0, -0.26, -0.63, -0.12], [-1.0, -1.0, -0.53, 0.2, -0.16], [1.0, -0.24, 0.04, -0.86, -0.35], [1.0, -1.0, -0.57, 0.09, 0.02]]","[[-0.23, -0.7, -0.44, -0.78, -0.86], [0.06, -0.68, -0.31, -0.86, -0.31], [-0.29, -0.78, -0.5, -0.8, -0.73], [0.65, -0.83, -0.04, -0.87, -0.61], [0.55, -0.88, -0.59, -0.88, -0.67]]","[[-0.61, -0.65, -0.74, -1.0, 0.72], [-0.38, -0.24, -0.42, -1.0, -0.16], [-0.75, -0.78, -0.88, -1.0, -0.34], [-0.78, -0.68, -0.62, -1.0, -0.34], [-0.32, -0.24, -0.59, 1.0, 0.56]]","[[-0.83, -1.0, 1.0, -0.73, -0.98], [1.0, -0.6, -0.09, 0.14, -1.0], [-0.93, -0.6, -0.45, -0.7, -0.62], [-0.91, -0.6, -0.09, -0.76, -0.62], [-0.65, 1.0, 0.45, -0.34, -0.62]]","[-1.0, -0.98, -0.86, 0.3, -0.68]","[0.0, 0.0, 0.0, 0.0, 0.33]","[-0.43, -0.95, -0.51, -0.27, -0.56]","[0.17, -0.4, 0.14, -0.02, -0.16]",prefecture,whitewine,plasma,airfoil
1,0,-0.65,0.36,"[-0.6, 1.0, 1.0, -1.0, -0.58]",tip,"[[-0.57, -0.3, -0.52, -0.64, -0.27], [-0.75, -0.69, -0.73, -0.76, -0.73], [-0.67, 0.41, -0.61, -0.64, -0.18], [-0.91, -0.74, -0.92, -0.89, -0.82], [-0.69, -0.32, -0.67, -0.65, -0.45]]","[[1.0, -0.95, 0.0, -0.07, -0.19], [-1.0, -0.54, -0.5, -0.56, 0.09], [-1.0, -0.1, 0.31, 0.46, -0.56], [-1.0, -0.48, -0.12, 0.08, -0.69], [-1.0, -0.71, -0.19, -0.34, -0.02]]","[[1.0, 0.71, -0.66, 0.28, 0.29], [-0.39, 0.45, -0.82, 0.03, 0.06], [-0.39, 0.26, -0.95, -0.45, -0.45], [-0.84, 0.92, 0.87, 0.72, 0.72], [-0.78, 0.69, -0.42, 0.5, 0.37]]","[[-0.6, -0.33, -0.55, -1.0, 0.1], [-1.0, -1.0, -1.0, -1.0, -0.19], [-0.9, -0.33, -0.43, -1.0, -0.17], [-1.0, -1.0, -1.0, -1.0, 0.78], [-0.8, -0.33, -0.55, -1.0, 0.37]]","[-0.38, -0.6, 0.12, -0.86, -0.17]","[-0.1, -0.18, -0.7, -0.46, -0.8]","[-0.29, 0.08, -0.24, 0.97, -0.51]","[-0.02, -0.73, -0.1, 0.48, 0.13]",pitcher,homeless,crime,prostate
1,1,-0.65,-0.52,"[-0.6, 1.0, 1.0, -1.0, -0.45]",tip,"[[-0.57, -0.3, -0.52, -0.64, -0.27], [-0.75, -0.69, -0.73, -0.76, -0.73], [-0.67, 0.41, -0.61, -0.64, -0.18], [-0.91, -0.74, -0.92, -0.89, -0.82], [-0.69, -0.32, -0.67, -0.65, -0.45]]","[[1.0, -0.95, 0.0, -0.07, -0.19], [-1.0, -0.54, -0.5, -0.56, 0.09], [-1.0, -0.1, 0.31, 0.46, -0.56], [-1.0, -0.48, -0.12, 0.08, -0.69], [-1.0, -0.71, -0.19, -0.34, -0.02]]","[[1.0, 0.71, -0.66, 0.28, 0.29], [-0.39, 0.45, -0.82, 0.03, 0.06], [-0.39, 0.26, -0.95, -0.45, -0.45], [-0.84, 0.92, 0.87, 0.72, 0.72], [-0.78, 0.69, -0.42, 0.5, 0.37]]","[[-0.6, -0.33, -0.55, -1.0, 0.1], [-1.0, -1.0, -1.0, -1.0, -0.19], [-0.9, -0.33, -0.43, -1.0, -0.17], [-1.0, -1.0, -1.0, -1.0, 0.78], [-0.8, -0.33, -0.55, -1.0, 0.37]]","[-0.38, -0.6, 0.12, -0.86, -0.17]","[-0.1, -0.18, -0.7, -0.46, -0.8]","[-0.29, 0.08, -0.24, 0.97, -0.51]","[-0.02, -0.73, -0.1, 0.48, 0.13]",pitcher,homeless,crime,prostate
1,2,-0.67,0.3,"[0.2, -1.0, -1.0, -1.0, -0.1]",tip,"[[-0.57, -0.3, -0.52, -0.64, -0.27], [-0.75, -0.69, -0.73, -0.76, -0.73], [-0.67, 0.41, -0.61, -0.64, -0.18], [-0.91, -0.74, -0.92, -0.89, -0.82], [-0.69, -0.32, -0.67, -0.65, -0.45]]","[[1.0, -0.95, 0.0, -0.07, -0.19], [-1.0, -0.54, -0.5, -0.56, 0.09], [-1.0, -0.1, 0.31, 0.46, -0.56], [-1.0, -0.48, -0.12, 0.08, -0.69], [-1.0, -0.71, -0.19, -0.34, -0.02]]","[[1.0, 0.71, -0.66, 0.28, 0.29], [-0.39, 0.45, -0.82, 0.03, 0.06], [-0.39, 0.26, -0.95, -0.45, -0.45], [-0.84, 0.92, 0.87, 0.72, 0.72], [-0.78, 0.69, -0.42, 0.5, 0.37]]","[[-0.6, -0.33, -0.55, -1.0, 0.1], [-1.0, -1.0, -1.0, -1.0, -0.19], [-0.9, -0.33, -0.43, -1.0, -0.17], [-1.0, -1.0, -1.0, -1.0, 0.78], [-0.8, -0.33, -0.55, -1.0, 0.37]]","[-0.38, -0.6, 0.12, -0.86, -0.17]","[-0.1, -0.18, -0.7, -0.46, -0.8]","[-0.29, 0.08, -0.24, 0.97, -0.51]","[-0.02, -0.73, -0.1, 0.48, 0.13]",pitcher,homeless,crime,prostate
1,3,-0.65,-0.65,"[-0.6, 1.0, 1.0, -1.0, -0.58]",tip,"[[-0.57, -0.3, -0.52, -0.64, -0.27], [-0.75, -0.69, -0.73, -0.76, -0.73], [-0.67, 0.41, -0.61, -0.64, -0.18], [-0.91, -0.74, -0.92, -0.89, -0.82], [-0.69, -0.32, -0.67, -0.65, -0.45]]","[[1.0, -0.95, 0.0, -0.07, -0.19], [-1.0, -0.54, -0.5, -0.56, 0.09], [-1.0, -0.1, 0.31, 0.46, -0.56], [-1.0, -0.48, -0.12, 0.08, -0.69], [-1.0, -0.71, -0.19, -0.34, -0.02]]","[[1.0, 0.71, -0.66, 0.28, 0.29], [-0.39, 0.45, -0.82, 0.03, 0.06], [-0.39, 0.26, -0.95, -0.45, -0.45], [-0.84, 0.92, 0.87, 0.72, 0.72], [-0.78, 0.69, -0.42, 0.5, 0.37]]","[[-0.6, -0.33, -0.55, -1.0, 0.1], [-1.0, -1.0, -1.0, -1.0, -0.19], [-0.9, -0.33, -0.43, -1.0, -0.17], [-1.0, -1.0, -1.0, -1.0, 0.78], [-0.8, -0.33, -0.55, -1.0, 0.37]]","[-0.38, -0.6, 0.12, -0.86, -0.17]","[-0.1, -0.18, -0.7, -0.46, -0.8]","[-0.29, 0.08, -0.24, 0.97, -0.51]","[-0.02, -0.73, -0.1, 0.48, 0.13]",pitcher,homeless,crime,prostate
1,4,-0.67,0.67,"[0.2, -1.0, -1.0, 1.0, -0.27]",tip,"[[-0.57, -0.3, -0.52, -0.64, -0.27], [-0.75, -0.69, -0.73, -0.76, -0.73], [-0.67, 0.41, -0.61, -0.64, -0.18], [-0.91, -0.74, -0.92, -0.89, -0.82], [-0.69, -0.32, -0.67, -0.65, -0.45]]","[[1.0, -0.95, 0.0, -0.07, -0.19], [-1.0, -0.54, -0.5, -0.56, 0.09], [-1.0, -0.1, 0.31, 0.46, -0.56], [-1.0, -0.48, -0.12, 0.08, -0.69], [-1.0, -0.71, -0.19, -0.34, -0.02]]","[[1.0, 0.71, -0.66, 0.28, 0.29], [-0.39, 0.45, -0.82, 0.03, 0.06], [-0.39, 0.26, -0.95, -0.45, -0.45], [-0.84, 0.92, 0.87, 0.72, 0.72], [-0.78, 0.69, -0.42, 0.5, 0.37]]","[[-0.6, -0.33, -0.55, -1.0, 0.1], [-1.0, -1.0, -1.0, -1.0, -0.19], [-0.9, -0.33, -0.43, -1.0, -0.17], [-1.0, -1.0, -1.0, -1.0, 0.78], [-0.8, -0.33, -0.55, -1.0, 0.37]]","[-0.38, -0.6, 0.12, -0.86, -0.17]","[-0.1, -0.18, -0.7, -0.46, -0.8]","[-0.29, 0.08, -0.24, 0.97, -0.51]","[-0.02, -0.73, -0.1, 0.48, 0.13]",pitcher,homeless,crime,prostate
