run,trial,ytrue,ypred,x,name,task1x,task2x,task3x,task4x,task1y,task2y,task3y,task4y,task1name,task2name,task3name,task4name
0,0,-0.34,-0.33,"[0.0, -1.0, 0.0, -0.91, -0.95]",mammal,"[[0.04, -1.0, -1.0, 0.89, 1.0], [-0.3, 1.0, -0.05, -0.4, -1.0], [-0.13, 1.0, 0.71, -0.74, -1.0], [-0.7, -1.0, -0.43, 0.83, 1.0], [-0.78, 1.0, 0.9, -0.84, 1.0]]","[[0.35, -0.84, -0.56, -0.95, -0.51], [-0.1, -0.69, -0.38, -0.78, -0.84], [-0.23, -0.72, -0.29, -0.8, -0.92], [0.48, -0.9, -0.53, -0.93, -0.63], [0.1, -0.82, -0.61, -0.87, -0.61]]","[[-1.0, -1.0, -0.58, 0.0, 0.28], [0.11, -1.0, -0.53, 0.0, 0.22], [-1.0, -1.0, -0.32, 0.0, 0.43], [0.11, 1.0, 0.16, 0.33, 0.23], [0.56, -1.0, 0.42, -0.67, 0.22]]","[[-0.78, -0.89, 0.04, -0.7, 0.32], [-0.49, 1.0, -1.0, -0.27, 0.72], [-0.65, -0.79, -0.21, -1.0, 0.28], [-0.86, -0.74, 0.31, 0.94, 0.0], [-0.82, -0.94, 0.36, 0.88, -0.4]]","[-0.24, 0.06, 0.32, -0.59, 0.47]","[0.0, 0.0, 0.0, 0.33, -0.33]","[0.74, 0.66, 0.72, 0.67, 0.7]","[-0.67, 0.49, -0.25, -0.33, -0.59]",bone,whitewine,laborsupply,mortality
0,1,-0.31,-0.5,"[-0.5, -0.5, -0.5, -0.95, -0.02]",mammal,"[[0.04, -1.0, -1.0, 0.89, 1.0], [-0.3, 1.0, -0.05, -0.4, -1.0], [-0.13, 1.0, 0.71, -0.74, -1.0], [-0.7, -1.0, -0.43, 0.83, 1.0], [-0.78, 1.0, 0.9, -0.84, 1.0]]","[[0.35, -0.84, -0.56, -0.95, -0.51], [-0.1, -0.69, -0.38, -0.78, -0.84], [-0.23, -0.72, -0.29, -0.8, -0.92], [0.48, -0.9, -0.53, -0.93, -0.63], [0.1, -0.82, -0.61, -0.87, -0.61]]","[[-1.0, -1.0, -0.58, 0.0, 0.28], [0.11, -1.0, -0.53, 0.0, 0.22], [-1.0, -1.0, -0.32, 0.0, 0.43], [0.11, 1.0, 0.16, 0.33, 0.23], [0.56, -1.0, 0.42, -0.67, 0.22]]","[[-0.78, -0.89, 0.04, -0.7, 0.32], [-0.49, 1.0, -1.0, -0.27, 0.72], [-0.65, -0.79, -0.21, -1.0, 0.28], [-0.86, -0.74, 0.31, 0.94, 0.0], [-0.82, -0.94, 0.36, 0.88, -0.4]]","[-0.24, 0.06, 0.32, -0.59, 0.47]","[0.0, 0.0, 0.0, 0.33, -0.33]","[0.74, 0.66, 0.72, 0.67, 0.7]","[-0.67, 0.49, -0.25, -0.33, -0.59]",bone,whitewine,laborsupply,mortality
0,2,-0.19,-0.31,"[-0.5, 0.0, -0.5, -0.52, -0.45]",mammal,"[[0.04, -1.0, -1.0, 0.89, 1.0], [-0.3, 1.0, -0.05, -0.4, -1.0], [-0.13, 1.0, 0.71, -0.74, -1.0], [-0.7, -1.0, -0.43, 0.83, 1.0], [-0.78, 1.0, 0.9, -0.84, 1.0]]","[[0.35, -0.84, -0.56, -0.95, -0.51], [-0.1, -0.69, -0.38, -0.78, -0.84], [-0.23, -0.72, -0.29, -0.8, -0.92], [0.48, -0.9, -0.53, -0.93, -0.63], [0.1, -0.82, -0.61, -0.87, -0.61]]","[[-1.0, -1.0, -0.58, 0.0, 0.28], [0.11, -1.0, -0.53, 0.0, 0.22], [-1.0, -1.0, -0.32, 0.0, 0.43], [0.11, 1.0, 0.16, 0.33, 0.23], [0.56, -1.0, 0.42, -0.67, 0.22]]","[[-0.78, -0.89, 0.04, -0.7, 0.32], [-0.49, 1.0, -1.0, -0.27, 0.72], [-0.65, -0.79, -0.21, -1.0, 0.28], [-0.86, -0.74, 0.31, 0.94, 0.0], [-0.82, -0.94, 0.36, 0.88, -0.4]]","[-0.24, 0.06, 0.32, -0.59, 0.47]","[0.0, 0.0, 0.0, 0.33, -0.33]","[0.74, 0.66, 0.72, 0.67, 0.7]","[-0.67, 0.49, -0.25, -0.33, -0.59]",bone,whitewine,laborsupply,mortality
0,3,0.14,-0.34,"[-1.0, -1.0, -1.0, -0.85, -0.76]",mammal,"[[0.04, -1.0, -1.0, 0.89, 1.0], [-0.3, 1.0, -0.05, -0.4, -1.0], [-0.13, 1.0, 0.71, -0.74, -1.0], [-0.7, -1.0, -0.43, 0.83, 1.0], [-0.78, 1.0, 0.9, -0.84, 1.0]]","[[0.35, -0.84, -0.56, -0.95, -0.51], [-0.1, -0.69, -0.38, -0.78, -0.84], [-0.23, -0.72, -0.29, -0.8, -0.92], [0.48, -0.9, -0.53, -0.93, -0.63], [0.1, -0.82, -0.61, -0.87, -0.61]]","[[-1.0, -1.0, -0.58, 0.0, 0.28], [0.11, -1.0, -0.53, 0.0, 0.22], [-1.0, -1.0, -0.32, 0.0, 0.43], [0.11, 1.0, 0.16, 0.33, 0.23], [0.56, -1.0, 0.42, -0.67, 0.22]]","[[-0.78, -0.89, 0.04, -0.7, 0.32], [-0.49, 1.0, -1.0, -0.27, 0.72], [-0.65, -0.79, -0.21, -1.0, 0.28], [-0.86, -0.74, 0.31, 0.94, 0.0], [-0.82, -0.94, 0.36, 0.88, -0.4]]","[-0.24, 0.06, 0.32, -0.59, 0.47]","[0.0, 0.0, 0.0, 0.33, -0.33]","[0.74, 0.66, 0.72, 0.67, 0.7]","[-0.67, 0.49, -0.25, -0.33, -0.59]",bone,whitewine,laborsupply,mortality
0,4,-0.06,-0.33,"[-0.5, -0.5, -0.5, -0.66, -0.83]",mammal,"[[0.04, -1.0, -1.0, 0.89, 1.0], [-0.3, 1.0, -0.05, -0.4, -1.0], [-0.13, 1.0, 0.71, -0.74, -1.0], [-0.7, -1.0, -0.43, 0.83, 1.0], [-0.78, 1.0, 0.9, -0.84, 1.0]]","[[0.35, -0.84, -0.56, -0.95, -0.51], [-0.1, -0.69, -0.38, -0.78, -0.84], [-0.23, -0.72, -0.29, -0.8, -0.92], [0.48, -0.9, -0.53, -0.93, -0.63], [0.1, -0.82, -0.61, -0.87, -0.61]]","[[-1.0, -1.0, -0.58, 0.0, 0.28], [0.11, -1.0, -0.53, 0.0, 0.22], [-1.0, -1.0, -0.32, 0.0, 0.43], [0.11, 1.0, 0.16, 0.33, 0.23], [0.56, -1.0, 0.42, -0.67, 0.22]]","[[-0.78, -0.89, 0.04, -0.7, 0.32], [-0.49, 1.0, -1.0, -0.27, 0.72], [-0.65, -0.79, -0.21, -1.0, 0.28], [-0.86, -0.74, 0.31, 0.94, 0.0], [-0.82, -0.94, 0.36, 0.88, -0.4]]","[-0.24, 0.06, 0.32, -0.59, 0.47]","[0.0, 0.0, 0.0, 0.33, -0.33]","[0.74, 0.66, 0.72, 0.67, 0.7]","[-0.67, 0.49, -0.25, -0.33, -0.59]",bone,whitewine,laborsupply,mortality
1,0,-0.05,-0.83,"[-1.0, -1.0, -1.0, -0.72, -0.58]",mammal,"[[0.19, -0.74, -0.12, -0.85, -0.57], [0.19, -0.88, -0.71, -0.83, -0.73], [-0.35, -0.64, -0.11, -0.68, -0.63], [-0.16, -0.82, -0.56, -0.77, -0.45], [-0.1, -0.83, -0.57, -0.91, -0.67]]","[[-1.0, -0.54, -0.5, -0.56, 0.09], [-1.0, -0.07, -0.38, -0.79, -0.82], [-1.0, -0.1, 0.06, -0.34, -0.87], [-1.0, -0.32, -0.19, -0.75, -0.64], [-1.0, -0.49, -0.25, 0.16, -0.36]]","[[-0.6, -1.0, -1.0, 1.0, -0.3], [-0.6, -1.0, 1.0, -1.0, -0.57], [-0.6, 1.0, 1.0, 1.0, -0.31], [-0.6, -1.0, 1.0, 1.0, -0.64], [0.2, -1.0, -1.0, 1.0, 0.52]]","[[-1.0, -0.16, -0.16, -0.56, -0.72], [1.0, -0.11, -0.03, -0.74, -0.81], [1.0, -0.31, -0.23, -0.91, -0.89], [-1.0, -0.25, -0.28, -0.47, -0.68], [1.0, 0.06, 0.19, -0.87, -0.87]]","[0.0, 0.0, -0.33, 0.0, 0.0]","[-0.18, -0.51, -0.3, -0.96, -0.79]","[-0.63, -0.55, -0.65, -0.72, -0.54]","[-0.29, 1.0, -0.16, -0.37, -0.13]",whitewine,homeless,tip,athlete
1,1,-0.54,-0.5,"[-0.5, -0.5, -0.5, -0.33, -0.9]",mammal,"[[0.19, -0.74, -0.12, -0.85, -0.57], [0.19, -0.88, -0.71, -0.83, -0.73], [-0.35, -0.64, -0.11, -0.68, -0.63], [-0.16, -0.82, -0.56, -0.77, -0.45], [-0.1, -0.83, -0.57, -0.91, -0.67]]","[[-1.0, -0.54, -0.5, -0.56, 0.09], [-1.0, -0.07, -0.38, -0.79, -0.82], [-1.0, -0.1, 0.06, -0.34, -0.87], [-1.0, -0.32, -0.19, -0.75, -0.64], [-1.0, -0.49, -0.25, 0.16, -0.36]]","[[-0.6, -1.0, -1.0, 1.0, -0.3], [-0.6, -1.0, 1.0, -1.0, -0.57], [-0.6, 1.0, 1.0, 1.0, -0.31], [-0.6, -1.0, 1.0, 1.0, -0.64], [0.2, -1.0, -1.0, 1.0, 0.52]]","[[-1.0, -0.16, -0.16, -0.56, -0.72], [1.0, -0.11, -0.03, -0.74, -0.81], [1.0, -0.31, -0.23, -0.91, -0.89], [-1.0, -0.25, -0.28, -0.47, -0.68], [1.0, 0.06, 0.19, -0.87, -0.87]]","[0.0, 0.0, -0.33, 0.0, 0.0]","[-0.18, -0.51, -0.3, -0.96, -0.79]","[-0.63, -0.55, -0.65, -0.72, -0.54]","[-0.29, 1.0, -0.16, -0.37, -0.13]",whitewine,homeless,tip,athlete
1,2,0.36,-0.51,"[-0.5, -1.0, 0.0, -0.99, -0.96]",mammal,"[[0.19, -0.74, -0.12, -0.85, -0.57], [0.19, -0.88, -0.71, -0.83, -0.73], [-0.35, -0.64, -0.11, -0.68, -0.63], [-0.16, -0.82, -0.56, -0.77, -0.45], [-0.1, -0.83, -0.57, -0.91, -0.67]]","[[-1.0, -0.54, -0.5, -0.56, 0.09], [-1.0, -0.07, -0.38, -0.79, -0.82], [-1.0, -0.1, 0.06, -0.34, -0.87], [-1.0, -0.32, -0.19, -0.75, -0.64], [-1.0, -0.49, -0.25, 0.16, -0.36]]","[[-0.6, -1.0, -1.0, 1.0, -0.3], [-0.6, -1.0, 1.0, -1.0, -0.57], [-0.6, 1.0, 1.0, 1.0, -0.31], [-0.6, -1.0, 1.0, 1.0, -0.64], [0.2, -1.0, -1.0, 1.0, 0.52]]","[[-1.0, -0.16, -0.16, -0.56, -0.72], [1.0, -0.11, -0.03, -0.74, -0.81], [1.0, -0.31, -0.23, -0.91, -0.89], [-1.0, -0.25, -0.28, -0.47, -0.68], [1.0, 0.06, 0.19, -0.87, -0.87]]","[0.0, 0.0, -0.33, 0.0, 0.0]","[-0.18, -0.51, -0.3, -0.96, -0.79]","[-0.63, -0.55, -0.65, -0.72, -0.54]","[-0.29, 1.0, -0.16, -0.37, -0.13]",whitewine,homeless,tip,athlete
1,3,0.53,0.0,"[-0.5, -0.5, 0.0, -0.89, -0.99]",mammal,"[[0.19, -0.74, -0.12, -0.85, -0.57], [0.19, -0.88, -0.71, -0.83, -0.73], [-0.35, -0.64, -0.11, -0.68, -0.63], [-0.16, -0.82, -0.56, -0.77, -0.45], [-0.1, -0.83, -0.57, -0.91, -0.67]]","[[-1.0, -0.54, -0.5, -0.56, 0.09], [-1.0, -0.07, -0.38, -0.79, -0.82], [-1.0, -0.1, 0.06, -0.34, -0.87], [-1.0, -0.32, -0.19, -0.75, -0.64], [-1.0, -0.49, -0.25, 0.16, -0.36]]","[[-0.6, -1.0, -1.0, 1.0, -0.3], [-0.6, -1.0, 1.0, -1.0, -0.57], [-0.6, 1.0, 1.0, 1.0, -0.31], [-0.6, -1.0, 1.0, 1.0, -0.64], [0.2, -1.0, -1.0, 1.0, 0.52]]","[[-1.0, -0.16, -0.16, -0.56, -0.72], [1.0, -0.11, -0.03, -0.74, -0.81], [1.0, -0.31, -0.23, -0.91, -0.89], [-1.0, -0.25, -0.28, -0.47, -0.68], [1.0, 0.06, 0.19, -0.87, -0.87]]","[0.0, 0.0, -0.33, 0.0, 0.0]","[-0.18, -0.51, -0.3, -0.96, -0.79]","[-0.63, -0.55, -0.65, -0.72, -0.54]","[-0.29, 1.0, -0.16, -0.37, -0.13]",whitewine,homeless,tip,athlete
1,4,-0.11,0.0,"[0.5, 0.0, 0.5, -0.37, -0.55]",mammal,"[[0.19, -0.74, -0.12, -0.85, -0.57], [0.19, -0.88, -0.71, -0.83, -0.73], [-0.35, -0.64, -0.11, -0.68, -0.63], [-0.16, -0.82, -0.56, -0.77, -0.45], [-0.1, -0.83, -0.57, -0.91, -0.67]]","[[-1.0, -0.54, -0.5, -0.56, 0.09], [-1.0, -0.07, -0.38, -0.79, -0.82], [-1.0, -0.1, 0.06, -0.34, -0.87], [-1.0, -0.32, -0.19, -0.75, -0.64], [-1.0, -0.49, -0.25, 0.16, -0.36]]","[[-0.6, -1.0, -1.0, 1.0, -0.3], [-0.6, -1.0, 1.0, -1.0, -0.57], [-0.6, 1.0, 1.0, 1.0, -0.31], [-0.6, -1.0, 1.0, 1.0, -0.64], [0.2, -1.0, -1.0, 1.0, 0.52]]","[[-1.0, -0.16, -0.16, -0.56, -0.72], [1.0, -0.11, -0.03, -0.74, -0.81], [1.0, -0.31, -0.23, -0.91, -0.89], [-1.0, -0.25, -0.28, -0.47, -0.68], [1.0, 0.06, 0.19, -0.87, -0.87]]","[0.0, 0.0, -0.33, 0.0, 0.0]","[-0.18, -0.51, -0.3, -0.96, -0.79]","[-0.63, -0.55, -0.65, -0.72, -0.54]","[-0.29, 1.0, -0.16, -0.37, -0.13]",whitewine,homeless,tip,athlete
