run,trial,ytrue,ypred,x,name,task1x,task2x,task3x,task4x,task1y,task2y,task3y,task4y,task1name,task2name,task3name,task4name
0,0,0.44,-0.89,"[1.0, -1.0, -0.56, 0.54, -0.43]",wage,"[[-0.09, -0.93, -0.95, -0.77, -0.88], [0.59, -0.37, -0.94, -0.89, -0.33], [1.0, -0.5, -0.81, -0.77, 0.49], [-0.34, -0.69, -0.97, -0.93, -0.44], [0.38, -0.52, -0.75, -0.86, -0.64]]","[[-0.17, -0.36, -0.22, -0.03, -0.34], [-0.26, -0.44, -0.23, -0.27, -0.48], [-0.31, -0.54, -0.58, -0.37, -0.52], [-0.86, -0.87, -0.86, -0.6, -0.94], [-0.36, -0.61, -0.51, -0.29, -0.53]]","[[-1.0, -1.0, 0.39, 0.56, -0.44], [-1.0, -1.0, -0.57, 0.13, -0.21], [-1.0, -1.0, -0.7, 1.0, 0.72], [-1.0, -0.98, -0.02, 0.01, -0.07], [-1.0, -1.0, -0.55, 0.65, -0.4]]","[[-0.67, -1.0, -0.33, -0.53, -0.42], [-0.67, -1.0, -0.33, -0.76, -0.74], [-0.67, -1.0, -0.33, -0.65, 0.03], [-1.0, -1.0, -0.33, -0.66, 0.23], [-0.67, 1.0, -0.33, 0.2, -0.68]]","[-0.61, -0.5, 0.78, -0.62, -0.67]","[0.03, -0.14, -0.65, -0.97, -0.48]","[-0.9, -0.68, -0.86, -0.91, -0.89]","[-0.21, -0.04, 0.32, 0.09, -0.15]",movie,bodyfat,prefecture,birthweight
0,1,0.52,-0.14,"[-1.0, 1.0, -0.56, 0.38, -1.0]",wage,"[[-0.09, -0.93, -0.95, -0.77, -0.88], [0.59, -0.37, -0.94, -0.89, -0.33], [1.0, -0.5, -0.81, -0.77, 0.49], [-0.34, -0.69, -0.97, -0.93, -0.44], [0.38, -0.52, -0.75, -0.86, -0.64]]","[[-0.17, -0.36, -0.22, -0.03, -0.34], [-0.26, -0.44, -0.23, -0.27, -0.48], [-0.31, -0.54, -0.58, -0.37, -0.52], [-0.86, -0.87, -0.86, -0.6, -0.94], [-0.36, -0.61, -0.51, -0.29, -0.53]]","[[-1.0, -1.0, 0.39, 0.56, -0.44], [-1.0, -1.0, -0.57, 0.13, -0.21], [-1.0, -1.0, -0.7, 1.0, 0.72], [-1.0, -0.98, -0.02, 0.01, -0.07], [-1.0, -1.0, -0.55, 0.65, -0.4]]","[[-0.67, -1.0, -0.33, -0.53, -0.42], [-0.67, -1.0, -0.33, -0.76, -0.74], [-0.67, -1.0, -0.33, -0.65, 0.03], [-1.0, -1.0, -0.33, -0.66, 0.23], [-0.67, 1.0, -0.33, 0.2, -0.68]]","[-0.61, -0.5, 0.78, -0.62, -0.67]","[0.03, -0.14, -0.65, -0.97, -0.48]","[-0.9, -0.68, -0.86, -0.91, -0.89]","[-0.21, -0.04, 0.32, 0.09, -0.15]",movie,bodyfat,prefecture,birthweight
0,2,0.39,0.78,"[1.0, -1.0, 0.44, 0.08, 0.71]",wage,"[[-0.09, -0.93, -0.95, -0.77, -0.88], [0.59, -0.37, -0.94, -0.89, -0.33], [1.0, -0.5, -0.81, -0.77, 0.49], [-0.34, -0.69, -0.97, -0.93, -0.44], [0.38, -0.52, -0.75, -0.86, -0.64]]","[[-0.17, -0.36, -0.22, -0.03, -0.34], [-0.26, -0.44, -0.23, -0.27, -0.48], [-0.31, -0.54, -0.58, -0.37, -0.52], [-0.86, -0.87, -0.86, -0.6, -0.94], [-0.36, -0.61, -0.51, -0.29, -0.53]]","[[-1.0, -1.0, 0.39, 0.56, -0.44], [-1.0, -1.0, -0.57, 0.13, -0.21], [-1.0, -1.0, -0.7, 1.0, 0.72], [-1.0, -0.98, -0.02, 0.01, -0.07], [-1.0, -1.0, -0.55, 0.65, -0.4]]","[[-0.67, -1.0, -0.33, -0.53, -0.42], [-0.67, -1.0, -0.33, -0.76, -0.74], [-0.67, -1.0, -0.33, -0.65, 0.03], [-1.0, -1.0, -0.33, -0.66, 0.23], [-0.67, 1.0, -0.33, 0.2, -0.68]]","[-0.61, -0.5, 0.78, -0.62, -0.67]","[0.03, -0.14, -0.65, -0.97, -0.48]","[-0.9, -0.68, -0.86, -0.91, -0.89]","[-0.21, -0.04, 0.32, 0.09, -0.15]",movie,bodyfat,prefecture,birthweight
0,3,0.23,0.24,"[1.0, -1.0, 0.11, 0.23, 0.43]",wage,"[[-0.09, -0.93, -0.95, -0.77, -0.88], [0.59, -0.37, -0.94, -0.89, -0.33], [1.0, -0.5, -0.81, -0.77, 0.49], [-0.34, -0.69, -0.97, -0.93, -0.44], [0.38, -0.52, -0.75, -0.86, -0.64]]","[[-0.17, -0.36, -0.22, -0.03, -0.34], [-0.26, -0.44, -0.23, -0.27, -0.48], [-0.31, -0.54, -0.58, -0.37, -0.52], [-0.86, -0.87, -0.86, -0.6, -0.94], [-0.36, -0.61, -0.51, -0.29, -0.53]]","[[-1.0, -1.0, 0.39, 0.56, -0.44], [-1.0, -1.0, -0.57, 0.13, -0.21], [-1.0, -1.0, -0.7, 1.0, 0.72], [-1.0, -0.98, -0.02, 0.01, -0.07], [-1.0, -1.0, -0.55, 0.65, -0.4]]","[[-0.67, -1.0, -0.33, -0.53, -0.42], [-0.67, -1.0, -0.33, -0.76, -0.74], [-0.67, -1.0, -0.33, -0.65, 0.03], [-1.0, -1.0, -0.33, -0.66, 0.23], [-0.67, 1.0, -0.33, 0.2, -0.68]]","[-0.61, -0.5, 0.78, -0.62, -0.67]","[0.03, -0.14, -0.65, -0.97, -0.48]","[-0.9, -0.68, -0.86, -0.91, -0.89]","[-0.21, -0.04, 0.32, 0.09, -0.15]",movie,bodyfat,prefecture,birthweight
0,4,0.37,0.14,"[1.0, -1.0, 0.33, -0.23, -0.14]",wage,"[[-0.09, -0.93, -0.95, -0.77, -0.88], [0.59, -0.37, -0.94, -0.89, -0.33], [1.0, -0.5, -0.81, -0.77, 0.49], [-0.34, -0.69, -0.97, -0.93, -0.44], [0.38, -0.52, -0.75, -0.86, -0.64]]","[[-0.17, -0.36, -0.22, -0.03, -0.34], [-0.26, -0.44, -0.23, -0.27, -0.48], [-0.31, -0.54, -0.58, -0.37, -0.52], [-0.86, -0.87, -0.86, -0.6, -0.94], [-0.36, -0.61, -0.51, -0.29, -0.53]]","[[-1.0, -1.0, 0.39, 0.56, -0.44], [-1.0, -1.0, -0.57, 0.13, -0.21], [-1.0, -1.0, -0.7, 1.0, 0.72], [-1.0, -0.98, -0.02, 0.01, -0.07], [-1.0, -1.0, -0.55, 0.65, -0.4]]","[[-0.67, -1.0, -0.33, -0.53, -0.42], [-0.67, -1.0, -0.33, -0.76, -0.74], [-0.67, -1.0, -0.33, -0.65, 0.03], [-1.0, -1.0, -0.33, -0.66, 0.23], [-0.67, 1.0, -0.33, 0.2, -0.68]]","[-0.61, -0.5, 0.78, -0.62, -0.67]","[0.03, -0.14, -0.65, -0.97, -0.48]","[-0.9, -0.68, -0.86, -0.91, -0.89]","[-0.21, -0.04, 0.32, 0.09, -0.15]",movie,bodyfat,prefecture,birthweight
1,0,0.35,0.05,"[1.0, 1.0, 0.11, 0.38, 0.71]",wage,"[[-0.51, -0.52, -0.42, -0.49, -0.36], [-0.87, -0.45, -0.85, -0.88, -0.45], [-0.46, -0.51, -0.45, -0.47, -0.36], [-0.75, -0.72, -0.82, -0.73, -0.73], [-0.75, -0.71, -0.68, -0.81, -0.73]]","[[1.0, 0.11, 0.22, -0.8, -0.62], [1.0, -0.26, -0.14, -0.98, -0.89], [-1.0, -0.15, -0.44, 0.4, 0.49], [1.0, 0.23, 0.33, -0.79, -0.73], [-1.0, -0.06, -0.44, 0.64, 0.78]]","[[1.0, 1.0, -1.0, 0.0, -0.35], [1.0, 1.0, 0.23, -0.33, -0.49], [1.0, 1.0, 0.16, -0.33, -0.79], [1.0, -1.0, 0.28, 0.33, 0.27], [-1.0, 1.0, 0.59, -0.33, -0.37]]","[[-0.95, -0.96, -1.0, -0.88, -0.94], [-0.94, -0.96, -0.94, -0.75, -0.88], [0.18, 1.0, -0.12, -0.0, -0.75], [-0.93, -0.88, -0.81, -0.75, -0.94], [-0.73, -0.38, 1.0, -0.0, -0.0]]","[0.05, -0.54, -0.06, -0.17, -0.73]","[0.11, 0.37, -0.58, 0.13, -0.47]","[0.11, -0.39, -0.26, -0.37, -0.26]","[-0.96, -0.89, -0.32, -0.95, -0.12]",pitcher,athlete,rent,cpu
1,1,-0.0,0.05,"[1.0, 1.0, 0.11, -0.08, 0.14]",wage,"[[-0.51, -0.52, -0.42, -0.49, -0.36], [-0.87, -0.45, -0.85, -0.88, -0.45], [-0.46, -0.51, -0.45, -0.47, -0.36], [-0.75, -0.72, -0.82, -0.73, -0.73], [-0.75, -0.71, -0.68, -0.81, -0.73]]","[[1.0, 0.11, 0.22, -0.8, -0.62], [1.0, -0.26, -0.14, -0.98, -0.89], [-1.0, -0.15, -0.44, 0.4, 0.49], [1.0, 0.23, 0.33, -0.79, -0.73], [-1.0, -0.06, -0.44, 0.64, 0.78]]","[[1.0, 1.0, -1.0, 0.0, -0.35], [1.0, 1.0, 0.23, -0.33, -0.49], [1.0, 1.0, 0.16, -0.33, -0.79], [1.0, -1.0, 0.28, 0.33, 0.27], [-1.0, 1.0, 0.59, -0.33, -0.37]]","[[-0.95, -0.96, -1.0, -0.88, -0.94], [-0.94, -0.96, -0.94, -0.75, -0.88], [0.18, 1.0, -0.12, -0.0, -0.75], [-0.93, -0.88, -0.81, -0.75, -0.94], [-0.73, -0.38, 1.0, -0.0, -0.0]]","[0.05, -0.54, -0.06, -0.17, -0.73]","[0.11, 0.37, -0.58, 0.13, -0.47]","[0.11, -0.39, -0.26, -0.37, -0.26]","[-0.96, -0.89, -0.32, -0.95, -0.12]",pitcher,athlete,rent,cpu
1,2,0.33,-0.54,"[-1.0, -1.0, -0.56, 0.85, -0.43]",wage,"[[-0.51, -0.52, -0.42, -0.49, -0.36], [-0.87, -0.45, -0.85, -0.88, -0.45], [-0.46, -0.51, -0.45, -0.47, -0.36], [-0.75, -0.72, -0.82, -0.73, -0.73], [-0.75, -0.71, -0.68, -0.81, -0.73]]","[[1.0, 0.11, 0.22, -0.8, -0.62], [1.0, -0.26, -0.14, -0.98, -0.89], [-1.0, -0.15, -0.44, 0.4, 0.49], [1.0, 0.23, 0.33, -0.79, -0.73], [-1.0, -0.06, -0.44, 0.64, 0.78]]","[[1.0, 1.0, -1.0, 0.0, -0.35], [1.0, 1.0, 0.23, -0.33, -0.49], [1.0, 1.0, 0.16, -0.33, -0.79], [1.0, -1.0, 0.28, 0.33, 0.27], [-1.0, 1.0, 0.59, -0.33, -0.37]]","[[-0.95, -0.96, -1.0, -0.88, -0.94], [-0.94, -0.96, -0.94, -0.75, -0.88], [0.18, 1.0, -0.12, -0.0, -0.75], [-0.93, -0.88, -0.81, -0.75, -0.94], [-0.73, -0.38, 1.0, -0.0, -0.0]]","[0.05, -0.54, -0.06, -0.17, -0.73]","[0.11, 0.37, -0.58, 0.13, -0.47]","[0.11, -0.39, -0.26, -0.37, -0.26]","[-0.96, -0.89, -0.32, -0.95, -0.12]",pitcher,athlete,rent,cpu
1,3,0.29,0.13,"[-1.0, 1.0, -0.56, 0.23, -0.71]",wage,"[[-0.51, -0.52, -0.42, -0.49, -0.36], [-0.87, -0.45, -0.85, -0.88, -0.45], [-0.46, -0.51, -0.45, -0.47, -0.36], [-0.75, -0.72, -0.82, -0.73, -0.73], [-0.75, -0.71, -0.68, -0.81, -0.73]]","[[1.0, 0.11, 0.22, -0.8, -0.62], [1.0, -0.26, -0.14, -0.98, -0.89], [-1.0, -0.15, -0.44, 0.4, 0.49], [1.0, 0.23, 0.33, -0.79, -0.73], [-1.0, -0.06, -0.44, 0.64, 0.78]]","[[1.0, 1.0, -1.0, 0.0, -0.35], [1.0, 1.0, 0.23, -0.33, -0.49], [1.0, 1.0, 0.16, -0.33, -0.79], [1.0, -1.0, 0.28, 0.33, 0.27], [-1.0, 1.0, 0.59, -0.33, -0.37]]","[[-0.95, -0.96, -1.0, -0.88, -0.94], [-0.94, -0.96, -0.94, -0.75, -0.88], [0.18, 1.0, -0.12, -0.0, -0.75], [-0.93, -0.88, -0.81, -0.75, -0.94], [-0.73, -0.38, 1.0, -0.0, -0.0]]","[0.05, -0.54, -0.06, -0.17, -0.73]","[0.11, 0.37, -0.58, 0.13, -0.47]","[0.11, -0.39, -0.26, -0.37, -0.26]","[-0.96, -0.89, -0.32, -0.95, -0.12]",pitcher,athlete,rent,cpu
1,4,0.6,0.14,"[1.0, 1.0, 0.22, 0.38, 1.0]",wage,"[[-0.51, -0.52, -0.42, -0.49, -0.36], [-0.87, -0.45, -0.85, -0.88, -0.45], [-0.46, -0.51, -0.45, -0.47, -0.36], [-0.75, -0.72, -0.82, -0.73, -0.73], [-0.75, -0.71, -0.68, -0.81, -0.73]]","[[1.0, 0.11, 0.22, -0.8, -0.62], [1.0, -0.26, -0.14, -0.98, -0.89], [-1.0, -0.15, -0.44, 0.4, 0.49], [1.0, 0.23, 0.33, -0.79, -0.73], [-1.0, -0.06, -0.44, 0.64, 0.78]]","[[1.0, 1.0, -1.0, 0.0, -0.35], [1.0, 1.0, 0.23, -0.33, -0.49], [1.0, 1.0, 0.16, -0.33, -0.79], [1.0, -1.0, 0.28, 0.33, 0.27], [-1.0, 1.0, 0.59, -0.33, -0.37]]","[[-0.95, -0.96, -1.0, -0.88, -0.94], [-0.94, -0.96, -0.94, -0.75, -0.88], [0.18, 1.0, -0.12, -0.0, -0.75], [-0.93, -0.88, -0.81, -0.75, -0.94], [-0.73, -0.38, 1.0, -0.0, -0.0]]","[0.05, -0.54, -0.06, -0.17, -0.73]","[0.11, 0.37, -0.58, 0.13, -0.47]","[0.11, -0.39, -0.26, -0.37, -0.26]","[-0.96, -0.89, -0.32, -0.95, -0.12]",pitcher,athlete,rent,cpu
