run,trial,ytrue,ypred,x,name,task1x,task2x,task3x,task4x,task1y,task2y,task3y,task4y,task1name,task2name,task3name,task4name
0,0,-0.19,0.45,"[-1.0, -1.0, -1.0, -0.13, -0.23]",birthweight,"[[-0.48, 1.0, 0.9, -0.52, -1.0], [-0.09, 1.0, -0.05, -0.51, -1.0], [-0.35, 1.0, 0.14, -1.0, 1.0], [0.04, -1.0, -1.0, 0.89, 1.0], [-1.0, 1.0, 0.9, -0.73, 1.0]]","[[0.22, -0.43, -0.76, -0.65, 0.14], [0.57, -0.71, -0.14, -0.88, -0.31], [-0.74, -0.43, -0.78, 0.41, 0.22], [-1.0, -0.14, 0.57, 1.0, 0.57], [0.83, 1.0, 0.11, -0.76, -0.61]]","[[-0.98, -0.6, -1.0, -0.57, -0.52], [-0.4, -1.0, -1.0, 0.57, -0.77], [-0.88, -0.6, 1.0, -0.86, -0.89], [-0.65, 1.0, 0.45, -0.34, -0.7], [0.65, 1.0, -0.09, 0.14, -0.98]]","[[0.05, 0.28, -0.96, 0.09, 0.05], [-0.62, 1.0, -0.93, -0.45, 0.14], [-0.11, 0.28, -0.9, 0.54, 0.98], [-0.15, -0.36, -0.76, 0.5, -0.59], [-0.51, 0.6, -0.87, 0.83, 0.7]]","[0.85, 0.29, 1.0, -0.24, 0.67]","[-0.69, -0.1, -0.59, -0.2, 0.51]","[0.7, 0.11, 0.16, -0.09, 0.26]","[-0.67, 0.33, 0.38, -0.48, 0.0]",bone,afl,airfoil,rebellion
0,1,-0.35,-0.34,"[-0.67, -1.0, -0.33, -0.32, -0.35]",birthweight,"[[-0.48, 1.0, 0.9, -0.52, -1.0], [-0.09, 1.0, -0.05, -0.51, -1.0], [-0.35, 1.0, 0.14, -1.0, 1.0], [0.04, -1.0, -1.0, 0.89, 1.0], [-1.0, 1.0, 0.9, -0.73, 1.0]]","[[0.22, -0.43, -0.76, -0.65, 0.14], [0.57, -0.71, -0.14, -0.88, -0.31], [-0.74, -0.43, -0.78, 0.41, 0.22], [-1.0, -0.14, 0.57, 1.0, 0.57], [0.83, 1.0, 0.11, -0.76, -0.61]]","[[-0.98, -0.6, -1.0, -0.57, -0.52], [-0.4, -1.0, -1.0, 0.57, -0.77], [-0.88, -0.6, 1.0, -0.86, -0.89], [-0.65, 1.0, 0.45, -0.34, -0.7], [0.65, 1.0, -0.09, 0.14, -0.98]]","[[0.05, 0.28, -0.96, 0.09, 0.05], [-0.62, 1.0, -0.93, -0.45, 0.14], [-0.11, 0.28, -0.9, 0.54, 0.98], [-0.15, -0.36, -0.76, 0.5, -0.59], [-0.51, 0.6, -0.87, 0.83, 0.7]]","[0.85, 0.29, 1.0, -0.24, 0.67]","[-0.69, -0.1, -0.59, -0.2, 0.51]","[0.7, 0.11, 0.16, -0.09, 0.26]","[-0.67, 0.33, 0.38, -0.48, 0.0]",bone,afl,airfoil,rebellion
0,2,-0.03,-0.53,"[-0.67, -1.0, -0.33, -0.79, -0.94]",birthweight,"[[-0.48, 1.0, 0.9, -0.52, -1.0], [-0.09, 1.0, -0.05, -0.51, -1.0], [-0.35, 1.0, 0.14, -1.0, 1.0], [0.04, -1.0, -1.0, 0.89, 1.0], [-1.0, 1.0, 0.9, -0.73, 1.0]]","[[0.22, -0.43, -0.76, -0.65, 0.14], [0.57, -0.71, -0.14, -0.88, -0.31], [-0.74, -0.43, -0.78, 0.41, 0.22], [-1.0, -0.14, 0.57, 1.0, 0.57], [0.83, 1.0, 0.11, -0.76, -0.61]]","[[-0.98, -0.6, -1.0, -0.57, -0.52], [-0.4, -1.0, -1.0, 0.57, -0.77], [-0.88, -0.6, 1.0, -0.86, -0.89], [-0.65, 1.0, 0.45, -0.34, -0.7], [0.65, 1.0, -0.09, 0.14, -0.98]]","[[0.05, 0.28, -0.96, 0.09, 0.05], [-0.62, 1.0, -0.93, -0.45, 0.14], [-0.11, 0.28, -0.9, 0.54, 0.98], [-0.15, -0.36, -0.76, 0.5, -0.59], [-0.51, 0.6, -0.87, 0.83, 0.7]]","[0.85, 0.29, 1.0, -0.24, 0.67]","[-0.69, -0.1, -0.59, -0.2, 0.51]","[0.7, 0.11, 0.16, -0.09, 0.26]","[-0.67, 0.33, 0.38, -0.48, 0.0]",bone,afl,airfoil,rebellion
0,3,-0.28,-0.25,"[-1.0, -1.0, -1.0, -0.71, -0.29]",birthweight,"[[-0.48, 1.0, 0.9, -0.52, -1.0], [-0.09, 1.0, -0.05, -0.51, -1.0], [-0.35, 1.0, 0.14, -1.0, 1.0], [0.04, -1.0, -1.0, 0.89, 1.0], [-1.0, 1.0, 0.9, -0.73, 1.0]]","[[0.22, -0.43, -0.76, -0.65, 0.14], [0.57, -0.71, -0.14, -0.88, -0.31], [-0.74, -0.43, -0.78, 0.41, 0.22], [-1.0, -0.14, 0.57, 1.0, 0.57], [0.83, 1.0, 0.11, -0.76, -0.61]]","[[-0.98, -0.6, -1.0, -0.57, -0.52], [-0.4, -1.0, -1.0, 0.57, -0.77], [-0.88, -0.6, 1.0, -0.86, -0.89], [-0.65, 1.0, 0.45, -0.34, -0.7], [0.65, 1.0, -0.09, 0.14, -0.98]]","[[0.05, 0.28, -0.96, 0.09, 0.05], [-0.62, 1.0, -0.93, -0.45, 0.14], [-0.11, 0.28, -0.9, 0.54, 0.98], [-0.15, -0.36, -0.76, 0.5, -0.59], [-0.51, 0.6, -0.87, 0.83, 0.7]]","[0.85, 0.29, 1.0, -0.24, 0.67]","[-0.69, -0.1, -0.59, -0.2, 0.51]","[0.7, 0.11, 0.16, -0.09, 0.26]","[-0.67, 0.33, 0.38, -0.48, 0.0]",bone,afl,airfoil,rebellion
0,4,0.37,0.12,"[-0.67, 1.0, 1.0, -0.82, -0.29]",birthweight,"[[-0.48, 1.0, 0.9, -0.52, -1.0], [-0.09, 1.0, -0.05, -0.51, -1.0], [-0.35, 1.0, 0.14, -1.0, 1.0], [0.04, -1.0, -1.0, 0.89, 1.0], [-1.0, 1.0, 0.9, -0.73, 1.0]]","[[0.22, -0.43, -0.76, -0.65, 0.14], [0.57, -0.71, -0.14, -0.88, -0.31], [-0.74, -0.43, -0.78, 0.41, 0.22], [-1.0, -0.14, 0.57, 1.0, 0.57], [0.83, 1.0, 0.11, -0.76, -0.61]]","[[-0.98, -0.6, -1.0, -0.57, -0.52], [-0.4, -1.0, -1.0, 0.57, -0.77], [-0.88, -0.6, 1.0, -0.86, -0.89], [-0.65, 1.0, 0.45, -0.34, -0.7], [0.65, 1.0, -0.09, 0.14, -0.98]]","[[0.05, 0.28, -0.96, 0.09, 0.05], [-0.62, 1.0, -0.93, -0.45, 0.14], [-0.11, 0.28, -0.9, 0.54, 0.98], [-0.15, -0.36, -0.76, 0.5, -0.59], [-0.51, 0.6, -0.87, 0.83, 0.7]]","[0.85, 0.29, 1.0, -0.24, 0.67]","[-0.69, -0.1, -0.59, -0.2, 0.51]","[0.7, 0.11, 0.16, -0.09, 0.26]","[-0.67, 0.33, 0.38, -0.48, 0.0]",bone,afl,airfoil,rebellion
1,0,0.13,-0.56,"[-0.67, -1.0, -0.33, -0.41, -0.48]",birthweight,"[[-0.47, -0.72, -0.45, -0.12, -0.66], [-0.56, -0.59, -0.19, 0.02, -0.41], [0.06, -0.32, -0.21, 0.11, -0.28], [-0.86, -0.9, -0.83, -0.8, -0.94], [-1.0, -1.0, -1.0, -1.0, -1.0]]","[[-0.18, -0.37, -0.93, -0.91, 0.33], [-0.99, -1.0, -0.96, -0.98, 0.56], [-0.86, -0.94, -0.94, -0.79, 0.11], [-0.94, -0.96, -0.97, -0.96, 0.46], [-0.74, -0.75, -0.71, -0.75, 0.26]]","[[1.0, -0.71, -0.83, -0.2, -0.62], [1.0, -0.52, 0.08, 0.07, -0.36], [1.0, 1.0, 1.0, 0.73, 1.0], [1.0, -0.24, 0.76, 0.2, -0.1], [1.0, -1.0, 0.81, -0.6, -0.92]]","[[-1.0, -0.4, -0.5, 0.06, 0.1], [-1.0, -0.52, 0.19, -0.04, -0.13], [1.0, -0.88, -0.56, -0.06, 0.36], [-1.0, -0.32, -0.19, -0.75, -0.64], [1.0, -0.93, 0.5, -0.9, -0.37]]","[-0.03, 0.09, 0.25, -0.68, -1.0]","[-1.0, -0.6, -0.12, -0.6, -0.93]","[-0.59, -0.26, 0.45, -0.16, -0.3]","[-0.89, -0.38, 0.07, -0.96, 0.29]",bodyfat,algae,reactor,homeless
1,1,0.07,0.47,"[-0.33, -1.0, -0.33, 0.59, 0.1]",birthweight,"[[-0.47, -0.72, -0.45, -0.12, -0.66], [-0.56, -0.59, -0.19, 0.02, -0.41], [0.06, -0.32, -0.21, 0.11, -0.28], [-0.86, -0.9, -0.83, -0.8, -0.94], [-1.0, -1.0, -1.0, -1.0, -1.0]]","[[-0.18, -0.37, -0.93, -0.91, 0.33], [-0.99, -1.0, -0.96, -0.98, 0.56], [-0.86, -0.94, -0.94, -0.79, 0.11], [-0.94, -0.96, -0.97, -0.96, 0.46], [-0.74, -0.75, -0.71, -0.75, 0.26]]","[[1.0, -0.71, -0.83, -0.2, -0.62], [1.0, -0.52, 0.08, 0.07, -0.36], [1.0, 1.0, 1.0, 0.73, 1.0], [1.0, -0.24, 0.76, 0.2, -0.1], [1.0, -1.0, 0.81, -0.6, -0.92]]","[[-1.0, -0.4, -0.5, 0.06, 0.1], [-1.0, -0.52, 0.19, -0.04, -0.13], [1.0, -0.88, -0.56, -0.06, 0.36], [-1.0, -0.32, -0.19, -0.75, -0.64], [1.0, -0.93, 0.5, -0.9, -0.37]]","[-0.03, 0.09, 0.25, -0.68, -1.0]","[-1.0, -0.6, -0.12, -0.6, -0.93]","[-0.59, -0.26, 0.45, -0.16, -0.3]","[-0.89, -0.38, 0.07, -0.96, 0.29]",bodyfat,algae,reactor,homeless
1,2,0.18,0.02,"[-0.67, -1.0, -0.33, -0.54, -0.81]",birthweight,"[[-0.47, -0.72, -0.45, -0.12, -0.66], [-0.56, -0.59, -0.19, 0.02, -0.41], [0.06, -0.32, -0.21, 0.11, -0.28], [-0.86, -0.9, -0.83, -0.8, -0.94], [-1.0, -1.0, -1.0, -1.0, -1.0]]","[[-0.18, -0.37, -0.93, -0.91, 0.33], [-0.99, -1.0, -0.96, -0.98, 0.56], [-0.86, -0.94, -0.94, -0.79, 0.11], [-0.94, -0.96, -0.97, -0.96, 0.46], [-0.74, -0.75, -0.71, -0.75, 0.26]]","[[1.0, -0.71, -0.83, -0.2, -0.62], [1.0, -0.52, 0.08, 0.07, -0.36], [1.0, 1.0, 1.0, 0.73, 1.0], [1.0, -0.24, 0.76, 0.2, -0.1], [1.0, -1.0, 0.81, -0.6, -0.92]]","[[-1.0, -0.4, -0.5, 0.06, 0.1], [-1.0, -0.52, 0.19, -0.04, -0.13], [1.0, -0.88, -0.56, -0.06, 0.36], [-1.0, -0.32, -0.19, -0.75, -0.64], [1.0, -0.93, 0.5, -0.9, -0.37]]","[-0.03, 0.09, 0.25, -0.68, -1.0]","[-1.0, -0.6, -0.12, -0.6, -0.93]","[-0.59, -0.26, 0.45, -0.16, -0.3]","[-0.89, -0.38, 0.07, -0.96, 0.29]",bodyfat,algae,reactor,homeless
1,3,-0.03,0.03,"[0.0, -1.0, -0.33, -0.55, -0.29]",birthweight,"[[-0.47, -0.72, -0.45, -0.12, -0.66], [-0.56, -0.59, -0.19, 0.02, -0.41], [0.06, -0.32, -0.21, 0.11, -0.28], [-0.86, -0.9, -0.83, -0.8, -0.94], [-1.0, -1.0, -1.0, -1.0, -1.0]]","[[-0.18, -0.37, -0.93, -0.91, 0.33], [-0.99, -1.0, -0.96, -0.98, 0.56], [-0.86, -0.94, -0.94, -0.79, 0.11], [-0.94, -0.96, -0.97, -0.96, 0.46], [-0.74, -0.75, -0.71, -0.75, 0.26]]","[[1.0, -0.71, -0.83, -0.2, -0.62], [1.0, -0.52, 0.08, 0.07, -0.36], [1.0, 1.0, 1.0, 0.73, 1.0], [1.0, -0.24, 0.76, 0.2, -0.1], [1.0, -1.0, 0.81, -0.6, -0.92]]","[[-1.0, -0.4, -0.5, 0.06, 0.1], [-1.0, -0.52, 0.19, -0.04, -0.13], [1.0, -0.88, -0.56, -0.06, 0.36], [-1.0, -0.32, -0.19, -0.75, -0.64], [1.0, -0.93, 0.5, -0.9, -0.37]]","[-0.03, 0.09, 0.25, -0.68, -1.0]","[-1.0, -0.6, -0.12, -0.6, -0.93]","[-0.59, -0.26, 0.45, -0.16, -0.3]","[-0.89, -0.38, 0.07, -0.96, 0.29]",bodyfat,algae,reactor,homeless
1,4,0.27,0.02,"[0.33, -1.0, -1.0, -0.36, 0.16]",birthweight,"[[-0.47, -0.72, -0.45, -0.12, -0.66], [-0.56, -0.59, -0.19, 0.02, -0.41], [0.06, -0.32, -0.21, 0.11, -0.28], [-0.86, -0.9, -0.83, -0.8, -0.94], [-1.0, -1.0, -1.0, -1.0, -1.0]]","[[-0.18, -0.37, -0.93, -0.91, 0.33], [-0.99, -1.0, -0.96, -0.98, 0.56], [-0.86, -0.94, -0.94, -0.79, 0.11], [-0.94, -0.96, -0.97, -0.96, 0.46], [-0.74, -0.75, -0.71, -0.75, 0.26]]","[[1.0, -0.71, -0.83, -0.2, -0.62], [1.0, -0.52, 0.08, 0.07, -0.36], [1.0, 1.0, 1.0, 0.73, 1.0], [1.0, -0.24, 0.76, 0.2, -0.1], [1.0, -1.0, 0.81, -0.6, -0.92]]","[[-1.0, -0.4, -0.5, 0.06, 0.1], [-1.0, -0.52, 0.19, -0.04, -0.13], [1.0, -0.88, -0.56, -0.06, 0.36], [-1.0, -0.32, -0.19, -0.75, -0.64], [1.0, -0.93, 0.5, -0.9, -0.37]]","[-0.03, 0.09, 0.25, -0.68, -1.0]","[-1.0, -0.6, -0.12, -0.6, -0.93]","[-0.59, -0.26, 0.45, -0.16, -0.3]","[-0.89, -0.38, 0.07, -0.96, 0.29]",bodyfat,algae,reactor,homeless
