run,trial,ytrue,ypred,x,name,task1x,task2x,task3x,task4x,task1y,task2y,task3y,task4y,task1name,task2name,task3name,task4name
0,0,-0.58,0.12,"[-1.0, 0.0, -1.0, -0.06, -0.2]",mammal,"[[-0.5, -0.5, -0.5, -0.75, -0.78], [1.0, 1.0, 1.0, -0.56, -0.69], [-0.5, -1.0, -0.5, -0.98, -0.78], [-1.0, 0.5, -1.0, -0.24, -0.24], [0.5, 1.0, 0.5, 0.2, -0.42]]","[[-0.65, 1.0, 0.9, -0.83, 1.0], [-0.3, -1.0, -0.43, 0.14, 1.0], [-0.3, 1.0, 0.52, -0.11, -1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.48, 1.0, 0.33, -0.93, -1.0]]","[[-0.76, -0.66, -0.88, -1.0, 0.03], [-0.25, -0.33, -0.63, -1.0, 0.34], [-0.71, -0.68, -0.59, -1.0, -0.38], [-0.86, -0.81, -0.75, -1.0, -0.22], [-0.62, -0.64, -0.66, -1.0, -0.06]]","[[-0.55, -0.9, -1.0, -0.73, 1.0], [-0.23, 0.27, 0.45, -0.23, 1.0], [0.48, 0.51, 0.2, 0.59, 1.0], [-0.55, -0.32, 0.4, -1.0, -1.0], [-0.55, -0.22, -0.15, -0.18, 1.0]]","[-0.03, -1.0, 0.28, 0.09, -0.58]","[0.47, 0.62, 0.09, 0.67, 0.65]","[-0.38, -0.7, -0.62, -0.71, -0.55]","[-0.22, 0.44, 0.71, 0.07, 0.59]",mammal,bone,plasma,pinot
0,1,-0.85,0.76,"[0.5, 1.0, 0.0, 0.93, 0.37]",mammal,"[[-0.5, -0.5, -0.5, -0.75, -0.78], [1.0, 1.0, 1.0, -0.56, -0.69], [-0.5, -1.0, -0.5, -0.98, -0.78], [-1.0, 0.5, -1.0, -0.24, -0.24], [0.5, 1.0, 0.5, 0.2, -0.42]]","[[-0.65, 1.0, 0.9, -0.83, 1.0], [-0.3, -1.0, -0.43, 0.14, 1.0], [-0.3, 1.0, 0.52, -0.11, -1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.48, 1.0, 0.33, -0.93, -1.0]]","[[-0.76, -0.66, -0.88, -1.0, 0.03], [-0.25, -0.33, -0.63, -1.0, 0.34], [-0.71, -0.68, -0.59, -1.0, -0.38], [-0.86, -0.81, -0.75, -1.0, -0.22], [-0.62, -0.64, -0.66, -1.0, -0.06]]","[[-0.55, -0.9, -1.0, -0.73, 1.0], [-0.23, 0.27, 0.45, -0.23, 1.0], [0.48, 0.51, 0.2, 0.59, 1.0], [-0.55, -0.32, 0.4, -1.0, -1.0], [-0.55, -0.22, -0.15, -0.18, 1.0]]","[-0.03, -1.0, 0.28, 0.09, -0.58]","[0.47, 0.62, 0.09, 0.67, 0.65]","[-0.38, -0.7, -0.62, -0.71, -0.55]","[-0.22, 0.44, 0.71, 0.07, 0.59]",mammal,bone,plasma,pinot
0,2,-0.19,0.02,"[-0.5, 0.0, -0.5, -0.52, -0.45]",mammal,"[[-0.5, -0.5, -0.5, -0.75, -0.78], [1.0, 1.0, 1.0, -0.56, -0.69], [-0.5, -1.0, -0.5, -0.98, -0.78], [-1.0, 0.5, -1.0, -0.24, -0.24], [0.5, 1.0, 0.5, 0.2, -0.42]]","[[-0.65, 1.0, 0.9, -0.83, 1.0], [-0.3, -1.0, -0.43, 0.14, 1.0], [-0.3, 1.0, 0.52, -0.11, -1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.48, 1.0, 0.33, -0.93, -1.0]]","[[-0.76, -0.66, -0.88, -1.0, 0.03], [-0.25, -0.33, -0.63, -1.0, 0.34], [-0.71, -0.68, -0.59, -1.0, -0.38], [-0.86, -0.81, -0.75, -1.0, -0.22], [-0.62, -0.64, -0.66, -1.0, -0.06]]","[[-0.55, -0.9, -1.0, -0.73, 1.0], [-0.23, 0.27, 0.45, -0.23, 1.0], [0.48, 0.51, 0.2, 0.59, 1.0], [-0.55, -0.32, 0.4, -1.0, -1.0], [-0.55, -0.22, -0.15, -0.18, 1.0]]","[-0.03, -1.0, 0.28, 0.09, -0.58]","[0.47, 0.62, 0.09, 0.67, 0.65]","[-0.38, -0.7, -0.62, -0.71, -0.55]","[-0.22, 0.44, 0.71, 0.07, 0.59]",mammal,bone,plasma,pinot
0,3,0.09,0.09,"[-1.0, 0.5, -1.0, -0.24, -0.24]",mammal,"[[-0.5, -0.5, -0.5, -0.75, -0.78], [1.0, 1.0, 1.0, -0.56, -0.69], [-0.5, -1.0, -0.5, -0.98, -0.78], [-1.0, 0.5, -1.0, -0.24, -0.24], [0.5, 1.0, 0.5, 0.2, -0.42]]","[[-0.65, 1.0, 0.9, -0.83, 1.0], [-0.3, -1.0, -0.43, 0.14, 1.0], [-0.3, 1.0, 0.52, -0.11, -1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.48, 1.0, 0.33, -0.93, -1.0]]","[[-0.76, -0.66, -0.88, -1.0, 0.03], [-0.25, -0.33, -0.63, -1.0, 0.34], [-0.71, -0.68, -0.59, -1.0, -0.38], [-0.86, -0.81, -0.75, -1.0, -0.22], [-0.62, -0.64, -0.66, -1.0, -0.06]]","[[-0.55, -0.9, -1.0, -0.73, 1.0], [-0.23, 0.27, 0.45, -0.23, 1.0], [0.48, 0.51, 0.2, 0.59, 1.0], [-0.55, -0.32, 0.4, -1.0, -1.0], [-0.55, -0.22, -0.15, -0.18, 1.0]]","[-0.03, -1.0, 0.28, 0.09, -0.58]","[0.47, 0.62, 0.09, 0.67, 0.65]","[-0.38, -0.7, -0.62, -0.71, -0.55]","[-0.22, 0.44, 0.71, 0.07, 0.59]",mammal,bone,plasma,pinot
0,4,-0.92,-0.5,"[0.0, 1.0, 0.0, 1.0, -0.25]",mammal,"[[-0.5, -0.5, -0.5, -0.75, -0.78], [1.0, 1.0, 1.0, -0.56, -0.69], [-0.5, -1.0, -0.5, -0.98, -0.78], [-1.0, 0.5, -1.0, -0.24, -0.24], [0.5, 1.0, 0.5, 0.2, -0.42]]","[[-0.65, 1.0, 0.9, -0.83, 1.0], [-0.3, -1.0, -0.43, 0.14, 1.0], [-0.3, 1.0, 0.52, -0.11, -1.0], [-0.83, 1.0, 0.52, -0.05, -1.0], [-0.48, 1.0, 0.33, -0.93, -1.0]]","[[-0.76, -0.66, -0.88, -1.0, 0.03], [-0.25, -0.33, -0.63, -1.0, 0.34], [-0.71, -0.68, -0.59, -1.0, -0.38], [-0.86, -0.81, -0.75, -1.0, -0.22], [-0.62, -0.64, -0.66, -1.0, -0.06]]","[[-0.55, -0.9, -1.0, -0.73, 1.0], [-0.23, 0.27, 0.45, -0.23, 1.0], [0.48, 0.51, 0.2, 0.59, 1.0], [-0.55, -0.32, 0.4, -1.0, -1.0], [-0.55, -0.22, -0.15, -0.18, 1.0]]","[-0.03, -1.0, 0.28, 0.09, -0.58]","[0.47, 0.62, 0.09, 0.67, 0.65]","[-0.38, -0.7, -0.62, -0.71, -0.55]","[-0.22, 0.44, 0.71, 0.07, 0.59]",mammal,bone,plasma,pinot
1,0,-0.33,0.1,"[0.5, 0.5, 0.5, -0.67, -0.49]",mammal,"[[-0.55, -0.54, -0.79, -0.66, -0.6], [0.15, -0.03, -0.39, -0.49, -0.6], [-0.29, -0.42, -0.55, -0.74, -0.6], [-0.88, -0.88, -0.93, -0.87, -0.6], [0.84, 1.0, -0.06, 0.7, 1.0]]","[[-0.37, -0.57, -0.71, -0.44, -0.62], [-0.53, -0.44, -0.5, -0.47, -0.37], [-0.61, -0.59, -0.71, -0.47, -0.51], [-0.79, -0.79, -0.85, -0.86, -0.8], [-0.72, -0.74, -0.85, -0.7, -0.73]]","[[0.35, 1.0, 0.9, -0.31, 1.0], [-0.3, 1.0, -0.05, -0.4, -1.0], [-0.48, 1.0, 0.33, -0.93, -1.0], [0.09, -1.0, -0.24, 0.3, -1.0], [-0.7, 1.0, 0.52, -0.02, -1.0]]","[[0.65, -0.14, -0.4, -0.65, 0.55], [0.83, 1.0, 0.11, -0.76, -0.61], [-0.57, -0.43, 0.12, -0.06, 0.46], [0.04, -0.14, -0.54, -0.76, 0.25], [0.13, 0.14, -0.55, -0.88, 0.1]]","[-0.9, -0.5, -0.9, -0.99, -0.42]","[-0.29, -0.0, 0.0, -0.55, -0.34]","[0.47, 0.06, 0.65, -0.06, 0.24]","[-0.42, 0.51, -0.52, -0.08, -0.73]",car,dropout,bone,afl
1,1,-0.31,-0.9,"[-0.5, -0.5, -0.5, -0.95, -0.02]",mammal,"[[-0.55, -0.54, -0.79, -0.66, -0.6], [0.15, -0.03, -0.39, -0.49, -0.6], [-0.29, -0.42, -0.55, -0.74, -0.6], [-0.88, -0.88, -0.93, -0.87, -0.6], [0.84, 1.0, -0.06, 0.7, 1.0]]","[[-0.37, -0.57, -0.71, -0.44, -0.62], [-0.53, -0.44, -0.5, -0.47, -0.37], [-0.61, -0.59, -0.71, -0.47, -0.51], [-0.79, -0.79, -0.85, -0.86, -0.8], [-0.72, -0.74, -0.85, -0.7, -0.73]]","[[0.35, 1.0, 0.9, -0.31, 1.0], [-0.3, 1.0, -0.05, -0.4, -1.0], [-0.48, 1.0, 0.33, -0.93, -1.0], [0.09, -1.0, -0.24, 0.3, -1.0], [-0.7, 1.0, 0.52, -0.02, -1.0]]","[[0.65, -0.14, -0.4, -0.65, 0.55], [0.83, 1.0, 0.11, -0.76, -0.61], [-0.57, -0.43, 0.12, -0.06, 0.46], [0.04, -0.14, -0.54, -0.76, 0.25], [0.13, 0.14, -0.55, -0.88, 0.1]]","[-0.9, -0.5, -0.9, -0.99, -0.42]","[-0.29, -0.0, 0.0, -0.55, -0.34]","[0.47, 0.06, 0.65, -0.06, 0.24]","[-0.42, 0.51, -0.52, -0.08, -0.73]",car,dropout,bone,afl
1,2,-0.68,-0.45,"[0.0, -0.5, 0.0, -0.33, -0.92]",mammal,"[[-0.55, -0.54, -0.79, -0.66, -0.6], [0.15, -0.03, -0.39, -0.49, -0.6], [-0.29, -0.42, -0.55, -0.74, -0.6], [-0.88, -0.88, -0.93, -0.87, -0.6], [0.84, 1.0, -0.06, 0.7, 1.0]]","[[-0.37, -0.57, -0.71, -0.44, -0.62], [-0.53, -0.44, -0.5, -0.47, -0.37], [-0.61, -0.59, -0.71, -0.47, -0.51], [-0.79, -0.79, -0.85, -0.86, -0.8], [-0.72, -0.74, -0.85, -0.7, -0.73]]","[[0.35, 1.0, 0.9, -0.31, 1.0], [-0.3, 1.0, -0.05, -0.4, -1.0], [-0.48, 1.0, 0.33, -0.93, -1.0], [0.09, -1.0, -0.24, 0.3, -1.0], [-0.7, 1.0, 0.52, -0.02, -1.0]]","[[0.65, -0.14, -0.4, -0.65, 0.55], [0.83, 1.0, 0.11, -0.76, -0.61], [-0.57, -0.43, 0.12, -0.06, 0.46], [0.04, -0.14, -0.54, -0.76, 0.25], [0.13, 0.14, -0.55, -0.88, 0.1]]","[-0.9, -0.5, -0.9, -0.99, -0.42]","[-0.29, -0.0, 0.0, -0.55, -0.34]","[0.47, 0.06, 0.65, -0.06, 0.24]","[-0.42, 0.51, -0.52, -0.08, -0.73]",car,dropout,bone,afl
1,3,0.28,-0.95,"[-0.5, -1.0, -0.5, -0.98, -0.78]",mammal,"[[-0.55, -0.54, -0.79, -0.66, -0.6], [0.15, -0.03, -0.39, -0.49, -0.6], [-0.29, -0.42, -0.55, -0.74, -0.6], [-0.88, -0.88, -0.93, -0.87, -0.6], [0.84, 1.0, -0.06, 0.7, 1.0]]","[[-0.37, -0.57, -0.71, -0.44, -0.62], [-0.53, -0.44, -0.5, -0.47, -0.37], [-0.61, -0.59, -0.71, -0.47, -0.51], [-0.79, -0.79, -0.85, -0.86, -0.8], [-0.72, -0.74, -0.85, -0.7, -0.73]]","[[0.35, 1.0, 0.9, -0.31, 1.0], [-0.3, 1.0, -0.05, -0.4, -1.0], [-0.48, 1.0, 0.33, -0.93, -1.0], [0.09, -1.0, -0.24, 0.3, -1.0], [-0.7, 1.0, 0.52, -0.02, -1.0]]","[[0.65, -0.14, -0.4, -0.65, 0.55], [0.83, 1.0, 0.11, -0.76, -0.61], [-0.57, -0.43, 0.12, -0.06, 0.46], [0.04, -0.14, -0.54, -0.76, 0.25], [0.13, 0.14, -0.55, -0.88, 0.1]]","[-0.9, -0.5, -0.9, -0.99, -0.42]","[-0.29, -0.0, 0.0, -0.55, -0.34]","[0.47, 0.06, 0.65, -0.06, 0.24]","[-0.42, 0.51, -0.52, -0.08, -0.73]",car,dropout,bone,afl
1,4,0.38,0.12,"[-1.0, -0.5, -1.0, -0.84, -0.47]",mammal,"[[-0.55, -0.54, -0.79, -0.66, -0.6], [0.15, -0.03, -0.39, -0.49, -0.6], [-0.29, -0.42, -0.55, -0.74, -0.6], [-0.88, -0.88, -0.93, -0.87, -0.6], [0.84, 1.0, -0.06, 0.7, 1.0]]","[[-0.37, -0.57, -0.71, -0.44, -0.62], [-0.53, -0.44, -0.5, -0.47, -0.37], [-0.61, -0.59, -0.71, -0.47, -0.51], [-0.79, -0.79, -0.85, -0.86, -0.8], [-0.72, -0.74, -0.85, -0.7, -0.73]]","[[0.35, 1.0, 0.9, -0.31, 1.0], [-0.3, 1.0, -0.05, -0.4, -1.0], [-0.48, 1.0, 0.33, -0.93, -1.0], [0.09, -1.0, -0.24, 0.3, -1.0], [-0.7, 1.0, 0.52, -0.02, -1.0]]","[[0.65, -0.14, -0.4, -0.65, 0.55], [0.83, 1.0, 0.11, -0.76, -0.61], [-0.57, -0.43, 0.12, -0.06, 0.46], [0.04, -0.14, -0.54, -0.76, 0.25], [0.13, 0.14, -0.55, -0.88, 0.1]]","[-0.9, -0.5, -0.9, -0.99, -0.42]","[-0.29, -0.0, 0.0, -0.55, -0.34]","[0.47, 0.06, 0.65, -0.06, 0.24]","[-0.42, 0.51, -0.52, -0.08, -0.73]",car,dropout,bone,afl
