x,y,machine,trial,y_pred,subject
33,-177.2,1,1,100.0,1
89,-308.8,1,2,177.213,1
82,-292.8,1,3,5.0,1
4,-108.7,1,4,291.42,1
38,-191.5,1,5,112.5,1
91,-315.4,2,1,-513.0,1
10,-124.9,2,2,-122.5,1
18,-144.1,2,3,-57.6,1
78,-285.5,2,4,-135.1,1
95,-328.3,2,5,89.0,1
43,-242.3,3,1,-57.5,1
40,-229.8,3,2,-22527.0,1
17,-155.8,3,3,-152.5,1
21,-167.5,3,4,-129.5,1
55,-280.7,3,5,-129.2,1
94,-255.1,4,1,236.553,1
11,-118.4,4,2,-122.5,1
85,-240.2,4,3,-243.1,1
14,-123.3,4,4,-122.9,1
27,-143.1,4,5,-76.1,1
6,-112.3,5,1,5.0,1
68,-258.1,5,2,4.0,1
73,-271.7,5,3,254.932,1
54,-226.6,5,4,-269.1,1
30,-172.2,5,5,117.586,1
80,-238.2,1,1,60.0,2
40,-171.7,1,2,5.0,2
96,-265.5,1,3,127.916,2
79,-236.9,1,4,291.6,2
59,-203.0,1,5,173.0,2
85,-100.8,2,1,204.249,2
2,-99.9,2,2,86.55,2
74,-98.4,2,3,-78.5,2
71,-98.6,2,4,98.06,2
34,-99.8,2,5,99.027,2
62,-223.9,3,1,-439.0,2
19,-138.1,3,2,204.953,2
38,-175.2,3,3,130.24,2
15,-129.8,3,4,132.5,2
46,-193.1,3,5,-79.1,2
90,-250.6,4,1,-55.0,2
91,-251.9,4,2,250.892,2
47,-177.7,4,3,252.532,2
45,-176.3,4,4,76.532,2
6,-109.4,4,5,250.0,2
53,-197.3,5,1,236.942,2
71,-229.8,5,2,196.438,2
94,-274.2,5,3,232.586,2
82,-251.7,5,4,225.159,2
35,-164.6,5,5,194.024,2
12,-119.3,1,1,10.0,3
83,-235.9,1,2,128.3,3
31,-150.8,1,3,225.3,3
42,-170.5,1,4,150.863,3
48,-179.1,1,5,-158.6,3
79,-224.8,2,1,1550.0,3
38,-159.5,2,2,225.925,3
69,-208.1,2,3,225.825,3
47,-173.1,2,4,-235.8,3
42,-165.5,2,5,-0.954,3
91,-381.0,3,1,225.558,3
11,-132.6,3,2,98.0,3
89,-375.0,3,3,-13.0,3
60,-285.8,3,4,-128.7,3
1,-101.0,3,5,128.0,3
88,-330.0,4,1,236.953,3
34,-188.1,4,2,128.263,3
34,-187.6,4,3,57.0,3
47,-222.7,4,4,-125.0,3
58,-251.3,4,5,-235.0,3
56,-281.3,5,1,-129.3,3
9,-130.1,5,2,187.043,3
61,-297.6,5,3,225.85,3
56,-280.6,5,4,291.5,3
78,-351.5,5,5,337.3,3
78,-289.3,1,1,5.0,4
55,-233.8,1,2,291.49,4
97,-337.2,1,3,22.4,4
29,-171.7,1,4,236.0,4
66,-261.0,1,5,130.0,4
43,-199.3,2,1,524.0,4
38,-188.6,2,2,200.027,4
36,-184.0,2,3,176.192,4
41,-193.6,2,4,-158.7,4
71,-261.2,2,5,-225.1,4
32,-144.5,3,1,-527.0,4
7,-109.6,3,2,142.2,4
85,-219.2,3,3,117.05,4
31,-141.3,3,4,-135.1,4
57,-178.2,3,5,-135.2,4
24,-151.7,4,1,99.921,4
76,-262.4,4,2,-187.2,4
51,-206.9,4,3,-193.0,4
51,-209.2,4,4,-155.0,4
68,-243.7,4,5,-75.0,4
16,-151.8,5,1,13.0,4
38,-227.2,5,2,-15.0,4
48,-260.4,5,3,-235.1,4
58,-294.0,5,4,-269.1,4
56,-285.1,5,5,-269.1,4
71,-74.2,1,1,6.0,5
53,-80.7,1,2,-71.2,5
80,-71.4,1,3,86.0,5
84,-69.2,1,4,64.55,5
88,-70.0,1,5,60.796,5
