x,y,y_pred,machine,trial,subject
1,101.43410282242006,1.0,1,1,1
5,102.73206461027416,5.0,1,2,1
10,109.89568113532248,25.0,1,3,1
15,123.2161468717382,225.0,1,4,1
20,142.69346181952133,3125.0,1,5,1
25,168.32762597867193,78125.0,1,6,1
30,200.11863934918992,1953125.0,1,7,1
35,238.06650193107538,48828125.0,1,8,1
40,282.1712137243282,1220703125.0,1,9,1
45,332.4327747289485,30517578125.0,1,10,1
50,388.85118494493616,762939453125.0,1,11,1
55,451.4264443722913,19073486328.0,1,12,1
60,520.1585530110139,476837158203.0,1,13,1
65,595.0475108611037,1192092895507.0,1,14,1
70,676.0933179225611,29802322387.0,1,15,1
75,763.295974195386,74505805969.0,1,16,1
80,856.6554796795782,1862645149.0,1,17,1
85,956.1718343751378,46824146449.0,1,18,1
90,1061.8450382820652,11707646149.0,1,19,1
95,1173.6750914003596,292683692249.0,1,20,1
100,1291.6619937300215,7317089526.0,1,21,1
1,99.56152837573042,0.4,2,1,1
5,106.76521707549364,4.0,2,2,1
10,120.64389128293394,10.0,2,3,1
15,139.93819141563677,16.0,2,4,1
20,164.64811747360213,25.0,2,5,1
25,194.77366945683002,36.0,2,6,1
30,230.31484736532045,49.0,2,7,1
35,271.2716511990734,64.0,2,8,1
40,317.6440809580888,81.0,2,9,1
45,369.4321366423669,100.0,2,10,1
50,426.6358182519074,121.0,2,11,1
55,489.25512578671044,144.0,2,12,1
60,557.2900592467761,169.0,2,13,1
65,630.7406186321042,196.0,2,14,1
70,709.6068039426949,225.0,2,15,1
75,793.8886151785481,256.0,2,16,1
80,883.5860523396638,289.0,2,17,1
85,978.699115426042,324.0,2,18,1
90,1079.2278044376826,361.0,2,19,1
95,1185.172119374586,400.0,2,20,1
100,1296.5320602367517,441.0,2,21,1
1,99.01176279612666,233.8,3,1,1
5,96.45987331707774,825.3,3,2,1
10,97.80670004103072,1838.8,3,3,1
15,104.19429184583274,3088.5,3,4,1
20,115.62264873148379,4321.6,3,5,1
25,132.09177069798386,5432.4,3,6,1
30,153.60165774533297,6423.1,3,7,1
35,180.1523098735311,7391.0,3,8,1
40,211.7437270825783,8252.3,3,9,1
45,248.3759093724745,9019.2,3,10,1
50,290.0488567432197,9702.0,3,11,1
55,336.762569194814,10319.6,3,12,1
60,388.51704672725725,10877.3,3,13,1
65,445.31228934054957,11387.8,3,14,1
70,507.1482970346909,11856.7,3,15,1
75,574.0250698096813,12289.8,3,16,1
80,645.9426076655209,12692.5,3,17,1
85,722.9009106022093,13067.5,3,18,1
90,804.8999786197468,13417.5,3,19,1
95,891.9398117181332,13743.9,3,20,1
100,984.0204098973687,14051.0,3,21,1
1,102.92654440381543,112.2,4,1,1
5,108.68197429762039,325.7,4,2,1
