x,y,y_pred,machine,trial,subject
1,-6.760298631821156,4.0,1,1,1
5,-44.45974421780124,0.0,1,2,1
10,-91.58405120027633,5.5,1,3,1
15,-138.70835818275143,3.0,1,4,1
20,-185.83266516522653,2.5,1,5,1
25,-232.95697214770163,4.5,1,6,1
30,-280.08127913017665,4.0,1,7,1
35,-327.20558611265176,2.5,1,8,1
40,-374.32989309512686,1.0,1,9,1
45,-421.45420007760197,2.0,1,10,1
50,-468.5785070600771,2.5,1,11,1
55,-515.7028140425522,3.0,1,12,1
60,-562.8271210250273,3.5,1,13,1
65,-609.9514280075024,4.0,1,14,1
70,-657.0757349899775,4.5,1,15,1
75,-704.2000419724526,5.0,1,16,1
80,-751.3243489549277,5.5,1,17,1
85,-798.4486559374028,6.0,1,18,1
90,-845.5729629198779,6.5,1,19,1
95,-892.697269902353,7.0,1,20,1
100,-939.8215768848281,7.5,1,21,1
1,-17.524771409550446,2.0,2,1,1
5,-53.62705883948535,9.0,2,2,1
10,-98.75491812690399,18.0,2,3,1
15,-143.88277741432262,27.0,2,4,1
20,-189.01063670174125,36.0,2,5,1
25,-234.13849598915988,45.0,2,6,1
30,-279.2663552765785,54.0,2,7,1
35,-324.39421456399714,63.0,2,8,1
40,-369.52207385141577,72.0,2,9,1
45,-414.6499331388344,81.0,2,10,1
50,-459.77779242625303,90.0,2,11,1
55,-504.90565171367166,99.0,2,12,1
60,-550.0335110010902,108.0,2,13,1
65,-595.1613702885089,117.0,2,14,1
70,-640.2892295759275,126.0,2,15,1
75,-685.4170888633461,135.0,2,16,1
80,-730.5449481507648,144.0,2,17,1
85,-775.6728074381834,153.0,2,18,1
90,-820.800666725602,162.0,2,19,1
95,-865.9285260130206,171.0,2,20,1
100,-911.0563853004393,180.0,2,21,1
1,-20.491397351695046,8.0,3,1,1
5,-63.508428022305566,48.0,3,2,1
10,-117.27971636056871,160.0,3,3,1
15,-171.05100469883183,360.0,3,4,1
20,-224.822293037095,640.0,3,5,1
25,-278.59358137535816,1000.0,3,6,1
30,-332.36486971362126,1440.0,3,7,1
35,-386.1361580518844,1960.0,3,8,1
40,-439.9074463901476,2480.0,3,9,1
45,-493.6787347284107,3080.0,3,10,1
50,-547.450023066674,3760.0,3,11,1
55,-601.2213114049371,4520.0,3,12,1
60,-654.9925997432002,5360.0,3,13,1
65,-708.7638880814634,6280.0,3,14,1
70,-762.5351764197266,7280.0,3,15,1
75,-816.3064647579897,8360.0,3,16,1
80,-870.0777530962529,9520.0,3,17,1
85,-923.849041434516,10760.0,3,18,1
90,-977.6203297727791,12080.0,3,19,1
95,-1031.3916181110421,13480.0,3,20,1
