x,y,y_pred,machine,trial,subject
1,-17.871977466057764,2.0,1,1,1
5,-59.795798997506814,11.0,1,2,1
10,-112.20057591181812,18.0,1,3,1
15,-164.60535282612943,23.0,1,4,1
20,-217.01012974044073,28.0,1,5,1
25,-269.414906654752,33.0,1,6,1
30,-321.81968356906333,38.0,1,7,1
35,-374.2244604833746,43.0,1,8,1
40,-426.6292373976859,48.0,1,9,1
45,-479.0340143119972,53.0,1,10,1
50,-531.4387912263085,58.0,1,11,1
55,-583.8435681406198,63.0,1,12,1
60,-636.2483450549312,68.0,1,13,1
65,-688.6531219692424,73.0,1,14,1
70,-741.0578988835538,78.0,1,15,1
75,-793.462675797865,83.0,1,16,1
80,-845.8674527121764,88.0,1,17,1
85,-898.2722296264876,93.0,1,18,1
90,-950.677006540799,98.0,1,19,1
95,-1003.0817834551102,103.0,1,20,1
100,-1055.4865603694213,108.0,1,21,1
1,-15.564108216318315,0.62,2,1,1
5,-55.73488977099467,2.65,2,2,1
10,-105.94836671434012,5.1,2,3,1
15,-156.16184365768555,7.35,2,4,1
20,-206.375320601031,9.48,2,5,1
25,-256.58879754437646,11.5,2,6,1
30,-306.8022744877219,13.42,2,7,1
35,-357.0157514310674,15.25,2,8,1
40,-407.2292283744128,16.98,2,9,1
45,-457.4427053177583,18.62,2,10,1
50,-507.6561822611037,20.18,2,11,1
55,-557.8696592044491,21.66,2,12,1
60,-608.0831361477946,23.06,2,13,1
65,-658.2966130911401,24.38,2,14,1
70,-708.5100900344855,25.62,2,15,1
75,-758.723566977831,26.78,2,16,1
80,-808.9370439211764,27.86,2,17,1
85,-859.1505208645218,28.86,2,18,1
90,-909.3639978078673,29.78,2,19,1
95,-959.5774747512128,30.62,2,20,1
100,-1009.7909516945582,31.38,2,21,1
1,-6.693236871486605,32.7,3,1,1
5,-42.93443902233705,127.1,3,2,1
10,-88.23594171090012,256.4,3,3,1
15,-133.5374443994632,415.6,3,4,1
20,-178.83894708802626,612.8,3,5,1
25,-224.14044977658932,848.0,3,6,1
30,-269.4419524651523,1132.3,3,7,1
35,-314.7434551537154,1468.7,3,8,1
40,-360.04495784227845,1869.2,3,9,1
45,-405.3464605308415,2335.9,3,10,1
50,-450.6479632194046,2872.8,3,11,1
55,-495.94946590796764,3483.1,3,12,1
60,-541.2509685965307,4169.8,3,13,1
65,-586.5524712850937,4934.9,3,14,1
70,-631.8539739736568,5780.4,3,15,1
75,-677.1554766622198,6708.5,3,16,1
80,-722.456979350783,7720.3,3,17,1
85,-767.758482039346,8817.9,3,18,1
90,-813.0599847279091,10002.5,3,19,1
95,-858.3614874164721,11275.2,3,20,1
100,-903.6629901050352,12737.2,3,21,1
1,-6.2803358855379035,1.0,4,1,1
5,-45.481501218668384,5.0,4,2,1
10,-94.4829578850815,10.0,4,3,1
15,-143.4844145514946,15.0,4,4,1
20,-192.48587121790771,20.0,4,5,1
25,-241.48732788432082,25.0,4,6,1
30,-290.4887845507339,30.0,4,7,1
35,-339.490241217147,35.0,4,8,1
40,-388.4916978835601,40.0,4,9,1
45,-437.4931545499732,45.0,4,10,1
50,-486.4946112163863,50.0,4,11,1
55,-535.4960678827994,55.0,4,12,1
60,-584.4975245492125,60.0,4,13,1
65,-633.4989812156256,65.0,4,14,1
70,-682.5004378820387,70.0,4,15,1
75,-731.5018945484518,75.0,4,16,1
80,-780.5033512148649,80.0,4,17,1
85,-829.504807881278,85.0,4,18,1
90,-878.5062645476911,90.0,4,19,1
95,-927.5077212141042,95.0,4,20,1
100,-976.5091778805173,100.0,4,21,1
1,-5.258005967468141,13.2,5,1,1
5,-43.13208777784939,51.8,5,2,1
10,-90.47469004082595,98.6,5,3,1
15,-137.8172923038025,147.4,5,4,1
20,-185.15989456677906,196.2,5,5,1
25,-232.5024968297556,245.0,5,6,1
30,-279.84509909273214,293.8,5,7,1
35,-327.18770135570867,342.6,5,8,1
40,-374.53030361868525,391.4,5,9,1
45,-421.8729058816618,440.2,5,10,1
50,-469.2155081446383,489.0,5,11,1
55,-516.5581104076149,537.8,5,12,1
60,-563.9007126705915,586.6,5,13,1
65,-611.243314933568,635.4,5,14,1
70,-658.5859171965445,684.2,5,15,1
75,-705.9285194595211,733.0,5,16,1
80,-753.2711217224977,781.8,5,17,1
85,-800.6137239854742,830.6,5,18,1
90,-847.9563262484508,879.4,5,19,1
95,-895.2989285114273,928.2,5,20,1
100,-942.6415307744038,977.0,5,21,1
1,-11.856070009783803,1.0,1,1,2
5,-50.344733274871245,5.2,1,2,2
10,-98.45556235623054,10.6,1,3,2
15,-146.56639143758986,16.2,1,4,2
20,-194.67722051894916,21.8,1,5,2
25,-242.78804960030845,28.6,1,6,2
30,-290.8988786816677,35.8,1,7,2
35,-339.00970776302705,43.2,1,8,2
40,-387.1205368443863,50.8,1,9,2
45,-435.2313659257456,58.6,1,10,2
50,-483.3421950071049,66.5,1,11,2
55,-531.4530240884643,74.5,1,12,2
60,-579.5638531698236,82.6,1,13,2
65,-627.6746822511828,90.8,1,14,2
70,-675.7855113325422,99.1,1,15,2
75,-723.8963404139015,107.4,1,16,2
80,-772.0071694952608,115.8,1,17,2
85,-820.11799857662,124.2,1,18,2
90,-868.2288276579793,132.8,1,19,2
95,-916.3396567393387,141.4,1,20,2
100,-964.450485820698,150.2,1,21,2
1,-4.922203511350481,64.5,2,1,2
5,-45.12115693213531,17.0,2,2,2
10,-95.36984870811634,7.2,2,3,2
15,-145.61854048409737,2.8,2,4,2
20,-195.8672322600784,0.5,2,5,2
25,-246.11592403605943,0.0,2,6,2
30,-296.3646158120404,0.0,2,7,2
35,-346.6133075880215,0.0,2,8,2
40,-396.8619993640025,0.0,2,9,2
45,-447.11069113998354,0.0,2,10,2
50,-497.35938291596455,0.0,2,11,2
55,-547.6080746919456,0.0,2,12,2
60,-597.8567664679266,0.0,2,13,2
65,-648.1054582439076,0.0,2,14,2
70,-698.3541500198887,0.0,2,15,2
75,-748.6028417958697,0.0,2,16,2
80,-798.8515335718507,0.0,2,17,2
85,-849.1002253478318,0.0,2,18,2
90,-899.3489171238128,0.0,2,19,2
95,-949.5976088997938,0.0,2,20,2
100,-999.8463006757748,0.0,2,21,2
1,-0.47189590229389344,6.9,3,1,2
5,-40.60843793602219,34.5,3,2,2
10,-90.77911547818256,69.0,3,3,2
