,task,item,choice,gt,num_previous_points
0,data/test/college_mathematics_test.csv,0,B,B,6
1,data/test/college_mathematics_test.csv,0,B,B,7
2,data/test/college_mathematics_test.csv,0,B,B,8
3,data/test/college_mathematics_test.csv,1,B,D,6
4,data/test/college_mathematics_test.csv,1,C,D,7
5,data/test/college_mathematics_test.csv,1,C,D,8
6,data/test/college_mathematics_test.csv,2,C,D,6
7,data/test/college_mathematics_test.csv,2,D,D,7
8,data/test/college_mathematics_test.csv,2,C,D,8
9,data/test/college_mathematics_test.csv,3,D,A,6
10,data/test/college_mathematics_test.csv,3,D,A,7
11,data/test/college_mathematics_test.csv,3,D,A,8
12,data/test/college_mathematics_test.csv,4,D,C,6
13,data/test/college_mathematics_test.csv,4,C,C,7
14,data/test/college_mathematics_test.csv,4,D,C,8
15,data/test/college_mathematics_test.csv,5,D,D,6
16,data/test/college_mathematics_test.csv,5,D,D,7
17,data/test/college_mathematics_test.csv,5,D,D,8
18,data/test/college_mathematics_test.csv,6,C,C,6
19,data/test/college_mathematics_test.csv,6,B,C,7
20,data/test/college_mathematics_test.csv,6,B,C,8
21,data/test/college_mathematics_test.csv,7,D,C,6
22,data/test/college_mathematics_test.csv,7,D,C,7
23,data/test/college_mathematics_test.csv,7,D,C,8
24,data/test/college_mathematics_test.csv,8,D,C,6
25,data/test/college_mathematics_test.csv,8,D,C,7
26,data/test/college_mathematics_test.csv,8,D,C,8
27,data/test/college_mathematics_test.csv,9,B,A,6
28,data/test/college_mathematics_test.csv,9,B,A,7
29,data/test/college_mathematics_test.csv,9,B,A,8
30,data/test/college_mathematics_test.csv,10,D,D,6
31,data/test/college_mathematics_test.csv,10,D,D,7
32,data/test/college_mathematics_test.csv,10,D,D,8
33,data/test/college_mathematics_test.csv,11,D,B,6
34,data/test/college_mathematics_test.csv,11,C,B,7
35,data/test/college_mathematics_test.csv,11,D,B,8
36,data/test/college_mathematics_test.csv,12,A,A,6
37,data/test/college_mathematics_test.csv,12,D,A,7
38,data/test/college_mathematics_test.csv,12,D,A,8
39,data/test/college_mathematics_test.csv,13,D,B,6
40,data/test/college_mathematics_test.csv,13,D,B,7
41,data/test/college_mathematics_test.csv,13,C,B,8
42,data/test/college_mathematics_test.csv,14,C,D,6
43,data/test/college_mathematics_test.csv,14,B,D,7
44,data/test/college_mathematics_test.csv,14,B,D,8
45,data/test/college_mathematics_test.csv,15,D,D,6
46,data/test/college_mathematics_test.csv,15,D,D,7
47,data/test/college_mathematics_test.csv,15,D,D,8
48,data/test/college_mathematics_test.csv,16,D,B,6
49,data/test/college_mathematics_test.csv,16,D,B,7
50,data/test/college_mathematics_test.csv,16,D,B,8
51,data/test/college_mathematics_test.csv,17,C,C,6
52,data/test/college_mathematics_test.csv,17,C,C,7
53,data/test/college_mathematics_test.csv,17,C,C,8
54,data/test/college_mathematics_test.csv,18,B,D,6
55,data/test/college_mathematics_test.csv,18,B,D,7
56,data/test/college_mathematics_test.csv,18,B,D,8
57,data/test/college_mathematics_test.csv,19,C,A,6
58,data/test/college_mathematics_test.csv,19,C,A,7
59,data/test/college_mathematics_test.csv,19,C,A,8
60,data/test/college_mathematics_test.csv,20,D,D,6
61,data/test/college_mathematics_test.csv,20,D,D,7
62,data/test/college_mathematics_test.csv,20,D,D,8
63,data/test/college_mathematics_test.csv,21,C,D,6
64,data/test/college_mathematics_test.csv,21,C,D,7
65,data/test/college_mathematics_test.csv,21,C,D,8
66,data/test/college_mathematics_test.csv,22,D,B,6
67,data/test/college_mathematics_test.csv,22,D,B,7
68,data/test/college_mathematics_test.csv,22,D,B,8
69,data/test/college_mathematics_test.csv,23,C,A,6
70,data/test/college_mathematics_test.csv,23,B,A,7
71,data/test/college_mathematics_test.csv,23,C,A,8
72,data/test/college_mathematics_test.csv,24,B,B,6
73,data/test/college_mathematics_test.csv,24,B,B,7
74,data/test/college_mathematics_test.csv,24,B,B,8
75,data/test/college_mathematics_test.csv,25,B,D,6
76,data/test/college_mathematics_test.csv,25,D,D,7
77,data/test/college_mathematics_test.csv,25,B,D,8
78,data/test/college_mathematics_test.csv,26,C,D,6
79,data/test/college_mathematics_test.csv,26,A,D,7
80,data/test/college_mathematics_test.csv,26,C,D,8
81,data/test/college_mathematics_test.csv,27,C,A,6
82,data/test/college_mathematics_test.csv,27,C,A,7
83,data/test/college_mathematics_test.csv,27,C,A,8
84,data/test/college_mathematics_test.csv,28,D,A,6
85,data/test/college_mathematics_test.csv,28,D,A,7
86,data/test/college_mathematics_test.csv,28,C,A,8
87,data/test/college_mathematics_test.csv,29,C,B,6
88,data/test/college_mathematics_test.csv,29,C,B,7
89,data/test/college_mathematics_test.csv,29,C,B,8
90,data/test/college_mathematics_test.csv,30,C,C,6
91,data/test/college_mathematics_test.csv,30,C,C,7
92,data/test/college_mathematics_test.csv,30,C,C,8
93,data/test/college_mathematics_test.csv,31,C,B,6
94,data/test/college_mathematics_test.csv,31,C,B,7
95,data/test/college_mathematics_test.csv,31,D,B,8
96,data/test/college_mathematics_test.csv,32,C,B,6
97,data/test/college_mathematics_test.csv,32,C,B,7
98,data/test/college_mathematics_test.csv,32,C,B,8
99,data/test/college_mathematics_test.csv,33,C,C,6
100,data/test/college_mathematics_test.csv,33,C,C,7
101,data/test/college_mathematics_test.csv,33,C,C,8
102,data/test/college_mathematics_test.csv,34,D,D,6
103,data/test/college_mathematics_test.csv,34,D,D,7
104,data/test/college_mathematics_test.csv,34,D,D,8
105,data/test/college_mathematics_test.csv,35,C,D,6
106,data/test/college_mathematics_test.csv,35,C,D,7
107,data/test/college_mathematics_test.csv,35,C,D,8
108,data/test/college_mathematics_test.csv,36,D,A,6
109,data/test/college_mathematics_test.csv,36,D,A,7
110,data/test/college_mathematics_test.csv,36,D,A,8
111,data/test/college_mathematics_test.csv,37,B,A,6
112,data/test/college_mathematics_test.csv,37,B,A,7
113,data/test/college_mathematics_test.csv,37,C,A,8
114,data/test/college_mathematics_test.csv,38,B,A,6
115,data/test/college_mathematics_test.csv,38,B,A,7
116,data/test/college_mathematics_test.csv,38,B,A,8
117,data/test/college_mathematics_test.csv,39,C,C,6
118,data/test/college_mathematics_test.csv,39,C,C,7
119,data/test/college_mathematics_test.csv,39,C,C,8
120,data/test/college_mathematics_test.csv,40,B,B,6
121,data/test/college_mathematics_test.csv,40,B,B,7
122,data/test/college_mathematics_test.csv,40,B,B,8
123,data/test/college_mathematics_test.csv,41,D,D,6
124,data/test/college_mathematics_test.csv,41,D,D,7
125,data/test/college_mathematics_test.csv,41,D,D,8
126,data/test/college_mathematics_test.csv,42,C,D,6
127,data/test/college_mathematics_test.csv,42,C,D,7
128,data/test/college_mathematics_test.csv,42,B,D,8
129,data/test/college_mathematics_test.csv,43,D,A,6
130,data/test/college_mathematics_test.csv,43,D,A,7
