,task,item,choice,gt,num_previous_points
0,data/test/high_school_mathematics_test.csv,0,C,D,6
1,data/test/high_school_mathematics_test.csv,0,C,D,7
2,data/test/high_school_mathematics_test.csv,0,C,D,8
3,data/test/high_school_mathematics_test.csv,1,A,C,6
4,data/test/high_school_mathematics_test.csv,1,A,C,7
5,data/test/high_school_mathematics_test.csv,1,A,C,8
6,data/test/high_school_mathematics_test.csv,2,A,A,6
7,data/test/high_school_mathematics_test.csv,2,A,A,7
8,data/test/high_school_mathematics_test.csv,2,A,A,8
9,data/test/high_school_mathematics_test.csv,3,B,B,6
10,data/test/high_school_mathematics_test.csv,3,B,B,7
11,data/test/high_school_mathematics_test.csv,3,B,B,8
12,data/test/high_school_mathematics_test.csv,4,C,C,6
13,data/test/high_school_mathematics_test.csv,4,C,C,7
14,data/test/high_school_mathematics_test.csv,4,C,C,8
15,data/test/high_school_mathematics_test.csv,5,A,B,6
16,data/test/high_school_mathematics_test.csv,5,A,B,7
17,data/test/high_school_mathematics_test.csv,5,A,B,8
18,data/test/high_school_mathematics_test.csv,6,B,C,6
19,data/test/high_school_mathematics_test.csv,6,B,C,7
20,data/test/high_school_mathematics_test.csv,6,B,C,8
21,data/test/high_school_mathematics_test.csv,7,B,A,6
22,data/test/high_school_mathematics_test.csv,7,B,A,7
23,data/test/high_school_mathematics_test.csv,7,B,A,8
24,data/test/high_school_mathematics_test.csv,8,C,C,6
25,data/test/high_school_mathematics_test.csv,8,C,C,7
26,data/test/high_school_mathematics_test.csv,8,C,C,8
27,data/test/high_school_mathematics_test.csv,9,B,B,6
28,data/test/high_school_mathematics_test.csv,9,B,B,7
29,data/test/high_school_mathematics_test.csv,9,B,B,8
30,data/test/high_school_mathematics_test.csv,10,D,D,6
31,data/test/high_school_mathematics_test.csv,10,D,D,7
32,data/test/high_school_mathematics_test.csv,10,B,D,8
33,data/test/high_school_mathematics_test.csv,11,C,D,6
34,data/test/high_school_mathematics_test.csv,11,C,D,7
35,data/test/high_school_mathematics_test.csv,11,B,D,8
36,data/test/high_school_mathematics_test.csv,12,B,D,6
37,data/test/high_school_mathematics_test.csv,12,B,D,7
38,data/test/high_school_mathematics_test.csv,12,B,D,8
39,data/test/high_school_mathematics_test.csv,13,C,B,6
40,data/test/high_school_mathematics_test.csv,13,C,B,7
41,data/test/high_school_mathematics_test.csv,13,C,B,8
42,data/test/high_school_mathematics_test.csv,14,B,D,6
43,data/test/high_school_mathematics_test.csv,14,B,D,7
44,data/test/high_school_mathematics_test.csv,14,B,D,8
45,data/test/high_school_mathematics_test.csv,15,D,D,6
46,data/test/high_school_mathematics_test.csv,15,D,D,7
47,data/test/high_school_mathematics_test.csv,15,D,D,8
48,data/test/high_school_mathematics_test.csv,16,D,A,6
49,data/test/high_school_mathematics_test.csv,16,C,A,7
50,data/test/high_school_mathematics_test.csv,16,B,A,8
51,data/test/high_school_mathematics_test.csv,17,D,B,6
52,data/test/high_school_mathematics_test.csv,17,B,B,7
53,data/test/high_school_mathematics_test.csv,17,D,B,8
54,data/test/high_school_mathematics_test.csv,18,C,A,6
55,data/test/high_school_mathematics_test.csv,18,C,A,7
56,data/test/high_school_mathematics_test.csv,18,C,A,8
57,data/test/high_school_mathematics_test.csv,19,B,B,6
58,data/test/high_school_mathematics_test.csv,19,A,B,7
59,data/test/high_school_mathematics_test.csv,19,B,B,8
60,data/test/high_school_mathematics_test.csv,20,B,D,6
61,data/test/high_school_mathematics_test.csv,20,B,D,7
62,data/test/high_school_mathematics_test.csv,20,A,D,8
63,data/test/high_school_mathematics_test.csv,21,C,B,6
64,data/test/high_school_mathematics_test.csv,21,C,B,7
65,data/test/high_school_mathematics_test.csv,21,C,B,8
66,data/test/high_school_mathematics_test.csv,22,C,D,6
67,data/test/high_school_mathematics_test.csv,22,D,D,7
68,data/test/high_school_mathematics_test.csv,22,D,D,8
69,data/test/high_school_mathematics_test.csv,23,C,B,6
70,data/test/high_school_mathematics_test.csv,23,C,B,7
71,data/test/high_school_mathematics_test.csv,23,A,B,8
72,data/test/high_school_mathematics_test.csv,24,A,A,6
73,data/test/high_school_mathematics_test.csv,24,A,A,7
74,data/test/high_school_mathematics_test.csv,24,A,A,8
75,data/test/high_school_mathematics_test.csv,25,D,C,6
76,data/test/high_school_mathematics_test.csv,25,D,C,7
77,data/test/high_school_mathematics_test.csv,25,D,C,8
78,data/test/high_school_mathematics_test.csv,26,D,D,6
79,data/test/high_school_mathematics_test.csv,26,D,D,7
80,data/test/high_school_mathematics_test.csv,26,A,D,8
81,data/test/high_school_mathematics_test.csv,27,C,C,6
82,data/test/high_school_mathematics_test.csv,27,C,C,7
83,data/test/high_school_mathematics_test.csv,27,C,C,8
84,data/test/high_school_mathematics_test.csv,28,D,C,6
85,data/test/high_school_mathematics_test.csv,28,D,C,7
86,data/test/high_school_mathematics_test.csv,28,D,C,8
87,data/test/high_school_mathematics_test.csv,29,A,D,6
88,data/test/high_school_mathematics_test.csv,29,D,D,7
89,data/test/high_school_mathematics_test.csv,29,A,D,8
90,data/test/high_school_mathematics_test.csv,30,C,C,6
91,data/test/high_school_mathematics_test.csv,30,C,C,7
92,data/test/high_school_mathematics_test.csv,30,C,C,8
93,data/test/high_school_mathematics_test.csv,31,B,A,6
94,data/test/high_school_mathematics_test.csv,31,B,A,7
95,data/test/high_school_mathematics_test.csv,31,B,A,8
96,data/test/high_school_mathematics_test.csv,32,C,D,6
97,data/test/high_school_mathematics_test.csv,32,C,D,7
98,data/test/high_school_mathematics_test.csv,32,C,D,8
99,data/test/high_school_mathematics_test.csv,33,C,A,6
100,data/test/high_school_mathematics_test.csv,33,C,A,7
101,data/test/high_school_mathematics_test.csv,33,C,A,8
102,data/test/high_school_mathematics_test.csv,34,C,A,6
103,data/test/high_school_mathematics_test.csv,34,B,A,7
