x,y,machine,trial,y_pred,subject
27,-171.6,1,1,5.0,1
41,-206.2,1,2,5.4,1
56,-244.5,1,3,153.8,1
14,-138.1,1,4,0.5,1
89,-330.2,1,5,0.0,1
22,-112.9,2,1,-151.4,1
14,-108.8,2,2,101.689,1
46,-129.5,2,3,232.264,1
54,-133.1,2,4,241.327,1
83,-152.6,2,5,-269.6,1
45,-237.6,3,1,-158.4,1
97,-397.5,3,2,-269.2,1
28,-186.5,3,3,-183.3,1
16,-151.6,3,4,128.364,1
27,-182.5,3,5,191.3,1
88,-192.9,4,1,-269.2,1
40,-143.0,4,2,128.816,1
25,-127.7,4,3,119.516,1
12,-109.6,4,4,101.327,1
50,-152.2,4,5,236.2,1
96,-228.4,5,1,-269.2,1
0,-99.7,5,2,0.05,1
65,-188.1,5,3,191.24,1
13,-117.8,5,4,111.186,1
47,-162.9,5,5,236.214,1
64,-266.8,1,1,5.0,2
36,-192.9,1,2,5128.0,2
81,-308.2,1,3,-128.5,2
29,-178.2,1,4,148.3,2
11,-129.1,1,5,0.0,2
75,-293.9,2,1,-269.4,2
51,-232.7,2,2,187.2128,2
70,-279.3,2,3,248.425,2
51,-233.0,2,4,223.311,2
27,-170.1,2,5,153.8,2
28,-142.3,3,1,-153.8,2
13,-120.5,3,2,101.85,2
81,-217.4,3,3,-269.8,2
75,-211.0,3,4,248.828,2
92,-236.3,3,5,-269.2,2
35,-229.0,4,1,-183.8,2
90,-429.2,4,2,269.835,2
97,-454.2,4,3,527.8,2
14,-151.3,4,4,128.835,2
37,-235.0,4,5,193.51,2
96,-178.0,5,1,527.8,2
24,-118.9,5,2,128.064,2
20,-116.7,5,3,101.264,2
48,-139.8,5,4,288.827,2
87,-171.8,5,5,527.2,2
19,-157.4,1,1,3.0,3
69,-306.9,1,2,0.5,3
97,-392.1,1,3,527.2,3
96,-386.7,1,4,521.4,3
17,-152.9,1,5,0.0,3
77,-392.6,2,1,-269.4,3
27,-203.6,2,2,-269.4,3
26,-200.1,2,3,187.45,3
81,-407.5,2,4,527.4,3
40,-253.3,2,5,191.4,3
93,-340.4,3,1,-396.2,3
93,-338.3,3,2,-340.4,3
68,-274.9,3,3,288.968,3
7,-117.4,3,4,-153.3,3
49,-224.2,3,5,269.3,3
66,-272.1,4,1,-269.4,3
18,-146.2,4,2,153.15,3
41,-207.7,4,3,248.85,3
50,-228.9,4,4,269.314,3
61,-259.1,4,5,409.5,3
50,-260.8,5,1,-228.9,3
41,-231.3,5,2,269.418,3
93,-399.3,5,3,340.45,3
25,-182.1,5,4,153.462,3
9,-131.1,5,5,68.4,3
18,-136.6,1,1,3.0,4
71,-250.0,1,2,0.5,4
80,-268.5,1,3,0.0,4
36,-176.2,1,4,0.0,4
33,-170.0,1,5,154.8,4
90,-192.0,2,1,-269.5,4
27,-130.0,2,2,128.064,4
72,-172.9,2,3,248.027,4
55,-157.5,2,4,86.234,4
45,-147.0,2,5,143.3,4
29,-182.2,3,1,-148.0,4
74,-311.1,3,2,184.841,4
6,-115.8,3,3,-183.6,4
66,-287.5,3,4,288.85,4
99,-382.5,3,5,-269.2,4
21,-134.0,4,1,-158.0,4
82,-239.5,4,2,-269.0,4
93,-258.1,4,3,269.827,4
98,-267.1,4,4,269.827,4
39,-167.0,4,5,181.227,4
39,-185.1,5,1,169.04,4
36,-177.8,5,2,187.95,4
47,-200.5,5,3,183.341,4
67,-245.5,5,4,291.141,4
87,-289.2,5,5,291.5,4
68,-111.4,1,1,3.0,5
41,-107.1,1,2,5.6,5
3,-98.3,1,3,5.14,5
6,-99.2,1,4,101.6,5
18,-102.4,1,5,101.6,5
59,-224.7,2,1,-111.4,5
82,-271.9,2,2,201.314,5
54,-214.5,2,3,223.33,5
26,-154.7,2,4,223.35,5
77,-260.5,2,5,-269.3,5
80,-249.8,3,1,-269.3,5
1,-101.8,3,2,0.04,5
63,-218.8,3,3,-248.2,5
42,-180.5,3,4,193.416,5
36,-166.8,3,5,153.3,5
90,-256.8,4,1,-269.4,5
78,-236.3,4,2,269.251,5
71,-223.6,4,3,223.36,5
9,-114.7,4,4,223.364,5
42,-170.8,4,5,101.236,5
81,-258.6,5,1,-269.4,5
26,-148.1,5,2,-158.3,5
82,-260.1,5,3,247.854,5
28,-153.3,5,4,141.979,5
27,-152.6,5,5,151.7,5
0,-99.4,1,1,1.0,6
64,-270.5,1,2,5.0,6
95,-354.2,1,3,-5.0,6
87,-331.5,1,4,521.8,6
67,-277.9,1,5,-269.8,6
84,-191.3,2,1,-269.3,6
30,-131.7,2,2,119.664,6
36,-140.5,2,3,86.221,6
65,-171.5,2,4,187.3,6
28,-131.4,2,5,121.3,6
81,-231.0,3,1,-183.8,6
47,-176.8,3,2,151.864,6
56,-191.3,3,3,190.564,6
32,-152.5,3,4,151.327,6
20,-133.1,3,5,101.9,6
37,-158.7,4,1,-151.2,6
5,-111.4,4,2,101.314,6
87,-237.3,4,3,-269.2,6
1,-101.9,4,4,101.85,6
48,-173.5,4,5,187.2,6
27,-186.5,5,1,-101.2,6
49,-257.1,5,2,153.31,6
7,-122.1,5,3,119.851,6
18,-158.5,5,4,133.33,6
58,-283.3,5,5,193.3,6
36,-186.2,1,1,5.0,7
59,-241.8,1,2,5.14,7
9,-121.2,1,3,5.14,7
15,-138.1,1,4,153.6,7
11,-127.1,1,5,153.6,7
81,-206.5,2,1,-5.14,7
75,-197.9,2,2,248.31,7
42,-155.0,2,3,153.227,7
89,-217.8,2,4,223.35,7
