x,y,machine,trial,y_pred,subject
77,-156.8,1,1,77.0,1
56,-115.3,1,2,-112.8,1
71,-144.9,1,3,-142.8,1
89,-182.6,1,4,-178.2,1
16,-34.9,1,5,-33.6,1
88,-172.5,2,1,-176.8,1
1,-0.7,2,2,-1.9,1
94,-184.6,2,3,-184.8,1
3,-4.6,2,4,-1.8,1
77,-152.3,2,5,-156.8,1
74,-79.4,3,1,-148.8,1
73,-78.3,3,2,-78.2,1
30,-31.6,3,3,-32.8,1
35,-38.0,3,4,-36.8,1
21,-25.4,3,5,-21.8,1
61,-115.7,4,1,-61.0,1
28,-49.2,4,2,-29.0,1
11,-13.6,4,3,-21.8,1
90,-171.1,4,4,-182.8,1
99,-187.6,4,5,-190.0,1
23,-59.0,5,1,-23.8,1
44,-111.3,5,2,-88.8,1
96,-234.0,5,3,-183.0,1
35,-89.9,5,4,-57.0,1
97,-237.1,5,5,-235.0,1
98,-171.6,1,1,98.0,2
54,-96.5,1,2,-88.8,2
39,-66.6,1,3,-68.7,2
45,-78.3,1,4,-75.5,2
10,-14.3,1,5,-17.8,2
0,7.8,2,1,0.0,2
3,0.2,2,2,8.7,2
33,-58.9,2,3,-0.1,2
93,-183.9,2,4,-165.8,2
13,-20.1,2,5,-23.1,2
15,-26.4,3,1,-23.1,2
20,-34.8,3,2,-34.8,2
3,-2.2,3,3,-0.2,2
45,-81.6,3,4,-78.3,2
97,-175.0,3,5,-188.8,2
46,-73.5,4,1,-79.2,2
95,-146.1,4,2,-176.8,2
41,-67.7,4,3,-59.8,2
77,-119.9,4,4,-116.8,2
25,-41.5,4,5,-41.8,2
40,-85.9,5,1,-66.8,2
7,-14.9,5,2,-10.9,2
51,-111.1,5,3,-93.0,2
75,-163.3,5,4,-116.3,2
50,-109.2,5,5,-95.0,2
64,-92.8,1,1,64.0,3
5,1.1,1,2,-1.8,3
12,-9.7,1,3,-1.2,3
82,-120.1,1,4,-131.8,3
98,-145.3,1,5,-140.1,3
56,-111.8,2,1,-79.2,3
38,-73.2,2,2,-74.6,3
25,-44.3,2,3,-47.5,3
88,-179.1,2,4,-140.8,3
11,-13.6,2,5,-3.8,3
52,-105.3,3,1,-106.8,3
83,-166.0,3,2,-160.8,3
71,-141.1,3,3,-140.8,3
60,-120.1,3,4,-116.8,3
85,-168.6,3,5,-170.0,3
76,-168.6,4,1,-140.8,3
41,-96.4,4,2,-84.8,3
83,-185.5,4,3,-166.0,3
78,-174.0,4,4,-174.0,3
35,-83.5,4,5,-80.8,3
48,-121.4,5,1,-98.8,3
85,-209.8,5,2,-176.0,3
95,-233.5,5,3,-229.8,3
67,-163.9,5,4,-155.8,3
14,-40.1,5,5,-30.0,3
45,-86.9,1,1,15.0,4
26,-45.8,1,2,-53.2,4
27,-46.7,1,3,-47.1,4
79,-152.3,1,4,-160.3,4
8,-10.9,1,5,-15.6,4
35,-32.3,2,1,-70.5,4
56,-53.0,2,2,-50.8,4
37,-33.1,2,3,-34.1,4
63,-63.5,2,4,-59.0,4
25,-21.7,2,5,-23.0,4
28,-45.7,3,1,-0.8,4
81,-147.0,3,2,-153.8,4
18,-26.8,3,3,-21.8,4
0,7.3,3,4,0.0,4
74,-133.3,3,5,-135.7,4
68,-118.3,4,1,-116.8,4
46,-77.3,4,2,-84.0,4
7,-5.6,4,3,-8.8,4
90,-158.9,4,4,-165.0,4
1,4.2,4,5,-0.1,4
8,-11.2,5,1,-10.9,4
63,-126.9,5,2,-63.8,4
43,-83.2,5,3,-66.8,4
45,-87.8,5,4,-86.9,4
75,-151.5,5,5,-135.0,4
76,-150.8,1,1,21.0,5
80,-158.5,1,2,-160.8,5
2,3.1,1,3,-3.6,5
63,-124.7,1,4,-120.7,5
35,-64.4,1,5,-68.5,5
97,-135.6,2,1,-188.9,5
26,-30.0,2,2,-51.2,5
39,-50.5,2,3,-57.8,5
51,-69.1,2,4,-68.8,5
58,-78.5,2,5,-77.8,5
36,-81.2,3,1,-64.8,5
83,-190.7,3,2,-160.8,5
66,-150.7,3,3,-140.2,5
21,-45.9,3,4,-24.0,5
41,-94.7,3,5,-88.0,5
79,-115.9,4,1,-160.8,5
59,-86.8,4,2,-66.8,5
92,-137.9,4,3,-176.0,5
30,-41.4,4,4,-38.8,5
24,-32.5,4,5,-33.0,5
45,-107.9,5,1,-59.8,5
56,-130.0,5,2,-88.8,5
40,-95.2,5,3,-88.0,5
13,-37.4,5,4,-21.8,5
8,-27.0,5,5,-23.0,5
66,-104.5,1,1,66.0,6
14,-15.5,1,2,-21.5,6
90,-142.6,1,3,-153.5,6
66,-104.0,1,4,-104.5,6
2,4.3,1,5,-2.0,6
96,-233.2,2,1,-151.2,6
96,-233.6,2,2,-233.2,6
44,-110.6,2,3,-49.8,6
34,-84.7,2,4,-84.8,6
63,-153.1,2,5,-155.0,6
63,-149.5,3,1,-153.1,6
59,-139.6,3,2,-142.8,6
63,-150.7,3,3,-149.5,6
79,-189.5,3,4,-188.8,6
15,-28.9,3,5,-16.5,6
59,-103.4,4,1,-139.6,6
33,-54.2,4,2,-66.7,6
77,-134.5,4,3,-170.8,6
11,-16.3,4,4,-8.8,6
92,-159.3,4,5,-153.8,6
66,-83.3,5,1,-104.5,6
48,-63.4,5,2,-57.8,6
10,-15.2,5,3,-8.8,6
57,-72.4,5,4,-80.2,6
55,-71.6,5,5,-68.3,6
77,-168.3,1,1,77.0,7
26,-54.4,1,2,-65.8,7
16,-31.8,1,3,-24.4,7
53,-116.3,1,4,-116.8,7
3,-4.6,1,5,-6.6,7
55,-83.4,2,1,-121.5,7
75,-114.9,2,2,-131.8,7
85,-130.1,2,3,-131.8,7
72,-109.6,2,4,-106.8,7
13,-18.1,2,5,-14.8,7
46,-112.2,3,1,-66.8,7
73,-179.3,3,2,-116.9,7
30,-75.8,3,3,-74.8,7
14,-37.4,3,4,-35.8,7
40,-99.4,3,5,-98.8,7
26,-40.3,4,1,-54.4,7
80,-127.7,4,2,-160.8,7
31,-47.5,4,3,-77.8,7
68,-110.6,4,4,-116.8,7
50,-78.0,4,5,-88.1,7
21,-46.4,5,1,-21.1,7
76,-179.1,5,2,-116.8,7
9,-18.3,5,3,-10.8,7
40,-92.1,5,4,-93.0,7
93,-217.5,5,5,-176.8,7
50,-121.2,1,1,100.0,8
87,-204.1,1,2,-200.1,8
98,-229.7,1,3,-231.8,8
65,-154.1,1,4,-145.1,8
78,-184.9,1,5,-179.7,8
24,-47.5,2,1,-57.6,8
71,-143.9,2,2,-140.8,8
4,-4.5,2,3,-7.9,8
87,-174.8,2,4,-204.1,8
63,-126.9,2,5,-125.8,8
72,-118.8,3,1,-144.1,8
92,-150.1,3,2,-172.8,8
69,-112.0,3,3,-114.8,8
42,-66.1,3,4,-57.8,8
10,-10.3,3,5,-10.0,8
30,-70.6,4,1,-59.0,8
42,-99.3,4,2,-93.0,8
98,-236.8,4,3,-229.7,8
81,-193.9,4,4,-188.8,8
63,-150.6,4,5,-149.2,8
57,-83.2,5,1,-116.8,8
44,-64.1,5,2,-68.8,8
57,-83.4,5,3,-83.2,8
29,-37.3,5,4,-41.0,8
82,-123.8,5,5,-116.0,8
8,-7.6,1,1,16.0,9
96,-140.4,1,2,-74.4,9
69,-101.6,1,3,-56.4,9
47,-68.3,1,4,-68.8,9
97,-144.2,1,5,-140.8,9
81,-152.3,2,1,-66.4,9
22,-42.2,2,2,-21.8,9
12,-23.1,2,3,-23.2,9
71,-134.6,2,4,-135.8,9
32,-59.4,2,5,-61.8,9
49,-133.7,3,1,-49.0,9
28,-79.3,3,2,-54.8,9
10,-34.7,3,3,-33.1,9
23,-65.3,3,4,-66.8,9
25,-70.3,3,5,-74.1,9
74,-134.9,4,1,-143.4,9
70,-126.7,4,2,-130.9,9
73,-131.2,4,3,-131.8,9
80,-143.2,4,4,-149.6,9
20,-38.8,4,5,-57.2,9
91,-145.5,5,1,-172.8,9
1,0.3,5,2,-1.9,9
56,-87.6,5,3,-103.8,9
6,-7.3,5,4,-8.8,9
79,-127.5,5,5,-140.2,9
30,-33.9,1,1,40.0,10
2,-7.4,1,2,-1.9,10
13,-19.6,1,3,-14.7,10
99,-100.2,1,4,-108.1,10
87,-89.3,1,5,-88.8,10
14,-33.9,2,1,-14.1,10
1,2.7,2,2,-7.4,10
3,-6.1,2,3,-7.4,10
68,-189.4,2,4,-100.2,10
52,-144.0,2,5,-100.2,10
66,-149.1,3,1,-33.9,10
37,-82.7,3,2,-80.8,10
30,-67.4,3,3,-69.8,10
64,-144.2,3,4,-135.8,10
31,-71.5,3,5,-68.0,10
69,-153.3,4,1,-149.1,10
65,-143.9,4,2,-148.0,10
66,-145.9,4,3,-149.1,10
20,-49.0,4,4,-33.8,10
3,-12.8,4,5,-6.9,10
24,-24.1,5,1,-59.0,10
71,-69.2,5,2,-71.1,10
1,-0.8,5,3,-0.2,10
42,-43.6,5,4,-41.0,10
15,-12.2,5,5,-15.0,10
