run,trial,ytrue,ypred,x,name
0,0,0.05,1,"[-1.0, -0.2, -0.39]",rent
0,1,-0.32,1,"[-1.0, -0.2, -0.21]",rent
0,2,-0.17,1,"[0.59, -0.6, -0.49]",rent
0,3,-0.52,1,"[-1.0, -0.6, -0.51]",rent
0,4,-0.27,1,"[0.76, -0.6, -0.58]",rent
1,0,0.12,1,"[0.16, -1.0, -0.95]",rent
1,1,0.18,1,"[0.88, -0.6, -0.58]",rent
1,2,-0.09,1,"[0.01, -0.6, -0.77]",rent
1,3,-0.05,1,"[0.78, -0.2, -0.37]",rent
1,4,-0.23,1,"[0.83, -0.2, -0.14]",rent
2,0,-0.21,1,"[-1.0, 0.2, -0.01]",rent
2,1,-0.42,1,"[0.01, -0.2, -0.33]",rent
2,2,-0.04,1,"[-0.06, -0.2, -0.5]",rent
2,3,-0.14,1,"[0.88, 0.2, 0.23]",rent
2,4,-0.67,1,"[0.23, 0.6, 0.15]",rent
3,0,-0.17,1,"[0.59, -0.6, -0.46]",rent
3,1,-0.14,1,"[-1.0, -0.2, -0.08]",rent
3,2,-0.15,1,"[-1.0, 0.2, 0.29]",rent
3,3,-0.63,1,"[-1.0, -0.2, -0.51]",rent
3,4,-0.22,1,"[0.57, -1.0, -0.64]",rent
4,0,-0.21,1,"[0.66, -0.2, -0.32]",rent
4,1,-0.48,1,"[0.16, -0.2, -0.37]",rent
4,2,-0.01,1,"[0.16, 0.2, -0.18]",rent
4,3,0.01,1,"[-1.0, -0.2, -0.23]",rent
4,4,-0.08,1,"[0.16, -0.6, -0.44]",rent
5,0,-0.23,1.0,"[1.0, 1.0, 0.33, 0.0, -0.2]",rent
5,1,-0.4,-0.3,"[1.0, 1.0, 0.01, 0.33, -0.27]",rent
5,2,-0.2,-0.39,"[1.0, 1.0, 0.25, -1.0, -0.74]",rent
5,3,-0.58,-0.3,"[1.0, 1.0, 0.01, 0.0, -0.51]",rent
5,4,-0.29,0.23,"[-1.0, -1.0, -1.0, 0.33, 0.74]",rent
6,0,0.03,1.0,"[-1.0, 1.0, 0.88, -0.33, -0.55]",rent
6,1,-0.11,0.03,"[1.0, 1.0, -1.0, -0.33, -0.63]",rent
6,2,-0.26,-0.12,"[1.0, 1.0, -0.06, -0.33, -0.65]",rent
6,3,-0.35,0.21,"[-1.0, 1.0, 0.71, 0.0, -0.27]",rent
6,4,0.19,0.03,"[1.0, 1.0, 0.83, -0.33, -0.64]",rent
7,0,-0.04,1.0,"[1.0, 1.0, -1.0, 0.0, -0.31]",rent
7,1,-0.59,-0.21,"[1.0, 1.0, -0.06, -0.33, -0.51]",rent
7,2,-0.12,-1.11,"[1.0, 1.0, -0.06, -1.0, -0.79]",rent
7,3,0.25,0.17,"[1.0, 1.0, 0.33, -1.0, -0.89]",rent
7,4,-0.27,0.02,"[1.0, -1.0, -1.0, 0.0, -0.37]",rent
8,0,-0.52,1.0,"[1.0, 1.0, 0.16, 0.0, -0.42]",rent
8,1,-0.25,-0.03,"[-1.0, 1.0, 0.52, 0.33, -0.12]",rent
8,2,0.14,-0.5,"[-1.0, 1.0, 0.3, 0.0, -0.4]",rent
8,3,0.02,-0.39,"[1.0, 1.0, -1.0, 0.0, -0.23]",rent
8,4,-0.13,-0.53,"[1.0, 1.0, 0.23, -1.0, -0.73]",rent
9,0,-0.84,1.0,"[1.0, 1.0, -0.06, 0.0, -0.54]",rent
9,1,0.27,-0.02,"[-1.0, -1.0, -1.0, 0.0, 0.04]",rent
9,2,-0.41,-0.23,"[1.0, 1.0, 0.16, -0.33, -0.37]",rent
9,3,-0.35,0.84,"[1.0, 1.0, 0.49, 0.67, 0.12]",rent
9,4,-0.49,0.48,"[1.0, 1.0, 0.01, -1.0, -0.87]",rent
10,0,-0.34,1.0,"[1.0, 1.0, 0.57, 0.0, -0.19]",rent
10,1,-0.37,0.02,"[1.0, -1.0, 0.28, 0.0, -0.06]",rent
10,2,-0.55,-0.31,"[1.0, 1.0, 0.25, 0.0, -0.23]",rent
10,3,-0.23,-0.21,"[1.0, 1.0, -1.0, 0.0, -0.07]",rent
10,4,-0.33,-0.62,"[1.0, 1.0, 0.23, -0.33, -0.58]",rent
11,0,-0.26,1.0,"[1.0, 1.0, 0.28, -0.33, -0.55]",rent
11,1,-0.49,0.17,"[1.0, 1.0, 0.2, 0.0, -0.29]",rent
11,2,-0.34,-0.42,"[1.0, 1.0, 0.33, 0.0, -0.35]",rent
11,3,-0.06,-0.8,"[1.0, 1.0, -0.06, -1.0, -0.77]",rent
11,4,-0.3,-0.14,"[1.0, 1.0, 0.66, -1.0, -0.7]",rent
12,0,-0.42,1.0,"[1.0, 1.0, -0.06, 0.33, -0.31]",rent
12,1,-0.65,-1.21,"[1.0, 1.0, -0.86, -1.0, -0.7]",rent
12,2,-0.27,-0.42,"[1.0, 1.0, 0.61, -0.33, -0.31]",rent
12,3,-0.47,-0.42,"[1.0, 1.0, -1.0, 0.0, -0.26]",rent
12,4,0.65,-0.71,"[1.0, 1.0, 0.23, -1.0, -1.0]",rent
13,0,-0.28,1.0,"[1.0, -1.0, -0.86, 0.33, -0.01]",rent
13,1,-0.59,0.72,"[1.0, 1.0, -1.0, 0.33, -0.01]",rent
13,2,-0.48,-0.59,"[1.0, 1.0, 0.35, 0.33, -0.18]",rent
13,3,-0.15,-0.14,"[1.0, 1.0, -0.06, -0.33, -0.37]",rent
13,4,-0.45,-0.48,"[1.0, 1.0, 0.35, 0.33, -0.29]",rent
14,0,-0.08,1.0,"[-1.0, 1.0, 0.76, -0.33, -0.42]",rent
14,1,-0.3,0.3,"[1.0, 1.0, 0.35, 0.0, -0.2]",rent
14,2,-0.23,0.17,"[-1.0, -1.0, 0.94, 0.0, -0.23]",rent
14,3,-0.43,-0.55,"[1.0, 1.0, 0.01, 0.0, -0.55]",rent
14,4,0.14,-0.94,"[1.0, 1.0, 0.33, -1.0, -0.94]",rent
15,0,-0.12,1.0,"[1.0, 1.0, 0.18, -0.33, -0.52]",rent
15,1,0.11,-0.12,"[1.0, 1.0, 0.57, -0.33, -0.55]",rent
15,2,0.02,-0.02,"[1.0, -1.0, -1.0, 0.0, 0.05]",rent
15,3,-0.02,-0.13,"[1.0, 1.0, 0.01, -1.0, -0.7]",rent
15,4,0.01,0.02,"[1.0, 1.0, -0.06, 0.33, -0.4]",rent
