run,trial,ytrue,ypred,x,name
0,0,-0.55,1,"[-0.12, -0.43, -0.38, -0.22, -0.42]",diabetes
0,1,0.04,1,"[0.62, 0.23, -0.58, -0.62, 0.11]",diabetes
0,2,0.37,1,"[0.15, -0.15, -0.64, -0.13, -0.29]",diabetes
0,3,-0.63,1,"[-0.54, -1.0, 0.06, -0.55, -0.93]",diabetes
0,4,-0.6,1,"[-0.23, -0.72, 0.06, -0.49, -0.02]",diabetes
1,0,-0.59,1,"[-0.06, -0.03, -0.58, -0.54, 0.15]",diabetes
1,1,-0.38,1,"[-0.41, -0.72, -0.06, -0.32, -0.58]",diabetes
1,2,-0.75,1,"[-0.34, -1.0, 0.45, -0.27, -0.56]",diabetes
1,3,-0.55,1,"[-0.11, -0.72, 0.12, -0.52, -0.46]",diabetes
1,4,-0.03,1,"[0.21, 0.13, -0.56, 0.38, -0.4]",diabetes
2,0,-0.6,1,"[-0.46, -0.72, -0.04, -0.41, -0.78]",diabetes
2,1,0.56,1,"[0.45, -0.44, -0.43, -0.13, 0.44]",diabetes
2,2,-0.1,1,"[0.27, -0.44, -0.06, 0.01, -0.5]",diabetes
2,3,0.48,1,"[0.09, -0.15, -0.56, -0.24, -0.36]",diabetes
2,4,-0.76,1,"[-0.07, -0.72, 0.09, 0.13, -0.74]",diabetes
3,0,-0.76,1,"[-0.07, -0.72, 0.09, 0.13, -0.74]",diabetes
3,1,-0.93,1,"[-0.46, -1.0, 0.09, -0.49, -0.79]",diabetes
3,2,0.08,1,"[0.21, -0.35, -0.3, 0.19, -0.05]",diabetes
3,3,-0.83,1,"[-0.11, -0.44, -0.38, -0.41, -0.55]",diabetes
3,4,-0.84,1,"[-0.11, -0.72, 0.22, -0.41, -0.93]",diabetes
4,0,-0.2,1,"[-0.05, -0.72, 0.01, -0.13, -0.81]",diabetes
4,1,-0.73,1,"[-0.5, -0.72, -0.12, -0.15, -0.34]",diabetes
4,2,-0.42,1,"[-0.35, -0.44, -0.19, -0.1, -0.54]",diabetes
4,3,-0.08,1,"[0.12, -0.15, -0.53, 0.1, -0.17]",diabetes
4,4,0.56,1,"[0.23, -0.15, -0.58, 0.46, 0.26]",diabetes
5,0,0.1,0.0,"[0.12, -0.15, -0.69, -0.41, -0.4]",diabetes
5,1,-0.91,-0.2,"[-0.44, -0.72, -0.01, -0.21, -0.74]",diabetes
