run,trial,ytrue,ypred,x,name
0,0,-0.95,1.0,"[0.03, 0.33, -1.0, -0.82, 1.0]",highway
0,1,-0.75,-0.95,"[-0.07, 0.33, -0.21, -0.78, -0.78]",highway
0,2,-0.66,-0.95,"[-0.65, 0.0, -1.0, -0.6, -0.11]",highway
0,3,-0.16,-0.72,"[-0.87, -0.33, -0.55, -0.49, 0.78]",highway
0,4,-0.9,-0.53,"[-0.68, 0.33, -1.0, -0.96, -0.33]",highway
1,0,-0.81,0.5,"[-0.52, 0.33, -1.0, -0.92, -0.56]",highway
1,1,-1.0,-0.11,"[-0.08, 1.0, -1.0, -1.0, 0.33]",highway
1,2,-0.41,-0.81,"[-1.0, 0.33, -1.0, -0.87, -0.56]",highway
1,3,-0.93,0.0,"[1.0, 0.0, -0.9, -0.71, 0.56]",highway
1,4,-0.3,-0.95,"[-0.05, 0.0, -1.0, -0.71, 0.11]",highway
2,0,0.54,0.21,"[-0.54, -0.67, -0.93, 0.1, -0.78]",highway
2,1,-0.7,0.69,"[-0.69, 0.0, -1.0, -0.6, -0.56]",highway
2,2,-0.43,0.3,"[0.3, 0.0, -0.97, -0.64, -0.11]",highway
2,3,-0.68,-0.62,"[-0.55, -0.33, -0.93, -0.65, -0.33]",highway
2,4,0.12,-0.71,"[-0.71, -0.33, -0.04, -0.76, -0.78]",highway
3,0,0.83,0.5,"[-0.99, -0.67, -0.26, -0.41, -1.0]",highway
3,1,-0.21,0.57,"[-0.44, -0.33, -0.04, -0.65, -0.33]",highway
3,2,-0.68,-0.71,"[-0.55, -0.33, -0.93, -0.65, -0.33]",highway
3,3,-0.7,-0.76,"[-0.69, 0.0, -1.0, -0.6, -0.56]",highway
3,4,-0.62,-0.39,"[-0.08, 0.33, -1.0, -0.73, 0.11]",highway
4,0,0.38,1.0,"[-0.84, 0.0, 0.47, -0.11, -1.0]",highway
4,1,-0.56,-0.14,"[-0.31, -0.33, 0.11, -0.79, 0.33]",highway
4,2,-0.31,-0.56,"[-0.86, -0.33, -0.86, -0.74, 0.11]",highway
4,3,-0.65,-0.56,"[-0.38, 0.0, -0.94, -0.38, -0.11]",highway
4,4,-0.21,-0.44,"[-0.44, -0.33, -0.04, -0.65, -0.33]",highway
5,0,-0.62,0.2,"[-0.08, 0.33, -1.0, -0.73, 0.11]",highway
5,1,-0.31,-0.62,"[-0.86, -0.33, -0.86, -0.74, 0.11]",highway
5,2,-0.64,-0.62,"[-0.11, 0.0, -1.0, -0.81, 0.56]",highway
5,3,0.09,-0.67,"[0.03, -0.67, -0.89, -0.37, -0.56]",highway
5,4,0.38,-0.21,"[-0.84, 0.0, 0.47, -0.11, -1.0]",highway
6,0,-0.75,0.0,"[-0.07, 0.33, -0.21, -0.78, -0.78]",highway
6,1,-0.32,-0.75,"[-0.78, 0.33, 0.47, -0.87, -1.0]",highway
6,2,-0.63,-0.11,"[-0.63, 0.33, -1.0, -0.9, -0.11]",highway
6,3,-0.94,-0.03,"[-0.03, 0.0, -0.92, -0.54, 0.33]",highway
6,4,-0.7,-0.69,"[-0.69, 0.0, -1.0, -0.6, -0.56]",highway
7,0,-0.95,1.0,"[0.03, 0.33, -1.0, -0.82, 1.0]",highway
7,1,0.73,-0.95,"[-0.74, 0.0, -0.59, -0.01, -0.56]",highway
7,2,-0.7,-0.95,"[-0.4, -0.33, -1.0, -0.44, -0.56]",highway
7,3,-0.72,-0.89,"[-0.53, 0.0, -0.52, -0.78, -0.78]",highway
7,4,-0.34,-0.71,"[-0.46, 0.0, -1.0, -0.68, -0.11]",highway
