run,trial,ytrue,ypred,x,name
0,0,-1.0,0.03,"[-0.99, 0.03, -0.99, -0.85, -0.97]",news
0,1,-1.0,-1.0,"[-0.36, -0.99, -0.99, -0.9, -0.97]",news
0,2,-0.99,-1.0,"[-1.0, -1.0, -0.99, -0.86, -0.97]",news
0,3,-1.0,-0.99,"[-0.96, -0.96, -1.0, -0.87, -0.97]",news
0,4,-0.99,-0.99,"[-0.99, -0.99, -0.99, -0.78, -0.89]",news
1,0,-1.0,1.0,"[-0.96, 0.67, -1.0, -0.92, -0.98]",news
1,1,-1.0,-1.0,"[-0.99, -0.08, -0.99, -0.92, -0.98]",news
1,2,-0.99,-1.0,"[0.04, -0.73, -0.97, -0.77, -0.94]",news
1,3,-1.0,-1.0,"[-0.99, -0.99, -1.0, -0.94, -0.98]",news
1,4,-1.0,-1.0,"[-1.0, -0.01, -0.99, -0.9, -0.98]",news
2,0,-0.99,0.87,"[-0.02, -0.23, -0.99, -0.81, -0.96]",news
2,1,-1.0,-0.95,"[-0.69, -1.0, -1.0, -0.81, -0.95]",news
2,2,-1.0,-0.99,"[0.29, -0.99, -0.96, -0.8, -0.94]",news
2,3,-0.99,-1.0,"[0.84, -1.0, -1.0, -0.69, -0.92]",news
2,4,-0.99,-1.0,"[0.0, -0.99, -0.96, -0.79, -0.95]",news
3,0,-1.0,0.87,"[0.73, -0.97, -0.99, -0.78, -0.95]",news
3,1,-1.0,-1.0,"[-0.99, -0.25, -0.98, -0.86, -0.97]",news
3,2,-1.0,-1.0,"[-0.69, -0.98, -0.98, -0.85, -0.96]",news
3,3,-1.0,-1.0,"[-0.48, -0.96, -0.99, -0.74, -0.95]",news
3,4,-1.0,-1.0,"[0.6, -0.99, -1.0, -0.89, -0.97]",news
4,0,-0.95,0.07,"[0.48, -0.69, -0.99, -0.83, -0.93]",news
4,1,-1.0,-0.99,"[-0.62, -0.99, -0.99, -0.91, -0.97]",news
4,2,-1.0,-0.99,"[-0.94, 0.59, -0.97, -0.91, -0.98]",news
4,3,-1.0,-1.0,"[-0.98, 0.79, -1.0, -0.91, -0.98]",news
4,4,-0.99,-0.95,"[0.48, -0.69, -0.99, -0.85, -0.95]",news
5,0,-0.99,0.0,"[-0.99, -0.99, -0.99, -0.82, -0.95]",news
5,1,-1.0,-0.06,"[-0.98, -0.06, -0.99, -0.9, -0.98]",news
5,2,-1.0,-1.0,"[-0.97, 0.05, -1.0, -0.91, -0.98]",news
5,3,-1.0,-1.0,"[-0.99, 0.57, -0.98, -0.93, -0.98]",news
5,4,-1.0,-1.0,"[-0.99, 0.54, -0.97, -0.92, -0.98]",news
6,0,-1.0,0.87,"[-1.0, -0.79, -0.99, -0.89, -0.97]",news
6,1,-0.95,-1.0,"[0.22, -0.98, -0.99, -0.81, -0.95]",news
6,2,-1.0,-0.98,"[-0.96, -0.52, -0.99, -0.89, -0.98]",news
6,3,-1.0,-1.0,"[-0.94, -0.94, -1.0, -0.87, -0.98]",news
6,4,-1.0,-0.98,"[-0.99, 0.79, -0.98, -0.89, -0.98]",news
7,0,-1.0,0.99,"[-0.99, -0.99, -0.99, -0.89, -0.97]",news
7,1,-1.0,-1.0,"[0.45, -0.98, -0.77, -0.71, -0.94]",news
7,2,-1.0,1.0,"[0.03, -0.24, -1.0, -0.83, -0.96]",news
7,3,-1.0,-1.0,"[0.83, -1.0, -1.0, -0.81, -0.94]",news
7,4,-1.0,-1.0,"[-0.38, -0.99, -0.97, -0.79, -0.94]",news
8,0,-1.0,1.0,"[0.36, -0.61, -1.0, -0.89, -0.98]",news
8,1,-1.0,-1.0,"[0.39, -0.97, -1.0, -0.71, -0.94]",news
8,2,-1.0,-1.0,"[-0.96, -0.55, -0.99, -0.93, -0.98]",news
8,3,-1.0,-1.0,"[-0.95, -0.02, -1.0, -0.87, -0.98]",news
8,4,-0.99,-1.0,"[-0.97, -0.97, -0.98, -0.86, -0.96]",news
9,0,-0.99,0.0,"[-0.97, -0.97, -0.98, -0.84, -0.97]",news
9,1,-1.0,-0.99,"[-0.14, -0.97, -1.0, -0.87, -0.97]",news
9,2,-1.0,-1.0,"[-0.32, -0.97, -1.0, -0.93, -0.98]",news
9,3,-0.99,-0.99,"[-0.93, -0.93, -0.99, -0.81, -0.96]",news
9,4,-1.0,-0.99,"[-0.96, -0.96, -0.99, -0.87, -0.97]",news
10,0,-1.0,0.5,"[-0.99, 0.52, -1.0, -0.9, -0.98]",news
10,1,-0.99,-1.0,"[-0.96, -0.96, -0.99, -0.82, -0.97]",news
10,2,-0.99,-0.97,"[-0.99, -0.08, -0.97, -0.91, -0.98]",news
10,3,-1.0,-0.99,"[-0.97, -0.97, -0.98, -0.85, -0.97]",news
10,4,-1.0,-0.98,"[-0.98, 0.77, -0.98, -0.9, -0.98]",news
11,0,-1.0,1.0,"[0.8, -0.99, -1.0, -0.88, -0.97]",news
11,1,-1.0,-1.0,"[-0.68, 0.19, -1.0, -0.82, -0.95]",news
11,2,-1.0,-1.0,"[-0.99, 0.8, -1.0, -0.9, -0.98]",news
11,3,-1.0,-1.0,"[-0.97, -0.97, -1.0, -0.83, -0.96]",news
11,4,-1.0,-1.0,"[-0.99, 0.12, -0.99, -0.89, -0.97]",news
12,0,-1.0,1.0,"[-0.94, 0.59, -1.0, -0.89, -0.98]",news
12,1,-1.0,-1.0,"[-0.94, 0.59, -0.99, -0.88, -0.98]",news
12,2,-0.99,-1.0,"[-0.97, 0.37, -1.0, -0.89, -0.98]",news
12,3,-1.0,-0.99,"[-0.99, 0.8, -0.97, -0.91, -0.98]",news
12,4,-0.99,-0.97,"[0.05, -0.24, -0.98, -0.85, -0.97]",news
13,0,-1.0,0.0,"[-0.99, -0.76, -1.0, -0.92, -0.98]",news
13,1,-1.0,-1.0,"[-1.0, 0.63, -1.0, -0.91, -0.98]",news
13,2,-1.0,-1.0,"[-0.97, -0.97, -0.99, -0.86, -0.97]",news
13,3,-1.0,-1.0,"[-0.98, -0.98, -0.97, -0.84, -0.96]",news
13,4,-1.0,-1.0,"[-0.99, -0.76, -0.99, -0.89, -0.98]",news
14,0,-0.99,0.0,"[-0.98, -0.69, -0.95, -0.91, -0.97]",news
14,1,-0.99,-0.99,"[-0.99, -0.99, -0.99, -0.91, -0.98]",news
14,2,-1.0,-0.99,"[-0.99, -0.99, -1.0, -0.87, -0.95]",news
14,3,-0.99,-1.0,"[-0.98, -0.41, -1.0, -0.95, -0.98]",news
14,4,-1.0,-0.99,"[0.29, -0.73, -1.0, -0.79, -0.95]",news
15,0,-1.0,0.0,"[-1.0, -1.0, -0.98, -0.89, -0.97]",news
15,1,-0.99,-1.0,"[0.73, -0.97, -1.0, -0.85, -0.96]",news
15,2,-0.98,-0.97,"[-1.0, 0.4, -1.0, -0.91, -0.98]",news
15,3,-0.99,-0.98,"[-0.97, -0.97, -0.87, -0.82, -0.97]",news
15,4,-1.0,-0.99,"[-0.97, -0.97, -0.99, -0.9, -0.98]",news
16,0,-1.0,0.99,"[-0.97, 0.73, -1.0, -0.91, -0.98]",news
16,1,-1.0,-1.0,"[-0.99, 0.59, -1.0, -0.89, -0.98]",news
16,2,-1.0,-1.0,"[-0.97, -0.97, -1.0, -0.92, -0.98]",news
16,3,-1.0,-1.0,"[-0.98, 0.09, -0.99, -0.86, -0.96]",news
16,4,-0.99,-1.0,"[-0.95, -0.96, -1.0, -0.87, -0.98]",news
17,0,-1.0,0.01,"[-0.12, -0.99, -0.96, -0.78, -0.95]",news
17,1,-0.99,-1.0,"[-0.97, -0.97, -0.98, -0.86, -0.96]",news
17,2,-1.0,-0.78,"[-0.76, -0.79, -0.98, -0.89, -0.97]",news
17,3,-1.0,-1.0,"[-0.27, -0.96, -1.0, -0.86, -0.98]",news
17,4,-1.0,-0.99,"[-0.74, -0.73, -1.0, -0.89, -0.98]",news
18,0,-1.0,0.0,"[-0.96, -0.96, -0.99, -0.95, -0.98]",news
18,1,-1.0,-1.0,"[-0.95, -0.96, -0.99, -0.85, -0.97]",news
18,2,-1.0,-1.0,"[-0.99, -0.74, -1.0, -0.81, -0.94]",news
18,3,-0.99,-1.0,"[-0.96, -0.96, -0.99, -0.88, -0.98]",news
18,4,-1.0,-1.0,"[-0.99, 0.01, -1.0, -0.75, -0.82]",news
19,0,-1.0,1.0,"[-0.98, 0.26, -0.99, -0.8, -0.88]",news
19,1,-1.0,-1.0,"[-0.96, -0.96, -0.86, -0.8, -0.96]",news
19,2,-0.99,-1.0,"[-0.43, -0.99, -1.0, -0.83, -0.96]",news
19,3,-1.0,-0.99,"[0.07, -1.0, -0.99, -0.81, -0.95]",news
19,4,-1.0,-1.0,"[-0.98, 0.28, -0.98, -0.89, -0.98]",news
20,0,-1.0,1.0,"[0.77, -0.98, -1.0, -0.88, -0.97]",news
20,1,-1.0,-1.0,"[-0.98, -0.1, -1.0, -0.9, -0.98]",news
20,2,-1.0,-1.0,"[-0.96, -0.96, -0.99, -0.87, -0.97]",news
20,3,-1.0,-1.0,"[-0.99, 0.34, -0.98, -0.88, -0.98]",news
20,4,-1.0,-1.0,"[-0.94, 0.59, -1.0, -0.84, -0.96]",news
21,0,-0.99,1.0,"[0.32, -0.99, -1.0, -0.81, -0.94]",news
21,1,-0.99,-0.95,"[0.73, -0.97, -0.99, -0.73, -0.95]",news
21,2,-0.99,-0.99,"[-0.52, -0.96, -0.99, -0.87, -0.97]",news
21,3,-0.99,-0.99,"[-0.99, -0.99, -0.99, -0.88, -0.97]",news
21,4,-1.0,-0.99,"[-0.97, 0.17, -0.99, -0.88, -0.97]",news
22,0,-1.0,1.0,"[-0.97, 0.73, -1.0, -0.88, -0.97]",news
22,1,-0.99,-1.0,"[0.32, -1.0, -0.99, -0.82, -0.93]",news
22,2,-0.99,-1.0,"[-0.96, -0.16, -1.0, -0.94, -0.98]",news
22,3,-1.0,-0.99,"[-0.98, -0.98, -0.99, -0.89, -0.98]",news
22,4,-0.99,-0.98,"[-0.09, -0.54, -0.98, -0.8, -0.95]",news
23,0,-1.0,0.5,"[-0.96, -0.55, -1.0, -0.92, -0.98]",news
23,1,-1.0,-1.0,"[-0.94, -0.94, -0.99, -0.86, -0.98]",news
23,2,-0.99,-1.0,"[-0.1, -0.99, -0.95, -0.69, -0.91]",news
23,3,-1.0,-1.0,"[-0.98, -0.15, -1.0, -0.89, -0.98]",news
23,4,-0.97,-0.51,"[0.22, -0.51, -1.0, -0.88, -0.98]",news
24,0,-1.0,0.99,"[-0.99, 0.8, -1.0, -0.93, -0.98]",news
24,1,-1.0,-1.0,"[0.77, -0.98, -1.0, -0.75, -0.95]",news
24,2,-1.0,-1.0,"[-0.97, -0.29, -1.0, -0.88, -0.98]",news
