run,trial,ytrue,ypred,x,name
0,0,0.71,0.8,"[0.48, 0.51, 0.2, 0.59, 1.0]",pinot
0,1,0.37,0.53,"[-0.42, 0.17, 0.35, 0.0, 1.0]",pinot
0,2,-0.02,0.21,"[0.42, 0.02, 0.15, -0.18, 1.0]",pinot
0,3,0.32,0.42,"[0.42, 0.27, 0.25, 0.05, 1.0]",pinot
0,4,0.76,0.53,"[0.23, 0.8, 0.4, 0.41, 0.6]",pinot
1,0,0.44,1.0,"[-0.23, 0.27, 0.45, -0.23, 1.0]",pinot
1,1,0.02,-0.02,"[0.03, -0.32, -0.55, -1.0, 1.0]",pinot
1,2,0.46,-0.14,"[-0.35, -0.12, -0.35, -0.55, 1.0]",pinot
1,3,-0.71,0.17,"[0.16, -0.95, -0.4, -0.59, 0.2]",pinot
1,4,0.15,0.21,"[-0.35, -0.71, 0.15, -0.5, 1.0]",pinot
2,0,0.44,1.0,"[-0.23, 0.27, 0.45, -0.23, 1.0]",pinot
2,1,0.37,0.21,"[-0.42, 0.17, 0.35, 0.0, 1.0]",pinot
2,2,1.0,0.95,"[-0.48, 0.85, 1.0, 1.0, -0.2]",pinot
2,3,0.46,-0.1,"[-0.35, -0.12, -0.35, -0.55, 1.0]",pinot
2,4,0.85,0.53,"[-0.03, 0.32, 0.5, 0.0, 0.6]",pinot
3,0,0.32,0.5,"[0.42, 0.27, 0.25, 0.05, 1.0]",pinot
3,1,0.37,0.31,"[0.23, 0.27, 0.55, -0.23, 0.2]",pinot
3,2,0.2,0.21,"[-0.23, 0.02, 0.05, -0.41, 1.0]",pinot
3,3,0.17,0.41,"[0.16, 0.37, 0.4, 0.23, 1.0]",pinot
3,4,0.29,0.14,"[-0.61, 0.37, 0.1, -0.14, 0.2]",pinot
4,0,-0.54,1.0,"[-0.23, -0.9, -0.9, -1.0, 1.0]",pinot
4,1,1.0,0.31,"[-0.23, 1.0, 0.55, 0.18, 0.2]",pinot
4,2,0.29,0.0,"[-0.61, 0.37, 0.1, -0.14, 0.2]",pinot
4,3,-0.02,0.81,"[0.42, 0.02, 0.15, -0.18, 1.0]",pinot
4,4,-0.07,-0.21,"[0.42, 0.07, -0.3, -0.73, 1.0]",pinot
5,0,-1.0,0.1,"[-0.68, -0.76, 0.2, -0.95, 0.6]",pinot
5,1,1.0,1.0,"[-0.23, 1.0, 0.55, 0.18, 0.2]",pinot
5,2,-0.54,-1.0,"[-0.23, -0.9, -0.9, -1.0, 1.0]",pinot
5,3,0.71,1.0,"[0.48, 0.51, 0.2, 0.59, 1.0]",pinot
5,4,0.2,0.0,"[-0.23, 0.02, 0.05, -0.41, 1.0]",pinot
6,0,1.0,1.0,"[-0.23, 1.0, 0.55, 0.18, 0.2]",pinot
6,1,-0.85,-1.0,"[-0.35, -1.0, -0.45, -0.45, 1.0]",pinot
6,2,-0.41,0.0,"[0.87, -0.71, 0.45, -0.55, 0.2]",pinot
6,3,0.02,-1.0,"[0.03, -0.32, -0.55, -1.0, 1.0]",pinot
6,4,0.85,0.36,"[-0.23, 0.41, -0.1, 0.73, 1.0]",pinot
7,0,0.37,1.0,"[-0.42, 0.17, 0.35, 0.0, 1.0]",pinot
7,1,-0.32,0.02,"[1.0, 0.02, -0.15, -0.14, 1.0]",pinot
7,2,-0.22,-0.81,"[-0.55, -0.9, -1.0, -0.73, 1.0]",pinot
7,3,0.46,-0.17,"[-0.35, -0.12, -0.35, -0.55, 1.0]",pinot
7,4,-0.85,-0.3,"[-0.35, -1.0, -0.45, -0.45, 1.0]",pinot
8,0,0.37,0.5,"[0.23, 0.27, 0.55, -0.23, 0.2]",pinot
8,1,0.76,0.7,"[0.23, 0.8, 0.4, 0.41, 0.6]",pinot
8,2,-0.0,0.14,"[0.48, -0.32, -0.05, -0.09, 1.0]",pinot
8,3,0.05,-0.0,"[-0.74, -0.37, 0.05, -0.91, 0.2]",pinot
8,4,0.71,0.8,"[0.48, 0.51, 0.2, 0.59, 1.0]",pinot
9,0,-0.22,1.0,"[-0.55, -0.9, -1.0, -0.73, 1.0]",pinot
9,1,-0.1,-0.03,"[0.29, -0.12, 0.0, -0.55, 1.0]",pinot
9,2,0.59,-0.03,"[-0.55, -0.22, -0.15, -0.18, 1.0]",pinot
9,3,-0.54,-0.73,"[-0.23, -0.9, -0.9, -1.0, 1.0]",pinot
