run,trial,ytrue,ypred,x,name
0,0,-0.03,1,"[-0.5, -0.5, -0.5, -0.75, -0.78]",mammal
0,1,0.28,1,"[-0.5, -1.0, -0.5, -0.98, -0.78]",mammal
0,2,-0.35,1,"[0.5, 0.0, 1.0, -0.82, -0.89]",mammal
0,3,-0.06,1,"[-0.5, -0.5, -0.5, -0.91, -0.92]",mammal
0,4,-1.0,1,"[1.0, 1.0, 1.0, -0.56, -0.69]",mammal
1,0,0.14,1,"[0.5, 0.5, 1.0, -0.68, -0.9]",mammal
1,1,-0.03,1,"[-0.5, -0.5, -0.5, -0.75, -0.78]",mammal
1,2,-0.18,1,"[-1.0, -1.0, -1.0, -0.31, -0.02]",mammal
1,3,-0.86,1,"[1.0, 1.0, 1.0, -0.57, -0.63]",mammal
1,4,-0.04,1,"[0.5, 0.5, 0.5, -0.5, -0.63]",mammal
2,0,0.29,1,"[0.0, -1.0, 1.0, -0.95, -0.86]",mammal
2,1,0.23,1,"[0.0, -1.0, 0.5, -0.98, -0.98]",mammal
2,2,-0.33,1,"[-1.0, -1.0, -1.0, -0.91, -0.97]",mammal
2,3,-0.68,1,"[0.0, -1.0, 0.0, -0.41, -0.89]",mammal
2,4,0.14,1,"[-0.5, -0.5, -0.5, -0.84, -0.76]",mammal
3,0,0.28,1,"[-0.5, -1.0, -0.5, -0.98, -0.78]",mammal
3,1,-0.68,1,"[0.0, -0.5, 0.0, -0.33, -0.92]",mammal
3,2,0.94,1,"[-1.0, -1.0, -0.5, -0.99, -0.98]",mammal
3,3,-0.38,1,"[-1.0, -1.0, -1.0, -0.19, 1.0]",mammal
3,4,-1.0,1,"[1.0, 1.0, 1.0, -0.56, -0.69]",mammal
4,0,0.94,1,"[-1.0, -1.0, -0.5, -1.0, -0.94]",mammal
4,1,-0.17,1,"[0.5, 0.5, 0.5, -0.47, -0.49]",mammal
4,2,-0.68,1,"[0.0, -0.5, 0.0, -0.33, -0.92]",mammal
4,3,-0.25,1,"[0.5, -0.5, 1.0, -0.97, -0.99]",mammal
4,4,0.71,1,"[-1.0, -1.0, -0.5, -0.66, -0.91]",mammal
5,0,0.94,0.0,"[-1.0, -1.0, -0.5, -0.99, -0.98]",mammal
5,1,-0.25,0.92,"[0.5, -0.5, 1.0, -0.97, -0.99]",mammal
5,2,0.2,-0.95,"[-1.0, -1.0, -1.0, -0.84, -0.71]",mammal
5,3,-0.85,-0.92,"[1.0, 1.0, 1.0, -0.15, -0.43]",mammal
5,4,-0.03,0.31,"[-0.5, -0.5, -0.5, -0.75, -0.78]",mammal
6,0,0.66,0.0,"[-0.5, -0.5, -0.5, -0.6, -0.8]",mammal
6,1,-1.0,0.0,"[1.0, 1.0, 1.0, -0.56, -0.69]",mammal
6,2,0.18,-0.47,"[0.0, -1.0, 0.5, -0.94, -1.0]",mammal
6,3,0.14,0.48,"[-0.5, -0.5, -0.5, -0.84, -0.76]",mammal
6,4,-0.68,0.21,"[0.0, -1.0, 0.0, -0.41, -0.89]",mammal
