run,trial,ytrue,ypred,x,name
0,0,-0.47,1,"[-0.61, -0.25, -0.2, 0.21]",prefecture
0,1,-0.76,1,"[-1.0, 0.0, -0.27, 0.35]",prefecture
0,2,-0.89,1,"[-1.0, 0.89, 0.4, -0.91]",prefecture
0,3,-0.7,1,"[-1.0, -0.65, -0.32, -0.26]",prefecture
0,4,-0.29,1,"[-1.0, -0.59, -1.0, -0.21]",prefecture
1,0,-0.75,1,"[-1.0, -0.75, -0.54, -0.12]",prefecture
1,1,-0.9,1,"[-1.0, 0.39, 0.56, -0.44]",prefecture
1,2,-0.83,1,"[-0.91, 0.31, -0.3, 0.12]",prefecture
1,3,-0.89,1,"[-1.0, -0.55, 0.65, -0.4]",prefecture
1,4,-0.39,1,"[-0.96, -0.32, -0.56, -0.07]",prefecture
2,0,-0.9,1,"[-1.0, 0.39, 0.56, -0.44]",prefecture
2,1,-0.78,1,"[-1.0, -1.0, -0.35, 1.0]",prefecture
2,2,-0.91,1,"[-0.98, -0.02, 0.01, -0.07]",prefecture
2,3,1.0,1,"[1.0, -1.0, 0.01, -0.3]",prefecture
2,4,0.24,1,"[-0.99, -0.94, -0.18, -0.3]",prefecture
3,0,-0.93,1,"[-1.0, -0.74, -0.13, -0.07]",prefecture
3,1,-0.59,1,"[-1.0, 0.12, -0.2, -0.67]",prefecture
3,2,-0.9,1,"[-1.0, -0.34, 0.27, -0.44]",prefecture
3,3,-0.84,1,"[-1.0, -0.19, -0.3, -0.4]",prefecture
3,4,-0.91,1,"[-1.0, -0.59, -0.42, -0.4]",prefecture
4,0,-0.68,1,"[-1.0, -0.12, -0.02, -0.86]",prefecture
4,1,-0.9,1,"[-1.0, 0.13, 0.13, -0.67]",prefecture
4,2,-0.29,1,"[-1.0, -0.59, -1.0, -0.21]",prefecture
4,3,-0.95,1,"[-1.0, 0.64, -0.04, -0.26]",prefecture
4,4,-0.83,1,"[-0.91, 0.31, -0.3, 0.12]",prefecture
5,0,-0.16,0.01,"[-1.0, -0.99, -0.56, -0.26, -0.16]",prefecture
5,1,-0.89,-0.4,"[-1.0, -1.0, -0.55, 0.65, -0.4]",prefecture
5,2,-0.75,-0.12,"[1.0, -1.0, -0.75, -0.54, -0.12]",prefecture
5,3,-0.7,-0.65,"[-1.0, -1.0, -0.65, -0.32, -0.26]",prefecture
5,4,-0.98,-0.63,"[-1.0, -1.0, -0.26, -0.63, -0.12]",prefecture
6,0,0.24,0.0,"[1.0, -0.99, -0.94, -0.18, -0.3]",prefecture
6,1,-0.91,-0.24,"[-1.0, -1.0, -0.63, -0.36, -0.3]",prefecture
6,2,-0.68,-0.99,"[-1.0, -1.0, -0.12, -0.02, -0.86]",prefecture
6,3,-0.37,-0.77,"[-1.0, -1.0, -0.56, 0.17, -0.26]",prefecture
