x,y,y_pred,machine,trial,subject
1,100.27005746322594,33,1,1,1
5,101.43567995998517,78,1,2,1
10,107.00558040684452,60,1,3,1
15,117.14533899360421,10,1,4,1
20,131.85495572026426,82,1,5,1
25,151.13443058682464,86,1,6,1
30,174.98376359328537,92,1,7,1
35,203.40295473964645,10,1,8,1
40,236.39200402590788,42,1,9,1
45,273.9509114520697,69,1,10,1
50,316.0796770181318,25,1,11,1
55,362.7783007240943,24,1,12,1
60,414.0467825699571,55,1,13,1
65,469.8851225557202,7,1,14,1
70,530.2933206813836,61,1,15,1
75,595.2713769469475,38,1,16,1
80,664.8192913524117,21,1,17,1
85,738.9370638977763,17,1,18,1
90,817.6246945830412,89,1,19,1
95,900.8821834082064,47,1,20,1
100,988.709530373272,17,1,21,1
1,100.25697698683885,6,2,1,1
5,103.14669087321403,10,2,2,1
10,111.2972850452382,33,2,3,1
15,124.4906034551015,22,2,4,1
20,142.72664610280393,5,2,5,1
25,166.00541298834548,73,2,6,1
30,194.32690411172615,84,2,7,1
35,227.69111947294596,34,2,8,1
40,266.09805907200484,93,2,9,1
45,309.54772290890287,78,2,10,1
50,358.04011098364003,94,2,11,1
55,411.57522329621634,21,2,12,1
60,470.1530598466318,40,2,13,1
65,533.7736206348862,35,2,14,1
70,602.43690566098,2,2,15,1
75,676.1429149249127,4,2,16,1
80,754.8916484266846,69,2,17,1
85,838.6831061662957,84,2,18,1
90,927.5172881437458,68,2,19,1
95,1021.394194359035,28,2,20,1
100,1120.3138248121636,86,2,21,1
1,99.86717402368814,79,3,1,1
5,109.56900348967326,99,3,2,1
10,126.03289348243322,87,3,3,1
15,147.3152314310583,83,3,4,1
20,173.41601733554842,79,3,5,1
25,204.33525119590362,59,3,6,1
30,240.07293301212394,87,3,7,1
35,280.6290627842093,59,3,8,1
40,326.00364051215973,37,3,9,1
45,376.19666619597524,75,3,10,1
50,431.20813983565586,62,3,11,1
55,491.0380614312015,27,3,12,1
60,555.6864309826123,18,3,13,1
65,625.1532484898881,13,3,14,1
70,699.4385139530291,61,3,15,1
75,778.5422273720351,24,3,16,1
80,862.4643887469061,85,3,17,1
85,951.2049980776424,84,3,18,1
90,1044.7640553642436,65,3,19,1
95,1143.1415606067098,81,3,20,1
100,1246.3375138050412,54,3,21,1
1,97.60548521631058,76,4,1,1
5,96.24158777131343,94,4,2,1
10,98.703413144985,46,4,3,1
15,105.79490205189883,21,4,4,1
20,117.51605449205489,32,4,5,1
25,133.8668704654532,43,4,6,1
30,154.84734997209372,76,4,7,1
35,180.4574930119765,87,4,8,1
40,210.69729958510152,86,4,9,1
45,245.56676969146878,84,4,10,1
50,285.0659033310783,28,4,11,1
55,329.19470050393005,53,4,12,1
60,377.953161210024,81,4,13,1
65,431.3412854493602,81,4,14,1
70,489.35907322193873,46,4,15,1
75,552.0065245277596,56,4,16,1
80,619.2836393668225,33,4,17,1
85,691.1904177391276,46,4,18,1
90,767.7268596446751,22,4,19,1
95,848.8929650834648,6,4,20,1
100,934.6887340554968,64,4,21,1
1,100.5643084157184,75,5,1,1
5,99.61727861316022,70,5,2,1
10,102.92235505187328,31,5,3,1
15,111.21505781493167,94,5,4,1
20,124.49538690233535,50,5,5,1
25,142.76334231408435,87,5,6,1
30,166.01892405017867,66,5,7,1
35,194.26213211061832,17,5,8,1
40,227.49296649540327,72,5,9,1
45,265.71142720453355,75,5,10,1
50,308.9175142380091,86,5,11,1
55,357.11122759583003,95,5,12,1
60,410.2925672779962,78,5,13,1
65,468.46153328450777,67,5,14,1
70,531.6181256153645,3,5,15,1
75,599.7623442705667,48,5,16,1
80,672.8941892501141,85,5,17,1
85,751.013660554007,63,5,18,1
90,834.120758182245,61,5,19,1
95,922.2154821348284,9,5,20,1
100,1015.2978324117572,54,5,21,1
1,97.77168610717911,99,1,1,2
5,98.76081894652074,97,1,2,2
10,105.02605498604609,14,1,3,2
15,116.87886879262507,72,1,4,2
20,134.31926036625768,0,1,5,2
25,157.34722970694392,45,1,6,2
30,185.9627768146838,31,1,7,2
35,220.16590168947732,64,1,8,2
40,259.95660433132446,19,1,9,2
