x,y,machine,trial,y_pred,subject
35,1542.7,1,1,10.0,1
51,3277.9,1,2,1542.7,1
28,986.6,1,3,1699.2,1
45,2551.5,1,4,2125.4,1
59,4387.6,1,5,4015.1,1
0,2.2,2,1,0.0,1
73,11299.4,2,2,100.1,1
55,6415.0,2,3,10555.5,1
33,2310.8,2,4,1225.5,1
4,36.1,2,5,11.2,1
80,8253.8,3,1,12800.0,1
22,624.5,3,2,1125.2,1
72,6685.6,3,3,10129.4,1
45,2611.8,3,4,2551.5,1
58,4338.6,3,5,4199.4,1
22,329.7,4,1,624.5,1
24,389.2,4,2,342.1,1
76,3750.4,4,3,6525.4,1
57,2117.0,4,4,2959.4,1
86,4797.6,4,5,5555.4,1
73,4695.2,5,1,11299.4,1
13,161.0,5,2,112.5,1
38,1281.4,5,3,1095.6,1
95,7942.9,5,4,5250.6,1
73,4695.2,5,5,4695.2,1
71,5339.6,1,1,10.0,2
60,3812.5,1,2,4800.0,2
47,2338.5,1,3,2645.5,2
19,380.1,1,4,1000.0,2
25,659.9,1,5,1125.5,2
56,559.9,2,1,3812.5,2
18,62.9,2,2,119.9,2
61,663.3,2,3,1029.9,2
13,35.5,2,4,10.1,2
90,1437.2,2,5,1012.5,2
31,1135.0,3,1,100.1,2
58,3990.1,3,2,1135.0,2
30,1062.5,3,3,1000.0,2
60,4270.5,3,4,3812.5,2
53,3330.7,3,5,3150.0,2
48,3050.9,4,1,2990.0,2
40,2120.2,4,2,2000.0,2
32,1358.8,4,3,1500.0,2
30,1194.8,4,4,1200.0,2
36,1718.3,4,5,1650.0,2
62,3586.8,5,1,4350.5,2
44,1807.6,5,2,2120.2,2
0,2.3,5,3,0.0,2
84,6581.9,5,4,1050.1,2
19,338.9,5,5,380.1,2
71,2633.9,1,1,10.0,3
13,85.9,1,2,13.0,3
16,131.4,1,3,100.9,3
97,4918.4,1,4,1000.0,3
24,298.8,1,5,192.4,3
38,1534.9,2,1,159.4,3
40,1701.2,2,2,1600.0,3
63,4226.0,2,3,2534.8,3
84,7516.1,2,4,6552.0,3
49,2554.9,2,5,3512.4,3
21,390.5,3,1,105.9,3
24,511.9,3,2,498.0,3
61,3340.7,3,3,3666.9,3
72,4656.6,3,4,4555.9,3
73,4787.1,3,5,4791.4,3
4,-0.3,4,1,11.9,3
17,157.5,4,2,102.1,3
65,2432.2,4,3,4290.0,3
49,1378.1,4,4,1954.9,3
42,1009.9,4,5,1056.2,3
98,9836.5,5,1,4918.4,3
68,4730.7,5,2,5152.1,3
45,2066.1,5,3,1950.1,3
51,2656.6,5,4,2395.5,3
89,8111.0,5,5,7911.1,3
28,808.8,1,1,14.0,4
76,5919.3,1,2,1000.0,4
50,2565.5,1,3,2999.9,4
23,547.7,1,4,1022.1,4
64,4199.4,1,5,3233.4,4
55,1003.6,2,1,3422.2,4
85,2408.4,2,2,1003.6,4
92,2822.8,2,3,2656.8,4
97,3138.9,2,4,3125.2,4
48,762.4,2,5,1061.2,4
61,5345.7,3,1,1224.9,4
29,1204.2,3,2,1001.2,4
71,7243.9,3,3,3571.1,4
20,570.0,3,4,100.1,4
75,8083.7,3,5,7500.0,4
47,1912.0,4,1,1003.6,4
18,279.7,4,2,100.0,4
92,7328.2,4,3,3138.9,4
54,2524.2,4,4,2565.5,4
10,85.8,4,5,100.0,4
4,13.6,5,1,11.2,4
23,431.7,5,2,119.9,4
87,6169.5,5,3,1001.2,4
12,117.9,5,4,102.4,4
81,5348.0,5,5,6925.1,4
48,2401.9,1,1,100.0,5
33,1129.9,1,2,1655.8,5
64,4278.1,1,3,2603.9,5
79,6523.8,1,4,5959.9,5
8,56.7,1,5,12.1,5
99,17160.6,2,1,10000.0,5
25,1109.7,2,2,1000.1,5
78,10658.7,2,3,10523.9,5
32,1807.7,2,4,1024.9,5
91,14501.8,2,5,15959.7,5
55,3786.0,3,1,1111.9,5
65,5288.1,3,2,4278.1,5
97,11777.0,3,3,16952.6,5
25,781.9,3,4,1109.7,5
20,500.3,3,5,1000.0,5
32,560.0,4,1,1807.7,5
22,262.3,4,2,264.0,5
38,791.6,4,3,1000.0,5
54,1603.0,4,4,1200.0,5
12,74.9,4,5,120.0,5
27,988.5,5,1,1000.0,5
53,3784.5,5,2,2500.0,5
12,202.1,5,3,120.0,5
59,4687.9,5,4,4523.5,5
60,4847.8,5,5,4800.0,5
45,1149.7,1,1,10.0,6
45,1149.7,1,2,1149.7,6
82,3852.4,1,3,1149.7,6
50,1422.9,1,4,1250.0,6
99,5622.3,1,5,4429.1,6
61,3249.7,2,1,2122.9,6
89,6923.9,2,2,5622.4,6
87,6615.9,2,3,6852.4,6
32,890.4,2,4,1522.9,6
4,8.6,2,5,11.4,6
65,4845.3,3,1,3422.9,6
47,2533.9,3,2,1422.9,6
31,1103.0,3,3,1231.9,6
59,3992.3,3,4,3659.9,6
89,9082.9,3,5,6923.9,6
22,713.8,4,1,100.0,6
49,3542.3,4,2,2522.9,6
49,3542.3,4,3,3542.3,6
37,2019.6,4,4,1992.9,6
56,4626.8,4,5,3992.3,6
31,961.4,5,1,1103.0,6
71,4981.7,5,2,4912.9,6
46,2099.5,5,3,2652.9,6
53,2782.4,5,4,3019.9,6
82,6640.1,5,5,5622.4,6
87,11620.0,1,1,100.0,7
23,813.8,1,2,11620.0,7
71,7739.6,1,3,1024.0,7
88,11888.7,1,4,11760.0,7
70,7523.2,1,5,7699.2,7
95,11653.8,2,1,12900.0,7
49,3095.1,2,2,813.8,7
47,2847.0,2,3,2999.2,7
70,6324.0,2,4,7523.2,7
20,509.7,2,5,1000.0,7
