x,y,machine,trial,y_pred,subject
45,487.8,1,1,10.0,1
80,1577.3,1,2,1000.0,1
81,1617.4,1,3,1587.3,1
55,736.8,1,4,1023.2,1
67,1101.4,1,5,1111.2,1
85,8881.0,2,1,1717.4,1
82,8264.8,2,2,1654.5,1
34,1416.8,2,3,3434.3,1
92,10404.8,2,4,9211.0,1
60,4422.7,2,5,2400.0,1
81,4533.9,3,1,1617.4,1
13,119.9,3,2,111.8,1
27,506.6,3,3,1011.9,1
67,3103.1,3,4,1101.4,1
45,1401.6,3,5,1911.4,1
81,2858.8,4,1,1617.4,1
77,2584.7,4,2,2753.1,1
51,1141.0,4,3,1351.4,1
3,16.5,4,4,1.1,1
50,1097.1,4,5,1250.0,1
88,10987.9,5,1,10000.0,1
96,13076.7,5,2,12500.0,1
60,5107.3,5,3,5422.7,1
44,2745.9,5,4,2551.1,1
41,2384.1,5,5,2451.4,1
67,4468.7,1,1,100.0,2
1,1.4,1,2,1.0,2
75,5599.4,1,3,5555.5,2
66,4336.3,1,4,4444.2,2
49,2390.3,1,5,3463.1,2
55,2233.8,2,1,3695.2,2
25,459.0,2,2,1125.2,2
80,4729.8,2,3,4800.0,2
87,5594.3,2,4,5119.4,2
88,5723.7,2,5,5656.3,2
27,180.4,3,1,102.0,2
33,273.4,3,2,213.5,2
1,-7.7,3,3,1.4,2
15,50.2,3,4,125.4,2
14,42.7,3,5,49.2,2
5,13.0,4,1,1.2,2
78,6398.9,4,2,4599.4,2
24,593.7,4,3,115.2,2
9,72.0,4,4,11.0,2
50,2621.5,4,5,2500.0,2
17,-185.6,5,1,119.0,2
63,-2662.2,5,2,4199.0,2
54,-1953.6,5,3,2199.0,2
27,-481.7,5,4,180.4,2
93,-5811.8,5,5,1000.0,2
87,718.8,1,1,100.0,3
39,167.3,1,2,11.2,3
44,205.1,1,3,181.4,3
78,583.4,1,4,465.2,3
5,30.9,1,5,12.5,3
8,-1.5,2,1,10.4,3
36,181.6,2,2,1.5,3
80,940.2,2,3,599.2,3
34,160.8,2,4,175.6,3
56,455.1,2,5,420.4,3
4,-8.6,3,1,1.5,3
54,777.0,3,2,390.2,3
35,318.9,3,3,163.5,3
42,464.9,3,4,295.4,3
90,2181.3,3,5,1200.0,3
35,1479.1,4,1,160.8,3
36,1564.9,4,2,1500.2,3
0,-0.7,4,3,0.0,3
26,815.9,4,4,100.1,3
55,3653.5,4,5,2195.1,3
90,4351.2,5,1,1000.0,3
35,662.4,5,2,1479.1,3
72,2786.6,5,3,1569.1,3
31,520.7,5,4,1002.9,3
83,3701.4,5,5,3155.4,3
17,261.8,1,1,17.0,4
36,1176.6,1,2,12.3,4
77,5385.1,1,3,2944.2,4
38,1311.0,1,4,1176.6,4
22,439.0,1,5,622.4,4
20,464.3,2,1,100.0,4
97,10816.0,2,2,4511.0,4
66,5009.9,2,3,1000.0,4
97,10816.0,2,4,10816.0,4
33,1256.0,2,5,1000.0,4
88,1081.4,3,1,11520.0,4
35,172.1,3,2,1250.0,4
19,51.6,3,3,100.0,4
42,247.3,3,4,192.0,4
7,8.1,3,5,1.9,4
50,703.1,4,1,1000.0,4
82,1916.4,4,2,1125.0,4
76,1644.1,4,3,1800.0,4
62,1089.2,4,4,1215.2,4
68,1313.2,4,5,1256.0,4
54,2748.5,5,1,1000.0,4
68,4359.0,5,2,1313.2,4
10,93.2,5,3,10.0,4
51,2451.5,5,4,2625.0,4
26,636.3,5,5,105.0,4
