run,trial,ytrue,ypred,x,name
0,0,-0.49,-0.72,"[-1.0, -1.0, -0.33, 0.0, -0.55]",birthweight
0,1,0.03,-0.53,"[-0.67, -1.0, -0.33, -0.48, -0.16]",birthweight
0,2,0.25,-0.31,"[-0.67, -1.0, -0.33, -0.62, -0.87]",birthweight
0,3,-0.37,0.42,"[-0.67, 1.0, -0.33, -0.47, -0.61]",birthweight
0,4,0.18,0.19,"[-0.67, -1.0, -0.33, -0.54, -0.81]",birthweight
1,0,-0.21,-0.38,"[-0.67, -1.0, -1.0, -0.27, 0.03]",birthweight
1,1,-0.8,0.08,"[-0.67, -1.0, -0.33, 0.26, 0.29]",birthweight
1,2,0.06,-0.68,"[-1.0, -1.0, -0.33, -0.12, -0.29]",birthweight
1,3,-0.3,0.48,"[-0.67, 1.0, -0.33, -1.0, -0.61]",birthweight
1,4,0.37,-0.48,"[-0.67, -1.0, -0.33, -0.35, -0.87]",birthweight
2,0,-0.12,2.45,"[-0.67, 1.0, -0.33, -0.68, -0.74]",birthweight
2,1,-0.22,0.48,"[-0.67, -1.0, -0.33, -0.71, -0.35]",birthweight
2,2,0.34,-0.32,"[-0.67, -1.0, -0.33, -0.53, -0.81]",birthweight
2,3,0.28,0.16,"[-0.67, -1.0, -0.33, -0.52, -0.61]",birthweight
2,4,0.18,0.16,"[-0.33, -1.0, -0.33, -0.54, -0.42]",birthweight
3,0,-0.06,-0.9,"[-0.67, -1.0, -0.33, -0.82, -0.68]",birthweight
3,1,-0.45,0.12,"[-0.67, -1.0, -0.33, -0.59, -0.29]",birthweight
3,2,0.1,-0.34,"[-0.67, -1.0, -0.33, -0.06, -0.55]",birthweight
3,3,1.0,0.42,"[-1.0, -1.0, -0.33, -0.49, 1.0]",birthweight
3,4,-0.31,0.5,"[-1.0, 1.0, -1.0, -0.41, -0.48]",birthweight
4,0,0.28,-0.75,"[-0.67, -1.0, -0.33, -0.52, -0.61]",birthweight
4,1,0.54,0.35,"[-1.0, -1.0, -0.33, -0.82, -0.87]",birthweight
4,2,-0.45,0.42,"[-0.67, 1.0, 0.33, -0.87, -0.68]",birthweight
4,3,0.42,0.12,"[-0.67, -1.0, -0.33, 0.22, -0.68]",birthweight
4,4,0.37,0.35,"[-0.67, -1.0, -0.33, -0.21, -0.68]",birthweight
5,0,0.46,-0.28,"[-0.67, -1.0, -0.33, 0.05, -0.48]",birthweight
5,1,0.65,-0.41,"[-0.67, -1.0, -0.33, -0.53, -0.68]",birthweight
5,2,-0.25,0.56,"[-0.67, -1.0, -0.33, -0.81, -0.23]",birthweight
5,3,-0.44,0.52,"[-1.0, -1.0, -0.33, -0.41, -0.87]",birthweight
5,4,0.36,0.12,"[-0.67, -1.0, -0.33, -0.38, -0.35]",birthweight
6,0,-0.03,-0.75,"[-0.67, -1.0, -0.33, -0.79, -0.94]",birthweight
6,1,0.17,0.12,"[-0.67, -1.0, -0.33, -0.73, -0.61]",birthweight
6,2,-0.01,0.37,"[-1.0, -1.0, -0.33, -0.53, -0.1]",birthweight
6,3,0.03,0.21,"[-0.33, -1.0, -0.33, -0.18, -0.03]",birthweight
6,4,-0.17,0.07,"[0.0, -1.0, -0.33, -0.41, -0.55]",birthweight
7,0,0.47,1.0,"[-0.33, -1.0, -0.33, 0.25, 0.16]",birthweight
7,1,-0.21,-0.79,"[-0.67, -1.0, -0.33, -0.53, -0.42]",birthweight
7,2,-0.28,-0.45,"[-0.67, -1.0, -0.33, -0.66, -0.61]",birthweight
7,3,-0.01,0.12,"[-0.33, -1.0, -0.33, -0.52, 0.16]",birthweight
7,4,-0.14,-0.35,"[-1.0, -1.0, -0.33, -0.71, -0.61]",birthweight
8,0,0.48,1.25,"[-1.0, -1.0, -0.33, -0.53, -0.74]",birthweight
8,1,0.18,0.42,"[-0.67, -1.0, -0.33, -0.54, -0.81]",birthweight
8,2,-0.43,0.24,"[-0.33, -1.0, -0.33, -0.18, -0.61]",birthweight
8,3,-0.34,-0.68,"[0.0, -1.0, -0.33, -0.53, -0.61]",birthweight
8,4,0.48,-0.12,"[-0.33, -1.0, -0.33, -0.41, -0.03]",birthweight
9,0,0.09,0.12,"[-1.0, -1.0, -0.33, -0.66, 0.23]",birthweight
9,1,0.34,-0.67,"[-0.67, -1.0, -0.33, -0.53, -0.81]",birthweight
9,2,0.54,0.21,"[-1.0, -1.0, -0.33, -0.08, -0.61]",birthweight
9,3,-0.26,0.42,"[-0.67, -1.0, -1.0, -0.65, -0.74]",birthweight
9,4,-0.43,0.21,"[-0.67, -1.0, -1.0, -0.12, -0.35]",birthweight
10,0,0.03,-0.57,"[-0.33, -1.0, -0.33, -0.18, -0.03]",birthweight
10,1,-0.15,0.34,"[-0.67, 1.0, -0.33, 0.2, -0.68]",birthweight
10,2,-0.26,-0.36,"[-0.67, 1.0, -1.0, -0.52, -0.61]",birthweight
10,3,0.01,0.04,"[-0.67, -1.0, -0.33, 0.02, -0.1]",birthweight
10,4,0.25,-0.22,"[-0.67, -1.0, -0.33, -0.35, -0.87]",birthweight
11,0,0.43,-2.02,"[-0.67, -1.0, -1.0, -0.65, -0.35]",birthweight
11,1,0.18,0.29,"[-0.67, -1.0, -0.33, -0.54, -0.81]",birthweight
11,2,0.26,0.56,"[-1.0, -1.0, -0.33, -0.29, -0.29]",birthweight
11,3,0.17,0.34,"[-0.67, -1.0, -0.33, -0.14, 0.03]",birthweight
11,4,0.37,0.22,"[-1.0, -1.0, -0.33, -0.35, -0.03]",birthweight
12,0,-0.49,-0.8,"[-1.0, -1.0, -0.33, 0.0, -0.55]",birthweight
12,1,-0.36,0.12,"[-0.67, 1.0, -0.33, -0.62, -0.68]",birthweight
12,2,-0.27,-0.53,"[-0.67, -1.0, -0.33, -0.2, -0.74]",birthweight
12,3,-0.2,-0.54,"[-0.67, -1.0, -1.0, -0.65, -0.42]",birthweight
12,4,0.1,-0.15,"[-0.33, -1.0, -0.33, 0.28, -0.68]",birthweight
13,0,0.4,-0.45,"[-1.0, -1.0, -0.33, -0.33, 0.03]",birthweight
13,1,0.01,0.2,"[-0.33, 1.0, -0.33, -0.53, -0.29]",birthweight
13,2,-0.21,0.2,"[-0.67, -1.0, -0.33, -0.53, -0.42]",birthweight
13,3,0.03,-0.45,"[-1.0, -1.0, -0.33, -0.61, -0.81]",birthweight
13,4,-0.21,0.15,"[-0.67, -1.0, -1.0, -0.27, 0.03]",birthweight
14,0,0.28,-1.23,"[-0.67, -1.0, -0.33, -0.52, -0.61]",birthweight
14,1,0.65,0.25,"[-0.67, -1.0, -0.33, -0.53, -0.68]",birthweight
14,2,0.37,1.12,"[-1.0, -1.0, -0.33, -0.13, -0.03]",birthweight
14,3,0.51,0.42,"[-0.67, -1.0, -0.33, 0.06, -0.61]",birthweight
14,4,0.1,0.45,"[-1.0, -1.0, -0.33, -0.41, -0.42]",birthweight
15,0,0.42,0.06,"[-0.67, -1.0, -0.33, 0.22, -0.68]",birthweight
15,1,0.5,-0.15,"[-1.0, 1.0, -0.33, -0.56, 0.23]",birthweight
15,2,0.03,-0.35,"[-1.0, -1.0, -0.33, -0.61, -0.81]",birthweight
