run,trial,ytrue,ypred,x,name
0,0,-0.2,-0.32,"[0.04, -0.44, -0.25, 0.1, -0.55]",diabetes
0,1,0.39,0.2,"[0.42, -0.44, -0.22, 0.44, -0.17]",diabetes
0,2,-0.25,-0.34,"[-0.28, -0.15, -0.58, -0.08, -0.59]",diabetes
0,3,-0.89,-0.56,"[-0.6, -0.72, -0.19, -0.52, -0.73]",diabetes
0,4,-0.66,-0.34,"[-0.19, -0.44, -0.19, -0.07, -0.82]",diabetes
1,0,-0.72,-0.58,"[-0.63, -0.72, -0.38, -0.38, -0.77]",diabetes
1,1,-0.8,0.95,"[-0.06, -0.72, 0.95, -0.75, -0.87]",diabetes
1,2,0.09,-0.47,"[0.18, -0.72, -0.04, -0.1, -0.67]",diabetes
1,3,-0.58,-0.53,"[-0.36, -1.0, 0.56, -0.66, -0.49]",diabetes
1,4,0.15,0.16,"[0.48, -0.15, -0.48, -0.01, -0.52]",diabetes
2,0,-0.19,-0.52,"[-0.19, -0.72, -0.3, 0.04, -0.36]",diabetes
2,1,-0.07,0.09,"[0.09, 0.13, -0.58, -0.49, -0.24]",diabetes
2,2,0.55,0.31,"[0.97, 0.13, -0.77, 0.38, -0.17]",diabetes
2,3,-0.71,-0.26,"[-0.29, -0.44, -0.38, 0.44, -0.64]",diabetes
2,4,-0.61,-0.46,"[-0.17, -1.0, 0.56, -0.1, -0.69]",diabetes
3,0,0.6,1.23,"[0.39, -0.44, -0.48, 0.35, 0.17]",diabetes
3,1,-0.02,-0.4,"[-0.11, -0.15, -0.48, -0.49, -0.74]",diabetes
3,2,0.39,1.2,"[0.96, 0.41, -0.66, 0.32, -0.36]",diabetes
3,3,-0.61,-0.28,"[-0.17, -1.0, 0.56, -0.1, -0.69]",diabetes
3,4,0.3,0.15,"[0.43, 0.41, -0.82, -0.21, -0.46]",diabetes
4,0,0.3,1.23,"[0.28, -0.44, -0.09, 0.35, 0.29]",diabetes
4,1,0.31,0.4,"[0.54, -0.44, -0.12, 0.69, -0.04]",diabetes
4,2,0.48,-0.04,"[0.09, -0.15, -0.56, -0.24, -0.36]",diabetes
4,3,-0.81,0.66,"[-0.77, -0.44, -0.56, -0.41, -0.88]",diabetes
4,4,-0.48,-0.41,"[-0.33, -0.8, 0.25, 0.39, -0.54]",diabetes
5,0,-0.89,-1.27,"[-0.29, -0.72, -0.01, -0.63, -0.62]",diabetes
5,1,-0.6,-0.36,"[-0.31, 0.2, -0.77, -0.43, -0.5]",diabetes
5,2,0.56,0.08,"[0.45, -0.44, -0.43, -0.13, 0.44]",diabetes
5,3,-0.26,0.02,"[0.18, -0.15, -0.56, 0.38, -0.21]",diabetes
5,4,0.94,0.48,"[0.19, -0.44, -0.43, 0.55, 0.55]",diabetes
6,0,0.37,2.45,"[1.0, 0.13, -0.66, 0.17, 0.16]",diabetes
6,1,-0.69,-0.45,"[-0.56, -0.72, 0.25, -0.3, -0.7]",diabetes
6,2,-0.56,-0.74,"[-0.28, -0.78, 0.17, -0.92, -0.8]",diabetes
6,3,-0.45,-0.68,"[-0.5, -0.95, 0.04, -0.35, -0.66]",diabetes
6,4,-0.89,-0.34,"[0.02, -0.44, -0.43, -0.3, -0.55]",diabetes
7,0,-0.8,3.24,"[-0.06, -0.72, 0.95, -0.75, -0.87]",diabetes
7,1,-0.05,-0.27,"[-0.26, -0.48, -0.22, -0.04, -0.37]",diabetes
7,2,-0.19,-0.25,"[-0.19, -0.72, -0.3, 0.04, -0.36]",diabetes
7,3,-0.0,0.1,"[0.27, -0.44, -0.3, -0.01, -0.32]",diabetes
7,4,-0.55,-0.15,"[-0.12, -0.43, -0.38, -0.22, -0.42]",diabetes
8,0,-0.2,-0.34,"[-0.05, -0.72, 0.01, -0.13, -0.81]",diabetes
8,1,-0.81,-0.6,"[-0.41, -0.72, -0.17, -0.97, -0.83]",diabetes
8,2,-0.81,-0.34,"[-0.39, -0.58, -0.25, -0.69, 0.24]",diabetes
8,3,0.37,-0.22,"[0.15, -0.15, -0.64, -0.13, -0.29]",diabetes
8,4,-0.74,0.02,"[0.09, -0.44, -0.38, 0.21, -0.5]",diabetes
9,0,-0.69,1.25,"[-0.49, -0.72, 0.01, 0.01, -0.63]",diabetes
9,1,0.18,-0.13,"[0.11, -0.72, 0.43, 0.1, -0.45]",diabetes
9,2,-0.55,-0.78,"[-0.35, -1.0, 0.01, -0.24, -0.62]",diabetes
9,3,-0.28,-0.25,"[-0.4, -0.26, -0.48, -0.51, 0.4]",diabetes
9,4,-0.66,-0.47,"[-0.57, -0.44, -0.01, 0.1, -0.44]",diabetes
10,0,0.39,1.03,"[0.42, -0.44, -0.22, 0.44, -0.17]",diabetes
10,1,0.01,-0.47,"[-0.37, -0.72, -0.12, -0.24, 0.11]",diabetes
10,2,-0.56,-0.25,"[-0.27, -0.47, -0.3, -0.65, -0.81]",diabetes
10,3,-0.67,-0.24,"[0.32, -0.49, 0.12, -0.59, -0.55]",diabetes
10,4,0.56,-0.48,"[0.1, -0.72, -0.06, -0.55, -0.22]",diabetes
11,0,0.28,1.2,"[0.73, 0.66, -0.82, 0.57, 0.09]",diabetes
11,1,-0.08,-0.35,"[-0.27, -0.44, -0.3, -0.69, -0.07]",diabetes
11,2,-0.6,0.12,"[0.66, -0.53, -0.01, 0.2, -0.65]",diabetes
11,3,-0.28,-0.43,"[-0.03, -0.72, -0.22, -0.63, -0.57]",diabetes
11,4,0.15,-0.36,"[-0.15, -0.72, -0.35, -0.46, -0.23]",diabetes
12,0,-0.25,-0.34,"[-0.28, -0.15, -0.58, -0.08, -0.59]",diabetes
12,1,-0.31,-0.27,"[-0.28, -0.44, -0.22, 0.1, -0.59]",diabetes
12,2,-0.81,-0.62,"[-0.41, -0.72, -0.17, -0.97, -0.83]",diabetes
12,3,-0.72,-0.58,"[-0.63, -0.72, -0.38, -0.38, -0.77]",diabetes
12,4,-0.69,-0.68,"[-0.42, -0.72, -0.4, -0.89, -0.66]",diabetes
13,0,-0.26,0.04,"[0.18, -0.15, -0.56, 0.38, -0.21]",diabetes
13,1,0.09,-0.47,"[0.18, -0.72, -0.04, -0.1, -0.67]",diabetes
13,2,-0.11,0.32,"[-0.1, -0.72, -0.01, -0.41, -0.45]",diabetes
13,3,0.27,0.12,"[0.62, 0.41, -0.61, -0.13, -0.3]",diabetes
13,4,-0.36,-0.22,"[-0.17, -0.44, -0.56, 0.27, -0.24]",diabetes
14,0,0.55,2.1,"[0.97, 0.13, -0.77, 0.38, -0.17]",diabetes
14,1,-0.48,-0.15,"[0.04, -0.72, 0.17, 0.13, -0.26]",diabetes
14,2,-0.91,-0.87,"[-0.39, -1.0, -0.12, 0.1, -0.6]",diabetes
14,3,-0.3,0.15,"[0.33, 0.41, -0.77, -0.24, 0.02]",diabetes
14,4,-0.66,-0.52,"[-0.19, -0.44, -0.19, -0.07, -0.82]",diabetes
15,0,-0.19,-0.52,"[-0.19, -0.72, -0.3, 0.04, -0.36]",diabetes
15,1,-0.48,-0.33,"[-0.33, -0.8, 0.25, 0.39, -0.54]",diabetes
15,2,-0.76,-0.63,"[-0.5, -0.72, 0.25, -0.55, -0.75]",diabetes
15,3,-0.53,-0.77,"[-0.51, -1.0, -0.38, -0.01, -0.95]",diabetes
15,4,-0.91,-0.42,"[-0.39, -1.0, -0.12, 0.1, -0.6]",diabetes
16,0,-0.78,-0.34,"[-0.11, -0.29, -0.69, -0.2, -0.39]",diabetes
16,1,0.73,0.25,"[0.55, -0.44, -0.51, 0.52, 0.12]",diabetes
16,2,0.51,0.27,"[0.5, 0.41, -0.69, -0.1, 0.15]",diabetes
16,3,-0.21,-0.23,"[0.08, -0.15, -0.58, -0.18, -0.43]",diabetes
16,4,0.73,-0.59,"[-0.07, -0.72, 0.12, -0.21, -0.09]",diabetes
17,0,0.08,0.08,"[-0.11, -0.15, -0.53, 0.01, 0.01]",diabetes
17,1,-0.84,-0.31,"[-0.37, -0.38, -0.47, 0.27, -0.59]",diabetes
17,2,-0.6,-0.52,"[0.12, -0.44, -0.38, -0.69, -0.2]",diabetes
17,3,0.09,-0.52,"[-0.15, -0.72, -0.17, -0.04, -0.5]",diabetes
17,4,-0.46,-0.3,"[0.16, -0.15, -0.61, -0.24, -0.22]",diabetes
18,0,-0.45,0.12,"[-0.47, -0.72, -0.01, 0.66, -0.17]",diabetes
18,1,-0.02,-0.68,"[-0.58, -1.0, 0.09, 0.15, -0.36]",diabetes
18,2,-0.63,0.12,"[-0.19, -0.44, 0.22, -0.3, -0.5]",diabetes
18,3,-0.15,0.12,"[0.59, -0.44, -0.53, -0.1, -0.37]",diabetes
18,4,-0.48,-0.31,"[-0.17, -0.41, -0.38, 0.21, 0.19]",diabetes
19,0,-0.57,0.02,"[-0.23, -0.61, 0.12, -0.27, -0.56]",diabetes
19,1,-0.57,-0.63,"[0.16, -0.44, -0.32, -0.55, -1.0]",diabetes
19,2,0.31,0.33,"[0.54, -0.44, -0.12, 0.69, -0.04]",diabetes
19,3,0.78,0.41,"[0.9, 0.13, -0.53, 0.55, 0.12]",diabetes
19,4,0.22,0.02,"[0.35, -0.44, -0.4, 0.07, 0.07]",diabetes
20,0,-0.76,-0.35,"[-0.5, -0.72, 0.25, -0.55, -0.75]",diabetes
20,1,-0.35,0.08,"[0.07, -0.15, -0.66, 0.49, -0.28]",diabetes
20,2,-0.13,-0.37,"[0.2, -0.15, -0.69, 0.15, -0.36]",diabetes
20,3,0.91,0.16,"[0.2, -0.15, -0.66, 0.13, 0.28]",diabetes
20,4,-0.11,-0.53,"[-0.1, -0.72, -0.01, -0.41, -0.45]",diabetes
21,0,0.69,1.34,"[0.23, -0.44, -0.17, 0.75, -0.07]",diabetes
21,1,-0.78,-0.67,"[-0.42, -1.0, 0.09, -0.41, -0.34]",diabetes
21,2,-0.79,-0.87,"[-0.46, -0.72, 0.06, -0.46, -0.82]",diabetes
21,3,-0.91,-0.62,"[-0.44, -0.72, -0.01, -0.21, -0.74]",diabetes
21,4,-0.45,0.45,"[-0.47, -0.72, -0.01, 0.66, -0.17]",diabetes
22,0,-0.05,1.23,"[-0.21, -0.44, -0.51, 0.38, -0.14]",diabetes
22,1,-0.89,-0.35,"[-0.6, -0.72, -0.19, -0.52, -0.73]",diabetes
22,2,-0.65,-0.31,"[-0.4, -0.72, 0.22, -0.3, -0.37]",diabetes
22,3,-0.05,-0.11,"[0.09, -0.15, -0.58, -0.07, 0.15]",diabetes
22,4,-0.3,0.02,"[0.09, 0.13, -0.56, 0.38, -0.26]",diabetes
23,0,-0.83,1.2,"[0.23, -0.39, -0.53, -0.3, 0.01]",diabetes
23,1,-0.33,-0.36,"[0.77, -0.44, -0.58, -0.27, 0.16]",diabetes
23,2,-0.51,-1.76,"[-0.13, -0.44, -0.51, -0.69, -0.99]",diabetes
23,3,-0.08,-0.13,"[0.12, -0.15, -0.53, 0.1, -0.17]",diabetes
23,4,-0.16,-0.37,"[-0.13, -0.44, -0.35, -0.41, -0.54]",diabetes
24,0,-0.37,1.2,"[0.44, 0.13, -0.77, -0.46, -0.35]",diabetes
24,1,0.68,0.12,"[0.54, -0.15, -0.4, -0.01, 0.24]",diabetes
24,2,1.0,0.12,"[0.19, -0.15, -0.61, -0.46, 0.93]",diabetes
24,3,-0.74,-0.52,"[0.09, -0.44, -0.38, 0.21, -0.5]",diabetes
24,4,-0.13,-0.48,"[0.2, -0.15, -0.69, 0.15, -0.36]",diabetes
25,0,-0.01,-0.26,"[-0.23, -0.44, -0.32, -0.27, -0.03]",diabetes
25,1,-0.09,0.05,"[0.25, 0.41, -0.56, 0.58, -0.45]",diabetes
25,2,-0.55,-0.44,"[-0.35, -1.0, 0.01, -0.24, -0.62]",diabetes
25,3,0.02,0.03,"[0.42, -0.24, -0.4, 0.8, -0.69]",diabetes
25,4,-0.6,-0.29,"[-0.35, -0.72, 0.22, -0.18, -0.44]",diabetes
26,0,0.03,0.15,"[-0.28, -0.72, 0.22, 0.04, -0.2]",diabetes
26,1,-0.18,-0.29,"[-0.01, -0.44, -0.71, 0.15, -0.48]",diabetes
26,2,-0.21,-0.05,"[0.12, -0.44, -0.58, 0.1, 0.17]",diabetes
26,3,-0.55,-0.37,"[-0.17, -0.44, -0.48, -0.38, -0.39]",diabetes
26,4,-0.6,-0.68,"[-0.46, -0.72, -0.04, -0.41, -0.78]",diabetes
27,0,0.84,2.1,"[-0.0, -0.44, -0.45, 0.49, 0.5]",diabetes
27,1,0.08,-0.77,"[-0.11, -0.15, -0.53, 0.01, 0.01]",diabetes
27,2,0.37,-0.12,"[0.15, -0.15, -0.64, -0.13, -0.29]",diabetes
27,3,-0.63,0.22,"[0.1, -0.72, -0.19, -0.41, -0.01]",diabetes
27,4,-0.84,-1.08,"[-0.35, -0.72, 0.06, -0.77, -0.3]",diabetes
28,0,0.6,1.24,"[0.58, 0.13, -0.61, 0.63, -0.47]",diabetes
28,1,-0.48,-0.3,"[0.99, -0.15, -0.22, -0.38, -0.74]",diabetes
28,2,-0.26,-0.32,"[-0.44, -0.01, -0.69, -0.53, 0.07]",diabetes
28,3,-0.26,-0.04,"[0.25, 0.13, -0.84, -0.52, -0.27]",diabetes
28,4,-0.63,-0.6,"[-0.51, -0.96, 0.27, -0.34, -0.48]",diabetes
29,0,-0.0,-0.15,"[0.27, -0.44, -0.3, -0.01, -0.32]",diabetes
29,1,-0.76,-0.37,"[-0.23, -0.44, -0.04, -0.52, -0.64]",diabetes
29,2,-0.37,-0.21,"[0.44, 0.13, -0.77, -0.46, -0.35]",diabetes
29,3,-0.55,-0.84,"[-0.35, -1.0, 0.01, -0.24, -0.62]",diabetes
29,4,-0.6,-0.36,"[-0.31, 0.2, -0.77, -0.43, -0.5]",diabetes
