run,trial,ytrue,ypred,x,name
0,0,0.51,1.37,"[-1.0, -1.0, -0.22, 0.54, 0.14]",wage
0,1,0.37,-0.12,"[1.0, -1.0, -0.44, 0.69, -0.43]",wage
0,2,0.36,0.45,"[-1.0, 1.0, -0.11, 0.38, 0.71]",wage
0,3,-0.25,0.45,"[1.0, 1.0, -0.22, 0.23, 0.71]",wage
0,4,0.35,0.12,"[1.0, -1.0, -0.11, 0.08, 0.71]",wage
1,0,0.41,2.37,"[-1.0, 1.0, -0.56, 0.54, -1.0]",wage
1,1,0.33,-0.23,"[-1.0, -1.0, 0.0, 0.38, 0.14]",wage
1,2,0.5,0.29,"[1.0, 1.0, -0.56, 0.23, -0.71]",wage
1,3,0.57,0.45,"[-1.0, 1.0, 0.11, 0.38, 0.43]",wage
1,4,0.12,0.45,"[-1.0, -1.0, 0.11, 0.23, 1.0]",wage
2,0,0.44,3.24,"[1.0, -1.0, 0.0, 0.38, 1.0]",wage
2,1,0.56,0.35,"[1.0, -1.0, 0.0, 0.23, 0.71]",wage
2,2,0.41,1.02,"[1.0, 1.0, 0.11, 0.38, 0.43]",wage
2,3,0.4,0.34,"[-1.0, -1.0, 0.22, 0.38, 0.71]",wage
2,4,0.54,0.35,"[1.0, -1.0, -0.44, 0.38, -0.14]",wage
3,0,0.28,2.45,"[1.0, -1.0, -0.33, 0.38, 0.14]",wage
3,1,0.38,0.42,"[1.0, -1.0, -0.56, 0.69, -0.14]",wage
3,2,0.58,1.15,"[1.0, 1.0, -0.11, 0.54, 0.71]",wage
3,3,0.32,0.34,"[-1.0, 1.0, 0.0, 0.23, 0.14]",wage
3,4,0.24,0.24,"[-1.0, 1.0, -0.33, 0.08, 0.14]",wage
4,0,0.34,2.14,"[-1.0, -1.0, -0.67, 0.38, -0.71]",wage
4,1,0.58,1.18,"[-1.0, 1.0, -0.22, 0.23, 0.14]",wage
4,2,0.34,0.28,"[-1.0, -1.0, -0.78, 0.38, -1.0]",wage
4,3,0.36,0.48,"[-1.0, -1.0, -0.33, 0.23, 0.43]",wage
4,4,0.4,0.52,"[1.0, -1.0, 0.11, 0.38, 0.43]",wage
5,0,0.61,2.3,"[-1.0, -1.0, -0.44, 0.69, -0.14]",wage
5,1,0.46,-0.27,"[-1.0, -1.0, -0.56, 0.38, -1.0]",wage
5,2,0.46,0.39,"[-1.0, -1.0, 0.0, 0.23, 0.71]",wage
5,3,0.41,0.28,"[1.0, 1.0, -0.67, 0.69, -0.71]",wage
5,4,0.37,0.54,"[-1.0, -1.0, -0.11, 0.38, 0.71]",wage
6,0,0.31,2.37,"[-1.0, -1.0, -0.11, -0.23, -0.43]",wage
6,1,0.25,0.27,"[-1.0, -1.0, -0.44, 0.38, -0.14]",wage
6,2,0.16,0.17,"[-1.0, -1.0, -0.89, 0.23, -1.0]",wage
6,3,0.23,0.64,"[1.0, -1.0, 0.56, -0.54, 0.71]",wage
6,4,0.44,0.34,"[1.0, -1.0, -0.22, 0.54, 0.43]",wage
7,0,0.37,1.37,"[-1.0, -1.0, -0.44, 0.23, -0.14]",wage
