run,trial,ytrue,ypred,x,name
0,0,-0.67,-0.37,"[0.06, -0.28, 0.29, -0.51, -1.0]",obesity
0,1,-0.33,0.34,"[-0.6, -0.43, 0.06, -0.47, 1.0]",obesity
0,2,0.33,-0.82,"[-0.79, -0.63, -0.51, -0.45, 1.0]",obesity
0,3,0.0,-0.27,"[0.22, 0.04, 0.01, -0.38, -1.0]",obesity
0,4,0.0,0.67,"[-1.0, -0.83, -0.5, -0.65, 1.0]",obesity
1,0,-0.33,-0.92,"[-0.26, -1.0, -0.65, -1.0, -1.0]",obesity
1,1,0.83,0.22,"[-0.33, 0.39, -0.44, 0.0, 1.0]",obesity
1,2,0.33,-0.25,"[-0.55, -0.21, -0.86, -0.53, 1.0]",obesity
1,3,-0.67,-0.02,"[0.26, -0.04, 0.96, -0.31, -1.0]",obesity
1,4,-0.67,-0.45,"[0.33, -0.5, 0.39, -0.57, -1.0]",obesity
2,0,0.5,0.42,"[-0.29, 0.12, -0.25, 0.16, 1.0]",obesity
2,1,-0.33,-1.5,"[-0.26, -1.0, -0.65, -1.0, -1.0]",obesity
2,2,0.33,-0.21,"[-0.42, -0.55, -0.51, -0.66, 1.0]",obesity
2,3,-0.67,-0.17,"[0.72, -0.08, 0.33, -0.38, -1.0]",obesity
2,4,0.17,0.4,"[-0.51, -0.6, -0.2, -0.33, 1.0]",obesity
3,0,0.0,1.2,"[-0.66, -0.35, -0.5, -0.52, 1.0]",obesity
3,1,0.0,0.0,"[-0.22, -0.42, -0.59, -0.61, 1.0]",obesity
3,2,0.5,1.0,"[-0.66, 0.22, -0.51, -0.31, 1.0]",obesity
3,3,0.0,1.0,"[0.91, -0.13, 1.0, -0.55, -1.0]",obesity
3,4,0.17,0.0,"[-0.55, -0.62, -0.37, -0.48, 1.0]",obesity
4,0,-0.67,1.2,"[0.56, 0.04, 0.21, -0.31, -1.0]",obesity
4,1,0.5,0.22,"[-0.28, -0.28, -0.59, 0.09, 1.0]",obesity
4,2,-0.83,-0.51,"[0.5, 0.12, 0.13, -0.37, -1.0]",obesity
4,3,0.0,0.25,"[-0.34, -0.19, -0.09, -0.22, 1.0]",obesity
4,4,0.0,0.33,"[-0.66, 0.09, -0.55, -0.56, 1.0]",obesity
5,0,-0.83,-0.52,"[0.34, -0.86, -0.14, -0.74, -1.0]",obesity
5,1,-0.67,0.18,"[0.72, -0.08, 0.33, -0.38, -1.0]",obesity
5,2,-0.5,-0.54,"[0.39, -0.04, 0.16, -0.24, -1.0]",obesity
5,3,0.33,0.1,"[-0.46, 0.25, -0.17, -0.06, 1.0]",obesity
5,4,0.67,0.12,"[-0.67, 0.25, -0.23, -0.23, 1.0]",obesity
6,0,-0.17,2.34,"[1.0, -0.29, -0.2, -0.57, -1.0]",obesity
