run,trial,ytrue,ypred,x,name
0,0,-0.78,2.1,"[-0.76, 0.35, 0.14, -0.26, 0.38]",fuel
0,1,0.29,0.12,"[0.31, 0.32, -0.87, -0.35, -0.87]",fuel
0,2,-0.37,-0.51,"[-0.48, 1.0, -0.96, -0.97, -0.12]",fuel
0,3,0.42,0.34,"[0.49, 0.12, -0.95, -0.91, 0.26]",fuel
0,4,0.29,-0.34,"[-0.39, -0.12, -0.82, -0.26, -0.74]",fuel
1,0,0.3,-0.43,"[-0.08, -0.17, -0.78, -0.48, -0.66]",fuel
1,1,0.22,0.2,"[0.29, 0.16, -0.68, -0.42, -0.47]",fuel
1,2,0.04,0.12,"[0.26, 0.58, -0.9, -0.73, -0.7]",fuel
1,3,0.38,0.18,"[-0.28, 0.16, 0.21, 1.0, -0.3]",fuel
1,4,0.16,0.18,"[0.11, -0.02, -0.72, -0.64, -0.53]",fuel
2,0,-0.37,0.42,"[-0.48, 1.0, -0.96, -0.97, -0.12]",fuel
2,1,0.25,0.11,"[0.25, 0.54, -0.53, -0.33, -0.37]",fuel
2,2,0.39,-0.3,"[-0.14, 0.01, -0.86, -0.52, -1.0]",fuel
2,3,-0.14,0.16,"[0.18, 0.26, -0.63, -0.77, 0.73]",fuel
2,4,0.2,0.02,"[-0.46, 0.16, -0.76, -0.6, -0.76]",fuel
3,0,-1.0,-0.33,"[-1.0, 0.16, -0.99, -1.0, 0.67]",fuel
3,1,0.14,0.0,"[0.41, 0.58, -0.93, -0.39, -0.3]",fuel
3,2,0.29,0.12,"[0.31, 0.32, -0.87, -0.35, -0.87]",fuel
3,3,0.17,0.12,"[0.2, 0.44, -0.98, -0.97, 0.04]",fuel
3,4,-0.11,0.42,"[0.6, 0.63, -0.82, -0.87, 1.0]",fuel
4,0,-0.02,1.12,"[0.23, 0.44, -0.67, -0.47, 0.07]",fuel
4,1,0.01,0.08,"[-0.03, 0.84, -0.7, -0.26, -0.26]",fuel
4,2,0.42,-0.03,"[1.0, 0.16, -0.99, -0.91, -0.4]",fuel
4,3,0.29,-0.27,"[-0.39, -0.12, -0.82, -0.26, -0.74]",fuel
4,4,0.02,0.12,"[0.6, -0.43, -0.02, -0.23, -0.27]",fuel
5,0,0.2,-0.92,"[-0.46, 0.16, -0.76, -0.6, -0.76]",fuel
5,1,-0.03,0.1,"[-0.04, 0.35, -0.33, -0.23, -0.25]",fuel
5,2,0.18,-0.12,"[0.2, 0.63, -0.95, -0.7, -0.68]",fuel
5,3,-0.21,-0.08,"[-0.36, 0.07, -0.27, -0.09, 0.15]",fuel
5,4,0.38,-0.1,"[0.01, -0.07, -0.59, -0.54, 0.04]",fuel
6,0,0.38,0.42,"[-0.28, 0.16, 0.21, 1.0, -0.3]",fuel
6,1,0.33,-0.56,"[-0.05, -0.3, -0.66, -0.38, -0.39]",fuel
6,2,0.18,-0.46,"[0.2, 0.63, -0.95, -0.7, -0.68]",fuel
6,3,0.35,0.25,"[-0.56, 0.16, -0.73, -0.13, 0.13]",fuel
6,4,0.29,0.24,"[0.31, 0.32, -0.87, -0.35, -0.87]",fuel
7,0,0.38,-0.23,"[0.01, -0.07, -0.59, -0.54, 0.04]",fuel
7,1,-0.37,1.52,"[-0.48, 1.0, -0.96, -0.97, -0.12]",fuel
7,2,-0.14,0.42,"[0.18, 0.26, -0.63, -0.77, 0.73]",fuel
7,3,0.25,0.21,"[0.25, 0.54, -0.53, -0.33, -0.37]",fuel
7,4,0.14,0.12,"[0.41, 0.58, -0.93, -0.39, -0.3]",fuel
8,0,0.29,-0.49,"[0.31, 0.32, -0.87, -0.35, -0.87]",fuel
8,1,-0.02,0.35,"[0.23, 0.44, -0.67, -0.47, 0.07]",fuel
8,2,0.42,0.12,"[0.77, -0.02, -0.76, -0.38, -0.75]",fuel
8,3,0.16,0.15,"[0.11, -0.02, -0.72, -0.64, -0.53]",fuel
8,4,0.13,0.12,"[0.19, 0.6, -0.91, -0.75, -0.03]",fuel
9,0,-0.02,0.12,"[0.23, 0.44, -0.67, -0.47, 0.07]",fuel
9,1,0.33,-0.21,"[0.46, 0.81, -0.97, -0.55, -0.84]",fuel
9,2,0.17,-0.03,"[0.2, 0.44, -0.98, -0.97, 0.04]",fuel
9,3,0.07,-0.29,"[-0.08, -0.72, -0.51, -0.77, 0.63]",fuel
9,4,-0.78,-0.12,"[-0.76, 0.35, 0.14, -0.26, 0.38]",fuel
10,0,0.33,-0.42,"[0.46, 0.81, -0.97, -0.55, -0.84]",fuel
10,1,-0.37,0.29,"[-0.48, 1.0, -0.96, -0.97, -0.12]",fuel
10,2,0.14,0.21,"[0.54, 0.35, -0.77, -0.44, 0.22]",fuel
10,3,0.38,-0.02,"[0.01, -0.07, -0.59, -0.54, 0.04]",fuel
10,4,-0.14,0.21,"[0.18, 0.26, -0.63, -0.77, 0.73]",fuel
