run,trial,ytrue,ypred,x,name
0,0,-0.39,-0.56,"[-0.9, -0.33, -0.55, -1.0, -0.01]",prostate
0,1,0.01,-0.75,"[-1.0, -1.0, -0.73, -1.0, -0.01]",prostate
0,2,-0.02,-0.28,"[-0.6, -0.33, -0.55, -1.0, 0.1]",prostate
0,3,0.32,0.21,"[0.2, -0.33, 0.73, -1.0, 0.49]",prostate
0,4,0.47,0.26,"[0.5, -0.33, 0.02, 1.0, 0.13]",prostate
1,0,-0.1,-0.56,"[-0.9, -0.33, -0.43, -1.0, -0.17]",prostate
1,1,0.35,0.6,"[0.2, -0.33, 0.73, 1.0, 0.8]",prostate
1,2,0.37,-0.48,"[-1.0, -1.0, -1.0, -1.0, 0.3]",prostate
1,3,0.15,0.15,"[0.2, -0.33, 0.26, 1.0, 0.24]",prostate
1,4,0.09,0.45,"[0.9, 1.0, 0.37, -1.0, 0.6]",prostate
2,0,-0.09,-1.42,"[-0.8, -0.33, -1.0, -1.0, 0.08]",prostate
2,1,-0.19,-0.88,"[-1.0, -1.0, -1.0, -1.0, -0.41]",prostate
2,2,-0.13,-0.14,"[-0.7, -0.33, -1.0, -1.0, -0.3]",prostate
2,3,0.04,0.03,"[-0.2, -0.33, 0.32, -1.0, 0.34]",prostate
2,4,0.32,0.14,"[0.2, -0.33, 0.73, -1.0, 0.49]",prostate
3,0,-0.73,-2.19,"[-1.0, -1.0, -1.0, -1.0, -0.19]",prostate
3,1,-0.09,-0.61,"[-0.8, -0.33, -1.0, -1.0, 0.08]",prostate
3,2,0.23,1.25,"[-0.6, -0.33, 0.54, 1.0, 0.68]",prostate
3,3,-0.16,-0.48,"[-0.9, -0.33, -1.0, -1.0, 0.03]",prostate
3,4,0.16,0.02,"[-0.6, -0.33, -0.25, 1.0, -0.01]",prostate
4,0,-0.91,-2.61,"[-0.6, -0.33, -1.0, -1.0, -0.68]",prostate
4,1,-0.09,0.22,"[0.6, 1.0, -1.0, -1.0, -0.24]",prostate
4,2,-0.32,-1.08,"[-1.0, -1.0, -1.0, -1.0, -0.41]",prostate
4,3,0.25,0.62,"[0.0, -0.33, 0.77, 1.0, 0.74]",prostate
4,4,0.85,0.12,"[-0.8, -0.33, 0.79, 1.0, 0.65]",prostate
5,0,-0.31,-3.03,"[-1.0, -1.0, -1.0, -1.0, -0.03]",prostate
5,1,-0.44,-1.28,"[-1.0, -1.0, -1.0, -1.0, -1.0]",prostate
5,2,0.85,0.86,"[-0.8, -0.33, 0.79, 1.0, 0.65]",prostate
5,3,0.13,-0.37,"[-1.0, -1.0, -1.0, -1.0, -0.65]",prostate
5,4,0.03,0.28,"[-1.0, -1.0, -1.0, -1.0, 0.16]",prostate
6,0,-0.29,0.12,"[0.2, -0.33, 0.2, -1.0, 0.21]",prostate
6,1,0.25,0.57,"[0.0, -0.33, 0.77, 1.0, 0.74]",prostate
6,2,0.05,-0.6,"[-0.7, -0.33, -1.0, -1.0, 0.01]",prostate
6,3,0.13,-0.15,"[-0.9, -0.33, -0.73, -1.0, -0.02]",prostate
6,4,-0.44,-0.47,"[-1.0, -1.0, -1.0, -1.0, -0.38]",prostate
7,0,0.05,-1.42,"[-0.7, -0.33, -1.0, -1.0, 0.01]",prostate
7,1,0.03,0.03,"[-1.0, -1.0, -1.0, -1.0, 0.16]",prostate
