run,trial,ytrue,ypred,x,name
0,0,-0.3,2.3,"[-0.05, 0.0, -1.0, -0.71, 0.11]",highway
0,1,-0.22,-1.3,"[-0.89, 0.0, -1.0, -0.91, -0.56]",highway
0,2,-0.34,-0.35,"[-0.46, 0.0, -1.0, -0.68, -0.11]",highway
0,3,-0.62,0.02,"[-0.08, 0.33, -1.0, -0.73, 0.11]",highway
0,4,-0.68,-0.48,"[-0.55, -0.33, -0.93, -0.65, -0.33]",highway
1,0,-0.22,-2.36,"[-0.89, 0.0, -1.0, -0.91, -0.56]",highway
1,1,-0.68,-0.48,"[-0.55, -0.33, -0.93, -0.65, -0.33]",highway
1,2,-0.9,-0.52,"[-0.63, 0.33, -0.92, -0.65, -0.33]",highway
1,3,0.83,-0.75,"[-0.99, -0.67, -0.26, -0.41, -1.0]",highway
1,4,0.09,-0.42,"[0.03, -0.67, -0.89, -0.37, -0.56]",highway
2,0,-0.31,0.12,"[-0.86, -0.33, -0.86, -0.74, 0.11]",highway
2,1,0.09,-0.52,"[0.03, -0.67, -0.89, -0.37, -0.56]",highway
2,2,-0.72,-0.21,"[-0.53, 0.0, -0.52, -0.78, -0.78]",highway
2,3,-0.82,-0.26,"[-0.59, 0.67, -1.0, -0.94, 0.56]",highway
2,4,-0.7,-0.53,"[-0.4, -0.33, -1.0, -0.44, -0.56]",highway
3,0,-0.9,-0.87,"[-0.68, 0.33, -1.0, -0.96, -0.33]",highway
3,1,-0.93,0.5,"[1.0, 0.0, -0.9, -0.71, 0.56]",highway
3,2,0.12,-0.72,"[-0.71, -0.33, -0.04, -0.76, -0.78]",highway
3,3,-0.75,0.05,"[-0.07, 0.33, -0.21, -0.78, -0.78]",highway
3,4,-0.43,-0.82,"[0.3, 0.0, -0.97, -0.64, -0.11]",highway
4,0,-0.34,-0.87,"[-0.46, 0.0, -1.0, -0.68, -0.11]",highway
4,1,0.73,-0.38,"[-0.74, 0.0, -0.59, -0.01, -0.56]",highway
4,2,0.09,0.12,"[0.03, -0.67, -0.89, -0.37, -0.56]",highway
4,3,-0.3,-0.28,"[-0.05, 0.0, -1.0, -0.71, 0.11]",highway
4,4,-0.75,0.12,"[-0.56, 0.33, -1.0, -0.68, -0.56]",highway
5,0,-0.64,0.15,"[-0.11, 0.0, -1.0, -0.81, 0.56]",highway
5,1,-0.21,-0.36,"[-0.44, -0.33, -0.04, -0.65, -0.33]",highway
5,2,1.0,0.34,"[-0.97, -1.0, 1.0, 1.0, -1.0]",highway
5,3,-0.75,-0.48,"[-0.56, 0.33, -1.0, -0.68, -0.56]",highway
5,4,-0.62,-0.47,"[-0.08, 0.33, -1.0, -0.73, 0.11]",highway
6,0,-0.75,0.06,"[-0.07, 0.33, -0.21, -0.78, -0.78]",highway
6,1,-0.93,0.19,"[1.0, 0.0, -0.9, -0.71, 0.56]",highway
6,2,0.54,-1.12,"[-0.54, -0.67, -0.93, 0.1, -0.78]",highway
6,3,-1.0,0.27,"[-0.08, 1.0, -1.0, -1.0, 0.33]",highway
6,4,-0.67,-0.88,"[-0.29, 0.33, -1.0, -0.91, -0.56]",highway
7,0,-0.93,2.3,"[1.0, 0.0, -0.9, -0.71, 0.56]",highway
7,1,-0.66,1.12,"[-0.65, 0.0, -1.0, -0.6, -0.11]",highway
7,2,-0.56,-0.25,"[-0.31, -0.33, 0.11, -0.79, 0.33]",highway
7,3,0.12,-1.08,"[-0.71, -0.33, -0.04, -0.76, -0.78]",highway
7,4,-0.9,-0.81,"[-0.68, 0.33, -1.0, -0.96, -0.33]",highway
8,0,-0.95,0.12,"[0.03, 0.33, -1.0, -0.82, 1.0]",highway
8,1,-0.94,0.12,"[-0.03, 0.0, -0.92, -0.54, 0.33]",highway
8,2,-0.7,-1.73,"[-0.4, -0.33, -1.0, -0.44, -0.56]",highway
8,3,-0.31,-1.08,"[-0.86, -0.33, -0.86, -0.74, 0.11]",highway
8,4,-0.34,-0.65,"[-0.46, 0.0, -1.0, -0.68, -0.11]",highway
