run,trial,ytrue,ypred,x,name
0,0,0.46,0.42,"[-0.35, -0.12, -0.35, -0.55, 1.0]",pinot
0,1,0.85,1.12,"[-0.23, 0.41, -0.1, 0.73, 1.0]",pinot
0,2,1.0,1.12,"[-0.23, 1.0, 0.55, 0.18, 0.2]",pinot
0,3,0.85,0.67,"[-0.03, 0.32, 0.5, 0.0, 0.6]",pinot
0,4,0.59,0.38,"[-0.55, -0.22, -0.15, -0.18, 1.0]",pinot
1,0,1.0,3.24,"[-0.48, 0.85, 1.0, 1.0, -0.2]",pinot
1,1,0.07,-0.5,"[-0.55, -0.32, 0.4, -1.0, -1.0]",pinot
1,2,0.05,-0.15,"[-0.74, -0.37, 0.05, -0.91, 0.2]",pinot
1,3,1.0,0.9,"[-0.23, 1.0, 0.55, 0.18, 0.2]",pinot
1,4,0.32,0.84,"[0.42, 0.27, 0.25, 0.05, 1.0]",pinot
2,0,0.2,0.42,"[-0.74, -0.07, 0.1, -0.32, 1.0]",pinot
2,1,0.85,0.4,"[-0.03, 0.32, 0.5, 0.0, 0.6]",pinot
2,2,-0.1,0.35,"[0.29, -0.12, 0.0, -0.55, 1.0]",pinot
2,3,0.76,1.2,"[0.23, 0.8, 0.4, 0.41, 0.6]",pinot
2,4,-0.22,-0.5,"[-0.55, -0.9, -1.0, -0.73, 1.0]",pinot
3,0,-0.22,-0.42,"[-0.55, -0.9, -1.0, -0.73, 1.0]",pinot
3,1,-0.41,0.25,"[0.87, -0.71, 0.45, -0.55, 0.2]",pinot
3,2,0.07,0.12,"[-0.55, -0.32, 0.4, -1.0, -1.0]",pinot
3,3,-0.29,-0.15,"[-0.48, 0.02, -0.25, -0.36, -0.2]",pinot
3,4,-0.61,-0.37,"[-0.29, -0.41, -0.3, -0.64, -0.2]",pinot
4,0,-0.17,1.2,"[-0.87, -0.32, -0.25, -0.41, 1.0]",pinot
4,1,-0.85,-0.55,"[-0.35, -1.0, -0.45, -0.45, 1.0]",pinot
4,2,-0.29,-0.16,"[-0.03, 0.02, -0.1, -0.73, 1.0]",pinot
4,3,-0.61,-0.37,"[-0.29, -0.41, -0.3, -0.64, -0.2]",pinot
4,4,-0.32,0.55,"[1.0, 0.02, -0.15, -0.14, 1.0]",pinot
5,0,-0.41,1.34,"[0.87, -0.71, 0.45, -0.55, 0.2]",pinot
5,1,0.44,0.26,"[-0.23, 0.27, 0.45, -0.23, 1.0]",pinot
5,2,-0.0,0.12,"[0.48, -0.32, -0.05, -0.09, 1.0]",pinot
5,3,1.0,0.37,"[-0.23, 1.0, 0.55, 0.18, 0.2]",pinot
5,4,0.37,0.35,"[0.23, 0.27, 0.55, -0.23, 0.2]",pinot
6,0,0.15,0.23,"[-0.35, -0.71, 0.15, -0.5, 1.0]",pinot
6,1,-0.61,-0.37,"[-0.29, -0.41, -0.3, -0.64, -0.2]",pinot
6,2,-0.54,-0.42,"[-0.23, -0.9, -0.9, -1.0, 1.0]",pinot
6,3,0.2,0.08,"[-0.23, 0.02, 0.05, -0.41, 1.0]",pinot
6,4,-0.17,-0.34,"[-0.87, -0.32, -0.25, -0.41, 1.0]",pinot
7,0,-0.85,1.2,"[-0.35, -1.0, -0.45, -0.45, 1.0]",pinot
7,1,0.76,0.69,"[0.23, 0.8, 0.4, 0.41, 0.6]",pinot
7,2,0.2,-0.21,"[-0.74, -0.07, 0.1, -0.32, 1.0]",pinot
7,3,0.85,0.47,"[-0.03, 0.32, 0.5, 0.0, 0.6]",pinot
7,4,0.29,0.15,"[-0.61, 0.37, 0.1, -0.14, 0.2]",pinot
8,0,-0.29,-0.15,"[-0.48, 0.02, -0.25, -0.36, -0.2]",pinot
8,1,-0.02,0.14,"[0.16, -0.07, 0.35, -0.73, 1.0]",pinot
8,2,0.2,0.08,"[-0.23, 0.02, 0.05, -0.41, 1.0]",pinot
8,3,0.85,0.36,"[-0.23, 0.41, -0.1, 0.73, 1.0]",pinot
8,4,-0.1,0.1,"[0.29, -0.12, 0.0, -0.55, 1.0]",pinot
9,0,-0.29,-0.15,"[-0.48, 0.02, -0.25, -0.36, -0.2]",pinot
9,1,0.71,0.56,"[0.48, 0.51, 0.2, 0.59, 1.0]",pinot
9,2,-0.07,0.09,"[0.42, 0.07, -0.3, -0.73, 1.0]",pinot
9,3,0.2,-0.21,"[-0.74, -0.07, 0.1, -0.32, 1.0]",pinot
9,4,0.44,0.35,"[0.1, -0.07, 0.4, 0.36, 1.0]",pinot
10,0,-0.29,0.12,"[-0.03, 0.02, -0.1, -0.73, 1.0]",pinot
10,1,0.85,0.61,"[-0.23, 0.41, -0.1, 0.73, 1.0]",pinot
10,2,0.44,0.39,"[0.1, -0.07, 0.4, 0.36, 1.0]",pinot
10,3,0.44,0.24,"[-0.23, 0.27, 0.45, -0.23, 1.0]",pinot
10,4,0.59,-0.33,"[-0.55, -0.22, -0.15, -0.18, 1.0]",pinot
11,0,0.2,0.12,"[-0.23, 0.02, 0.05, -0.41, 1.0]",pinot
11,1,0.07,-0.5,"[-0.55, -0.32, 0.4, -1.0, -1.0]",pinot
11,2,-0.0,0.3,"[0.48, -0.32, -0.05, -0.09, 1.0]",pinot
11,3,0.59,-0.1,"[-0.55, -0.22, -0.15, -0.18, 1.0]",pinot
11,4,0.85,0.34,"[-0.23, 0.41, -0.1, 0.73, 1.0]",pinot
12,0,0.71,1.23,"[0.48, 0.51, 0.2, 0.59, 1.0]",pinot
12,1,0.59,-0.26,"[-0.55, -0.22, -0.15, -0.18, 1.0]",pinot
12,2,-0.1,0.42,"[0.29, -0.12, 0.0, -0.55, 1.0]",pinot
12,3,1.0,1.2,"[-0.23, 1.0, 0.55, 0.18, 0.2]",pinot
12,4,0.05,-0.55,"[-0.74, -0.37, 0.05, -0.91, 0.2]",pinot
13,0,0.44,0.89,"[-0.23, 0.27, 0.45, -0.23, 1.0]",pinot
13,1,-0.17,-0.36,"[-0.87, -0.32, -0.25, -0.41, 1.0]",pinot
13,2,-0.41,0.06,"[0.87, -0.71, 0.45, -0.55, 0.2]",pinot
13,3,-0.29,-0.26,"[-0.48, 0.02, -0.25, -0.36, -0.2]",pinot
13,4,-0.02,0.28,"[0.42, 0.02, 0.15, -0.18, 1.0]",pinot
14,0,-0.02,0.37,"[0.42, 0.02, 0.15, -0.18, 1.0]",pinot
14,1,-0.17,-0.45,"[-0.87, -0.32, -0.25, -0.41, 1.0]",pinot
14,2,0.46,-0.1,"[-0.35, -0.12, -0.35, -0.55, 1.0]",pinot
14,3,0.07,0.31,"[-0.55, -0.32, 0.4, -1.0, -1.0]",pinot
14,4,0.37,0.29,"[-0.42, 0.17, 0.35, 0.0, 1.0]",pinot
15,0,-0.02,0.42,"[0.16, -0.07, 0.35, -0.73, 1.0]",pinot
15,1,0.15,0.12,"[-0.35, -0.71, 0.15, -0.5, 1.0]",pinot
15,2,0.2,0.08,"[-0.74, -0.07, 0.1, -0.32, 1.0]",pinot
15,3,-0.54,0.45,"[-0.23, -0.9, -0.9, -1.0, 1.0]",pinot
15,4,-0.17,-0.3,"[-0.87, -0.32, -0.25, -0.41, 1.0]",pinot
16,0,-0.02,0.37,"[0.42, 0.02, 0.15, -0.18, 1.0]",pinot
16,1,0.59,0.12,"[-0.55, -0.22, -0.15, -0.18, 1.0]",pinot
16,2,0.32,0.34,"[0.42, 0.27, 0.25, 0.05, 1.0]",pinot
16,3,0.37,0.12,"[-0.42, 0.17, 0.35, 0.0, 1.0]",pinot
16,4,-0.07,-0.12,"[0.42, 0.07, -0.3, -0.73, 1.0]",pinot
17,0,0.44,0.87,"[0.1, -0.07, 0.4, 0.36, 1.0]",pinot
17,1,0.59,-0.26,"[-0.55, -0.22, -0.15, -0.18, 1.0]",pinot
17,2,-0.29,0.34,"[-0.03, 0.02, -0.1, -0.73, 1.0]",pinot
17,3,-0.54,-1.12,"[-0.23, -0.9, -0.9, -1.0, 1.0]",pinot
17,4,-0.17,-0.45,"[-0.87, -0.32, -0.25, -0.41, 1.0]",pinot
18,0,0.37,0.23,"[-0.42, 0.17, 0.35, 0.0, 1.0]",pinot
18,1,0.59,-0.25,"[-0.55, -0.22, -0.15, -0.18, 1.0]",pinot
18,2,-0.41,-0.06,"[0.87, -0.71, 0.45, -0.55, 0.2]",pinot
18,3,0.29,0.15,"[-0.61, 0.37, 0.1, -0.14, 0.2]",pinot
18,4,-0.07,0.12,"[0.42, 0.07, -0.3, -0.73, 1.0]",pinot
19,0,0.37,1.2,"[0.23, 0.27, 0.55, -0.23, 0.2]",pinot
19,1,-0.0,0.2,"[0.48, -0.32, -0.05, -0.09, 1.0]",pinot
19,2,-0.22,-1.12,"[-0.55, -0.9, -1.0, -0.73, 1.0]",pinot
19,3,0.15,-0.08,"[-0.35, -0.71, 0.15, -0.5, 1.0]",pinot
19,4,-0.29,0.04,"[-0.03, 0.02, -0.1, -0.73, 1.0]",pinot
20,0,1.0,2.15,"[-0.48, 0.85, 1.0, 1.0, -0.2]",pinot
20,1,0.07,-0.5,"[-0.55, -0.32, 0.4, -1.0, -1.0]",pinot
20,2,0.44,0.45,"[-0.23, 0.27, 0.45, -0.23, 1.0]",pinot
20,3,-0.71,-0.36,"[0.16, -0.95, -0.4, -0.59, 0.2]",pinot
20,4,1.0,0.74,"[-0.23, 1.0, 0.55, 0.18, 0.2]",pinot
21,0,-0.17,0.08,"[-0.87, -0.32, -0.25, -0.41, 1.0]",pinot
21,1,1.0,0.74,"[-0.23, 1.0, 0.55, 0.18, 0.2]",pinot
21,2,-0.02,0.34,"[0.42, 0.02, 0.15, -0.18, 1.0]",pinot
21,3,-0.61,-0.45,"[-0.29, -0.41, -0.3, -0.64, -0.2]",pinot
21,4,-0.07,0.08,"[0.42, 0.07, -0.3, -0.73, 1.0]",pinot
22,0,0.32,1.2,"[0.42, 0.27, 0.25, 0.05, 1.0]",pinot
22,1,0.85,0.28,"[-0.03, 0.32, 0.5, 0.0, 0.6]",pinot
22,2,-0.02,0.28,"[0.42, 0.02, 0.15, -0.18, 1.0]",pinot
22,3,-0.71,-1.12,"[0.16, -0.95, -0.4, -0.59, 0.2]",pinot
22,4,-0.85,-1.25,"[-0.35, -1.0, -0.45, -0.45, 1.0]",pinot
23,0,-0.1,1.2,"[0.29, -0.12, 0.0, -0.55, 1.0]",pinot
23,1,0.2,0.05,"[-0.74, -0.07, 0.1, -0.32, 1.0]",pinot
23,2,0.71,0.3,"[0.48, 0.51, 0.2, 0.59, 1.0]",pinot
23,3,-0.85,-0.6,"[-0.35, -1.0, -0.45, -0.45, 1.0]",pinot
23,4,0.85,0.3,"[-0.23, 0.41, -0.1, 0.73, 1.0]",pinot
24,0,-0.29,0.12,"[-0.03, 0.02, -0.1, -0.73, 1.0]",pinot
24,1,0.05,-0.55,"[-0.74, -0.37, 0.05, -0.91, 0.2]",pinot
24,2,-0.54,-0.61,"[-0.23, -0.9, -0.9, -1.0, 1.0]",pinot
24,3,-0.22,-0.63,"[-0.55, -0.9, -1.0, -0.73, 1.0]",pinot
24,4,0.17,0.27,"[0.16, 0.37, 0.4, 0.23, 1.0]",pinot
25,0,0.29,1.05,"[-0.61, 0.37, 0.1, -0.14, 0.2]",pinot
25,1,-1.0,-0.52,"[-0.68, -0.76, 0.2, -0.95, 0.6]",pinot
25,2,-0.54,-1.5,"[-0.23, -0.9, -0.9, -1.0, 1.0]",pinot
25,3,-0.71,-0.72,"[0.16, -0.95, -0.4, -0.59, 0.2]",pinot
25,4,-0.29,0.08,"[-0.03, 0.02, -0.1, -0.73, 1.0]",pinot
26,0,0.39,2.3,"[-1.0, -0.51, -0.15, -0.55, 1.0]",pinot
26,1,0.85,0.47,"[-0.03, 0.32, 0.5, 0.0, 0.6]",pinot
26,2,-0.29,-0.25,"[-0.48, 0.02, -0.25, -0.36, -0.2]",pinot
