run,trial,ytrue,ypred,x,name
0,0,0.11,1.3,"[0.05, -0.35, -0.15, -0.27, 0.2]",mortality
0,1,-0.36,-0.28,"[-0.69, -0.85, 0.23, 0.82, 0.08]",mortality
0,2,-0.48,-0.44,"[-0.88, -0.78, 0.31, 0.27, -0.12]",mortality
0,3,-0.25,-0.61,"[-0.65, -0.79, -0.21, -1.0, 0.28]",mortality
0,4,0.49,0.39,"[-0.49, 1.0, -1.0, -0.27, 0.72]",mortality
1,0,0.13,1.2,"[-0.83, -0.54, 0.21, 0.03, -0.16]",mortality
1,1,-0.1,0.08,"[-0.89, -0.38, 0.26, 0.45, 0.04]",mortality
1,2,0.06,0.05,"[-0.77, -1.0, 0.24, -0.52, 0.36]",mortality
1,3,1.0,-0.34,"[-1.0, 0.62, -0.5, -0.58, 0.76]",mortality
1,4,0.05,0.22,"[-0.11, -0.2, 0.69, 0.09, -0.16]",mortality
2,0,-0.36,2.15,"[-0.69, -0.85, 0.23, 0.82, 0.08]",mortality
2,1,-0.4,0.14,"[-0.94, -0.66, 0.7, 0.52, 0.32]",mortality
2,2,0.19,0.02,"[-0.83, 0.4, -0.1, 0.27, 0.48]",mortality
2,3,0.21,-0.15,"[-0.55, -0.26, 0.63, 0.27, 0.0]",mortality
2,4,-0.7,-0.31,"[-0.86, -0.73, 0.85, 0.88, -1.0]",mortality
3,0,0.19,1.2,"[-0.83, 0.4, -0.1, 0.27, 0.48]",mortality
3,1,-0.33,-0.15,"[-0.98, -0.76, 0.61, -0.03, 0.4]",mortality
3,2,0.31,-0.21,"[-0.74, -0.61, 0.37, -0.09, 0.04]",mortality
3,3,-0.14,0.16,"[-0.1, -0.73, 0.56, 0.27, -0.2]",mortality
3,4,0.26,0.08,"[-0.23, -0.44, 0.4, 0.03, 0.28]",mortality
4,0,0.21,1.2,"[-0.55, -0.26, 0.63, 0.27, 0.0]",mortality
4,1,0.04,-0.09,"[-0.9, -0.35, -0.03, 0.76, 0.08]",mortality
4,2,-0.48,-0.22,"[-0.88, -0.78, 0.31, 0.27, -0.12]",mortality
4,3,0.12,-0.25,"[-0.97, 0.16, -0.58, -0.15, 0.28]",mortality
4,4,0.1,0.08,"[-0.77, -0.21, -0.01, 0.45, 0.16]",mortality
5,0,-0.25,1.2,"[-0.86, -0.69, 0.05, 0.03, 0.04]",mortality
5,1,-0.35,-0.35,"[-0.95, -0.99, 0.09, 0.27, 0.4]",mortality
5,2,-0.56,0.25,"[-0.07, -0.63, 0.99, 0.88, -0.96]",mortality
5,3,0.0,-0.18,"[-1.0, 0.07, 0.08, 0.45, 0.44]",mortality
5,4,0.12,-0.15,"[-0.97, 0.16, -0.58, -0.15, 0.28]",mortality
6,0,-0.7,1.2,"[-0.86, -0.73, 0.85, 0.88, -1.0]",mortality
6,1,-0.11,0.3,"[-0.56, -0.86, 0.43, 0.88, 0.32]",mortality
6,2,1.0,0.02,"[-1.0, 0.62, -0.5, -0.58, 0.76]",mortality
6,3,0.26,0.2,"[-0.23, -0.44, 0.4, 0.03, 0.28]",mortality
6,4,-0.1,-0.34,"[-0.89, -0.38, 0.26, 0.45, 0.04]",mortality
7,0,-0.48,1.34,"[-0.88, -0.78, 0.31, 0.27, -0.12]",mortality
7,1,0.11,0.08,"[0.05, -0.35, -0.15, -0.27, 0.2]",mortality
7,2,0.28,-0.53,"[-0.73, -0.86, 0.0, 0.21, 0.0]",mortality
7,3,0.32,0.22,"[-0.7, -0.4, 0.29, 0.39, 0.4]",mortality
7,4,-0.36,0.29,"[-0.69, -0.85, 0.23, 0.82, 0.08]",mortality
8,0,0.39,1.24,"[0.16, -0.11, 0.73, -0.09, 0.28]",mortality
8,1,0.26,-0.12,"[-0.23, -0.44, 0.4, 0.03, 0.28]",mortality
8,2,0.31,-0.12,"[-0.74, -0.61, 0.37, -0.09, 0.04]",mortality
8,3,0.28,0.18,"[-0.73, -0.86, 0.0, 0.21, 0.0]",mortality
8,4,0.41,-0.08,"[-0.81, 0.14, -0.8, -0.64, 0.68]",mortality
