run,trial,ytrue,ypred,x,name
0,0,-0.6,-0.42,"[0.15, -0.01, -0.3, -0.15, -0.6]",car
0,1,-0.91,-0.66,"[-0.31, -0.42, -0.41, -0.66, -0.6]",car
0,2,-0.18,1.22,"[1.0, 1.0, 0.02, 1.0, 0.2]",car
0,3,-0.99,-1.25,"[-0.46, -0.61, -0.79, -0.79, -0.6]",car
0,4,0.92,0.47,"[0.52, 0.35, 0.32, -0.06, 0.2]",car
1,0,-0.68,-0.38,"[-0.16, -0.09, -0.51, -0.57, -0.6]",car
1,1,-0.87,-0.76,"[-0.34, -0.48, -0.76, -0.62, -0.6]",car
1,2,0.15,-0.53,"[0.02, -0.23, -0.39, -0.45, -0.6]",car
1,3,-0.65,0.32,"[0.24, 0.06, -0.55, -0.49, -0.6]",car
1,4,0.25,0.52,"[0.42, 0.72, -0.04, -0.23, 0.2]",car
2,0,-0.31,2.15,"[0.87, 0.57, 0.1, 0.53, 1.0]",car
2,1,-0.22,0.89,"[0.07, -0.04, -0.52, -0.45, -0.6]",car
2,2,-0.94,0.48,"[-0.7, -0.61, -0.78, -0.79, -0.6]",car
2,3,-0.3,-0.45,"[-0.1, 0.28, -0.31, -0.53, -0.6]",car
2,4,-0.61,-0.24,"[0.06, -0.09, -0.11, -0.36, -0.6]",car
3,0,-0.26,1.2,"[0.25, 0.35, -0.14, -0.15, 0.2]",car
3,1,-0.63,-0.45,"[0.12, 0.13, -0.31, -0.49, -0.6]",car
3,2,-0.81,-0.74,"[-0.17, -0.03, -0.67, -0.45, -0.6]",car
3,3,-0.01,0.08,"[0.39, 0.12, -0.04, -0.23, 0.2]",car
3,4,-0.66,-1.32,"[-0.37, -0.72, -0.63, -0.74, -0.6]",car
4,0,-0.34,1.34,"[0.47, 0.28, -0.06, 0.19, 0.2]",car
4,1,-0.88,-1.56,"[-0.51, -0.61, -0.7, -0.79, -0.6]",car
4,2,-0.44,-0.42,"[0.07, 0.35, -0.36, -0.57, -0.6]",car
4,3,-0.91,-0.68,"[-0.31, -0.42, -0.41, -0.66, -0.6]",car
4,4,-0.91,-0.62,"[-0.34, -0.13, -0.55, -0.49, -0.6]",car
5,0,-0.26,1.2,"[0.25, 0.35, -0.14, -0.15, 0.2]",car
5,1,-0.06,-0.34,"[0.29, 0.46, -0.08, -0.4, -0.2]",car
5,2,-0.22,-0.48,"[0.07, -0.04, -0.52, -0.45, -0.6]",car
5,3,-0.42,1.52,"[0.84, 1.0, -0.06, 0.7, 1.0]",car
5,4,-0.68,-0.54,"[-0.16, -0.42, -0.31, -0.66, -0.6]",car
6,0,-0.26,1.2,"[0.25, 0.35, -0.14, -0.15, 0.2]",car
6,1,-0.92,-2.06,"[-0.46, -0.42, -0.84, -0.74, -0.6]",car
6,2,-0.47,-0.43,"[-0.03, -0.03, -0.14, -0.45, -0.6]",car
6,3,-0.61,-0.42,"[0.06, -0.09, -0.11, -0.36, -0.6]",car
6,4,-0.9,-0.82,"[-0.29, -0.42, -0.55, -0.74, -0.6]",car
7,0,-0.58,-0.42,"[0.15, -0.01, -0.63, -0.36, -0.6]",car
7,1,-0.91,-0.67,"[-0.19, -0.3, -0.69, -0.49, -0.6]",car
7,2,-0.75,-1.24,"[-0.35, -0.54, -0.71, -0.74, -0.6]",car
7,3,-0.61,-0.42,"[0.06, -0.09, -0.11, -0.36, -0.6]",car
7,4,-0.55,0.18,"[0.46, 0.06, 0.18, 0.02, 0.2]",car
8,0,-0.9,-0.52,"[-0.29, -0.42, -0.55, -0.74, -0.6]",car
8,1,0.92,0.47,"[0.52, 0.35, 0.32, -0.06, 0.2]",car
8,2,-0.58,0.79,"[0.59, 0.28, -0.31, 0.19, 0.2]",car
8,3,-0.91,-1.02,"[-0.19, -0.3, -0.69, -0.49, -0.6]",car
8,4,-0.9,-1.1,"[-0.55, -0.54, -0.79, -0.66, -0.6]",car
9,0,-0.79,-0.36,"[-0.04, -0.1, -0.59, -0.45, -0.6]",car
9,1,0.18,0.1,"[0.56, -0.01, -0.25, -0.02, 0.2]",car
9,2,-0.67,-0.47,"[0.01, -0.13, -0.18, -0.45, -0.6]",car
9,3,-0.9,-0.92,"[-0.29, -0.42, -0.55, -0.74, -0.6]",car
9,4,-0.6,-0.38,"[0.15, -0.01, -0.3, -0.15, -0.6]",car
10,0,-0.32,1.23,"[0.47, 0.28, -0.06, 0.19, 0.2]",car
10,1,-0.91,0.56,"[-0.19, -0.3, -0.69, -0.49, -0.6]",car
10,2,-0.31,0.61,"[0.87, 0.57, 0.1, 0.53, 1.0]",car
10,3,-0.47,-0.65,"[-0.03, -0.03, -0.14, -0.45, -0.6]",car
10,4,-0.99,-1.15,"[-0.88, -0.88, -0.93, -0.87, -0.6]",car
11,0,-0.92,-0.61,"[-0.46, -0.42, -0.84, -0.74, -0.6]",car
11,1,-0.12,0.41,"[0.61, 0.72, 0.25, 0.06, -0.6]",car
11,2,-0.91,-0.8,"[-0.31, -0.42, -0.41, -0.66, -0.6]",car
11,3,1.0,1.84,"[0.91, 0.93, 0.82, 0.49, 1.0]",car
11,4,-1.0,-1.0,"[-1.0, -0.8, -1.0, -1.0, -1.0]",car
12,0,-0.16,0.12,"[-0.07, 0.35, 0.0, -0.23, 0.2]",car
12,1,0.43,1.23,"[0.96, 0.57, 0.27, 0.53, 1.0]",car
12,2,-0.94,-0.6,"[-0.5, -0.42, -0.7, -0.79, -0.6]",car
12,3,-0.44,0.27,"[0.49, 0.28, 0.3, 0.06, 0.2]",car
12,4,-0.95,-0.94,"[-0.5, -0.42, -0.7, -0.79, -0.6]",car
13,0,-0.91,-0.42,"[-0.34, -0.13, -0.55, -0.49, -0.6]",car
13,1,-0.81,-0.78,"[-0.17, -0.03, -0.67, -0.45, -0.6]",car
13,2,-0.58,0.39,"[0.59, 0.28, -0.31, 0.19, 0.2]",car
13,3,0.25,0.34,"[0.42, 0.72, -0.04, -0.23, 0.2]",car
13,4,-0.68,-0.89,"[-0.16, -0.09, -0.51, -0.57, -0.6]",car
14,0,-0.67,-0.23,"[0.01, -0.13, -0.18, -0.45, -0.6]",car
14,1,-0.91,-0.85,"[-0.19, -0.3, -0.69, -0.49, -0.6]",car
14,2,-0.63,-0.43,"[0.12, 0.13, -0.31, -0.49, -0.6]",car
14,3,-0.94,-1.03,"[-0.52, -0.42, -0.7, -0.79, -0.6]",car
14,4,-0.87,-0.89,"[-0.34, -0.48, -0.76, -0.62, -0.6]",car
15,0,-0.81,-0.38,"[-0.17, -0.03, -0.67, -0.45, -0.6]",car
15,1,-0.79,-0.76,"[-0.04, -0.1, -0.59, -0.45, -0.6]",car
15,2,-0.99,-0.83,"[-0.88, -0.88, -0.93, -0.87, -0.6]",car
15,3,0.36,0.74,"[0.6, 0.28, 0.18, 0.66, 1.0]",car
15,4,-0.76,-0.76,"[-0.1, -0.07, -0.55, -0.49, -0.6]",car
16,0,-0.63,-0.43,"[0.12, 0.13, -0.31, -0.49, -0.6]",car
16,1,0.45,0.52,"[0.51, 0.65, 0.39, -0.15, 0.2]",car
