run,trial,ytrue,ypred,x,name
0,0,-0.11,-0.72,"[-0.89, -1.0, 0.45, -0.82, -0.99]",airfoil
0,1,0.11,0.22,"[-0.96, 1.0, -0.82, -0.62, -0.86]",airfoil
0,2,0.41,-0.08,"[0.24, -0.6, -0.82, 0.77, -0.99]",airfoil
0,3,0.35,-0.31,"[-0.98, -1.0, -1.0, -0.57, -0.86]",airfoil
0,4,0.18,0.07,"[-0.81, -1.0, -0.82, -0.24, -0.77]",airfoil
1,0,0.58,-0.927,"[-0.99, -1.0, -0.82, -1.0, -0.82]",airfoil
1,1,0.51,-0.12,"[-0.88, 1.0, 0.45, -0.64, -0.89]",airfoil
1,2,0.73,0.37,"[-0.63, 0.2, 0.45, -0.34, -0.98]",airfoil
1,3,0.2,0.42,"[0.24, -0.6, -0.82, 0.77, -1.0]",airfoil
1,4,-0.83,0.42,"[-0.9, 1.0, 1.0, -0.86, 0.6]",airfoil
2,0,-0.02,2.47,"[-0.35, 1.0, -0.09, -0.11, -0.86]",airfoil
2,1,0.54,-0.61,"[-0.85, -0.6, -0.09, -0.51, -0.96]",airfoil
2,2,-0.36,1.07,"[-0.92, 1.0, 1.0, -1.0, -0.01]",airfoil
2,3,0.7,0.48,"[-1.0, -0.6, -1.0, -1.0, -0.62]",airfoil
2,4,0.43,0.42,"[-0.89, -1.0, 0.45, -0.82, -0.92]",airfoil
3,0,-0.08,-0.34,"[-0.9, -1.0, 1.0, -1.0, -0.77]",airfoil
3,1,0.67,-0.92,"[-0.99, -1.0, -0.82, -1.0, -0.77]",airfoil
3,2,-0.12,0.42,"[-0.01, -1.0, -0.82, 0.39, -1.0]",airfoil
3,3,-0.33,0.25,"[-0.56, -0.6, -1.0, 0.14, -0.01]",airfoil
3,4,-0.22,0.24,"[0.15, 1.0, -0.45, 0.11, -0.62]",airfoil
4,0,-0.54,1.3,"[0.26, 0.2, -0.45, 0.11, -0.52]",airfoil
4,1,0.46,-1.97,"[-0.84, -1.0, 0.45, -0.64, -0.94]",airfoil
4,2,0.4,0.12,"[-0.83, 0.2, -0.45, -0.4, -0.82]",airfoil
4,3,-0.22,-0.38,"[0.81, -0.6, -0.45, 0.41, -0.96]",airfoil
4,4,0.07,0.52,"[-0.81, -0.6, 1.0, -0.64, -0.99]",airfoil
5,0,-0.18,1.23,"[-0.91, 0.2, 0.45, -0.82, -0.38]",airfoil
5,1,0.05,0.34,"[-0.28, 1.0, -1.0, 1.0, -0.38]",airfoil
5,2,0.41,-0.25,"[-0.86, 0.2, 1.0, -0.73, -0.94]",airfoil
5,3,0.4,-0.89,"[-0.95, -0.6, -0.09, -1.0, -0.82]",airfoil
5,4,-0.05,-0.25,"[-0.22, -0.6, -1.0, 1.0, -0.82]",airfoil
6,0,0.05,-0.91,"[-0.83, -1.0, 1.0, -0.73, -0.99]",airfoil
6,1,0.0,-0.1,"[0.39, -0.6, -0.45, 0.11, -0.97]",airfoil
6,2,-0.48,0.1,"[-0.91, 1.0, 0.45, -0.82, -0.01]",airfoil
6,3,-0.09,0.1,"[-0.85, -0.6, 0.45, -0.64, -0.7]",airfoil
6,4,-0.42,-0.07,"[-0.85, -0.6, 0.45, -0.64, -0.38]",airfoil
7,0,-0.53,2.13,"[-0.92, 1.0, 1.0, -1.0, 0.24]",airfoil
7,1,-0.27,0.37,"[-0.85, -0.6, -0.09, -0.51, -0.52]",airfoil
7,2,-0.69,0.12,"[0.81, -0.6, -0.45, 0.41, -0.7]",airfoil
7,3,-0.13,-0.45,"[-0.86, 0.2, -0.09, -0.51, -0.62]",airfoil
7,4,0.43,-0.48,"[-0.89, -1.0, 0.45, -0.82, -0.92]",airfoil
8,0,0.23,-1.23,"[-0.94, 0.2, -0.45, -0.7, -0.96]",airfoil
8,1,0.58,0.19,"[-0.86, 0.2, -1.0, -0.14, -0.86]",airfoil
8,2,0.26,0.36,"[-0.85, -0.6, 0.45, -0.64, -0.97]",airfoil
8,3,-0.02,0.12,"[-0.04, -0.6, -0.82, 0.39, -1.0]",airfoil
8,4,0.33,0.49,"[0.16, 1.0, -0.82, 0.77, -0.96]",airfoil
9,0,0.14,-0.66,"[-0.93, -0.6, -0.45, -0.7, -0.62]",airfoil
9,1,0.52,-0.42,"[-0.97, 0.2, -0.45, -1.0, -0.86]",airfoil
9,2,0.82,1.34,"[-0.85, 1.0, -0.45, -0.4, -0.89]",airfoil
9,3,-0.07,0.22,"[-0.93, -0.6, -0.45, -0.7, -0.38]",airfoil
9,4,0.24,1.08,"[-0.88, 1.0, 0.45, -0.64, -0.97]",airfoil
10,0,0.39,-0.55,"[-0.58, -0.6, -0.45, -0.2, -0.92]",airfoil
10,1,-0.16,1.25,"[0.81, -0.6, -0.45, 0.41, -0.92]",airfoil
10,2,-0.81,0.21,"[1.0, -0.6, -0.09, 0.14, -0.77]",airfoil
10,3,0.33,0.42,"[-0.96, -0.6, -0.45, -1.0, -0.94]",airfoil
10,4,-0.22,0.72,"[-0.94, 1.0, 0.45, -1.0, -0.21]",airfoil
11,0,-0.59,-0.87,"[-0.56, -1.0, 0.45, -0.34, -0.52]",airfoil
11,1,-0.24,0.02,"[0.24, -0.6, -0.82, 0.77, -0.86]",airfoil
11,2,0.07,0.12,"[0.81, -0.6, -0.45, 0.41, -1.0]",airfoil
11,3,-0.32,-0.18,"[0.24, -0.6, -0.82, 0.77, -0.77]",airfoil
11,4,-0.39,-0.49,"[-0.86, 0.2, -0.09, -0.51, -0.21]",airfoil
12,0,-0.36,2.3,"[-0.93, -0.6, -0.45, -0.7, -0.01]",airfoil
12,1,-0.14,-0.6,"[-0.96, -0.6, -0.45, -1.0, -0.01]",airfoil
12,2,-0.57,0.02,"[-0.63, 0.2, 0.45, -0.34, -0.38]",airfoil
12,3,-0.17,0.12,"[0.81, -0.6, -0.45, 0.41, -0.94]",airfoil
12,4,0.21,-0.46,"[-0.14, -1.0, -0.09, -0.11, -0.96]",airfoil
13,0,0.92,2.3,"[-0.65, 1.0, 0.45, -0.34, -0.98]",airfoil
13,1,-0.54,0.48,"[-0.35, 1.0, -0.09, -0.11, -0.38]",airfoil
13,2,-0.05,1.47,"[-0.92, 1.0, 1.0, -1.0, -0.52]",airfoil
13,3,0.43,-1.86,"[-0.96, -0.6, -0.82, -0.62, -0.86]",airfoil
13,4,0.75,0.12,"[-0.63, 0.2, 0.45, -0.34, -0.99]",airfoil
14,0,0.25,-1.21,"[-0.96, -1.0, -0.45, -1.0, -0.62]",airfoil
14,1,0.94,0.75,"[-0.65, 1.0, 0.45, -0.34, -0.99]",airfoil
14,2,0.1,0.15,"[-1.0, -0.6, -1.0, -1.0, -0.86]",airfoil
14,3,-0.09,0.42,"[-0.85, -0.6, 0.45, -0.64, -0.7]",airfoil
14,4,0.65,0.32,"[-0.58, -0.6, -0.45, -0.2, -0.99]",airfoil
15,0,0.38,-0.52,"[-0.44, 0.2, -1.0, 0.57, -0.89]",airfoil
15,1,0.36,-0.46,"[-0.14, -1.0, -0.09, -0.11, -0.98]",airfoil
15,2,0.64,0.42,"[-0.98, -1.0, -1.0, -0.57, -0.7]",airfoil
15,3,0.42,0.48,"[-1.0, 0.2, -1.0, -1.0, -0.77]",airfoil
15,4,0.7,0.48,"[-0.35, 1.0, -0.09, -0.11, -0.99]",airfoil
16,0,0.07,-1.37,"[-0.89, -1.0, 0.45, -0.82, -0.98]",airfoil
16,1,-0.11,0.34,"[-0.84, -0.6, 1.0, -0.73, -0.77]",airfoil
16,2,-0.05,0.23,"[-0.86, -0.6, -1.0, -0.14, -0.98]",airfoil
16,3,-0.37,0.03,"[-0.42, -0.6, -1.0, 0.57, -0.99]",airfoil
16,4,-0.19,0.03,"[-0.9, -1.0, 1.0, -1.0, -0.99]",airfoil
17,0,0.12,-0.68,"[-0.42, -0.6, -1.0, 0.57, -0.96]",airfoil
17,1,0.05,-0.08,"[-0.59, -0.6, 0.45, -0.34, -0.89]",airfoil
17,2,-0.6,0.15,"[-0.84, 1.0, 1.0, -0.64, -0.01]",airfoil
17,3,0.54,-0.25,"[-0.83, 0.2, -0.82, -0.24, -0.89]",airfoil
17,4,0.07,0.32,"[-0.92, -1.0, 0.45, -1.0, -0.7]",airfoil
18,0,0.03,-2.1,"[-0.83, -1.0, -0.09, -0.51, -0.82]",airfoil
18,1,-0.13,0.12,"[-0.86, 0.2, -0.09, -0.51, -0.62]",airfoil
18,2,-0.02,0.21,"[0.16, 1.0, -0.82, 0.77, -0.92]",airfoil
18,3,0.78,0.07,"[-0.53, 1.0, -0.82, 0.01, -0.92]",airfoil
18,4,0.35,0.42,"[-0.66, 1.0, -0.45, -0.2, -0.86]",airfoil
19,0,0.59,-1.23,"[-0.86, 0.2, -1.0, -0.14, -0.7]",airfoil
19,1,-0.5,0.42,"[-0.7, -0.6, -0.09, -0.35, -0.38]",airfoil
19,2,-0.75,1.25,"[0.65, 1.0, -0.09, 0.14, -0.52]",airfoil
19,3,0.14,0.25,"[-0.94, 1.0, -0.45, -0.7, -0.38]",airfoil
19,4,-0.27,-0.21,"[0.26, 0.2, -0.45, 0.11, -0.77]",airfoil
20,0,0.3,-0.52,"[-0.95, 0.2, -0.09, -1.0, -0.77]",airfoil
20,1,0.6,1.2,"[-0.83, 1.0, 0.45, -0.52, -0.94]",airfoil
20,2,-0.05,0.4,"[-0.01, -1.0, -0.82, 0.39, -0.99]",airfoil
20,3,0.69,-0.4,"[-1.0, -1.0, -1.0, -1.0, -0.7]",airfoil
20,4,0.48,0.25,"[-0.8, -0.6, 0.45, -0.52, -0.98]",airfoil
21,0,-0.6,2.3,"[0.81, -0.6, -0.45, 0.41, -0.82]",airfoil
21,1,0.12,-0.6,"[-0.04, -0.6, -0.82, 0.39, -0.99]",airfoil
21,2,-0.17,-0.64,"[0.81, -0.6, -0.45, 0.41, -0.94]",airfoil
21,3,0.47,0.89,"[-0.99, 1.0, -0.82, -1.0, -0.94]",airfoil
21,4,0.11,0.34,"[-0.94, 1.0, 0.45, -1.0, -0.52]",airfoil
