run,trial,ytrue,ypred,x,name
0,0,-0.86,2.15,"[1.0, 1.0, 1.0, -0.56, -0.63]",mammal
0,1,-0.58,0.42,"[-1.0, 0.0, -1.0, -0.06, -0.2]",mammal
0,2,-0.05,-1.14,"[-1.0, -1.0, -1.0, -0.72, -0.58]",mammal
0,3,-0.38,0.42,"[-1.0, -1.0, -1.0, -0.19, 1.0]",mammal
0,4,-0.58,0.12,"[0.5, 1.0, 0.5, 0.2, -0.42]",mammal
1,0,0.53,-1.2,"[-0.5, -0.5, 0.0, -0.89, -0.99]",mammal
1,1,-0.25,1.47,"[0.5, -0.5, 1.0, -0.97, -0.99]",mammal
1,2,-0.86,1.12,"[1.0, 1.0, 1.0, -0.57, -0.63]",mammal
1,3,-0.85,0.72,"[0.5, 1.0, 0.0, 0.93, 0.37]",mammal
1,4,-0.38,1.52,"[-1.0, -1.0, -1.0, -0.19, 1.0]",mammal
2,0,-0.17,-0.92,"[-1.0, -1.0, -1.0, -0.87, -0.84]",mammal
2,1,0.28,-0.35,"[-0.5, -1.0, -0.5, -0.98, -0.78]",mammal
2,2,-0.58,0.42,"[-1.0, 0.0, -1.0, -0.06, -0.2]",mammal
2,3,-0.11,0.48,"[0.5, 0.0, 0.5, -0.37, -0.55]",mammal
2,4,1.0,-0.25,"[-1.0, -1.0, -1.0, -0.88, -0.55]",mammal
3,0,-0.38,2.3,"[-1.0, -1.0, -1.0, -0.19, 1.0]",mammal
3,1,0.66,-0.58,"[-0.5, -0.5, -0.5, -0.6, -0.8]",mammal
3,2,-0.85,0.29,"[1.0, 1.0, 1.0, -0.15, -0.43]",mammal
3,3,-0.06,0.68,"[-0.5, -0.5, -0.5, -0.66, -0.83]",mammal
3,4,-0.33,-0.32,"[0.5, 0.5, 0.5, -0.67, -0.49]",mammal
4,0,-0.25,2.3,"[0.5, -0.5, 1.0, -0.97, -0.99]",mammal
4,1,-0.06,-0.5,"[-0.5, -0.5, -0.5, -0.91, -0.92]",mammal
4,2,0.2,0.12,"[-1.0, -1.0, -1.0, -0.84, -0.71]",mammal
4,3,-0.18,0.35,"[-1.0, -1.0, -1.0, -0.31, -0.02]",mammal
4,4,1.0,0.1,"[-1.0, -1.0, -1.0, -0.88, -0.55]",mammal
5,0,0.24,-0.76,"[-0.5, -1.0, -0.5, -0.85, -0.95]",mammal
5,1,0.23,0.3,"[0.0, -1.0, 0.5, -0.98, -0.98]",mammal
5,2,-0.17,0.22,"[-1.0, -1.0, -1.0, -0.87, -0.84]",mammal
5,3,-0.38,-0.02,"[-1.0, -1.0, -1.0, -0.19, 1.0]",mammal
5,4,0.23,0.22,"[0.0, -1.0, 0.0, -0.97, -0.94]",mammal
6,0,0.53,-1.47,"[-0.5, -0.5, 0.0, -0.89, -0.99]",mammal
6,1,-1.0,1.47,"[1.0, 1.0, 1.0, -0.56, -0.69]",mammal
6,2,0.18,0.12,"[0.0, -1.0, 0.5, -0.94, -1.0]",mammal
6,3,-0.04,-0.42,"[0.5, 0.5, 0.5, -0.5, -0.63]",mammal
