x,y,machine,trial,y_pred,subject
5,-113.2,1,1,96.0,1
61,-275.9,1,2,34.0,1
51,-247.9,1,3,45.0,1
6,-117.3,1,4,94.0,1
71,-303.8,1,5,14.0,1
93,-214.1,2,1,89.0,1
71,-186.4,2,2,36.0,1
4,-104.1,2,3,43.0,1
0,-97.1,2,4,79.0,1
91,-210.9,2,5,99.0,1
38,-90.7,3,1,98.0,1
83,-79.1,3,2,60.0,1
9,-96.7,3,3,10.0,1
12,-95.6,3,4,65.0,1
77,-81.2,3,5,27.0,1
27,-166.2,4,1,54.0,1
99,-338.4,4,2,12.0,1
66,-259.2,4,3,38.0,1
9,-120.6,4,4,8.0,1
59,-242.8,4,5,32.0,1
29,-173.9,5,1,61.0,1
99,-353.7,5,2,3.0,1
3,-109.7,5,3,3.0,1
93,-340.7,5,4,86.0,1
52,-233.2,5,5,16.0,1
62,-127.4,1,1,51.0,2
43,-119.5,1,2,16.0,2
46,-120.9,1,3,22.0,2
10,-104.7,1,4,3.0,2
3,-100.7,1,5,68.0,2
30,-157.1,2,1,56.0,2
89,-268.6,2,2,4.0,2
98,-284.9,2,3,32.0,2
60,-214.4,2,4,77.0,2
15,-128.7,2,5,51.0,2
76,-236.3,3,1,36.0,2
27,-148.0,3,2,24.0,2
20,-137.3,3,3,28.0,2
16,-129.6,3,4,84.0,2
77,-239.9,3,5,48.0,2
20,-158.0,4,1,54.0,2
69,-304.6,4,2,31.0,2
99,-394.5,4,3,10.0,2
51,-251.0,4,4,61.0,2
71,-311.0,4,5,57.0,2
35,-149.1,5,1,41.0,2
94,-230.7,5,2,79.0,2
79,-210.9,5,3,79.0,2
32,-146.6,5,4,58.0,2
24,-134.5,5,5,25.0,2
9,-115.0,1,1,5.0,3
87,-250.8,1,2,52.0,3
54,-192.4,1,3,10.0,3
66,-214.2,1,4,92.0,3
71,-222.3,1,5,57.0,3
16,-145.1,2,1,43.0,3
37,-207.1,2,2,26.0,3
49,-242.0,2,3,15.0,3
67,-294.5,2,4,89.0,3
22,-163.4,2,5,82.0,3
46,-136.5,3,1,56.0,3
28,-122.4,3,2,57.0,3
59,-147.7,3,3,69.0,3
65,-154.4,3,4,95.0,3
20,-116.5,3,5,73.0,3
89,-220.8,4,1,63.0,3
79,-206.3,4,2,15.0,3
79,-208.6,4,3,79.0,3
54,-173.7,4,4,90.0,3
44,-160.2,4,5,10.0,3
71,-284.8,5,1,8.0,3
88,-328.8,5,2,83.0,3
66,-272.3,5,3,41.0,3
71,-284.3,5,4,74.0,3
79,-304.4,5,5,37.0,3
97,-499.1,1,1,68.0,4
76,-409.9,1,2,41.0,4
76,-410.6,1,3,25.0,4
23,-193.4,1,4,72.0,4
84,-444.4,1,5,99.0,4
63,-200.4,2,1,49.0,4
6,-108.8,2,2,2.0,4
81,-230.7,2,3,38.0,4
69,-210.0,2,4,6.0,4
83,-233.3,2,5,12.0,4
9,-113.6,3,1,73.0,4
94,-255.5,3,2,24.0,4
87,-244.8,3,3,90.0,4
9,-112.0,3,4,59.0,4
50,-183.5,3,5,65.0,4
21,-101.8,4,1,48.0,4
52,-103.9,4,2,35.0,4
37,-102.3,4,3,39.0,4
48,-102.5,4,4,30.0,4
74,-105.3,4,5,12.0,4
61,-183.0,5,1,42.0,4
21,-129.0,5,2,72.0,4
88,-222.2,5,3,65.0,4
92,-227.9,5,4,59.0,4
90,-221.5,5,5,10.0,4
40,-126.7,1,1,29.0,5
6,-102.8,1,2,52.0,5
11,-105.2,1,3,36.0,5
60,-141.3,1,4,49.0,5
1,-101.1,1,5,36.0,5
17,-140.8,2,1,69.0,5
86,-305.0,2,2,86.0,5
92,-320.2,2,3,47.0,5
63,-249.1,2,4,4.0,5
29,-169.3,2,5,68.0,5
49,-167.6,3,1,2.0,5
30,-142.3,3,2,63.0,5
60,-184.7,3,3,21.0,5
7,-110.0,3,4,84.0,5
35,-150.3,3,5,7.0,5
0,-97.3,4,1,81.0,5
4,-105.0,4,2,94.0,5
83,-273.0,4,3,52.0,5
8,-114.4,4,4,39.0,5
21,-141.8,4,5,42.0,5
27,-117.8,5,1,42.0,5
46,-133.4,5,2,83.0,5
88,-160.3,5,3,16.0,5
50,-134.1,5,4,40.0,5
56,-137.8,5,5,14.0,5
11,-120.7,1,1,93.0,6
39,-175.3,1,2,13.0,6
12,-121.5,1,3,50.0,6
14,-128.4,1,4,80.0,6
96,-278.1,1,5,74.0,6
86,-278.6,2,1,92.0,6
33,-167.5,2,2,76.0,6
28,-157.5,2,3,27.0,6
94,-295.0,2,4,21.0,6
15,-128.9,2,5,99.0,6
13,-141.2,3,1,92.0,6
97,-401.2,3,2,68.0,6
73,-326.8,3,3,62.0,6
8,-125.2,3,4,46.0,6
45,-239.6,3,5,81.0,6
75,-243.1,4,1,35.0,6
77,-244.9,4,2,92.0,6
18,-133.4,4,3,46.0,6
89,-268.0,4,4,13.0,6
85,-261.6,4,5,94.0,6
4,-105.6,5,1,23.0,6
66,-235.5,5,2,11.0,6
93,-289.5,5,3,16.0,6
