x,y,y_pred,machine,trial,subject
1,-98.95259304360074,74,1,1,1
5,-98.92935805060976,11,1,2,1
10,-98.90031430937104,1,1,3,1
15,-98.87127056813232,86,1,4,1
20,-98.84222682689358,36,1,5,1
25,-98.81318308565486,25,1,6,1
30,-98.78413934441613,56,1,7,1
35,-98.75509560317741,21,1,8,1
40,-98.72605186193869,68,1,9,1
45,-98.69700812069996,4,1,10,1
50,-98.66796437946122,20,1,11,1
55,-98.6389206382225,55,1,12,1
60,-98.60987689698378,64,1,13,1
65,-98.58083315574505,32,1,14,1
70,-98.55178941450633,40,1,15,1
75,-98.52274567326761,53,1,16,1
80,-98.49370193202887,99,1,17,1
85,-98.46465819079015,90,1,18,1
90,-98.43561444955142,13,1,19,1
95,-98.4065707083127,92,1,20,1
100,-98.37752696707398,49,1,21,1
1,-102.45426887818579,35,2,1,1
5,-110.29014612374759,74,2,2,1
10,-120.08499268069986,73,2,3,1
15,-129.8798392376521,41,2,4,1
20,-139.67468579460436,61,2,5,1
25,-149.4695323515566,81,2,6,1
30,-159.2643789085089,30,2,7,1
35,-169.05922546546114,61,2,8,1
40,-178.8540720224134,86,2,9,1
45,-188.64891857936567,48,2,10,1
50,-198.44376513631792,40,2,11,1
55,-208.23861169327017,20,2,12,1
60,-218.03345825022245,97,2,13,1
65,-227.82830480717467,88,2,14,1
70,-237.62315136412695,39,2,15,1
75,-247.4179979210792,15,2,16,1
80,-257.21284447803146,62,2,17,1
85,-267.00769103498374,1,2,18,1
90,-276.80253759193596,18,2,19,1
95,-286.59738414888824,39,2,20,1
100,-296.3922307058405,82,2,21,1
1,-102.21438187691153,3,3,1,1
5,-110.60496958184498,70,3,2,1
10,-121.0932042130118,55,3,3,1
15,-131.58143884417862,90,3,4,1
20,-142.06967347534544,81,3,5,1
25,-152.5579081065123,76,3,6,1
30,-163.0461427376791,24,3,7,1
35,-173.53437736884592,95,3,8,1
40,-184.02261200001274,46,3,9,1
45,-194.51084663117956,5,3,10,1
50,-204.99908126234638,85,3,11,1
55,-215.4873158935132,21,3,12,1
60,-225.97555052468005,62,3,13,1
65,-236.46378515584684,65,3,14,1
70,-246.95201978701368,23,3,15,1
75,-257.4402544181805,39,3,16,1
80,-267.9284890493473,70,3,17,1
85,-278.41672368051417,39,3,18,1
90,-288.90495831168096,17,3,19,1
95,-299.39319294284775,49,3,20,1
100,-309.8814275740146,40,3,21,1
1,-104.96698240837792,37,4,1,1
5,-114.33437612167165,52,4,2,1
10,-126.04361826328882,80,4,3,1
15,-137.752860404906,45,4,4,1
20,-149.46210254652314,52,4,5,1
25,-161.1713446881403,24,4,6,1
30,-172.88058682975748,62,4,7,1
35,-184.58982897137466,36,4,8,1
40,-196.2990711129918,0,4,9,1
45,-208.00831325460896,61,4,10,1
50,-219.71755539622612,2,4,11,1
55,-231.4267975378433,22,4,12,1
60,-243.13603967946048,44,4,13,1
65,-254.84528182107763,33,4,14,1
70,-266.5545239626949,73,4,15,1
75,-278.26376610431197,67,4,16,1
80,-289.9730082459292,54,4,17,1
85,-301.68225038754633,94,4,18,1
90,-313.3914925291635,87,4,19,1
95,-325.1007346707807,80,4,20,1
100,-336.8099768123978,89,4,21,1
1,-102.56191655791433,64,5,1,1
5,-115.89927070716398,76,5,2,1
10,-132.570963393726,24,5,3,1
15,-149.24265608028804,2,5,4,1
20,-165.9143487668501,49,5,5,1
25,-182.58604145341215,41,5,6,1
30,-199.2577341399742,4,5,7,1
35,-215.92942682653623,22,5,8,1
40,-232.60111951309827,78,5,9,1
45,-249.27281219966036,0,5,10,1
50,-265.94450488622243,76,5,11,1
55,-282.6161975727845,22,5,12,1
60,-299.2878902593465,57,5,13,1
65,-315.95958294590855,99,5,14,1
70,-332.6312756324706,66,5,15,1
75,-349.30296831903263,36,5,16,1
80,-365.97466100559467,56,5,17,1
85,-382.6463536921567,40,5,18,1
90,-399.3180463787188,76,5,19,1
95,-415.98973906528084,23,5,20,1
100,-432.6614317518429,14,5,21,1
1,-103.38129198889138,7,1,1,2
5,-110.07152070323725,47,1,2,2
10,-118.43430659616959,71,1,3,2
15,-126.79709248910194,9,1,4,2
20,-135.1598783820343,43,1,5,2
25,-143.52266427496664,11,1,6,2
30,-151.885450167899,12,1,7,2
35,-160.24823606083135,19,1,8,2
40,-168.61102195376367,3,1,9,2
45,-176.97380784669605,56,1,10,2
50,-185.33659373962837,75,1,11,2
55,-193.69937963256072,39,1,12,2
60,-202.06216552549307,43,1,13,2
65,-210.42495141842542,0,1,14,2
70,-218.78773731135777,59,1,15,2
75,-227.1505232042901,35,1,16,2
80,-235.51330909722247,21,1,17,2
85,-243.8760949901548,12,1,18,2
90,-252.23888088308718,6,1,19,2
95,-260.6016667760195,27,1,20,2
100,-268.9644526689519,11,1,21,2
1,-101.81588140388213,89,2,1,2
5,-108.41680182119488,43,2,2,2
10,-116.66795234283583,31,2,3,2
15,-124.91910286447677,89,2,4,2
20,-133.1702533861177,87,2,5,2
25,-141.42140390775864,4,2,6,2
30,-149.67255442939958,60,2,7,2
35,-157.92370495104052,37,2,8,2
40,-166.17485547268146,66,2,9,2
45,-174.42600599432242,26,2,10,2
50,-182.67715651596333,13,2,11,2
55,-190.9283070376043,21,2,12,2
60,-199.17945755924524,84,2,13,2
65,-207.43060808088617,70,2,14,2
70,-215.6817586025271,90,2,15,2
75,-223.93290912416805,81,2,16,2
80,-232.18405964580901,74,2,17,2
85,-240.43521016744992,63,2,18,2
90,-248.6863606890909,20,2,19,2
95,-256.9375112107318,25,2,20,2
100,-265.1886617323728,66,2,21,2
1,-102.40328886136606,20,3,1,2
5,-112.84090121838132,16,3,2,2
10,-125.88791666465039,87,3,3,2
15,-138.93493211091948,78,3,4,2
20,-151.98194755718853,35,3,5,2
25,-165.02896300345762,87,3,6,2
30,-178.07597844972668,27,3,7,2
35,-191.12299389599573,72,3,8,2
40,-204.17000934226482,74,3,9,2
45,-217.2170247885339,24,3,10,2
50,-230.264040234803,19,3,11,2
55,-243.31105568107202,2,3,12,2
60,-256.3580711273411,5,3,13,2
65,-269.40508657361016,35,3,14,2
70,-282.4521020198792,2,3,15,2
75,-295.4991174661483,41,3,16,2
80,-308.54613291241736,67,3,17,2
85,-321.59314835868645,3,3,18,2
90,-334.6401638049555,28,3,19,2
95,-347.68717925122456,81,3,20,2
100,-360.73419469749365,60,3,21,2
1,-100.90415747550418,98,4,1,2
5,-117.40704082245679,35,4,2,2
10,-138.03564500614758,2,4,3,2
15,-158.66424918983833,43,4,4,2
20,-179.29285337352908,45,4,5,2
25,-199.92145755721987,16,4,6,2
30,-220.55006174091065,88,4,7,2
35,-241.1786659246014,21,4,8,2
40,-261.8072701082922,76,4,9,2
45,-282.43587429198294,47,4,10,2
50,-303.06447847567375,32,4,11,2
55,-323.6930826593645,2,4,12,2
60,-344.32168684305526,25,4,13,2
65,-364.950291026746,31,4,14,2
70,-385.5788952104368,43,4,15,2
75,-406.2074993941276,41,4,16,2
80,-426.83610357781833,31,4,17,2
85,-447.4647077615091,15,4,18,2
90,-468.09331194519984,94,4,19,2
95,-488.72191612889065,58,4,20,2
100,-509.3505203125814,15,4,21,2
1,-99.85554981124604,72,5,1,2
5,-110.14277425094735,12,5,2,2
10,-123.001804800574,0,5,3,2
15,-135.86083535020063,49,5,4,2
20,-148.71986589982728,38,5,5,2
25,-161.57889644945394,25,5,6,2
30,-174.4379269990806,38,5,7,2
35,-187.29695754870724,50,5,8,2
40,-200.1559880983339,13,5,9,2
45,-213.01501864796057,18,5,10,2
50,-225.8740491975872,33,5,11,2
55,-238.73307974721385,80,5,12,2
60,-251.5921102968405,89,5,13,2
65,-264.4511408464672,3,5,14,2
70,-277.31017139609384,15,5,15,2
75,-290.1692019457205,5,5,16,2
80,-303.02823249534714,90,5,17,2
85,-315.88726304497385,46,5,18,2
90,-328.7462935946005,45,5,19,2
95,-341.60532414422715,65,5,20,2
100,-354.46435469385375,25,5,21,2
1,-100.5925982970859,47,1,1,3
5,-108.23567454669482,79,1,2,3
10,-117.78951985870596,37,1,3,3
15,-127.3433651707171,8,1,4,3
20,-136.89721048272824,34,1,5,3
25,-146.4510557947394,61,1,6,3
30,-156.00490110675054,90,1,7,3
35,-165.55874641876167,12,1,8,3
40,-175.11259173077283,67,1,9,3
45,-184.66643704278397,64,1,10,3
50,-194.2202823547951,49,1,11,3
55,-203.77412766680627,12,1,12,3
60,-213.3279729788174,90,1,13,3
65,-222.88181829082853,59,1,14,3
70,-232.43566360283967,99,1,15,3
75,-241.98950891485083,50,1,16,3
80,-251.54335422686196,64,1,17,3
85,-261.09719953887316,85,1,18,3
90,-270.6510448508843,33,1,19,3
95,-280.2048901628954,39,1,20,3
100,-289.75873547490653,33,1,21,3
1,-105.8288912124458,96,2,1,3
5,-120.70420061798717,72,2,2,3
10,-139.29833737491387,88,2,3,3
15,-157.89247413184057,24,2,4,3
20,-176.4866108887673,17,2,5,3
25,-195.080747645694,50,2,6,3
30,-213.6748844026207,72,2,7,3
35,-232.26902115954744,24,2,8,3
40,-250.8631579164741,66,2,9,3
45,-269.45729467340084,93,2,10,3
50,-288.05143143032757,89,2,11,3
55,-306.64556818725424,33,2,12,3
60,-325.23970494418097,63,2,13,3
65,-343.83384170110764,15,2,14,3
70,-362.4279784580344,62,2,15,3
75,-381.02211521496105,56,2,16,3
80,-399.6162519718878,91,2,17,3
85,-418.2103887288145,10,2,18,3
90,-436.8045254857412,94,2,19,3
95,-455.3986622426679,95,2,20,3
100,-473.99279899959464,34,2,21,3
1,-104.66332445866102,92,3,1,3
5,-118.69267705885306,32,3,2,3
10,-136.2293678090931,62,3,3,3
15,-153.76605855933315,34,3,4,3
20,-171.30274930957322,36,3,5,3
25,-188.83944005981328,55,3,6,3
30,-206.37613081005333,56,3,7,3
35,-223.91282156029337,49,3,8,3
40,-241.4495123105334,79,3,9,3
45,-258.98620306077345,28,3,10,3
50,-276.52289381101355,54,3,11,3
55,-294.0595845612536,15,3,12,3
60,-311.5962753114936,68,3,13,3
65,-329.13296606173367,50,3,14,3
70,-346.6696568119737,78,3,15,3
75,-364.2063475622138,26,3,16,3
80,-381.74303831245385,61,3,17,3
85,-399.2797290626939,73,3,18,3
90,-416.81641981293393,91,3,19,3
95,-434.353110563174,80,3,20,3
100,-451.88980131341407,20,3,21,3
1,-102.51745131320591,72,4,1,3
5,-110.27284344479246,96,4,2,3
10,-119.96708360927565,8,4,3,3
15,-129.66132377375885,29,4,4,3
20,-139.35556393824203,50,4,5,3
25,-149.04980410272523,95,4,6,3
30,-158.74404426720844,41,4,7,3
35,-168.4382844316916,76,4,8,3
40,-178.1325245961748,34,4,9,3
45,-187.826764760658,65,4,10,3
50,-197.5210049251412,2,4,11,3
55,-207.21524508962437,11,4,12,3
60,-216.90948525410758,37,4,13,3
65,-226.60372541859078,24,4,14,3
70,-236.29796558307396,66,4,15,3
75,-245.99220574755714,92,4,16,3
80,-255.68644591204034,15,4,17,3
85,-265.38068607652355,47,4,18,3
90,-275.0749262410067,85,4,19,3
95,-284.7691664054899,43,4,20,3
100,-294.4634065699731,72,4,21,3
1,-102.3667307853425,65,5,1,3
5,-108.89627769908644,1,5,2,3
10,-117.05821134126637,74,5,3,3
15,-125.2201449834463,47,5,4,3
20,-133.3820786256262,26,5,5,3
25,-141.54401226780615,10,5,6,3
30,-149.70594590998607,42,5,7,3
35,-157.867879552166,55,5,8,3
40,-166.02981319434593,16,5,9,3
45,-174.19174683652585,20,5,10,3
50,-182.3536804787058,5,5,11,3
55,-190.51561412088572,0,5,12,3
60,-198.67754776306563,44,5,13,3
65,-206.83948140524558,17,5,14,3
70,-215.00141504742552,18,5,15,3
75,-223.16334868960544,48,5,16,3
80,-231.32528233178536,11,5,17,3
85,-239.48721597396528,75,5,18,3
90,-247.6491496161452,48,5,19,3
95,-255.81108325832517,6,5,20,3
100,-263.9730169005051,68,5,21,3
1,-100.90797200502301,67,1,1,4
5,-107.32898093072173,40,1,2,4
10,-115.35524208784513,52,1,3,4
15,-123.38150324496851,89,1,4,4
20,-131.4077644020919,53,1,5,4
25,-139.4340255592153,88,1,6,4
30,-147.4602867163387,58,1,7,4
35,-155.4865478734621,5,1,8,4
40,-163.5128090305855,37,1,9,4
45,-171.53907018770886,37,1,10,4
50,-179.56533134483226,2,1,11,4
55,-187.59159250195566,21,1,12,4
60,-195.61785365907903,7,1,13,4
65,-203.6441148162024,92,1,14,4
70,-211.67037597332583,57,1,15,4
75,-219.6966371304492,21,1,16,4
80,-227.72289828757258,83,1,17,4
85,-235.749159444696,60,1,18,4
90,-243.77542060181938,66,1,19,4
95,-251.80168175894275,57,1,20,4
100,-259.82794291606615,10,1,21,4
1,-102.0384212717747,90,2,1,4
5,-106.22965452430357,7,2,2,4
10,-111.46869608996465,38,2,3,4
15,-116.70773765562575,19,2,4,4
20,-121.94677922128685,28,2,5,4
25,-127.18582078694793,28,2,6,4
30,-132.42486235260904,66,2,7,4
35,-137.6639039182701,44,2,8,4
40,-142.9029454839312,93,2,9,4
45,-148.1419870495923,39,2,10,4
50,-153.3810286152534,13,2,11,4
55,-158.6200701809145,80,2,12,4
60,-163.85911174657556,43,2,13,4
65,-169.0981533122367,93,2,14,4
70,-174.33719487789776,46,2,15,4
75,-179.57623644355886,24,2,16,4
80,-184.81527800921995,0,2,17,4
85,-190.05431957488102,85,2,18,4
90,-195.29336114054215,11,2,19,4
95,-200.53240270620321,98,2,20,4
100,-205.7714442718643,69,2,21,4
1,-102.33551360613781,90,3,1,4
5,-117.53086621557674,37,3,2,4
10,-136.52505697737539,41,3,3,4
15,-155.51924773917403,32,3,4,4
20,-174.51343850097268,59,3,5,4
25,-193.50762926277136,76,3,6,4
30,-212.50182002457,23,3,7,4
35,-231.49601078636866,62,3,8,4
40,-250.49020154816733,1,3,9,4
45,-269.484392309966,10,3,10,4
50,-288.47858307176466,77,3,11,4
55,-307.4727738335633,13,3,12,4
60,-326.46696459536196,44,3,13,4
65,-345.46115535716064,4,3,14,4
70,-364.4553461189593,84,3,15,4
75,-383.44953688075793,20,3,16,4
80,-402.4437276425566,67,3,17,4
85,-421.43791840435523,37,3,18,4
90,-440.4321091661539,42,3,19,4
95,-459.4262999279526,0,3,20,4
100,-478.4204906897512,66,3,21,4
1,-104.64884309278074,94,4,1,4
5,-115.9433667281114,56,4,2,4
10,-130.06152127227472,61,4,3,4
15,-144.17967581643805,90,4,4,4
20,-158.29783036060138,87,4,5,4
25,-172.4159849047647,25,4,6,4
30,-186.53413944892804,0,4,7,4
35,-200.65229399309135,11,4,8,4
40,-214.7704485372547,42,4,9,4
45,-228.888603081418,68,4,10,4
50,-243.00675762558137,38,4,11,4
55,-257.1249121697447,71,4,12,4
60,-271.243066713908,40,4,13,4
65,-285.36122125807134,33,4,14,4
70,-299.47937580223464,78,4,15,4
75,-313.597530346398,25,4,16,4
80,-327.7156848905613,13,4,17,4
85,-341.83383943472467,65,4,18,4
90,-355.95199397888797,63,4,19,4
95,-370.0701485230513,52,4,20,4
100,-384.18830306721463,80,4,21,4
1,-101.78156019160592,18,5,1,4
5,-113.04602322817348,70,5,2,4
10,-127.12660202388294,89,5,3,4
15,-141.20718081959242,81,5,4,4
20,-155.2877596153019,4,5,5,4
25,-169.36833841101134,64,5,6,4
30,-183.44891720672078,57,5,7,4
35,-197.52949600243025,76,5,8,4
40,-211.61007479813972,8,5,9,4
45,-225.6906535938492,94,5,10,4
50,-239.77123238955863,83,5,11,4
55,-253.8518111852681,58,5,12,4
60,-267.9323899809775,25,5,13,4
65,-282.012968776687,28,5,14,4
70,-296.09354757239646,77,5,15,4
75,-310.17412636810593,45,5,16,4
80,-324.2547051638154,53,5,17,4
85,-338.3352839595248,99,5,18,4
90,-352.4158627552343,56,5,19,4
95,-366.4964415509437,97,5,20,4
100,-380.57702034665317,58,5,21,4
1,-100.83215260527187,48,1,1,5
5,-107.6850021776321,6,1,2,5
10,-116.25106414308239,53,1,3,5
15,-124.81712610853268,27,1,4,5
20,-133.38318807398298,22,1,5,5
