x,y,machine,trial,y_pred,subject
56,373.4,1,1,68.0,1
93,869.4,1,2,55.0,1
12,111.2,1,3,15.0,1
42,250.7,1,4,51.0,1
14,115.2,1,5,14.0,1
89,908.1,2,1,43.0,1
60,469.1,2,2,99.0,1
44,300.9,2,3,38.0,1
21,148.2,2,4,69.0,1
46,318.8,2,5,82.0,1
41,338.6,3,1,39.0,1
7,117.5,3,2,78.0,1
59,544.5,3,3,39.0,1
74,763.1,3,4,93.0,1
23,193.9,3,5,49.0,1
63,410.2,4,1,61.0,1
63,409.1,4,2,51.0,1
76,565.0,4,3,78.0,1
64,420.8,4,4,64.0,1
25,134.6,4,5,12.0,1
57,377.7,5,1,20.0,1
65,467.9,5,2,80.0,1
58,387.2,5,3,43.0,1
48,289.3,5,4,26.0,1
63,444.0,5,5,40.0,1
81,800.4,1,1,12.0,2
41,269.3,1,2,66.0,2
61,489.5,1,3,14.0,2
25,158.2,1,4,8.0,2
76,713.5,1,5,83.0,2
59,489.1,2,1,11.0,2
44,311.4,2,2,9.0,2
67,608.1,2,3,83.0,2
25,163.4,2,4,11.0,2
91,1053.4,2,5,3.0,2
26,139.4,3,1,4.0,2
74,508.3,3,2,46.0,2
97,816.3,3,3,74.0,2
81,592.5,3,4,61.0,2
83,620.7,3,5,32.0,2
67,639.4,4,1,34.0,2
32,222.5,4,2,25.0,2
1,100.8,4,3,1.0,2
38,271.4,4,4,97.0,2
15,126.8,4,5,87.0,2
50,317.1,5,1,54.0,2
94,967.0,5,2,45.0,2
60,429.6,5,3,89.0,2
23,132.8,5,4,95.0,2
0,100.2,5,5,27.0,2
17,134.8,1,1,77.0,3
91,1091.6,1,2,2.0,3
84,947.0,1,3,67.0,3
84,945.3,1,4,91.0,3
9,112.0,1,5,13.0,3
61,509.4,2,1,73.0,3
45,334.2,2,2,61.0,3
20,156.2,2,3,42.0,3
80,782.8,2,4,12.0,3
71,645.5,2,5,20.0,3
28,205.0,3,1,31.0,3
16,139.1,3,2,74.0,3
27,199.7,3,3,49.0,3
9,114.7,3,4,80.0,3
31,228.3,3,5,16.0,3
71,588.8,4,1,9.0,3
30,183.5,4,2,31.0,3
65,507.8,4,3,37.0,3
95,980.7,4,4,66.0,3
6,100.0,4,5,48.0,3
24,144.9,5,1,63.0,3
26,153.9,5,2,2.0,3
73,641.4,5,3,99.0,3
78,721.2,5,4,81.0,3
68,565.6,5,5,29.0,3
34,253.9,1,1,42.0,4
33,244.6,1,2,25.0,4
77,763.2,1,3,12.0,4
95,1086.7,1,4,36.0,4
30,223.0,1,5,77.0,4
10,99.8,2,1,86.0,4
85,742.2,2,2,19.0,4
45,261.9,2,3,16.0,4
8,98.6,2,4,34.0,4
57,371.9,2,5,68.0,4
78,765.4,3,1,77.0,4
76,735.1,3,2,54.0,4
15,128.8,3,3,90.0,4
97,1121.4,3,4,68.0,4
12,118.6,3,5,13.0,4
25,151.1,4,1,66.0,4
71,606.6,4,2,43.0,4
53,373.1,4,3,6.0,4
81,767.6,4,4,18.0,4
56,409.7,4,5,37.0,4
11,112.4,5,1,46.0,4
24,154.8,5,2,26.0,4
60,428.4,5,3,74.0,4
41,254.3,5,4,85.0,4
83,725.5,5,5,87.0,4
50,378.1,1,1,54.0,5
88,940.3,1,2,73.0,5
64,550.1,1,3,73.0,5
56,448.3,1,4,94.0,5
15,129.1,1,5,5.0,5
74,714.2,2,1,41.0,5
75,733.1,2,2,86.0,5
5,100.7,2,3,26.0,5
52,393.9,2,4,78.0,5
40,268.5,2,5,21.0,5
18,126.1,3,1,62.0,5
37,214.1,3,2,72.0,5
10,107.0,3,3,45.0,5
74,556.0,3,4,15.0,5
22,139.2,3,5,44.0,5
91,899.9,4,1,99.0,5
