x,y,y_pred,machine,trial,subject
4,-33.04036365387581,8.0,1,1,1
8,-41.1088021494369,12.0,1,2,1
12,-49.17724064499799,18.0,1,3,1
16,-57.245679140559076,26.0,1,4,1
20,-65.31411763612017,29.0,1,5,1
24,-73.38255613168126,28.0,1,6,1
28,-81.45099462724234,25.0,1,7,1
32,-89.51943312280343,26.0,1,8,1
36,-97.58787161836452,30.0,1,9,1
40,-105.65631011392561,34.0,1,10,1
44,-113.72474860948671,41.0,1,11,1
48,-121.79318710504779,41.0,1,12,1
52,-129.86162560060887,46.0,1,13,1
56,-137.93006409616999,50.0,1,14,1
60,-145.9985025917311,55.0,1,15,1
64,-154.06694108729215,60.0,1,16,1
68,-162.13537958285326,66.0,1,17,1
72,-170.20381807841432,73.0,1,18,1
76,-178.27225657397543,76.0,1,19,1
80,-186.34069506953654,68.0,1,20,1
84,-194.4091335650976,71.0,1,21,1
88,-202.4775720606587,81.0,1,22,1
92,-210.5460105562198,89.0,1,23,1
96,-218.61444905178087,93.0,1,24,1
100,-226.68288754734198,96.0,1,25,1
4,-55.74136756464906,8.25,2,1,1
8,-64.59433477527757,11.58,2,2,1
12,-73.4473019859061,12.5,2,3,1
16,-82.30026919653459,11.25,2,4,1
20,-91.1532364071631,9.0,2,5,1
24,-100.00620361779161,6.42,2,6,1
28,-108.85917082842012,3.75,2,7,1
32,-117.71213803904863,0.92,2,8,1
36,-126.56510524967713,-1.0,2,9,1
40,-135.4180724603056,-0.0,2,10,1
44,-144.27103967093413,5.25,2,11,1
48,-153.12400688156265,10.58,2,12,1
52,-161.97697409219114,15.5,2,13,1
56,-170.82994130281966,20.0,2,14,1
60,-179.68290851344815,24.25,2,15,1
64,-188.53587572407667,28.25,2,16,1
68,-197.3888429347052,32.0,2,17,1
72,-206.2418101453337,35.58,2,18,1
76,-215.0947773559622,39.0,2,19,1
80,-223.9477445665907,42.25,2,20,1
84,-232.80071177721922,45.25,2,21,1
88,-241.6536789878477,48.0,2,22,1
92,-250.50664619847623,50.58,2,23,1
96,-259.3596134091048,53.0,2,24,1
100,-268.2125806197332,55.25,2,25,1
4,63.802518070610766,36.0,1,1,2
8,57.32960229125374,236.0,1,2,2
12,50.85668651189672,924.0,1,3,2
16,44.383770732539695,3080.0,1,4,2
20,37.910854953182664,9878.0,1,5,2
24,31.43793917382564,32082.0,1,6,2
28,24.965023394468616,105088.0,1,7,2
32,18.492107615111593,349442.0,1,8,2
36,12.019191835754567,1182142.0,1,9,2
40,5.546276056397536,3946584.0,1,10,2
44,-0.9266397229594872,13216396.0,1,11,2
48,-7.399555502316511,443613.0,1,12,2
52,-13.872471281673535,14786052.0,1,13,2
56,-20.345387061030557,49510236.0,1,14,2
60,-26.81830284038758,165877.0,1,15,2
64,-33.291218619744605,5584.0,1,16,2
68,-39.76413439910163,1864749.0,1,17,2
72,-46.23705017845865,6203908.0,1,18,2
76,-52.709965957815676,208964.0,1,19,2
80,-59.182881737172714,7005028.0,1,20,2
84,-65.65579751652973,23820606.0,1,21,2
88,-72.12871329588677,792836.0,1,22,2
92,-78.60162907524378,26264171.0,1,23,2
96,-85.07454485460082,890888.0,1,24,2
100,-91.54746063395783,29020229.0,1,25,2
4,9.35303830200746,0.0,2,1,2
8,-2.2836170873956507,100.0,2,2,2
12,-13.920272476798765,200.0,2,3,2
16,-25.556927866201875,300.0,2,4,2
20,-37.193583255604985,400.0,2,5,2
24,-48.8302386450081,500.0,2,6,2
28,-60.466894034411204,600.0,2,7,2
32,-72.10354942381431,700.0,2,8,2
36,-83.74020481321743,800.0,2,9,2
40,-95.37686020262053,900.0,2,10,2
44,-107.01351559202364,1000.0,2,11,2
48,-118.65017098142677,1100.0,2,12,2
52,-130.28682637082989,1200.0,2,13,2
56,-141.923481760233,1300.0,2,14,2
60,-153.56013714963612,1400.0,2,15,2
64,-165.19679253903922,1500.0,2,16,2
68,-176.83344792844233,1600.0,2,17,2
72,-188.47010331784546,1700.0,2,18,2
76,-200.10675870724856,1800.0,2,19,2
80,-211.74341409665166,1900.0,2,20,2
84,-223.3800694860548,2000.0,2,21,2
88,-235.01672487545787,2100.0,2,22,2
92,-246.653380264861,2200.0,2,23,2
96,-258.29003565426416,2300.0,2,24,2
100,-269.9266910436672,2400.0,2,25,2
4,-41.808921423276225,16.0,1,1,3
8,-52.26269150172904,44.0,1,2,3
12,-62.71646158018185,100.0,1,3,3
16,-73.17023165863466,176.0,1,4,3
20,-83.62400173708747,264.0,1,5,3
24,-94.07777181554029,376.0,1,6,3
28,-104.5315418939931,512.0,1,7,3
32,-114.9853119724459,672.0,1,8,3
36,-125.4390820508987,856.0,1,9,3
40,-135.8928521293515,1064.0,1,10,3
44,-146.34662220780433,1296.0,1,11,3
48,-156.80039228625714,1560.0,1,12,3
52,-167.25416236470994,1848.0,1,13,3
56,-177.70793244316275,216.0,1,14,3
60,-188.16170252161555,48.0,1,15,3
64,-198.61547260006836,0.0,1,16,3
68,-209.06924267852116,-112.0,1,17,3
72,-219.52301275697397,-248.0,1,18,3
76,-229.97678283542677,-408.0,1,19,3
80,-240.43055291387958,-592.0,1,20,3
84,-250.88432299233241,-800.0,1,21,3
88,-261.33809307078525,-1032.0,1,22,3
92,-271.791863149238,-1032.0,1,23,3
96,-282.24563322769086,-1288.0,1,24,3
100,-292.69940330614367,-1568.0,1,25,3
4,34.2091328972047,14.6,2,1,3
8,30.920334602832426,59.0,2,2,3
12,27.631536308460152,133.4,2,3,3
16,24.342738014087875,228.8,2,4,3
20,21.053939719715597,346.2,2,5,3
24,17.765141425343323,490.6,2,6,3
28,14.476343130971049,661.0,2,7,3
