x,y,y_pred,machine,trial,subject
1,-34.204899112159694,2.0,1,1,1
5,-40.524501659794105,9.11,1,2,1
10,-48.42400484433712,65.03,1,3,1
15,-56.32350802888013,325.05,1,4,1
20,-64.22301121342315,1093.05,1,5,1
25,-72.12251439796616,3250.05,1,6,1
30,-80.02201758250918,8125.05,1,7,1
35,-87.92152076705219,19687.05,1,8,1
40,-95.8210239515952,44237.05,1,9,1
45,-103.72052713613822,73919.05,1,10,1
50,-111.62003032068124,122365.05,1,11,1
55,-119.51953350522425,196870.05,1,12,1
60,-127.41903668976725,300300.05,1,13,1
65,-135.3185398743103,442365.05,1,14,1
70,-143.21804305885328,622560.05,1,15,1
75,-151.11754624339633,839805.05,1,16,1
80,-159.01704942793933,1093810.05,1,17,1
85,-166.91655261248232,1394065.05,1,18,1
90,-174.81605579702537,1741265.05,1,19,1
95,-182.71555898156836,2144510.05,1,20,1
100,-190.61506216611141,2605810.05,1,21,1
1,-79.23976976060457,1599.8,2,1,1
5,-85.93925892390993,1599.8,2,2,1
10,-94.31362037804162,1599.8,2,3,1
15,-102.68798183217332,1599.8,2,4,1
20,-111.06234328630501,1599.8,2,5,1
25,-119.43670474043671,1599.8,2,6,1
30,-127.81106619456841,1599.8,2,7,1
35,-136.1854276487001,1599.8,2,8,1
40,-144.55978910283181,1599.8,2,9,1
45,-152.93415055696352,1599.8,2,10,1
50,-161.30851201109522,1599.8,2,11,1
55,-169.6828734652269,1599.8,2,12,1
60,-178.0572349193586,1599.8,2,13,1
65,-186.4315963734903,1599.8,2,14,1
70,-194.80595782762197,1599.8,2,15,1
75,-203.18031928175367,1599.8,2,16,1
80,-211.55468073588537,1599.8,2,17,1
85,-219.92904219001707,1599.8,2,18,1
90,-228.30340364414877,1599.8,2,19,1
95,-236.67776509828047,1599.8,2,20,1
100,-245.05212655241218,1599.8,2,21,1
1,-50.41466999945351,11.7,3,1,1
5,-58.05252311194204,21.1,3,2,1
10,-67.59983950255271,34.8,3,3,1
15,-77.14715589316337,49.1,3,4,1
20,-86.69447228377403,64.1,3,5,1
25,-96.2417886743847,79.8,3,6,1
30,-105.78910506499535,96.2,3,7,1
35,-115.33642145560601,113.3,3,8,1
40,-124.88373784621668,131.1,3,9,1
45,-134.43105423682732,149.5,3,10,1
50,-143.978370627438,168.5,3,11,1
55,-153.52568701804867,188.1,3,12,1
60,-163.07300340865933,208.3,3,13,1
