,task,item,choice,gt,meta_tasks
0,data/test/abstract_algebra_test.csv,0,B,B,['high school mathematics' 'electrical engineering']
1,data/test/abstract_algebra_test.csv,1,C,C,['machine learning' 'college computer science']
2,data/test/abstract_algebra_test.csv,2,C,D,['college chemistry' 'college physics']
3,data/test/abstract_algebra_test.csv,3,A,B,['college mathematics' 'conceptual physics']
4,data/test/abstract_algebra_test.csv,4,B,B,['college computer science' 'high school chemistry']
5,data/test/abstract_algebra_test.csv,5,A,A,['high school chemistry' 'machine learning']
6,data/test/abstract_algebra_test.csv,6,A,A,['conceptual physics' 'high school chemistry']
7,data/test/abstract_algebra_test.csv,7,C,D,['high school statistics' 'electrical engineering']
8,data/test/abstract_algebra_test.csv,8,B,B,['high school biology' 'high school computer science']
9,data/test/abstract_algebra_test.csv,9,A,C,['conceptual physics' 'high school mathematics']
10,data/test/abstract_algebra_test.csv,10,A,C,['conceptual physics' 'high school chemistry']
11,data/test/abstract_algebra_test.csv,11,C,C,['high school mathematics' 'machine learning']
12,data/test/abstract_algebra_test.csv,12,D,A,['college computer science' 'high school mathematics']
13,data/test/abstract_algebra_test.csv,13,D,C,['college biology' 'machine learning']
14,data/test/abstract_algebra_test.csv,14,B,C,['college computer science' 'college mathematics']
15,data/test/abstract_algebra_test.csv,15,A,B,['computer security' 'conceptual physics']
16,data/test/abstract_algebra_test.csv,16,B,C,['astronomy' 'computer security']
17,data/test/abstract_algebra_test.csv,17,C,C,['high school statistics' 'high school biology']
18,data/test/abstract_algebra_test.csv,18,C,D,['elementary mathematics' 'college physics']
19,data/test/abstract_algebra_test.csv,19,A,A,['astronomy' 'college physics']
20,data/test/abstract_algebra_test.csv,20,A,A,['anatomy' 'college physics']
21,data/test/abstract_algebra_test.csv,21,B,A,['astronomy' 'computer security']
22,data/test/abstract_algebra_test.csv,22,A,D,['college physics' 'high school biology']
23,data/test/abstract_algebra_test.csv,23,C,D,['anatomy' 'high school mathematics']
24,data/test/abstract_algebra_test.csv,24,A,B,['conceptual physics' 'elementary mathematics']
25,data/test/abstract_algebra_test.csv,25,D,C,['astronomy' 'college computer science']
26,data/test/abstract_algebra_test.csv,26,C,C,['high school physics' 'computer security']
27,data/test/abstract_algebra_test.csv,27,C,B,['anatomy' 'college biology']
28,data/test/abstract_algebra_test.csv,28,C,D,['anatomy' 'college biology']
29,data/test/abstract_algebra_test.csv,29,C,A,['college computer science' 'electrical engineering']
30,data/test/abstract_algebra_test.csv,30,A,B,['high school computer science' 'high school mathematics']
31,data/test/abstract_algebra_test.csv,31,B,B,['computer security' 'high school statistics']
32,data/test/abstract_algebra_test.csv,32,A,A,['college mathematics' 'astronomy']
33,data/test/abstract_algebra_test.csv,33,D,C,['electrical engineering' 'college computer science']
34,data/test/abstract_algebra_test.csv,34,C,A,['college computer science' 'electrical engineering']
35,data/test/abstract_algebra_test.csv,35,C,B,['high school mathematics' 'college mathematics']
