x,y,machine,trial,y_pred,subject
51,443.3,1,1,5.0,1
90,1146.3,1,2,543.3,1
0,101.4,1,3,1146.3,1
26,194.0,1,4,88.3,1
62,602.0,1,5,2588.0,1
5,104.7,2,1,1.0,1
45,333.6,2,2,17.4,1
86,907.8,2,3,1013.5,1
14,129.4,2,4,57.4,1
73,688.1,2,5,611.2,1
85,354.8,3,1,1011.2,1
9,94.4,3,2,127.1,1
15,96.1,3,3,131.2,1
7,92.7,3,4,133.8,1
73,275.9,3,5,664.2,1
80,617.2,4,1,217.6,1
23,142.3,4,2,1453.2,1
46,273.6,4,3,-186.6,1
3,98.5,4,4,118.9,1
29,169.3,4,5,521.0,1
53,285.7,5,1,442.3,1
61,354.3,5,2,521.1,1
26,128.9,5,3,291.0,1
66,404.1,5,4,521.1,1
96,791.3,5,5,611.5,1
52,492.8,1,1,3.0,2
38,311.8,1,2,92.8,2
45,394.4,1,3,291.8,2
7,107.3,1,4,211.8,2
90,1267.5,1,5,83.3,2
74,502.3,2,1,27.0,2
17,108.2,2,2,27.0,2
53,291.0,2,3,317.5,2
48,249.8,2,4,291.0,2
87,669.6,2,5,1253.6,2
43,329.5,3,1,291.0,2
38,278.8,3,2,27.5,2
44,338.1,3,3,350.3,2
22,163.6,3,4,93.5,2
99,1258.2,3,5,664.5,2
84,625.3,4,1,527.2,2
27,148.1,4,2,158.1,2
79,560.9,4,3,569.2,2
25,141.1,4,4,137.2,2
85,636.3,4,5,664.5,2
99,1557.1,5,1,1258.2,2
79,1054.9,5,2,1258.2,2
28,247.6,5,3,746.4,2
38,353.7,5,4,569.2,2
68,823.2,5,5,1154.8,2
82,795.0,1,1,6.0,3
39,273.8,1,2,98.0,3
45,326.7,1,3,296.0,3
69,600.5,1,4,358.6,3
30,207.7,1,5,500.0,3
24,178.4,2,1,62.5,3
45,330.2,2,2,235.1,3
50,377.2,2,3,600.0,3
39,280.1,2,4,269.8,3
96,1013.3,2,5,600.0,3
78,775.1,3,1,294.9,3
78,774.5,3,2,1371.2,3
49,378.5,3,3,569.2,3
58,481.3,3,4,640.0,3
49,376.4,3,5,378.5,3
48,379.7,4,1,569.2,3
34,242.0,4,2,248.5,3
13,121.1,4,3,119.7,3
84,959.5,4,4,812.5,3
0,101.1,4,5,8.0,3
10,91.3,5,1,79.1,3
10,91.1,5,2,90.0,3
21,94.1,5,3,59.3,3
2,98.4,5,4,76.3,3
78,344.8,5,5,711.1,3
56,258.9,1,1,3.0,4
4,100.8,1,2,101.2,4
46,206.7,1,3,258.9,4
91,513.6,1,4,83.9,4
69,338.8,1,5,405.1,4
21,159.8,2,1,56.9,4
8,113.9,2,2,30.9,4
90,965.6,2,3,187.5,4
96,1082.9,2,4,28.9,4
86,892.6,2,5,636.1,4
27,151.4,3,1,211.8,4
30,164.5,3,2,101.5,4
27,151.8,3,3,159.8,4
90,698.6,3,4,948.6,4
68,439.1,3,5,242.1,4
33,239.2,4,1,159.5,4
74,707.1,4,2,187.9,4
67,607.4,4,3,684.2,4
85,892.7,4,4,618.5,4
47,362.0,4,5,269.6,4
84,904.3,5,1,923.5,4
14,122.3,5,2,711.2,4
54,434.5,5,3,823.2,4
74,724.9,5,4,913.6,4
88,980.7,5,5,898.0,4
62,566.2,1,1,3.0,5
22,192.3,1,2,566.2,5
47,393.5,1,3,236.2,5
23,198.8,1,4,97.3,5
10,132.0,1,5,119.8,5
88,752.9,2,1,531.0,5
56,350.5,2,2,928.1,5
61,399.9,2,3,250.0,5
86,720.7,2,4,387.6,5
30,161.6,2,5,188.2,5
26,222.1,3,1,227.4,5
31,266.4,3,2,225.4,5
55,570.8,3,3,280.9,5
4,104.5,3,4,99.8,5
55,571.0,3,5,569.1,5
6,101.3,4,1,25.0,5
5,99.9,4,2,112.5,5
19,126.6,4,3,13.1,5
98,921.8,4,4,135.1,5
27,158.6,4,5,137.5,5
39,238.7,5,1,86.9,5
85,875.5,5,2,521.2,5
93,1039.6,5,3,897.1,5
51,358.3,5,4,293.1,5
56,416.3,5,5,243.1,5
70,598.6,1,1,5.0,6
35,228.1,1,2,598.6,6
53,387.5,1,3,259.4,6
64,516.3,1,4,405.6,6
19,141.1,1,5,187.6,6
63,587.0,2,1,178.5,6
18,137.8,2,2,237.5,6
35,247.5,2,3,229.5,6
93,1161.2,2,4,309.8,6
5,101.4,2,5,1161.2,6
0,99.2,3,1,-598.6,6
7,116.1,3,2,99.2,6
37,295.9,3,3,99.8,6
77,821.9,3,4,1156.2,6
91,1081.3,3,5,1097.8,6
34,247.9,4,1,158.6,6
86,958.1,4,2,1081.3,6
40,300.1,4,3,291.7,6
43,330.2,4,4,269.2,6
73,725.2,4,5,521.1,6
6,102.6,5,1,101.4,6
12,112.8,5,2,157.3,6
39,213.4,5,3,190.1,6
5,102.9,5,4,99.2,6
44,243.7,5,5,227.5,6
61,306.9,1,1,5.0,7
0,100.6,1,2,306.9,7
34,159.7,1,3,97.6,7
25,130.3,1,4,142.2,7
15,109.4,1,5,106.2,7
94,887.8,2,1,307.5,7
68,521.9,2,2,723.6,7
20,143.3,2,3,540.0,7
11,114.3,2,4,165.6,7
91,840.3,2,5,521.8,7
6,102.3,3,1,5.0,7
7,102.1,3,2,110.0,7
0,100.9,3,3,101.9,7
60,476.7,3,4,99.8,7
9,105.2,3,5,94.1,7
64,458.7,4,1,569.2,7
35,191.7,4,2,423.1,7
34,185.5,4,3,237.1,7
66,486.8,4,4,239.9,7
33,180.4,4,5,171.1,7
20,156.6,5,1,140.3,7
84,1043.1,5,2,187.1,7
36,278.0,5,3,1014.2,7
34,259.3,5,4,275.9,7
88,1134.0,5,5,1044.2,7
