x,y,machine,trial,y_pred,subject
91,823.5,1,1,3.0,1
14,102.5,1,2,191.5,1
72,534.5,1,3,532.5,1
66,458.8,1,4,462.5,1
25,132.5,1,5,137.5,1
60,279.3,2,1,360.0,1
93,559.2,2,2,726.7,1
54,243.4,2,3,248.8,1
54,241.8,2,4,243.4,1
89,519.2,2,5,569.2,1
92,827.5,3,1,564.5,1
86,740.0,3,2,541.5,1
55,378.8,3,3,247.2,1
55,378.7,3,4,377.5,1
71,546.7,3,5,541.5,1
74,878.2,4,1,541.5,1
31,249.4,4,2,153.3,1
71,819.2,4,3,546.7,1
78,960.6,4,4,868.8,1
11,125.0,4,5,81.2,1
85,1009.9,5,1,868.8,1
60,556.7,5,2,279.3,1
99,1331.0,5,3,1089.2,1
4,101.4,5,4,40.0,1
3,100.5,5,5,97.3,1
37,172.8,1,1,3.0,2
49,237.1,1,2,183.6,2
76,459.4,1,3,291.4,2
88,591.5,1,4,527.6,2
89,602.3,1,5,591.5,2
12,117.4,2,1,24.0,2
83,825.4,2,2,527.2,2
69,602.8,2,3,471.2,2
12,117.7,2,4,117.4,2
23,157.6,2,5,158.5,2
59,201.4,3,1,269.2,2
76,303.3,3,2,459.4,2
51,168.0,3,3,248.9,2
61,213.3,3,4,236.5,2
51,167.5,3,5,168.0,2
73,793.5,4,1,291.5,2
81,954.6,4,2,937.5,2
73,792.1,4,3,793.5,2
39,293.7,4,4,158.5,2
26,184.3,4,5,158.5,2
15,114.3,5,1,118.5,2
30,185.6,5,2,190.7,2
63,552.5,5,3,269.5,2
84,936.3,5,4,742.5,2
60,506.6,5,5,240.5,2
65,512.4,1,1,3.0,3
55,402.6,1,2,512.4,3
80,706.6,1,3,716.2,3
47,329.0,1,4,269.2,3
48,338.5,1,5,330.4,3
38,232.5,2,1,262.5,3
15,127.1,2,2,127.5,3
59,407.0,2,3,462.5,3
42,261.9,2,4,285.5,3
74,574.8,2,5,527.5,3
99,1061.4,3,1,711.2,3
29,175.2,3,2,190.9,3
29,175.5,3,3,175.2,3
55,387.2,3,4,402.5,3
16,121.2,3,5,128.8,3
39,227.3,4,1,239.5,3
10,111.1,4,2,90.0,3
22,140.5,4,3,146.7,3
63,428.4,4,4,428.5,3
38,223.9,4,5,232.5,3
63,633.0,5,1,428.4,3
75,838.9,5,2,595.5,3
1,101.4,5,3,0.0,3
92,1182.3,5,4,1092.0,3
52,475.9,5,5,382.5,3
15,142.3,1,1,2.0,4
70,710.0,1,2,236.7,4
45,371.8,1,3,405.0,4
65,631.3,1,4,827.3,4
39,310.2,1,5,248.6,4
48,329.4,2,1,392.8,4
82,731.8,2,2,828.8,4
77,660.2,2,3,639.6,4
37,240.1,2,4,291.4,4
21,151.6,2,5,141.9,4
63,574.1,3,1,471.2,4
7,109.4,3,2,7.0,4
99,1237.4,3,3,890.7,4
91,1063.7,3,4,1093.3,4
60,532.9,3,5,541.7,4
88,903.3,4,1,868.8,4
9,114.2,4,2,108.7,4
6,109.1,4,3,72.7,4
88,903.0,4,4,903.3,4
30,208.3,4,5,270.0,4
0,99.9,5,1,0.0,4
51,391.7,5,2,381.8,4
92,1009.0,5,3,1064.5,4
98,1128.3,5,4,1147.2,4
13,124.4,5,5,157.1,4
38,182.3,1,1,3.0,5
25,119.2,1,2,183.0,5
1,97.6,1,3,0.0,5
19,103.5,1,4,81.8,5
10,90.7,1,5,86.7,5
17,140.8,2,1,86.7,5
91,1274.6,2,2,183.8,5
58,576.9,2,3,1092.4,5
18,146.2,2,4,142.5,5
52,481.9,2,5,527.5,5
42,363.1,3,1,183.8,5
91,1238.2,3,2,1274.6,5
56,549.3,3,3,491.4,5
2,100.9,3,4,98.4,5
37,308.6,3,5,269.5,5
12,120.0,4,1,96.2,5
71,543.7,4,2,1093.3,5
19,138.5,4,3,103.5,5
85,729.1,4,4,711.5,5
99,947.4,4,5,898.9,5
15,127.2,5,1,135.0,5
4,103.1,5,2,40.0,5
90,864.2,5,3,1092.5,5
48,330.9,5,4,418.4,5
34,219.2,5,5,269.5,5
73,508.2,1,1,785.0,6
72,497.3,1,2,507.8,6
97,813.6,1,3,527.1,6
71,487.1,1,4,494.5,6
45,259.0,1,5,269.8,6
17,87.0,2,1,-5.0,6
23,88.7,2,2,113.3,6
53,192.0,2,3,191.5,6
63,255.1,2,4,209.0,6
55,202.3,2,5,207.5,6
78,863.3,3,1,527.5,6
67,678.2,3,2,811.7,6
18,158.7,3,3,87.5,6
89,1078.2,3,4,1037.5,6
68,694.8,3,5,682.5,6
41,264.3,4,1,248.5,6
80,801.6,4,2,868.7,6
94,1084.0,4,3,1064.0,6
1,99.1,4,4,0.0,6
16,116.0,4,5,64.7,6
61,570.8,5,1,253.4,6
65,628.7,5,2,592.5,6
2,103.5,5,3,98.8,6
62,584.4,5,4,567.5,6
24,196.2,5,5,176.0,6
91,1057.4,1,1,3.0,7
0,100.1,1,2,1057.4,7
61,558.7,1,3,1048.8,7
93,1097.5,1,4,1059.2,7
40,316.5,1,5,410.4,7
18,115.1,2,1,54.6,7
22,123.9,2,2,137.8,7
40,209.1,2,3,316.5,7
25,135.3,2,4,138.5,7
46,246.8,2,5,236.8,7
27,226.9,3,1,143.4,7
64,615.0,3,2,405.4,7
30,248.8,3,3,236.0,7
60,560.3,3,4,636.7,7
91,1057.0,3,5,1097.5,7
82,1001.9,4,1,1092.5,7
56,523.6,4,2,564.7,7
60,584.9,4,3,547.2,7
49,426.4,4,4,351.4,7
95,1304.1,4,5,1095.5,7
21,110.7,5,1,128.5,7
89,583.1,5,2,1089.5,7
70,381.3,5,3,527.5,7
69,374.9,5,4,381.3,7
28,127.9,5,5,227.5,7
36,274.6,1,1,3.0,8
28,211.8,1,2,269.2,8
67,646.8,1,3,291.2,8
58,518.7,1,4,441.2,8
28,209.6,1,5,211.8,8
93,834.3,2,1,827.6,8
