x,y,machine,trial,y_pred,subject
23,141.0,1,1,1.0,1
49,336.3,1,2,141.0,1
49,337.2,1,3,336.3,1
45,297.1,1,4,336.3,1
78,748.3,1,5,567.0,1
64,401.0,2,1,512.0,1
17,115.3,2,2,88.0,1
9,101.0,2,3,67.2,1
65,411.6,2,4,401.0,1
30,158.7,2,5,199.0,1
57,218.0,3,1,352.0,1
78,341.5,3,2,748.3,1
21,106.5,3,3,126.0,1
89,423.3,3,4,377.0,1
31,126.6,3,5,155.2,1
87,701.2,4,1,389.0,1
92,765.7,4,2,746.2,1
10,116.4,4,3,101.0,1
67,470.8,4,4,410.2,1
85,676.5,4,5,695.2,1
38,265.2,5,1,199.0,1
20,150.0,5,2,126.6,1
75,727.4,5,3,550.0,1
13,123.6,5,4,108.0,1
41,292.8,5,5,299.2,1
99,999.1,1,1,1.0,2
44,302.5,1,2,444.4,2
66,522.3,1,3,0.0,2
85,774.7,1,4,746.5,2
21,158.9,1,5,1.2,2
91,948.0,2,1,1000.1,2
67,569.2,2,2,524.5,2
18,143.1,2,3,141.6,2
69,599.0,2,4,590.2,2
62,506.5,2,5,535.2,2
86,983.9,3,1,824.2,2
57,503.1,3,2,490.2,2
43,341.0,3,3,377.3,2
54,463.8,3,4,461.2,2
7,111.0,3,5,60.9,2
57,462.9,4,1,503.1,2
73,683.1,4,2,623.2,2
40,284.5,4,3,331.0,2
4,103.1,4,4,101.0,2
2,102.2,4,5,103.1,2
13,110.3,5,1,113.0,2
73,658.5,5,2,683.1,2
57,432.9,5,3,462.9,2
91,987.6,5,4,882.0,2
73,658.7,5,5,658.5,2
40,193.2,1,1,50.0,3
62,430.5,1,2,193.2,3
48,264.0,1,3,288.5,3
57,364.6,1,4,331.0,3
18,86.5,1,5,102.0,3
37,196.3,2,1,193.2,3
55,296.4,2,2,331.0,3
15,123.8,2,3,75.5,3
37,196.7,2,4,196.3,3
12,116.7,2,5,88.2,3
22,156.4,3,1,126.2,3
88,1003.3,3,2,452.2,3
7,105.3,3,3,56.2,3
24,167.7,3,4,168.2,3
83,900.5,3,5,1003.3,3
43,360.2,4,1,247.2,3
4,103.3,4,2,103.2,3
71,805.6,4,3,500.5,3
74,867.5,4,4,820.2,3
58,571.6,4,5,650.5,3
44,208.9,5,1,360.2,3
11,95.2,5,2,112.2,3
38,172.4,5,3,231.2,3
8,93.5,5,4,103.2,3
52,263.2,5,5,269.2,3
27,85.4,1,1,1.0,4
85,467.4,1,2,85.4,4
9,79.9,1,3,0.9,4
55,197.2,1,4,299.9,4
40,119.3,1,5,0.0,4
97,1136.2,2,1,1.2,4
18,127.9,2,2,103.6,4
1,100.0,2,3,0.0,4
46,319.3,2,4,103.2,4
99,1178.5,2,5,103.2,4
56,427.5,3,1,103.2,4
92,1036.6,3,2,1032.5,4
22,139.8,3,3,126.9,4
27,165.7,3,4,85.4,4
20,132.0,3,5,134.2,4
30,180.1,4,1,199.2,4
62,432.3,4,2,427.5,4
31,185.0,4,3,189.2,4
97,910.3,4,4,1136.2,4
47,292.1,4,5,310.2,4
77,572.3,5,1,485.2,4
34,162.5,5,2,216.2,4
42,211.4,5,3,247.2,4
93,813.9,5,4,1036.6,4
39,192.6,5,5,198.2,4
15,132.6,1,1,5.0,5
62,555.8,1,2,0.0,5
98,1209.0,1,3,1000.2,5
70,677.3,1,4,1000.0,5
70,676.9,1,5,677.3,5
21,126.6,2,1,0.0,5
43,223.7,2,2,555.8,5
21,127.1,2,3,126.6,5
34,177.2,2,4,255.2,5
20,124.4,2,5,126.6,5
23,158.4,3,1,126.6,5
79,664.5,3,2,1032.0,5
7,107.8,3,3,56.9,5
15,128.4,3,4,132.6,5
9,111.4,3,5,113.2,5
39,200.4,4,1,299.9,5
27,140.1,4,2,145.2,5
80,607.7,4,3,600.2,5
46,248.7,4,4,241.2,5
35,178.1,4,5,180.2,5
90,561.6,5,1,600.0,5
35,143.0,5,2,180.1,5
98,656.4,5,3,1209.0,5
99,671.1,5,4,659.2,5
73,386.5,5,5,478.2,5
21,122.6,1,1,1.0,6
70,430.0,1,2,0.0,6
32,163.1,1,3,200.0,6
59,327.6,1,4,310.0,6
11,105.8,1,5,57.0,6
81,1120.1,2,1,432.0,6
18,169.4,2,2,108.0,6
47,470.9,2,3,389.2,6
40,373.8,2,4,410.0,6
20,182.6,2,5,186.9,6
81,863.2,3,1,1120.1,6
91,1068.8,3,2,1030.0,6
87,983.2,3,3,1032.2,6
63,552.6,3,4,695.2,6
48,355.6,3,5,447.6,6
89,1265.4,4,1,1032.2,6
15,133.1,4,2,145.6,6
62,668.8,4,3,552.6,6
93,1372.6,4,4,1032.8,6
21,165.1,4,5,192.6,6
11,113.2,5,1,105.8,6
0,100.2,5,2,0.0,6
50,350.7,5,3,500.0,6
59,448.5,5,4,327.6,6
67,551.3,5,5,500.0,6
75,424.9,1,1,100.0,7
10,96.6,1,2,0.1,7
94,637.2,1,3,0.0,7
39,166.7,1,4,0.0,7
25,117.8,1,5,100.0,7
11,85.9,2,1,0.0,7
10,86.2,2,2,96.6,7
76,424.0,2,3,637.2,7
69,351.0,2,4,637.0,7
77,434.7,2,5,424.9,7
98,974.7,3,1,637.2,7
60,400.6,3,2,310.0,7
96,937.6,3,3,974.7,7
1,98.2,3,4,10.0,7
96,936.1,3,5,937.6,7
23,169.9,4,1,117.8,7
16,136.7,4,2,134.2,7
40,298.4,4,3,299.2,7
87,976.1,4,4,659.2,7
80,846.2,4,5,880.0,7
85,854.0,5,1,1000.0,7
40,309.6,5,2,298.4,7
68,609.8,5,3,422.2,7
65,573.4,5,4,617.2,7
24,195.3,5,5,189.2,7
80,476.8,1,1,100.0,8
17,122.3,1,2,0.0,8
82,495.9,1,3,0.0,8
43,215.4,1,4,269.9,8
23,136.8,1,5,134.9,8
7,111.2,2,1,39.6,8
85,780.7,2,2,478.9,8
99,1004.8,2,3,103.9,8
80,707.7,2,4,476.8,8
86,794.3,2,5,1002.2,8
89,1119.4,3,1,1000.2,8
93,1203.4,3,2,1132.2,8
49,456.9,3,3,1032.2,8
20,185.3,3,4,126.9,8
33,284.7,3,5,269.9,8
53,386.3,4,1,103.9,8
45,303.7,4,2,331.2,8
41,269.9,4,3,296.2,8
7,104.6,4,4,111.2,8
97,1060.3,4,5,1004.8,8
80,794.9,5,1,476.8,8
95,1086.2,5,2,1119.4,8
8,106.2,5,3,113.9,8
61,498.3,5,4,485.2,8
97,1129.0,5,5,1060.3,8
26,161.6,1,1,1.0,9
49,329.9,1,2,161.6,9
2,97.6,1,3,0.8,9
9,104.5,1,4,81.6,9
28,172.3,1,5,161.6,9
51,510.3,2,1,327.6,9
88,1222.0,2,2,1012.6,9
30,262.2,2,3,180.0,9
37,331.8,2,4,389.2,9
2,103.5,2,5,97.6,9
36,233.3,3,1,324.0,9
53,373.3,3,2,507.6,9
76,638.5,3,3,1033.0,9
49,336.1,3,4,329.9,9
47,317.3,3,5,352.2,9
55,411.4,4,1,440.0,9
13,113.1,4,2,103.5,9
19,133.9,4,3,155.2,9
11,109.9,4,4,101.2,9
69,592.9,4,5,507.9,9
67,647.2,5,1,546.9,9
53,452.4,5,2,373.3,9
27,206.2,5,3,207.2,9
86,976.1,5,4,1032.0,9
89,1034.1,5,5,1032.0,9
99,991.3,1,1,1.0,10
26,177.1,1,2,26.0,10
6,107.5,1,3,0.0,10
21,154.6,1,4,113.5,10
4,105.6,1,5,103.2,10
60,537.3,2,1,0.5,10
79,827.1,2,2,623.1,10
21,172.5,2,3,154.6,10
53,450.2,2,4,507.6,10
43,340.3,2,5,387.1,10
36,212.3,3,1,288.9,10
39,238.6,3,2,247.1,10
24,136.9,3,3,162.5,10
48,326.8,3,4,296.2,10
62,505.7,3,5,447.1,10
44,278.2,4,1,292.3,10
86,661.2,4,2,682.1,10
69,482.1,4,3,524.6,10
41,260.7,4,4,252.3,10
78,573.1,4,5,571.2,10
63,672.2,5,1,485.2,10
43,367.4,5,2,340.3,10
