x,y,machine,trial,y_pred,subject
48,283.9,1,1,3.0,1
40,216.7,1,2,269.4,1
15,99.9,1,3,104.3,1
99,1052.5,1,4,0.0,1
57,376.8,1,5,288.3,1
64,436.1,2,1,416.8,1
12,114.7,2,2,191.8,1
77,583.3,2,3,288.9,1
42,248.8,2,4,248.8,1
56,358.4,2,5,324.6,1
52,479.7,3,1,288.8,1
47,410.1,3,2,269.3,1
20,160.6,3,3,86.3,1
81,1001.0,3,4,611.8,1
53,492.4,3,5,521.8,1
57,461.1,4,1,521.8,1
6,102.9,4,2,128.3,1
56,450.9,4,3,521.8,1
93,1054.4,4,4,1093.3,1
64,556.7,4,5,436.1,1
46,209.6,5,1,521.8,1
53,247.7,5,2,471.4,1
0,102.7,5,3,0.0,1
99,641.1,5,4,1052.5,1
88,526.0,5,5,1053.9,1
44,333.8,1,1,3.0,2
24,168.0,1,2,5.0,2
21,149.4,1,3,104.0,2
34,237.4,1,4,123.6,2
80,895.8,1,5,416.8,2
89,892.7,2,1,527.6,2
17,118.3,2,2,153.3,2
66,525.0,2,3,521.1,2
37,221.4,2,4,269.6,2
38,229.1,2,5,248.8,2
20,119.8,3,1,190.0,2
76,424.3,3,2,521.6,2
88,539.5,3,3,1098.7,2
59,293.1,3,4,291.9,2
65,335.2,3,5,291.9,2
30,185.6,4,1,203.2,2
23,154.9,4,2,158.8,2
30,186.5,4,3,187.3,2
69,475.8,4,4,527.3,2
26,167.5,4,5,183.3,2
56,259.3,5,1,521.5,2
35,146.1,5,2,248.9,2
75,410.4,5,3,521.8,2
81,469.0,5,4,898.9,2
66,332.0,5,5,521.8,2
71,705.4,1,1,5.0,3
79,833.7,1,2,711.6,3
43,348.3,1,3,521.2,3
96,1154.8,1,4,1853.0,3
12,132.3,1,5,14.6,3
19,157.2,2,1,288.8,3
61,720.3,2,2,248.8,3
31,257.9,2,3,248.8,3
42,391.7,2,4,291.8,3
22,177.1,2,5,248.8,3
70,779.5,3,1,611.8,3
9,119.3,3,2,521.8,3
28,226.3,3,3,328.7,3
48,436.8,3,4,521.7,3
95,1319.0,3,5,1211.4,3
97,1435.7,4,1,1212.4,3
89,1233.8,4,2,1092.8,3
41,366.8,4,3,521.4,3
46,432.2,4,4,493.2,3
4,104.6,4,5,24.2,3
40,206.6,5,1,269.2,3
66,429.3,5,2,711.4,3
85,667.8,5,3,1092.8,3
62,387.4,5,4,521.2,3
71,485.5,5,5,705.4,3
86,781.2,1,1,5.0,4
56,397.4,1,2,5.0,4
14,123.8,1,3,191.8,4
84,753.3,1,4,521.6,4
68,532.0,1,5,362.8,4
24,194.1,2,1,176.0,4
1,103.1,2,2,0.0,4
86,938.0,2,3,521.8,4
52,442.0,2,4,291.2,4
80,834.7,2,5,636.8,4
73,587.5,3,1,521.8,4
25,158.5,3,2,191.8,4
75,615.9,3,3,611.5,4
18,129.3,3,4,101.9,4
55,376.7,3,5,362.8,4
38,163.4,4,1,269.2,4
55,294.5,4,2,416.7,4
95,861.7,4,3,1857.0,4
81,621.4,4,4,1053.3,4
35,144.7,4,5,158.3,4
82,988.7,5,1,611.3,4
97,1322.9,5,2,1063.3,4
40,334.7,5,3,191.3,4
46,401.4,5,4,471.3,4
21,174.3,5,5,158.3,4
50,298.7,1,1,3.0,5
24,139.8,1,2,153.3,5
8,100.7,1,3,50.0,5
15,111.7,1,4,153.4,5
17,116.1,1,5,122.3,5
22,136.8,2,1,145.4,5
62,429.4,2,2,153.2,5
12,108.6,2,3,248.2,5
89,792.9,2,4,521.8,5
11,107.1,2,5,101.3,5
85,794.9,3,1,521.8,5
65,528.0,3,2,527.6,5
54,410.3,3,3,521.8,5
64,517.9,3,4,521.8,5
52,390.4,3,5,405.9,5
14,111.9,4,1,111.7,5
16,116.9,4,2,128.2,5
32,187.1,4,3,248.2,5
70,556.0,4,4,1079.0,5
81,713.4,4,5,898.7,5
96,721.0,5,1,898.4,5
8,93.3,5,2,101.0,5
27,118.8,5,3,248.7,5
74,442.1,5,4,521.2,5
66,360.9,5,5,521.7,5
18,143.3,1,1,3.0,6
48,361.2,1,2,191.6,6
28,193.4,1,3,191.8,6
77,755.2,1,4,521.8,6
25,176.6,1,5,191.6,6
23,132.1,2,1,158.8,6
33,176.4,2,2,248.8,6
20,120.9,2,3,123.8,6
32,171.5,2,4,183.8,6
63,429.1,2,5,853.8,6
75,611.9,3,1,811.2,6
87,805.8,3,2,711.2,6
3,97.0,3,3,50.0,6
95,946.3,3,4,898.4,6
15,107.8,3,5,248.8,6
44,177.8,4,1,269.2,6
73,330.9,4,2,248.4,6
