,task,item,choice,gt,meta_tasks
0,data/test/high_school_physics_test.csv,0,C,B,['high school mathematics' 'college computer science']
1,data/test/high_school_physics_test.csv,1,C,A,['conceptual physics' 'electrical engineering']
2,data/test/high_school_physics_test.csv,2,D,D,['astronomy' 'high school chemistry']
3,data/test/high_school_physics_test.csv,3,A,C,['computer security' 'college computer science']
4,data/test/high_school_physics_test.csv,4,D,D,['college mathematics' 'electrical engineering']
5,data/test/high_school_physics_test.csv,5,C,C,['high school statistics' 'high school computer science']
6,data/test/high_school_physics_test.csv,6,D,A,['elementary mathematics' 'conceptual physics']
7,data/test/high_school_physics_test.csv,7,D,C,['high school computer science' 'machine learning']
8,data/test/high_school_physics_test.csv,8,D,A,['elementary mathematics' 'high school chemistry']
9,data/test/high_school_physics_test.csv,9,D,B,['high school biology' 'high school chemistry']
10,data/test/high_school_physics_test.csv,10,C,D,['college chemistry' 'college mathematics']
11,data/test/high_school_physics_test.csv,11,D,D,['anatomy' 'conceptual physics']
12,data/test/high_school_physics_test.csv,12,D,D,['college computer science' 'high school chemistry']
13,data/test/high_school_physics_test.csv,13,D,B,['abstract algebra' 'computer security']
14,data/test/high_school_physics_test.csv,14,D,B,['college biology' 'high school computer science']
15,data/test/high_school_physics_test.csv,15,D,A,['elementary mathematics' 'high school chemistry']
16,data/test/high_school_physics_test.csv,16,D,D,['machine learning' 'college computer science']
17,data/test/high_school_physics_test.csv,17,C,C,['machine learning' 'high school computer science']
18,data/test/high_school_physics_test.csv,18,B,A,['high school mathematics' 'high school biology']
19,data/test/high_school_physics_test.csv,19,C,D,['astronomy' 'high school computer science']
20,data/test/high_school_physics_test.csv,20,B,B,['high school statistics' 'college mathematics']
21,data/test/high_school_physics_test.csv,21,D,C,['college chemistry' 'college mathematics']
22,data/test/high_school_physics_test.csv,22,D,A,['astronomy' 'high school statistics']
23,data/test/high_school_physics_test.csv,23,D,D,['high school biology' 'high school chemistry']
24,data/test/high_school_physics_test.csv,24,D,D,['college biology' 'elementary mathematics']
25,data/test/high_school_physics_test.csv,25,C,D,['college chemistry' 'abstract algebra']
26,data/test/high_school_physics_test.csv,26,D,C,['elementary mathematics' 'computer security']
27,data/test/high_school_physics_test.csv,27,A,C,['anatomy' 'abstract algebra']
28,data/test/high_school_physics_test.csv,28,D,C,['high school chemistry' 'college physics']
29,data/test/high_school_physics_test.csv,29,C,D,['college mathematics' 'college chemistry']
30,data/test/high_school_physics_test.csv,30,A,A,['astronomy' 'college biology']
31,data/test/high_school_physics_test.csv,31,C,C,['college physics' 'elementary mathematics']
32,data/test/high_school_physics_test.csv,32,D,B,['electrical engineering' 'conceptual physics']
33,data/test/high_school_physics_test.csv,33,A,B,['high school chemistry' 'astronomy']
34,data/test/high_school_physics_test.csv,34,C,C,['college computer science' 'elementary mathematics']
35,data/test/high_school_physics_test.csv,35,D,C,['high school statistics' 'college computer science']
36,data/test/high_school_physics_test.csv,36,D,C,['conceptual physics' 'high school computer science']
37,data/test/high_school_physics_test.csv,37,A,D,['elementary mathematics' 'high school computer science']
38,data/test/high_school_physics_test.csv,38,B,A,['elementary mathematics' 'anatomy']
39,data/test/high_school_physics_test.csv,39,C,A,['high school mathematics' 'high school chemistry']
40,data/test/high_school_physics_test.csv,40,C,C,['anatomy' 'abstract algebra']
41,data/test/high_school_physics_test.csv,41,C,C,['college biology' 'high school chemistry']
42,data/test/high_school_physics_test.csv,42,D,C,['college chemistry' 'abstract algebra']
43,data/test/high_school_physics_test.csv,43,B,D,['high school computer science' 'conceptual physics']
44,data/test/high_school_physics_test.csv,44,C,C,['abstract algebra' 'astronomy']
45,data/test/high_school_physics_test.csv,45,C,B,['college mathematics' 'anatomy']
46,data/test/high_school_physics_test.csv,46,A,B,['elementary mathematics' 'electrical engineering']
47,data/test/high_school_physics_test.csv,47,B,B,['abstract algebra' 'astronomy']
48,data/test/high_school_physics_test.csv,48,D,D,['elementary mathematics' 'anatomy']
49,data/test/high_school_physics_test.csv,49,C,D,['electrical engineering' 'high school computer science']
50,data/test/high_school_physics_test.csv,50,A,A,['electrical engineering' 'anatomy']
51,data/test/high_school_physics_test.csv,51,B,B,['high school mathematics' 'college computer science']
52,data/test/high_school_physics_test.csv,52,A,D,['electrical engineering' 'machine learning']
53,data/test/high_school_physics_test.csv,53,B,D,['machine learning' 'college computer science']
54,data/test/high_school_physics_test.csv,54,C,B,['elementary mathematics' 'college physics']
55,data/test/high_school_physics_test.csv,55,D,D,['electrical engineering' 'college mathematics']
56,data/test/high_school_physics_test.csv,56,D,C,['elementary mathematics' 'computer security']
57,data/test/high_school_physics_test.csv,57,D,B,['high school chemistry' 'abstract algebra']
58,data/test/high_school_physics_test.csv,58,B,A,['abstract algebra' 'college chemistry']
59,data/test/high_school_physics_test.csv,59,C,C,['college mathematics' 'high school mathematics']
60,data/test/high_school_physics_test.csv,60,D,C,['abstract algebra' 'anatomy']
61,data/test/high_school_physics_test.csv,61,B,B,['abstract algebra' 'electrical engineering']
62,data/test/high_school_physics_test.csv,62,D,A,['college computer science' 'college physics']
63,data/test/high_school_physics_test.csv,63,C,A,['college biology' 'college mathematics']
64,data/test/high_school_physics_test.csv,64,A,C,['high school computer science' 'college physics']
65,data/test/high_school_physics_test.csv,65,A,D,['computer security' 'conceptual physics']
66,data/test/high_school_physics_test.csv,66,D,C,['high school statistics' 'college physics']
67,data/test/high_school_physics_test.csv,67,D,A,['abstract algebra' 'high school mathematics']
68,data/test/high_school_physics_test.csv,68,C,D,['college chemistry' 'machine learning']
69,data/test/high_school_physics_test.csv,69,B,A,['high school chemistry' 'high school statistics']
70,data/test/high_school_physics_test.csv,70,B,D,['college computer science' 'high school biology']
71,data/test/high_school_physics_test.csv,71,D,B,['college chemistry' 'college biology']
72,data/test/high_school_physics_test.csv,72,B,C,['astronomy' 'college mathematics']
73,data/test/high_school_physics_test.csv,73,D,B,['high school biology' 'conceptual physics']
74,data/test/high_school_physics_test.csv,74,D,A,['college physics' 'high school mathematics']
75,data/test/high_school_physics_test.csv,75,C,B,['machine learning' 'abstract algebra']
76,data/test/high_school_physics_test.csv,76,B,B,['high school computer science' 'astronomy']
77,data/test/high_school_physics_test.csv,77,D,B,['anatomy' 'abstract algebra']
78,data/test/high_school_physics_test.csv,78,A,D,['college computer science' 'machine learning']
79,data/test/high_school_physics_test.csv,79,C,A,['high school mathematics' 'college mathematics']
80,data/test/high_school_physics_test.csv,80,C,D,['abstract algebra' 'college physics']
81,data/test/high_school_physics_test.csv,81,C,D,['anatomy' 'college mathematics']
82,data/test/high_school_physics_test.csv,82,D,A,['college mathematics' 'college computer science']
83,data/test/high_school_physics_test.csv,83,C,D,['electrical engineering' 'college chemistry']
84,data/test/high_school_physics_test.csv,84,D,A,['conceptual physics' 'computer security']
85,data/test/high_school_physics_test.csv,85,D,A,['high school statistics' 'college biology']
86,data/test/high_school_physics_test.csv,86,C,C,['college chemistry' 'electrical engineering']
87,data/test/high_school_physics_test.csv,87,D,C,['high school computer science' 'college physics']
88,data/test/high_school_physics_test.csv,88,D,D,['computer security' 'abstract algebra']
89,data/test/high_school_physics_test.csv,89,C,A,['abstract algebra' 'anatomy']
90,data/test/high_school_physics_test.csv,90,D,C,['high school statistics' 'conceptual physics']
91,data/test/high_school_physics_test.csv,91,A,D,['high school statistics' 'anatomy']
92,data/test/high_school_physics_test.csv,92,D,C,['college computer science' 'high school chemistry']
93,data/test/high_school_physics_test.csv,93,C,D,['astronomy' 'high school chemistry']
94,data/test/high_school_physics_test.csv,94,B,D,['high school statistics' 'college mathematics']
95,data/test/high_school_physics_test.csv,95,D,B,['astronomy' 'college chemistry']
96,data/test/high_school_physics_test.csv,96,C,D,['high school statistics' 'high school mathematics']
97,data/test/high_school_physics_test.csv,97,C,C,['machine learning' 'astronomy']
98,data/test/high_school_physics_test.csv,98,A,A,['astronomy' 'high school computer science']
99,data/test/high_school_physics_test.csv,99,C,C,['abstract algebra' 'conceptual physics']
100,data/test/high_school_physics_test.csv,100,C,D,['machine learning' 'college physics']
101,data/test/high_school_physics_test.csv,101,C,C,['conceptual physics' 'elementary mathematics']
102,data/test/high_school_physics_test.csv,102,A,B,['machine learning' 'high school chemistry']
103,data/test/high_school_physics_test.csv,103,C,D,['high school biology' 'computer security']
104,data/test/high_school_physics_test.csv,104,D,A,['high school chemistry' 'high school statistics']
105,data/test/high_school_physics_test.csv,105,B,B,['college biology' 'high school biology']
106,data/test/high_school_physics_test.csv,106,D,B,['astronomy' 'elementary mathematics']
107,data/test/high_school_physics_test.csv,107,C,D,['computer security' 'high school mathematics']
108,data/test/high_school_physics_test.csv,108,D,C,['machine learning' 'conceptual physics']
109,data/test/high_school_physics_test.csv,109,B,C,['college biology' 'anatomy']
110,data/test/high_school_physics_test.csv,110,C,B,['college mathematics' 'college biology']
